N	2gram	Propp_Russ_1	FransuaR
195	одно из	5	2
196	в г	4	2
197	во второй	1	2
198	и без	1	2
199	не столько	1	2
200	но эта	1	2
201	точку зрения	1	2
202	труда и	1	2
203	с праздником	2	2
204	вплоть до	4	2
205	эти дни	4	2
206	если в	3	2
207	к ней	2	2
208	видим что	1	2
209	они и	2	2
210	с другом	1	2
211	начиная с	3	2
212	в духе	1	2
213	не могут	1	2
214	что все	1	2
215	к тому	4	2
216	в каждом	2	2
217	народа в	1	2
218	здесь изображается	1	2
219	данном случае	1	2
220	так в	4	2
221	и что	4	2
222	на том	1	2
223	еще в	4	2
224	жизнь и	1	2
225	продолжали жить	1	2
226	и вообще	1	2
227	народного творчества	2	2
228	и та	1	2
229	но мы	1	2
230	можно сказать	1	2
231	нас в	1	2
232	к нему	1	2
233	в отрыве	1	2
234	между тем	7	2
235	в свете	2	2
236	ночь с	1	2
237	всякого рода	3	2
238	важное значение	1	2
239	в эти	4	2
240	в качестве	3	2
241	в большинстве	2	2
242	значение и	2	2
243	большинстве случаев	2	2
244	и нового	2	2
245	мы можем	2	2
246	может быть	8	2
247	заметить что	1	2
248	тут же	2	2
249	праздника и	1	2
250	церкви и	1	2
251	в любовных	1	2
252	в особенности	2	2
253	в отличие	1	2
254	мы еще	1	2
255	себя и	2	2
256	один из	8	2
257	в одно	1	2
258	в городе	1	2
259	в пределах	1	2
260	обжорства и	1	2
261	друг с	1	2
262	только для	2	2
263	под названием	1	2
264	то что	6	2
265	в период	1	2
266	ко всему	1	2
267	к этому	4	2
268	ни странно	1	1
269	то на	3	1
270	христа на	1	1
271	крестьян и	1	1
272	тем же	1	1
273	форм мышления	1	1
274	из самых	1	1
275	не имеют	1	1
276	по его	1	1
277	поэзии и	1	1
278	в несколько	1	1
279	полагает что	6	1
280	этого нет	1	1
281	которую мы	1	1
282	та же	2	1
283	изучении в	1	1
284	и сроки	1	1
285	и говорят	1	1
286	не совсем	4	1
287	похожи на	1	1
288	в числе	2	1
289	жизни это	1	1
290	этот вечер	3	1
291	истории в	1	1
292	землю и	1	1
293	особенно если	1	1
294	одном и	1	1
295	не все	1	1
296	по отношению	1	1
297	нового в	1	1
298	не просто	2	1
299	значение имеет	1	1
300	и свои	1	1
301	что они	7	1
302	еды в	1	1
303	что во	1	1
304	другой день	1	1
305	его на	1	1
306	общего с	1	1
307	это был	1	1
308	что дело	1	1
309	целый ряд	1	1
310	что по	4	1
311	в фольклоре	2	1
312	он на	1	1
313	за это	1	1
314	всей своей	1	1
315	идут в	1	1
316	в себе	1	1
317	сливаются в	1	1
318	были связаны	2	1
319	и пожелания	1	1
320	на то	1	1
321	для защиты	1	1
322	чем у	2	1
323	очень велико	1	1
324	не как	1	1
325	не могли	1	1
326	но вместе	1	1
327	и по	8	1
328	сообщает что	4	1
329	но все	3	1
330	видели такие	1	1
331	в церквах	1	1
332	а затем	1	1
333	здесь он	1	1
334	и характер	1	1
335	значение в	1	1
336	на этой	2	1
337	г в	4	1
338	было в	1	1
339	и мы	1	1
340	известно что	1	1
341	должен был	1	1
342	чаще всего	3	1
343	по улицам	4	1
344	в жизни	2	1
345	по всему	1	1
346	на свои	1	1
347	солнце и	1	1
348	этом мы	1	1
349	далеко не	3	1
350	что не	1	1
351	одна и	1	1
352	говорится о	2	1
353	и того	1	1
354	смысл и	1	1
355	их на	4	1
356	между ними	1	1
357	на еду	2	1
358	в западной	2	1
359	народ и	2	1
360	эта как	1	1
361	доме и	1	1
362	это подтверждается	1	1
363	что я	1	1
364	должны были	2	1
365	которые в	1	1
366	обращение к	1	1
367	тем не	3	1
368	и более	2	1
369	их в	3	1
370	что этот	4	1
371	более древних	1	1
372	и под	1	1
373	превратилось в	1	1
374	сам он	1	1
375	нас к	2	1
376	тому что	4	1
377	любви и	1	1
378	а иногда	4	1
379	что ему	2	1
380	тогда когда	1	1
381	того как	5	1
382	одна из	4	1
383	ее с	1	1
384	к этим	1	1
385	тому кто	1	1
386	две строки	2	1
387	но здесь	1	1
388	на обилие	1	1
389	еде и	1	1
390	в день	6	1
391	следовательно и	1	1
392	и всегда	1	1
393	на землю	1	1
394	он сообщает	1	1
395	все стороны	1	1
396	на природу	1	1
397	это слово	1	1
398	имеет совершенно	1	1
399	к описанию	1	1
400	и находящиеся	1	1
401	не по	1	1
402	как будто	5	1
403	в области	3	1
404	распространенные в	1	1
405	у нас	8	1
406	от жизни	1	1
407	с трудом	1	1
408	чтобы сделать	1	1
409	как только	1	1
410	скота и	1	1
411	слова с	1	1
412	и потому	2	1
413	и должна	1	1
414	значения и	2	1
415	свою очередь	2	1
416	хороший урожай	1	1
417	и сами	1	1
418	некоторые другие	5	1
419	на другой	1	1
420	вина и	1	1
421	идет не	1	1
422	никак не	1	1
423	приводит к	3	1
424	в дальнейшем	2	1
425	к жизни	3	1
426	для нового	1	1
427	этом кончается	1	1
428	увидим не	1	1
429	и сам	1	1
430	что у	2	1
431	в образе	2	1
432	будущего урожая	2	1
433	те же	1	1
434	еще не	4	1
435	вокруг этого	2	1
436	поют песни	1	1
437	не были	2	1
438	что от	2	1
439	с этого	6	1
440	если бы	1	1
441	собой и	1	1
442	для этого	2	1
443	после того	2	1
444	стремление к	1	1
445	находится в	2	1
446	было не	1	1
447	еду на	1	1
448	вот почему	1	1
449	характер этого	2	1
450	и поэтому	2	1
451	веселая игра	1	1
452	что каждый	1	1
453	или на	3	1
454	других языках	1	1
455	можно встретить	1	1
456	можно высказать	1	1
457	связь между	2	1
458	чтобы получить	1	1
459	от них	3	1
460	этому поводу	2	1
461	во всей	1	1
462	в форме	1	1
463	исторического развития	1	1
464	в середине	3	1
465	заключительная часть	2	1
466	большое количество	1	1
467	быть и	2	1
468	рассуждение о	1	1
469	в двух	1	1
470	какова их	1	1
471	тот же	1	1
472	к наиболее	1	1
473	с ними	5	1
474	в разные	2	1
475	рождество христово	1	1
476	ii в	2	1
477	и свободы	1	1
478	и ее	1	1
479	по этому	3	1
480	и из	3	1
481	это ни	1	1
482	времени когда	1	1
483	и детей	1	1
484	не можем	3	1
485	на такой	1	1
486	же явления	1	1
487	только тогда	1	1
488	свидетельствует о	1	1
489	за счет	2	1
490	не дает	1	1
491	из них	8	1
492	его и	2	1
493	мы знаем	1	1
494	времени на	1	1
495	там на	1	1
496	говорит о	1	1
497	земли и	1	1
498	в изобилии	1	1
499	с этими	1	1
500	к ним	3	1
501	не о	1	1
502	еда как	1	1
503	не случайно	2	1
504	он пишет	1	1
505	случае не	1	1
506	много и	3	1
507	в окошко	1	1
508	тем что	4	1
509	в других	11	1
510	на пасху	2	1
511	в целях	3	1
512	смерти и	1	1
513	слабо и	1	1
514	иное как	2	1
515	и народных	1	1
516	дают в	1	1
517	как у	1	1
518	к которому	1	1
519	что иное	2	1
520	наконец в	1	1
521	в настоящей	1	1
522	на стол	4	1
523	что для	1	1
524	связано с	1	1
525	и пр	2	1
526	самом же	1	1
527	и народный	1	1
528	и своего	1	1
529	в любой	1	1
530	об изучении	1	1
531	не знает	1	1
532	на которых	1	1
533	до конца	2	1
534	представления о	1	1
535	сроки когда	1	1
536	народа а	1	1
537	ни о	1	1
538	мы остановимся	1	1
539	со своими	1	1
540	и том	1	1
541	под влиянием	1	1
542	прямо на	1	1
543	если не	1	1
544	должна была	2	1
545	себя на	1	1
546	люди в	1	1
547	в это	3	1
548	но оно	1	1
549	так называемой	3	1
550	в частности	2	1
551	в честь	3	1
552	видели в	1	1
553	границы между	1	1
554	надо было	1	1
555	может так	1	1
556	не дают	1	1
557	в той	1	1
558	и впредь	1	1
559	известны и	1	1
560	некоторое время	1	1
561	которые по	1	1
562	и всей	2	1
563	ни одно	2	1
564	чтобы они	2	1
565	с праздничным	1	1
566	значение как	1	1
567	этого слова	3	1
568	ему в	1	1
569	и некоторые	3	1
570	видно что	6	1
571	в так	1	1
572	все самое	1	1
573	же значение	1	1
574	находящиеся в	2	1
575	на одной	1	1
576	в более	2	1
577	одного и	1	1
578	этот день	10	1
579	и другим	2	1
580	и мог	1	1
581	этот праздник	1	1
582	такой взгляд	1	1
583	в садах	2	1
584	и другими	2	1
585	которого они	1	1
586	сходство между	2	1
587	но эти	3	1
588	от него	1	1
589	на других	3	1
590	декабря г	1	1
591	а из	1	1
592	похоронного обряда	1	1
593	в продолжение	1	1
594	петра i	4	1
595	же деле	1	1
596	для людей	1	1
597	и целый	1	1
598	этой же	1	1
599	в народной	2	1
600	слово в	1	1
601	в свою	3	1
602	этого времени	2	1
603	и при	1	1
604	мы здесь	1	1
605	за столом	2	1
606	не что	2	1
607	отношению к	1	1
608	только о	1	1
609	и предшествующие	1	1
610	этим объясняется	1	1
611	в виде	6	1
612	но ни	2	1
613	именно здесь	1	1
614	можно назвать	1	1
615	в таком	1	1
616	во всяком	1	1
617	они не	1	1
618	ничего общего	2	1
