N	2gram	Propp_Isto_7	SlovoVZh
230	мы понимаем	1	1
231	во всех	7	1
232	вопросу о	1	1
233	и во	1	1
234	образом мы	2	1
235	чтобы вскрыть	1	1
236	все в	2	1
237	от его	1	1
238	мало данных	1	1
239	к которой	2	1
240	себе и	3	1
241	в свои	1	1
242	только там	2	1
243	того в	1	1
244	что они	3	1
245	именно в	1	1
246	сама по	1	1
247	нем и	1	1
248	он или	1	1
249	знания и	1	1
250	и она	3	1
251	или может	1	1
252	в одной	2	1
253	в лице	1	1
254	что именно	1	1
255	в современной	1	1
256	что здесь	7	1
257	как например	1	1
258	на которой	1	1
259	перед нами	2	1
260	хотя и	3	1
261	может получить	1	1
262	тот же	2	1
263	мы увидим	6	1
264	ли он	4	1
265	более или	1	1
266	следующим образом	3	1
267	увидим что	2	1
268	его место	1	1
269	ситуации в	1	1
270	во времени	1	1
271	и оба	1	1
272	что это	6	1
273	увидели что	1	1
274	в целом	1	1
275	предмету объекту	1	1
276	сюда и	1	1
277	думать что	2	1
278	еще один	2	1
279	что совсем	1	1
280	им в	2	1
281	не можем	2	1
282	так можно	1	1
283	во многих	2	1
284	в большинстве	1	1
285	дальше и	1	1
286	героя с	1	1
287	в виде	1	1
288	именно этим	1	1
289	что она	5	1
290	в поэтике	1	1
291	или даже	2	1
292	при помощи	3	1
293	не высказывается	1	1
294	себе в	1	1
295	и их	1	1
296	он пользуется	1	1
297	пор мы	1	1
298	и вот	1	1
299	вовсе не	4	1
300	у нее	2	1
301	друг друга	2	1
302	как его	1	1
303	у него	10	1
304	она будет	2	1
305	в окно	1	1
306	каждый элемент	1	1
307	это один	1	1
308	с искусством	1	1
309	деле и	1	1
310	даже и	1	1
311	здесь мы	5	1
312	др все	1	1
313	и только	1	1
314	этой задачи	3	1
315	они должны	2	1
316	в другом	1	1
317	явление а	1	1
318	ни одной	1	1
319	этих форм	1	1
320	и из	1	1
321	должно быть	1	1
322	входит в	1	1
323	на протяжении	1	1
324	и которые	1	1
325	и вступает	2	1
326	и тех	1	1
327	а эти	1	1
328	было бы	2	1
329	и соответствующие	1	1
330	и тем	2	1
331	один и	1	1
332	кажется что	3	1
333	но есть	3	1
334	говорит о	2	1
335	но уже	1	1
336	рядом с	1	1
337	а с	1	1
338	не знает	1	1
339	далеко не	1	1
340	мы обычно	1	1
341	и самый	1	1
342	в ее	2	1
343	подразумеваться только	1	1
344	не всегда	4	1
345	он имеет	1	1
346	которой он	3	1
347	одна и	1	1
348	и вне	1	1
349	на передний	1	1
350	в руках	2	1
351	они являются	1	1
352	при более	1	1
353	о чем	1	1
354	и было	1	1
355	него не	1	1
356	всех других	2	1
357	же не	1	1
358	здесь имеет	1	1
359	обратимся к	1	1
360	что собственно	2	1
361	для этой	1	1
362	и становится	3	1
363	мы видели	7	1
364	или менее	1	1
365	все более	1	1
366	вступает в	3	1
367	но если	1	1
368	в частности	1	1
369	то он	1	1
370	передний план	1	1
371	нас не	2	1
372	именно и	1	1
373	и без	1	1
374	это делает	1	1
375	бесконечное количество	1	1
376	она в	3	1
377	сидят в	1	1
378	не могут	2	1
379	что я	1	1
380	он будет	1	1
381	и другого	1	1
382	нельзя было	1	1
383	но эта	2	1
384	и тот	2	1
385	которые в	1	1
386	не должно	1	1
387	того кто	2	1
388	мы еще	1	1
389	может идти	2	1
390	для нее	2	1
391	же мы	1	1
392	в европейских	1	1
393	по мере	1	1
394	одна сторона	1	1
395	от всего	1	1
396	вне поля	1	1
397	в русской	5	1
398	в науке	1	1
399	она должна	1	1
400	и остается	1	1
401	в основе	2	1
402	только одна	1	1
403	время как	2	1
404	тоже может	1	1
405	к пониманию	1	1
406	для всего	1	1
407	человек и	1	1
408	в качестве	3	1
409	имеем дело	1	1
410	от него	3	1
411	быть изучена	1	1
412	было на	1	1
413	еще более	1	1
414	тем более	2	1
415	мы должны	4	1
416	правда это	1	1
417	них и	1	1
418	же он	1	1
419	связи с	3	1
420	участие в	2	1
421	можно только	1	1
422	как будто	1	1
423	и делает	1	1
424	не нуждается	1	1
425	нам не	1	1
426	может и	1	1
427	с ней	3	1
428	только как	1	1
429	и оно	2	1
430	обычно не	1	1
431	зато эти	1	1
432	героя в	1	1
433	должны быть	3	1
434	которые имеют	1	1
435	высказывается и	1	1
436	но эти	1	1
437	же случае	1	1
438	но из	1	1
439	и эта	2	1
440	или он	3	1
441	в таком	1	1
442	они не	2	1
443	идти только	2	1
444	к тому	1	1
