N	2gram	Tiupa_Disk_1	FransuaR
251	и часто	1	2
252	фамильярного контакта	1	2
253	при таком	1	2
254	и от	1	2
255	иных отношениях	1	2
256	или в	2	2
257	хотя и	2	2
258	ни к	6	2
259	здесь только	1	2
260	речи и	1	2
261	одновременно и	2	2
262	основе его	1	2
263	в свое	1	2
264	в противоположность	2	2
265	в таком	1	2
266	термина в	1	1
267	ранних этапах	1	1
268	к индивидуальным	1	1
269	речь идет	1	1
270	форме мифа	1	1
271	это и	1	1
272	и должны	1	1
273	не носят	1	1
274	мысли а	1	1
275	между двумя	1	1
276	от своей	1	1
277	определить как	2	1
278	нем нет	1	1
279	эти жанры	2	1
280	то же	7	1
281	а как	1	1
282	правильного понимания	1	1
283	мы не	1	1
284	древнейших и	1	1
285	только благодаря	1	1
286	совпадает с	2	1
287	говорить о	1	1
288	принадлежит к	1	1
289	его однако	1	1
290	этого термина	2	1
291	своего исторического	1	1
292	т.п но	3	1
293	по отношению	9	1
294	мы назвали	1	1
295	действительности а	1	1
296	и чем	1	1
297	к литературе	1	1
298	даже сказать	1	1
299	с этим	3	1
300	из уст	2	1
301	как к	2	1
302	просто как	1	1
303	эпохи развития	1	1
304	не остается	1	1
305	сознания в	2	1
306	как уже	3	1
307	и как	6	1
308	от этого	1	1
309	в произведении	3	1
310	в которой	1	1
311	он в	1	1
312	без учета	1	1
313	в нашем	1	1
314	рассказчика в	1	1
315	по преимуществу	1	1
316	в известном	1	1
317	но его	1	1
318	эпохи и	2	1
319	жизнь как	1	1
320	тому же	5	1
321	на то	1	1
322	формой а	1	1
323	он всегда	2	1
324	включал в	1	1
325	основе этих	1	1
326	литературных произведений	1	1
327	собой не	1	1
328	и более	1	1
329	и сам	1	1
330	нашего времени	1	1
331	не могли	1	1
332	можно даже	1	1
333	на этом	2	1
334	в работе	1	1
335	могла бы	2	1
336	и может	1	1
337	об этом	2	1
338	слова или	1	1
339	самим собой	1	1
340	зрения на	3	1
341	всех областях	1	1
342	лишь в	4	1
343	действительности в	1	1
344	поэтому они	1	1
345	было бы	1	1
346	своего значения	1	1
347	на сцене	2	1
348	стоит на	1	1
349	в бытовом	1	1
350	но уже	1	1
351	о которых	1	1
352	особый интерес	1	1
353	мы имеем	2	1
354	оно имеет	1	1
355	как такое	1	1
356	и при	1	1
357	что такое	1	1
358	лежат в	1	1
359	наших дней	2	1
360	это делает	1	1
361	звено в	1	1
362	человеком и	1	1
363	мы называем	1	1
364	не столько	1	1
365	представление о	1	1
366	в которых	4	1
367	направлен на	2	1
368	своего рода	8	1
369	своей не	1	1
370	как это	1	1
371	смысле а	1	1
372	есть его	1	1
373	которые в	1	1
374	сами по	2	1
375	не совпадают	1	1
376	что было	1	1
377	в современном	2	1
378	где нет	1	1
379	жанр и	3	1
380	мере и	1	1
381	жанровые формы	1	1
382	и вся	1	1
383	чистом виде	1	1
384	период своего	1	1
385	не менее	2	1
386	вплоть до	1	1
387	в трактовке	1	1
388	но они	2	1
389	тем самым	1	1
390	формой человеческой	1	1
391	что с	2	1
392	и художественной	1	1
393	в то	3	1
394	принадлежат к	3	1
395	в науке	2	1
396	своего существования	1	1
397	и далеко	1	1
398	пока еще	6	1
399	не могло	2	1
400	для всего	1	1
401	эстетическую концепцию	1	1
402	же время	4	1
403	своей природе	2	1
404	другой стороны	3	1
405	тех или	1	1
406	xix веке	1	1
407	в смене	1	1
408	здесь же	1	1
409	им и	1	1
410	с участием	1	1
411	что на	1	1
412	или иных	1	1
413	того это	1	1
414	в небытие	1	1
415	лежит в	1	1
416	человека в	2	1
417	его понимании	2	1
418	глубокое и	1	1
419	и второго	2	1
420	и строго	1	1
421	они и	3	1
422	оно не	2	1
423	в последующие	1	1
424	т.е в	1	1
425	развития культуры	1	1
426	своего развития	1	1
427	значения и	1	1
428	напротив они	1	1
429	здесь не	1	1
430	характер и	2	1
431	в организации	2	1
432	и иные	2	1
433	в пределах	2	1
434	народному творчеству	1	1
435	те же	1	1
436	было в	2	1
437	здесь как	1	1
438	он направлен	1	1
439	еще в	3	1
440	все сферы	1	1
441	мыслью и	1	1
442	строго говоря	2	1
443	из одного	1	1
444	с человеком	2	1
445	но здесь	1	1
446	сложившиеся в	1	1
447	сводится к	5	1
448	по себе	3	1
449	вместе со	1	1
450	утверждает что	1	1
451	требует для	2	1
452	они принадлежат	1	1
453	времени в	2	1
454	по их	1	1
455	должно было	1	1
456	нас в	1	1
457	комической литературы	1	1
458	всей нашей	1	1
459	есть без	1	1
460	на ее	2	1
461	для возрождения	1	1
462	и остаются	1	1
463	и сложными	1	1
464	них в	2	1
465	наконец в	1	1
466	именно в	3	1
467	она еще	1	1
468	формы речевого	1	1
469	научной литературе	1	1
470	речевого жанра	2	1
471	это приводит	1	1
472	известном смысле	1	1
473	в формах	1	1
474	один из	3	1
475	нового термина	1	1
476	одной из	4	1
477	с ними	1	1
478	в какой	2	1
479	отделено от	1	1
480	и действительно	1	1
481	всяком случае	1	1
482	и ее	2	1
483	не было	7	1
484	ощущение и	1	1
485	в уста	1	1
486	в литературоведении	2	1
487	для всех	1	1
488	завершение в	1	1
489	уже в	2	1
490	то и	1	1
491	можно определить	2	1
492	которых можно	1	1
493	как жанр	3	1
494	связан в	1	1
495	но от	1	1
496	его и	1	1
497	за ним	1	1
498	и понимание	2	1
499	их как	1	1
500	он имеет	1	1
501	о поэзии	1	1
502	не остаются	1	1
503	представлений о	1	1
504	в конце	1	1
505	что и	3	1
506	в цепи	1	1
507	к ним	3	1
508	не о	1	1
509	если оно	1	1
510	только по	1	1
511	тем что	3	1
512	момент в	1	1
513	развития в	1	1
514	до наших	1	1
515	со стороны	7	1
516	и создает	1	1
517	на примере	1	1
518	стороны он	1	1
519	до известной	1	1
520	к которому	2	1
521	уходит в	1	1
522	речевые жанры	6	1
523	себя и	1	1
524	говорит о	1	1
525	последующие века	1	1
526	настоящего времени	1	1
527	в любой	1	1
528	это прежде	3	1
529	стремится к	1	1
530	литературы нового	1	1
531	не на	1	1
532	а не	22	1
533	однако и	2	1
534	от мира	1	1
535	его как	2	1
536	о чем	2	1
537	его собственной	1	1
538	мог быть	3	1
539	имея в	3	1
540	по мысли	3	1
541	но оно	1	1
542	оценки но	1	1
543	первоначально не	1	1
544	в xix	1	1
545	в конкретных	1	1
546	может стать	1	1
547	а потому	1	1
548	до настоящего	1	1
549	он говорит	1	1
550	в область	1	1
551	целом ряде	1	1
552	для обозначения	3	1
553	теории в	1	1
554	понятия о	1	1
555	для понимания	2	1
556	сужаются до	1	1
557	сохраняется в	1	1
558	ли не	3	1
559	в контексте	1	1
560	слова и	1	1
561	и различные	1	1
562	отличается от	2	1
563	в начале	2	1
564	что касается	2	1
565	ранних стадиях	1	1
566	о мире	1	1
567	литературе в	1	1
568	при всем	1	1
569	есть она	1	1
570	под названием	1	1
571	известной степени	2	1
572	в связи	1	1
573	этот процесс	1	1
574	очищенного от	1	1
575	в результате	1	1
576	здесь пока	1	1
577	развития и	1	1
578	себя самого	1	1
579	особого рода	2	1
580	др на	1	1
581	в собственно	1	1
582	но зато	2	1
583	хотя бы	3	1
584	отношении к	1	1
585	в готовом	1	1
586	становления и	2	1
587	а о	2	1
588	мира здесь	1	1
589	с ней	1	1
590	отношением к	1	1
591	их с	1	1
592	имеет место	3	1
593	отношению к	9	1
594	речи как	2	1
595	также не	1	1
596	разрушило бы	1	1
597	к этому	2	1
598	во всяком	2	1
599	они не	2	1
