N	2gram	Berdyaev_V_1	StatiiOP
172	со словами	1	1
173	в чем	3	1
174	конечно это	1	1
175	это имеет	1	1
176	но как	1	1
177	отношение к	1	1
178	себе и	1	1
179	не просто	1	1
180	не хотел	2	1
181	более чем	2	1
182	что во	3	1
183	еще больше	1	1
184	говорит что	1	1
185	и хотя	1	1
186	и последний	2	1
187	укажу тебе	1	1
188	средство для	1	1
189	не имею	1	1
190	землю без	1	1
191	им в	1	1
192	зависимости от	1	1
193	и если	1	1
194	только себя	1	1
195	от которого	3	1
196	перестает быть	1	1
197	с именем	1	1
198	в понимании	1	1
199	в исторических	1	1
200	теперь еще	1	1
201	на этом	1	1
202	тут не	1	1
203	значение в	1	1
204	обратился к	1	1
205	роль в	1	1
206	и тем	1	1
207	любви в	1	1
208	для них	2	1
209	и уже	1	1
210	для чего	1	1
211	с такой	1	1
212	но я	1	1
213	достоинство его	1	1
214	еще предстоит	1	1
215	это дело	2	1
216	освободиться от	1	1
217	и очень	1	1
218	что есть	5	1
219	какие бы	1	1
220	можно ли	1	1
221	она не	1	1
222	который был	1	1
223	одна из	2	1
224	на два	1	1
225	тому кто	1	1
226	на него	1	1
227	было не	1	1
228	как она	1	1
229	с отвращением	1	1
230	вместо того	2	1
231	звучит в	1	1
232	так легко	1	1
233	и вместе	1	1
234	не могут	2	1
235	всего что	1	1
236	они и	2	1
237	слова с	1	1
238	отказаться от	1	1
239	божьего и	1	1
240	как мы	1	1
241	значения и	2	1
242	что все	4	1
243	стало возможно	1	1
244	на том	2	1
245	о их	1	1
246	переход к	1	1
247	можно было	2	1
248	не так	2	1
249	не с	2	1
250	и которые	1	1
251	найти в	1	1
252	не были	1	1
253	по сравнению	1	1
254	основана на	1	1
255	еще так	1	1
256	вот почему	2	1
257	но к	1	1
258	и во	2	1
259	от них	1	1
260	всем в	1	1
261	но нет	1	1
262	в форме	2	1
263	от этих	2	1
264	легенде о	1	1
265	в лице	1	1
266	конце концов	1	1
267	результатом этого	1	1
268	я был	1	1
269	не случайно	1	1
270	один из	2	1
271	в двух	1	1
272	тот же	3	1
273	места в	1	1
274	с ними	1	1
275	лишь на	1	1
276	будто бы	1	1
277	те которые	2	1
278	образа в	1	1
279	все старые	1	1
280	не будет	2	1
281	с которыми	1	1
282	конечно не	2	1
283	уже в	1	1
284	это отрицание	1	1
285	слабы и	1	1
286	не для	1	1
287	а в	2	1
288	но что	1	1
289	у него	1	1
290	в руки	1	1
291	путь этот	1	1
292	что человек	1	1
293	что тот	1	1
294	и быть	1	1
295	себя и	1	1
296	отказался от	1	1
297	не верит	3	1
298	них и	1	1
299	церкви и	1	1
300	то и	1	1
301	на которых	1	1
302	ничем не	1	1
303	мы и	2	1
304	с которым	1	1
305	любви по	1	1
306	и тут	1	1
307	жизнь в	1	1
308	сделать его	1	1
309	о возможности	1	1
310	над ним	1	1
311	что теперь	2	1
312	в изображении	1	1
313	если оно	1	1
314	сравнению с	1	1
315	ли ты	2	1
316	самого себя	2	1
317	да и	2	1
318	человек с	1	1
319	жизни в	1	1
320	который он	1	1
321	не создает	2	1
322	на пути	1	1
323	известном смысле	1	1
324	конечно они	1	1
325	ни для	1	1
326	и для	3	1
327	было еще	2	1
328	уже на	2	1
329	вся история	1	1
330	не существует	1	1
331	и от	1	1
332	что оно	1	1
333	для нас	2	1
334	от него	2	1
335	и все	4	1
336	бы в	1	1
337	против того	1	1
338	можно признать	1	1
339	является и	1	1
340	в последнем	2	1
341	религиозный смысл	1	1
342	в трех	1	1
343	жизни и	3	1
344	в своих	1	1
345	нет что	1	1
346	все что	4	1
