N	2gram	Vygotskiy__4	Mirosoze
368	от того	3	1
369	в диалектическом	1	1
370	не заставляет	1	1
371	переносятся в	1	1
372	одну и	1	1
373	эпоху в	1	1
374	и самое	1	1
375	приходит к	3	1
376	и открывает	1	1
377	совершенно исключительное	1	1
378	на нем	2	1
379	сравнению со	1	1
380	указывать на	2	1
381	существует только	2	1
382	можно сделать	1	1
383	лучше сказать	1	1
384	так в	1	1
385	не столько	1	1
386	для нового	1	1
387	слова а	1	1
388	и сам	1	1
389	к исследованию	1	1
390	можно было	6	1
391	так и	5	1
392	было в	1	1
393	подойти к	1	1
394	является в	3	1
395	настолько же	1	1
396	поэтому в	1	1
397	и даже	1	1
398	означает что	1	1
399	в разных	1	1
400	связанная с	1	1
401	находится в	1	1
402	средством для	1	1
403	и поэтому	3	1
404	и та	1	1
405	при котором	1	1
406	в глаза	1	1
407	одного из	1	1
408	этой мысли	1	1
409	нас в	3	1
410	связанной с	1	1
411	заключается в	18	1
412	по типу	2	1
413	этот момент	1	1
414	по прямой	1	1
415	во всей	4	1
416	и только	4	1
417	в другой	2	1
418	вообще и	1	1
419	даже для	1	1
420	которая и	1	1
421	также в	1	1
422	все время	4	1
423	мы уже	5	1
424	на которой	1	1
425	в сложном	1	1
426	одной из	3	1
427	характерно для	1	1
428	в вопросе	2	1
429	не имеющих	1	1
430	то он	1	1
431	между тем	9	1
432	к психологии	1	1
433	между этими	2	1
434	и ее	1	1
435	о пути	1	1
436	так что	3	1
437	же и	1	1
438	это ни	1	1
439	которому он	1	1
440	то и	1	1
441	этим именем	4	1
442	в нашей	2	1
443	прямой линии	1	1
444	ошибки в	1	1
445	с традиционной	1	1
446	всяком случае	3	1
447	что она	1	1
448	на одном	2	1
449	в одном	1	1
450	как его	1	1
451	встречаемся с	1	1
452	их нужно	1	1
453	путь этот	1	1
454	как у	1	1
455	по своим	1	1
456	к которому	3	1
457	с той	2	1
458	чем он	1	1
459	же о	1	1
460	что не	1	1
461	близко к	1	1
462	содержания как	1	1
463	и образом	1	1
464	не на	1	1
465	слова что	1	1
466	нельзя принять	1	1
467	если не	2	1
468	себя на	1	1
469	не видит	1	1
470	мышлении и	2	1
471	все более	2	1
472	вступает в	1	1
473	в частности	5	1
474	все основные	2	1
475	мы говорим	1	1
476	вопросе о	2	1
477	оно имеет	2	1
478	влияния на	2	1
479	на периферии	1	1
480	сравнению с	3	1
481	в течение	1	1
482	наряду с	3	1
483	слова он	2	1
484	связаны с	1	1
485	который он	1	1
486	протекает в	1	1
487	более и	2	1
488	что мы	7	1
489	но это	1	1
490	имел в	1	1
491	от нас	1	1
492	в смысле	4	1
493	под влиянием	2	1
494	на одной	2	1
495	процесса в	1	1
496	и часто	1	1
497	новое слово	2	1
498	уже на	1	1
499	к пониманию	3	1
500	совершается в	2	1
501	отношений и	3	1
502	сознания и	1	1
503	что только	1	1
504	целый ряд	5	1
505	из себя	1	1
506	бы он	1	1
507	находит свое	2	1
508	еще более	1	1
509	тем более	1	1
510	теряет свою	1	1
511	мысль на	1	1
512	действительной жизни	1	1
513	процесса как	1	1
514	лежит в	1	1
515	личности и	1	1
516	давно уже	1	1
517	к какому	1	1
518	в период	1	1
519	отношением к	1	1
520	не быть	1	1
521	обычно не	1	1
522	впервые в	1	1
523	толстой он	1	1
524	но этот	1	1
525	не что	1	1
526	та же	1	1
527	случае если	1	1
528	в своих	1	1
529	с первого	3	1
530	и последнюю	1	1
531	так же	11	1
532	во всяком	4	1
533	они не	2	1
534	которая не	1	1
535	смысле что	1	1
