N	2gram	Losev_Prob_2	VeschiIm
382	для того	3	2
383	в силу	1	2
384	или другое	1	2
385	существует и	4	2
386	и этот	3	2
387	вещи всегда	1	2
388	себя самой	1	2
389	реальное существование	1	2
390	но все	2	2
391	то чтобы	2	2
392	об этом	2	2
393	и чтобы	1	2
394	то есть	39	2
395	на этой	2	2
396	и тем	4	2
397	ни в	6	2
398	но уже	5	2
399	все равно	3	2
400	в слове	3	2
401	и уже	1	2
402	и тоже	3	2
403	не мог	1	2
404	не указывает	1	2
405	и какое-то	1	2
406	есть смысл	1	2
407	вообще но	1	2
408	же мы	2	2
409	же такое	4	2
410	тому что	3	2
411	мною в	2	2
412	бы на	1	2
413	но они	1	2
414	или что	3	2
415	а а	6	2
416	с которой	3	2
417	пусть даже	3	2
418	в науке	3	2
419	на него	2	2
420	из предыдущего	1	2
421	но только	4	2
422	чем не	1	2
423	который есть	1	2
424	казалось бы	7	2
425	это совершенно	2	2
426	тех или	3	2
427	и его	1	2
428	этого предмета	2	2
429	никуда не	2	2
430	смысловое и	2	2
431	однако это	2	2
432	не потому	1	2
433	себя свое	1	2
434	достаточно только	1	2
435	итак если	1	2
436	если же	3	2
437	то она	1	2
438	данном случае	5	2
439	самим собою	1	2
440	в в	2	2
441	говорили что	1	2
442	нечто целое	1	2
443	уже предполагает	1	2
444	и когда	1	2
445	с собой	1	2
446	отличаться от	1	2
447	необходимо не	1	2
448	том как	1	2
449	является в	2	2
450	находится в	1	2
451	в виду	8	2
452	и та	1	2
453	никак не	11	2
454	как ее	1	2
455	может не	1	2
456	и во	1	2
457	это было	2	2
458	заключается в	4	2
459	отдельности и	1	2
460	говорить об	3	2
461	и можно	3	2
462	еще более	2	2
463	тот момент	1	2
464	но раз	1	2
465	вещи если	1	2
466	ни тем	2	2
467	сказали что	2	2
468	или его	2	2
469	в качестве	2	2
470	значит она	1	2
471	как нечто	2	2
472	ни просто	2	2
473	только к	1	2
474	допустим что	2	2
475	мы можем	6	2
476	о которых	3	2
477	о каком	1	2
478	самого же	2	2
479	или иначе	6	2
480	не относится	1	2
481	не годится	2	2
482	тоже ведь	1	2
483	и недостаточно	1	2
484	эта вещь	1	2
485	превращается в	1	2
486	в подлинном	1	2
487	может ли	3	2
488	ничем не	2	2
489	а так	1	2
490	о чем	6	2
491	что из	2	2
492	ближе к	1	2
493	если не	4	2
494	сказать даже	1	2
495	когда говорится	1	2
496	но оно	1	2
497	в частности	5	2
498	говорится о	2	2
499	зачем же	2	2
500	как вещь	1	2
501	это различие	1	2
502	мы говорили	1	2
503	самого себя	2	2
504	а потом	1	2
505	есть тот	1	2
506	смысл в	1	2
507	кроме того	5	2
508	просто как	3	2
509	в более	1	2
510	в с	2	2
511	ли в	2	2
512	но именно	4	2
513	но зато	2	2
514	которое есть	1	2
515	тоже есть	5	2
516	ли что	1	2
517	состоит из	2	2
518	была бы	1	2
519	но можно	2	2
520	будет то	1	2
521	но будучи	1	2
522	в своих	3	2
523	так же	5	2
524	во всяком	13	2
525	говорили о	1	1
526	же нам	1	1
527	ли мы	2	1
528	речь идет	2	1
529	но нечто	1	1
530	же как	1	1
531	грубой форме	1	1
532	чтобы не	2	1
533	только потому	1	1
534	сразу и	1	1
535	для науки	1	1
536	то на	2	1
537	чего не	1	1
538	от самого	2	1
539	из самых	2	1
540	по преимуществу	2	1
541	она все	1	1
542	что эти	1	1
543	к учению	1	1
544	не имеют	1	1
545	все те	1	1
546	от которых	1	1
547	едва ли	9	1
548	с таким	1	1
549	в зависимости	2	1
550	уже по	1	1
551	часть а	1	1
552	мы говорить	1	1
553	его внешнего	1	1
554	те категории	1	1
555	этот самый	1	1
556	для своего	1	1
557	учения об	1	1
558	и ничего	2	1
559	какой-нибудь определенный	2	1
560	чего другого	1	1
561	что если	4	1
562	которую мы	1	1
563	именно к	1	1
564	понятие но	1	1
565	но по	1	1
566	каком случае	3	1
567	время как	1	1
568	это отношение	3	1
569	и другая	1	1
570	и со	1	1
571	и заставляет	1	1
572	своему смыслу	3	1
573	тут возможны	1	1
574	что существует	2	1
575	уже в	3	1
576	же начала	1	1
577	более нечто	1	1
578	и говорить	1	1
579	понятие это	1	1
580	и самого	4	1
581	значит при	1	1
582	и на	5	1
583	дело заключается	1	1
584	между собой	5	1
585	первый план	3	1
586	быть никакого	1	1
587	всего этого	1	1
588	не имеющий	1	1
589	с его	1	1
590	есть функция	1	1
591	есть дерево	1	1
592	то мы	1	1
593	а тем	3	1
594	и и	1	1
595	смысле мы	1	1
596	существования этих	1	1
597	его сознания	1	1
598	только тогда	3	1
599	если в	1	1
600	в общем	4	1
601	для всякой	1	1
602	совершенно ясно	1	1
603	в едином	1	1
604	мы теперь	1	1
605	и речи	3	1
606	и чем	1	1
607	форме и	1	1
608	в настоящем	1	1
609	из таких	1	1
610	один и	2	1
611	субъективизма а	1	1
612	которые не	2	1
613	еще имеет	1	1
614	представим себе	2	1
615	в истории	3	1
616	вещью как	1	1
617	эта связь	2	1
618	стороны и	4	1
619	тут уже	1	1
620	словом в	1	1
621	как нам	2	1
622	нельзя было	3	1
623	перед нами	2	1
624	частей и	1	1
625	хотя и	3	1
626	оно обязательно	1	1
627	чего мы	1	1
628	было только	1	1
629	и к	3	1
630	даже просто	1	1
631	это определение	1	1
632	и свою	2	1
633	о самом	1	1
634	чего же	2	1
635	тут нет	1	1
636	ничто другое	1	1
637	потом уже	1	1
638	сфере смысла	1	1
639	мы получаем	1	1
640	все эти	7	1
641	учение о	2	1
642	такой вещи	1	1
643	в этой	9	1
644	раз в	1	1
645	имеет никакого	2	1
646	весьма и	1	1
647	зависимости от	2	1
648	все прочее	1	1
649	собою или	1	1
650	не могла	1	1
651	и реальной	1	1
652	при этом	3	1
653	все другие	2	1
654	или других	3	1
655	предмет а	1	1
656	знак не	3	1
657	и еще	1	1
658	в понимании	2	1
659	необходимо сказать	6	1
660	пор мы	2	1
661	необходимо для	2	1
662	вещь существует	1	1
663	какой бы	1	1
664	одной и	2	1
665	его от	2	1
666	может существовать	1	1
667	и по	3	1
668	всех своих	1	1
669	тоже существует	1	1
670	сейчас только	1	1
671	подход к	1	1
672	какое же	1	1
673	они должны	1	1
674	пока мы	1	1
675	входя в	1	1
676	и общий	1	1
677	того или	7	1
678	может явиться	1	1
679	который и	1	1
680	которая как	1	1
681	во-вторых же	1	1
682	должен был	1	1
683	том о	1	1
684	смысл хотя	2	1
685	предмет то	1	1
686	во многом	1	1
687	если такой	1	1
688	в них	2	1
689	как общее	1	1
690	есть сам	3	1
691	она и	2	1
692	и представить	2	1
693	далеко не	4	1
694	смысле или	1	1
695	и значения	7	1
696	же самый	1	1
697	предмета в	2	1
698	и говорили	1	1
699	может идти	1	1
700	потому и	1	1
701	есть смысловое	1	1
702	и того	3	1
703	нет никакого	1	1
704	на первый	4	1
705	от всякого	2	1
706	и существование	1	1
707	этом случае	7	1
708	что такая	3	1
709	следовательно употребляя	1	1
710	структура есть	2	1
711	еще менее	1	1
712	нас не	3	1
713	мы конечно	2	1
714	и без	5	1
715	уже к	1	1
716	представить себе	4	1
717	но которые	1	1
718	то для	1	1
719	бессмысленный набор	1	1
720	представление о	5	1
721	случай что	1	1
722	логика и	1	1
723	свой смысл	2	1
724	собою а	1	1
725	от его	2	1
726	вовсе еще	1	1
727	и уж	5	1
728	и этой	1	1
729	поэтому в	1	1
730	единство и	1	1
731	и цельное	1	1
732	но эта	3	1
733	не ставить	1	1
734	же тут	2	1
735	что было	1	1
736	тем самым	7	1
737	не могли	1	1
738	как от	1	1
739	с такими	1	1
740	только одного	2	1
741	даже в	2	1
742	нас к	1	1
743	и очень	1	1
744	ни говорили	1	1
745	раз и	5	1
746	отдельно от	2	1
747	принципов и	1	1
748	чистом виде	3	1
749	что эта	1	1
750	что с	2	1
751	иной раз	3	1
752	имеет свое	1	1
753	от нас	3	1
754	есть прежде	4	1
755	которое он	1	1
756	мы касались	1	1
757	не имеет	7	1
758	каких условиях	1	1
759	если этого	1	1
760	с и	2	1
761	что-нибудь значит	2	1
762	о них	2	1
763	о природе	1	1
764	многочисленные теории	1	1
765	при современном	1	1
766	и вместо	1	1
767	под этим	5	1
768	находятся в	1	1
769	учения о	1	1
770	в абстрактное	1	1
771	что звук	2	1
772	по своей	1	1
773	самому своему	2	1
774	и является	3	1
775	это слово	1	1
776	такое бытие	1	1
777	и непосредственного	1	1
778	и звук	1	1
779	сводится к	2	1
780	эти три	1	1
781	только с	2	1
782	уже и	3	1
783	за ними	1	1
784	в каком	4	1
785	не относятся	1	1
786	свое собственное	1	1
787	является то	1	1
788	только от	1	1
789	и пока	2	1
790	есть какая-нибудь	1	1
791	к сфере	5	1
792	в общую	1	1
793	поэтому не	1	1
794	нет ни	1	1
795	не могут	4	1
796	относиться к	2	1
797	анализа и	3	1
798	нечто значит	3	1
799	уж тем	5	1
800	общения в	1	1
801	действительно можно	1	1
802	или что-нибудь	1	1
803	отказаться от	1	1
804	утверждать что	2	1
805	в непосредственное	1	1
806	ничего общего	3	1
807	несет с	1	1
808	всегда в	1	1
809	существует только	2	1
810	в абсолютном	1	1
811	им в	1	1
812	вы не	1	1
813	тоже никуда	1	1
814	более не	2	1
815	в конце	7	1
816	как не	1	1
817	на нем	2	1
818	указывать на	1	1
819	истории философии	1	1
820	только при	2	1
821	то уже	1	1
822	и от	3	1
823	такое в	2	1
824	только не	3	1
825	только наши	1	1
826	уже с	2	1
827	прямо и	1	1
828	с самого	3	1
829	то время	1	1
830	в пределах	1	1
831	идет речь	2	1
832	однако эта	1	1
833	материи и	1	1
834	выражения и	1	1
835	на том	3	1
836	до самого	1	1
837	то как	1	1
838	что у	1	1
839	самом понятии	1	1
840	в другом	1	1
841	на нее	1	1
842	внешнего функционирования	1	1
843	это вовсе	2	1
844	здесь как	2	1
845	отождествляется с	2	1
846	до бесконечности	1	1
847	но никак	2	1
848	с реальными	2	1
849	необходимой для	1	1
850	теории мы	1	1
851	имеется в	3	1
852	логического анализа	1	1
853	личности или	1	1
854	совершенно невозможно	1	1
855	другое дело	1	1
856	или иной	5	1
857	это существенно	1	1
858	будет уже	1	1
859	и вещи	2	1
860	говорят что	2	1
861	и нужно	1	1
862	о нем	2	1
863	получится что	1	1
864	в порядке	1	1
865	не был	4	1
866	тут остается	1	1
867	вот почему	1	1
868	хотя фактически	2	1
869	можем ли	1	1
870	на что	1	1
871	последнего времени	1	1
872	и который	1	1
873	а также	2	1
874	ли она	1	1
875	нас в	3	1
876	мы понимаем	1	1
877	язык и	2	1
878	и всякая	1	1
879	той вещи	1	1
880	взятая сама	2	1
881	наличие и	1	1
882	уже перестает	1	1
883	никакой вещи	1	1
884	чем и	1	1
885	конкретной и	1	1
886	имея свое	1	1
887	предмета который	2	1
888	что бы	1	1
889	в теории	1	1
890	а его	1	1
891	а именно	6	1
892	каких бы	1	1
893	оперирует с	1	1
894	общем смысле	2	1
895	тут сама	1	1
896	дать в	1	1
897	из видов	1	1
898	следовательно вообще	1	1
899	что здесь	1	1
900	этом смысле	5	1
901	которое было	1	1
902	метафизический дуализм	1	1
903	одного из	1	1
904	этой сводной	1	1
905	содержится в	2	1
906	но с	1	1
907	есть что-нибудь	1	1
908	только одной	1	1
909	вещь что	1	1
910	смысловую структуру	1	1
911	пусть хотя	2	1
912	в какой	1	1
913	но ни	1	1
914	тем или	1	1
915	которым оно	1	1
916	и весьма	2	1
917	которое мы	1	1
918	и так	1	1
919	чистого смысла	1	1
920	нечто не	1	1
921	или другим	1	1
922	никак нельзя	3	1
923	не было	3	1
924	заметим что	1	1
925	тот или	5	1
926	с одной	5	1
927	образом что	1	1
928	и все-таки	3	1
929	уж мы	1	1
930	к существу	1	1
931	для всех	2	1
932	конечно не	2	1
933	не можем	4	1
934	так можно	1	1
935	единое и	1	1
936	современном состоянии	1	1
937	даже вообще	1	1
938	есть образец	1	1
939	не знать	1	1
940	оно в	1	1
941	получили в	1	1
942	творчестве и	1	1
943	в виде	6	1
944	смысл что	1	1
945	свидетельствует о	2	1
946	ее из	1	1
947	является не	2	1
948	от других	1	1
949	внутри самого	2	1
950	при помощи	8	1
951	оно тоже	1	1
952	это требует	1	1
953	потому в	1	1
954	конечно нет	1	1
955	будет не	1	1
956	структуры и	2	1
957	себе в	2	1
958	всяком случае	10	1
959	краски и	1	1
960	слова в	1	1
961	сами по	2	1
962	и один	1	1
963	вовсе не	37	1
964	или между	1	1
965	описать и	1	1
966	не о	6	1
967	центральное и	1	1
968	и будет	1	1
969	на некоторые	2	1
970	только понятие	1	1
971	ведь уже	1	1
972	существуют только	1	1
973	более для	1	1
974	постоянно меняется	1	1
975	какого-нибудь его	1	1
976	и реальных	1	1
977	до сих	4	1
978	нельзя сказать	1	1
979	которых мы	1	1
980	не знали	1	1
981	и прежде	2	1
982	которой ничего	1	1
983	было и	1	1
984	мы еще	3	1
985	раз уж	1	1
986	или о	2	1
987	предмета но	1	1
988	и существует	1	1
989	говорит о	1	1
990	то сама	1	1
991	те кто	1	1
992	предметом который	1	1
993	одной стороны	5	1
994	в движении	1	1
995	или указывает	1	1
996	и самый	4	1
997	ни звук	3	1
998	абстрактная метафизика	2	1
999	из моментов	2	1
1000	сам предмет	2	1
1001	без которых	3	1
1002	еще только	1	1
1003	или неправильно	1	1
1004	смысл этот	1	1
1005	так значит	1	1
1006	уже давно	5	1
1007	психического расстройства	1	1
1008	входить в	2	1
1009	нет ничего	2	1
1010	прибавить еще	1	1
1011	и она	1	1
1012	нами как	2	1
1013	их фактическом	1	1
1014	и а	2	1
1015	что каждый	2	1
1016	который бы	1	1
1017	д в	1	1
1018	или по	4	1
1019	то можно	1	1
1020	поэтому если	2	1
1021	из которых	2	1
1022	и ничто	1	1
1023	мы опять	1	1
1024	воплотить на	1	1
1025	он говорит	1	1
1026	оно существует	1	1
1027	самой собой	2	1
1028	качеств и	2	1
1029	есть результат	1	1
1030	его чисто	1	1
1031	ее был	1	1
1032	подлинном смысле	1	1
1033	таких условиях	1	1
1034	может считаться	1	1
1035	и другой	1	1
1036	в состоянии	2	1
1037	фактически не	1	1
1038	лежит в	1	1
1039	к проблеме	1	1
1040	другие теории	2	1
1041	мы сказали	1	1
1042	указанием на	1	1
1043	вопрос а	1	1
1044	или другого	2	1
1045	или хотя	2	1
1046	поэтому когда	1	1
1047	слова есть	1	1
1048	и формы	1	1
1049	слова и	4	1
1050	сказать не	1	1
1051	этим последним	2	1
1052	сих пор	4	1
1053	заставляет нас	2	1
1054	оба они	1	1
1055	различны между	1	1
1056	не знаем	3	1
1057	но для	1	1
1058	самостоятельной и	1	1
1059	с бесконечно	1	1
1060	даже больше	1	1
1061	к другим	1	1
1062	дает возможность	1	1
1063	тоже вполне	1	1
1064	тратить время	1	1
1065	вообще говоря	4	1
1066	не является	7	1
1067	имеющий никакого	1	1
1068	положение дела	2	1
1069	тут тоже	4	1
1070	от той	1	1
1071	или в	2	1
1072	сознания и	2	1
1073	знаков и	1	1
1074	о котором	3	1
1075	вот теперь	1	1
1076	лишь как	1	1
1077	у них	1	1
1078	не понимая	1	1
1079	и смысл	1	1
1080	вообще в	1	1
1081	случае и	2	1
1082	конце концов	7	1
1083	мы должны	3	1
1084	ведь есть	1	1
1085	метафизики и	1	1
1086	которое конечно	1	1
1087	существует ли	3	1
1088	даже совсем	2	1
1089	мы мыслим	1	1
1090	тоже ничего	1	1
1091	а н	1	1
1092	к самому	1	1
1093	ясно также	2	1
1094	одной из	1	1
1095	слово в	2	1
1096	всякий смысл	1	1
1097	понимать как	1	1
1098	только как	3	1
1099	другой стороны	5	1
1100	они все	2	1
1101	дело с	1	1
1102	свете того	1	1
1103	к его	1	1
1104	существенного момента	1	1
1105	из этого	2	1
1106	только о	8	1
1107	ли он	3	1
1108	теории не	1	1
1109	в действительности	2	1
1110	к этой	1	1
1111	вещь которая	1	1
1112	есть какое-нибудь	1	1
1113	как таковое	1	1
1114	и говорится	1	1
1115	правильно или	1	1
1116	то оно	1	1
1117	и эта	1	1
1118	я могу	3	1
1119	они относятся	2	1
1120	к этому	1	1
1121	кроме как	1	1
1122	думать что	1	1
1123	можно назвать	1	1
1124	тут имеется	1	1
1125	в таком	11	1
1126	они не	1	1
1127	гораздо более	4	1
