N	2gram	Propp_Isto_5	VrazhdaK
280	еще в	2	1
281	вошел в	2	1
282	том как	2	1
283	и вообще	3	1
284	можно бы	3	1
285	во всяком	1	1
286	приближается к	2	1
287	до сих	2	1
288	единства и	1	1
289	затем в	3	1
290	по воспоминаниям	1	1
291	к нему	3	1
292	доходит до	1	1
293	во всех	2	1
294	от них	2	1
295	я думаю	1	1
296	из своего	1	1
297	во всей	1	1
298	в форме	3	1
299	можно проследить	4	1
300	в другой	3	1
301	вслед за	1	1
302	также в	1	1
303	в свете	3	1
304	и самые	1	1
305	что ныне	1	1
306	в литературе	1	1
307	нас интересует	1	1
308	один из	2	1
309	но с	1	1
310	ее уже	1	1
311	тому назад	1	1
312	которым он	1	1
313	ли он	2	1
314	проникнуть в	1	1
315	во всем	2	1
316	то он	1	1
317	он уже	1	1
318	и раньше	1	1
319	это же	3	1
320	в качестве	7	1
321	же он	1	1
322	себя в	6	1
323	прямо в	1	1
324	хотя в	1	1
325	а это	1	1
326	предположение что	3	1
327	что для	1	1
328	говорит о	2	1
329	искать в	1	1
330	никто не	3	1
331	в одном	1	1
332	ее не	1	1
333	друг друга	3	1
334	в особенности	3	1
335	гораздо больше	1	1
336	из двух	2	1
337	связан с	2	1
338	и из	3	1
339	с другой	9	1
340	такое же	2	1
341	возвращается в	1	1
342	она меня	2	1
343	прежде всего	6	1
344	в соответствии	1	1
345	только по	1	1
346	в стиле	1	1
347	попадает в	2	1
348	в ту	1	1
349	человек в	1	1
350	одну из	1	1
351	некоторых его	1	1
352	обычно не	1	1
353	нет ничего	1	1
354	в частности	7	1
355	с белым	1	1
356	материал и	1	1
357	него в	1	1
358	однако некоторые	1	1
359	знаем о	2	1
360	этот мотив	6	1
361	из которых	2	1
362	не знал	2	1
363	что за	2	1
364	по которой	2	1
365	я покажу	1	1
366	того что	2	1
367	он ставит	1	1
368	связь образа	1	1
369	в свое	2	1
370	сих пор	2	1
371	в основном	4	1
372	но для	2	1
373	под влиянием	2	1
374	которых он	1	1
375	и от	1	1
376	но на	1	1
377	это можно	1	1
378	тот кто	7	1
379	ее и	3	1
380	бы в	1	1
381	на мое	1	1
382	только что	1	1
383	уже давно	1	1
384	своего народа	1	1
385	брата и	1	1
386	и начинается	1	1
387	только как	1	1
388	другой стороны	8	1
389	из этого	1	1
390	сам в	2	1
391	только о	1	1
392	героя в	9	1
393	жизни и	2	1
394	к этой	1	1
395	во сне	2	1
396	как на	1	1
397	в таком	1	1
398	точно так	1	1
399	все что	1	1
400	они не	3	1
