N	2gram	Nazirov_Vr_1	Problema
135	о котором	1	3
136	еще более	1	3
137	точно так	1	3
138	то же	5	2
139	по его	1	2
140	из всех	1	2
141	еще до	1	2
142	равно как	1	2
143	я не	3	2
144	и был	1	2
145	это время	1	2
146	в таком	1	2
147	в чем	3	2
148	не все	1	2
149	отношение к	2	2
150	он пишет	2	2
151	и речи	1	2
152	на то	3	2
153	как в	1	2
154	в нашей	2	2
155	раз в	3	2
156	этой поэмы	1	2
157	его на	2	2
158	на кавказ	2	2
159	это не	4	2
160	в них	2	2
161	о своем	1	2
162	преступления и	1	2
163	раз и	1	2
164	более всего	1	2
165	в котором	6	2
166	вторая часть	1	2
167	представление о	1	2
168	в поэме	1	2
169	доказывает что	1	2
170	дошла до	1	2
171	человека но	1	2
172	ничего не	1	2
173	он хочет	1	2
174	по своей	1	2
175	тем что	3	2
176	это конечно	1	2
177	ли не	1	2
178	верит в	1	2
179	он был	3	2
180	между тем	5	2
181	от них	1	2
182	вслед за	1	2
183	хорошо знает	1	2
184	что только	1	2
185	ли он	1	2
186	и учиться	1	2
187	по мнению	2	2
188	уже в	4	2
189	из них	2	2
190	всяком случае	1	2
191	на свое	1	2
192	до сих	1	2
193	с помощью	1	2
194	о себе	3	2
195	наряду с	3	2
196	да и	1	2
197	в первой	1	2
198	в это	2	2
199	сих пор	1	2
200	но для	1	2
201	один из	1	2
202	человек и	1	2
203	в те	3	2
204	у которого	1	2
205	за него	1	2
206	гораздо больше	1	2
207	не будет	1	2
208	в свою	2	2
209	жизни и	1	2
210	к этому	3	2
211	во всяком	1	2
212	все что	1	2
213	они не	1	2
214	отношения к	2	1
215	свидетельствует что	1	1
216	находил в	1	1
217	к своей	1	1
218	это и	1	1
219	и есть	1	1
220	ему что	1	1
221	свое место	1	1
222	в их	1	1
223	на место	2	1
224	при создании	2	1
225	о помощи	1	1
226	намеком на	1	1
227	и ее	2	1
228	в составе	1	1
229	разобраться в	1	1
230	а другие	1	1
231	как ему	1	1
232	а еще	1	1
233	ту эпоху	1	1
234	не был	1	1
235	с его	3	1
236	и всего	1	1
237	то он	1	1
238	заметим что	1	1
239	бы в	1	1
240	если в	1	1
241	к творчеству	3	1
242	первый взгляд	1	1
243	с этим	1	1
244	только об	1	1
245	для всех	1	1
246	что ее	1	1
247	и наконец	1	1
248	себе на	1	1
249	эту проблему	1	1
250	в этот	3	1
251	то в	1	1
252	художник а	1	1
253	поэтому он	1	1
254	что это	1	1
255	из разных	1	1
256	рассказ о	1	1
257	это такая	1	1
258	но на	1	1
259	после этого	2	1
260	от которого	1	1
261	критику в	1	1
262	всех этих	1	1
263	же это	1	1
264	сердце и	1	1
265	свои собственные	1	1
266	и указание	1	1
267	не могли	1	1
268	что ни	1	1
269	никому не	1	1
270	уже по	1	1
271	из-за этого	1	1
272	об этой	2	1
273	их и	1	1
274	говорить не	1	1
275	не ясно	1	1
276	в польше	1	1
277	восходят к	1	1
278	и чувств	1	1
279	которые до	1	1
280	такой же	1	1
281	при виде	1	1
282	муки и	1	1
283	но я	1	1
284	на первый	2	1
285	он принимает	1	1
286	были известны	1	1
287	далее в	1	1
288	своего рода	1	1
289	что я	2	1
290	в буре	1	1
291	пока только	1	1
292	все это	4	1
293	без всяких	1	1
294	их в	2	1
295	возвращается к	1	1
296	вплоть до	1	1
297	тем самым	1	1
298	что эта	1	1
299	меня я	1	1
300	не имеет	1	1
301	о чем	2	1
302	ведь не	1	1
303	из него	1	1
304	все свои	1	1
305	правда в	1	1
306	же время	5	1
307	о получении	1	1
308	во всем	1	1
309	ему и	1	1
310	до того	1	1
311	было не	1	1
312	ему в	1	1
313	смотреть в	1	1
314	к себе	2	1
315	героев и	1	1
316	в душе	1	1
317	его с	2	1
318	на это	2	1
319	правда не	1	1
320	и это	2	1
321	с братом	1	1
322	вы не	1	1
323	с ее	1	1
324	и образ	1	1
325	меня в	1	1
326	на основе	2	1
327	куда вы	1	1
328	из двух	1	1
329	на нее	1	1
330	чем у	1	1
331	том как	1	1
332	революции а	1	1
333	имеется в	1	1
334	но у	1	1
335	его жизни	1	1
336	дома и	1	1
337	этот момент	2	1
338	своих собственных	1	1
339	в другой	1	1
340	и можно	1	1
341	именно у	1	1
342	получается что	1	1
343	которых он	1	1
344	человека как	1	1
345	в него	2	1
346	что ныне	1	1
347	тех пор	1	1
348	людей а	1	1
349	но с	1	1
350	ее уже	1	1
351	этот факт	1	1
352	об их	2	1
353	больше не	1	1
354	к своим	1	1
355	что для	1	1
356	никто не	1	1
357	говорить об	1	1
358	ее не	1	1
359	тому же	1	1
360	к ним	2	1
361	н п	1	1
362	этом отношении	1	1
363	от того	1	1
364	в форме	1	1
365	в молодости	1	1
366	доходит до	1	1
367	нужно было	1	1
368	что пишет	1	1
369	о своей	1	1
370	и из	1	1
371	не знали	1	1
372	в предисловии	1	1
373	души и	1	1
374	только по	1	1
375	ничего общего	1	1
376	не было	5	1
377	и стал	2	1
378	говорит я	1	1
379	до конца	1	1
380	и самый	1	1
381	в рассказе	1	1
382	в ту	1	1
383	человек в	1	1
384	людьми и	1	1
385	по праву	1	1
386	с идеями	1	1
387	и а	2	1
388	или по	1	1
389	у человека	1	1
390	из которых	1	1
391	этого типа	1	1
392	и довольно	1	1
393	могут быть	1	1
394	в ответ	1	1
395	в литературе	1	1
396	с тех	1	1
397	считал что	3	1
398	хотя он	1	1
399	я с	1	1
400	поскольку сам	1	1
401	что из	1	1
402	но это	2	1
403	между прочим	1	1
404	разочарование в	1	1
405	под влиянием	1	1
406	задолго до	1	1
407	г а	5	1
408	в мировой	1	1
409	и от	1	1
410	котором он	1	1
411	тем более	2	1
412	письмо о	1	1
413	но зато	1	1
414	только что	1	1
415	который якобы	1	1
416	но вот	1	1
417	а о	1	1
418	в романе	6	1
419	только как	1	1
420	только о	1	1
421	в своих	4	1
422	это в	2	1
