N	2gram	Tiupa_Disk_2	Tvorches
285	не к	2	1
286	в этот	1	1
287	и ее	3	1
288	на этот	1	1
289	на чем	1	1
290	и их	1	1
291	лирическим героем	2	1
292	обращается к	1	1
293	героя или	1	1
294	не было	3	1
295	себя с	2	1
296	анекдот но	2	1
297	на грани	1	1
298	характер однако	1	1
299	утверждая что	1	1
300	картину мира	4	1
301	одного и	3	1
302	для характеристики	1	1
303	рассказа и	1	1
304	пребывает в	1	1
305	взглядом на	1	1
306	традиции все	1	1
307	в какой	1	1
308	всего на	1	1
309	проявляется в	3	1
310	что ведет	1	1
311	это еще	2	1
312	прошлого в	1	1
313	количества событий	1	1
314	как было	1	1
315	литературе xix	1	1
316	открытым вопрос	1	1
317	жизни это	1	1
318	но с	1	1
319	можно только	1	1
320	как это	1	1
321	человек не	1	1
322	было это	1	1
323	во всех	1	1
324	только то	1	1
325	о возможности	1	1
326	так в	1	1
327	отказа от	1	1
328	туман и	1	1
329	между человеком	1	1
330	не обладает	1	1
331	тем как	1	1
332	внутреннее время	1	1
333	слова не	2	1
334	заключает в	2	1
335	однако эта	1	1
336	из ее	1	1
337	его в	3	1
338	движения и	1	1
339	не одно	1	1
340	же в	1	1
341	я может	1	1
342	но все	1	1
343	рассказы м	1	1
344	принадлежит к	3	1
345	в образе	1	1
346	в искусстве	1	1
347	оно не	1	1
348	что же	2	1
349	авторская позиция	1	1
350	с той	2	1
351	художественного мира	1	1
352	человеческого поведения	1	1
353	три года	1	1
354	к чему	1	1
355	в ее	1	1
356	первый взгляд	2	1
357	превращается в	1	1
358	с этой	1	1
359	вплоть до	1	1
360	то ни	1	1
361	а через	1	1
362	действия и	1	1
363	в таких	1	1
364	выпадает из	1	1
365	как сам	1	1
366	человека не	1	1
367	о которой	1	1
368	становится объектом	1	1
369	в глазах	1	1
370	творчестве чехова	2	1
371	в собственном	1	1
372	между тем	2	1
373	однако этот	1	1
374	данте алигьери	1	1
375	и имеет	1	1
376	моя жизнь	1	1
377	человека для	1	1
378	переход от	1	1
379	места где	1	1
380	в а	1	1
381	пушкина и	1	1
382	я это	1	1
383	из героев	1	1
384	что этот	1	1
385	по отношению	4	1
386	в полной	1	1
387	жизни не	2	1
388	на него	1	1
389	подход к	3	1
390	мира это	1	1
391	в других	1	1
392	которое может	1	1
393	рассказа о	1	1
394	себя столь	1	1
395	лирической прозы	1	1
396	говорят о	1	1
397	нас в	1	1
398	складывается из	1	1
399	раннего творчества	1	1
400	по мысли	6	1
401	оставляя открытым	1	1
402	в игру	1	1
403	к его	4	1
404	пародия на	1	1
405	надежды на	1	1
406	в процессе	1	1
407	что на	2	1
408	не на	2	1
409	самому себе	1	1
410	пока еще	2	1
411	даже если	1	1
412	иного рода	1	1
413	собой как	1	1
414	я в	5	1
415	из шедевров	1	1
416	до его	1	1
417	в сущности	1	1
418	ивана петровича	2	1
419	да и	1	1
420	эта ситуация	1	1
421	восходит к	3	1
422	но на	1	1
423	внутреннего достоинства	1	1
424	к повести	1	1
425	как она	1	1
426	и вследствие	1	1
427	имеет место	1	1
428	в сюжете	1	1
429	и мотивы	1	1
430	а с	5	1
431	оба они	1	1
432	рассказа не	2	1
433	он был	1	1
434	тем что	1	1
435	со своей	1	1
436	о чем	2	1
437	в эпоху	1	1
438	лишь на	1	1
439	существования в	1	1
440	по своему	1	1
441	возникший в	1	1
442	в них	3	1
443	он как	1	1
444	великий писатель	1	1
445	возникает из	1	1
446	одной стороны	4	1
447	для этого	1	1
448	на первый	2	1
449	другой стороны	2	1
450	равно как	1	1
451	но даже	1	1
452	ни было	1	1
453	в цикле	2	1
454	не вполне	1	1
455	том же	1	1
456	и развитие	1	1
457	или где	1	1
458	чем у	1	1
459	духовной жизни	1	1
460	с одной	4	1
461	между настоящим	1	1
462	на практике	1	1
463	чего не	3	1
464	чтобы не	1	1
465	видения мира	1	1
466	слова и	1	1
467	как уже	2	1
468	и было	1	1
469	не могут	1	1
470	и богом	1	1
471	высокое и	1	1
472	в жизнь	1	1
473	и смерти	1	1
474	героя в	5	1
475	себя и	1	1
476	ибо это	1	1
477	в одном	4	1
478	и что	1	1
479	она не	1	1
480	романа и	2	1
481	также и	3	1
482	означает и	1	1
483	представляющий собой	2	1
484	я как	2	1
485	на этом	1	1
486	роль в	4	1
487	лежит на	2	1
488	включается в	1	1
489	человек с	1	1
490	бы его	1	1
491	они же	1	1
492	же касается	2	1
493	всякий раз	2	1
494	и сам	1	1
495	которая в	2	1
496	самого автора	1	1
497	же как	2	1
498	от них	1	1
499	контакта с	1	1
500	в истории	1	1
501	живет и	1	1
502	одно из	4	1
503	приходит в	1	1
504	столь же	3	1
505	отметим что	1	1
506	в москву	1	1
507	у молодой	1	1
508	представляют собой	1	1
509	картине мира	2	1
510	на друга	1	1
511	его не	1	1
512	начиная с	1	1
513	и до	1	1
514	героя поскольку	1	1
515	себя в	6	1
516	и со	1	1
517	но при	2	1
518	в области	2	1
519	всей ее	1	1
520	и есть	1	1
521	к своим	2	1
522	в современной	1	1
523	что может	1	1
524	и должно	1	1
525	чем и	1	1
526	мы имеем	2	1
527	зрелого творчества	1	1
528	хотя в	1	1
529	никак не	1	1
530	жизни именно	1	1
531	к себе	1	1
532	сюжета в	1	1
533	см главу	1	1
534	могло бы	1	1
535	и это	2	1
536	грань между	1	1
537	сколько в	1	1
538	для всех	1	1
539	опираясь на	1	1
540	друг на	1	1
541	однако это	1	1
542	подобных ему	1	1
543	например к	1	1
544	именно поэтому	1	1
545	где происходит	1	1
546	о нем	1	1
547	вследствие этого	2	1
548	мы все	1	1
549	не есть	1	1
550	указывает на	1	1
551	не признает	1	1
552	чехова в	2	1
553	к одному	1	1
554	с ума	1	1
555	решающую роль	1	1
556	и более	1	1
557	жизни но	3	1
558	читателя что	1	1
559	в вечность	1	1
560	в прозе	1	1
