N	2gram	Bakhtin_Pr_1	OGranits
134	с другой	2	2
135	а как	6	2
136	в самом	8	2
137	входит в	2	2
138	того или	1	2
139	может стать	1	2
140	она является	1	2
141	мы считаем	1	2
142	более того	3	2
143	не на	3	2
144	а не	20	2
145	другой стороны	2	2
146	в руках	1	2
147	между собою	1	2
148	громадную роль	1	2
149	там где	6	2
150	несмотря на	6	2
151	том что	9	2
152	и при	1	2
153	так же	6	2
154	в отношении	2	2
155	своего рода	1	2
156	который мы	1	2
157	в тех	1	2
158	с этой	1	2
159	слова и	1	2
160	не менее	1	2
161	самого начала	3	2
162	в книге	3	2
163	в структуре	1	2
164	сознания и	3	2
165	на язык	1	2
166	от всех	1	2
167	бы в	3	2
168	и является	1	2
169	а в	7	2
170	героя и	5	2
171	в материал	1	2
172	и к	4	2
173	могут быть	1	2
174	в своих	2	2
175	каждое слово	1	2
176	к тому	1	2
177	играет громадную	1	1
178	и это	5	1
179	можно говорить	2	1
180	оно может	1	1
181	одним из	8	1
182	же как	1	1
183	совершенно справедливо	1	1
184	пределах того	1	1
185	себя как	5	1
186	которого построен	1	1
187	таких систем	1	1
188	и сами	1	1
189	в некоторых	1	1
190	наиболее важное	1	1
191	выражения в	1	1
192	в напряженном	1	1
193	это и	9	1
194	проблемами и	1	1
195	преломления в	1	1
196	и есть	5	1
197	нам кажется	4	1
198	вовлекаются в	1	1
199	делая его	2	1
200	стр и	1	1
201	в себя	3	1
202	развивается не	1	1
203	оценками и	1	1
204	бы стремление	1	1
205	сознания с	2	1
206	и до	1	1
207	или иная	1	1
208	возникает проблема	1	1
209	едва ли	1	1
210	можно было	3	1
211	в нескольких	1	1
212	в борьбе	1	1
213	отсюда и	1	1
214	здесь нет	1	1
215	на материале	3	1
216	элемент этого	1	1
217	нуждаются в	1	1
218	на первом	1	1
219	остается только	1	1
220	и о	3	1
221	возможно только	1	1
222	но у	2	1
223	вопрос о	4	1
224	системой и	1	1
225	для этого	1	1
226	из одного	4	1
227	по себе	7	1
228	выходит за	2	1
229	этой концепции	1	1
230	же автора	1	1
231	подхода к	1	1
232	этапы развития	1	1
233	и над	1	1
234	пределы только	1	1
235	на себя	3	1
236	с ее	2	1
237	но даже	1	1
238	этого термина	1	1
239	то это	1	1
240	как свой	1	1
241	в мире	7	1
242	и он	1	1
243	в каждой	2	1
244	и что	1	1
245	совершенно иных	1	1
246	еще не	5	1
247	времени в	1	1
248	является таким	1	1
249	тем как	4	1
250	художественной формы	5	1
251	один элемент	1	1
252	к нему	3	1
253	на самом	4	1
254	совсем не	1	1
255	но не	8	1
256	то он	3	1
257	явления но	1	1
258	сознания не	3	1
259	эта особенность	4	1
260	борьба с	1	1
261	может и	1	1
262	отношение к	1	1
263	в едином	4	1
264	нет и	1	1
265	в другой	3	1
266	и достоевский	3	1
267	в свои	1	1
268	каждом отдельном	1	1
269	в художественной	2	1
270	в истории	2	1
271	углубляться в	1	1
272	в одной	4	1
273	и последнее	1	1
274	статье о	1	1
275	для создания	3	1
276	до его	1	1
277	в своем	8	1
278	по своей	1	1
279	что касается	1	1
280	один из	2	1
281	привела его	1	1
282	понять и	1	1
283	и как	8	1
284	и превращается	1	1
285	его к	4	1
286	одной из	1	1
287	этот вопрос	2	1
288	что он	10	1
289	есть его	1	1
290	как объективный	1	1
291	чем его	1	1
292	который в	1	1
293	в значительной	1	1
294	не приходится	1	1
295	это заставляет	1	1
296	со всеми	1	1
297	является лишь	4	1
298	замысла и	1	1
299	выражение в	4	1
300	ни одна	1	1
301	в этой	4	1
302	в последнее	1	1
303	с их	5	1
304	в дальнейшем	1	1
305	элементов в	1	1
306	конечно не	1	1
307	литературы в	1	1
308	не можем	1	1
309	и у	4	1
310	каждом слове	1	1
311	себя и	2	1
312	вследствие этого	1	1
313	первое и	1	1
314	и творческого	1	1
315	всеми ее	1	1
316	к слову	1	1
317	является не	3	1
318	эта полнота	1	1
319	что она	2	1
320	не из	2	1
321	или даже	2	1
322	и других	5	1
323	его и	1	1
324	одно из	1	1
325	а вовсе	1	1
326	объективный факт	1	1
327	сознания но	1	1
328	как их	3	1
329	и композиционных	1	1
330	в конце	5	1
331	все устойчивые	1	1
332	единстве этого	1	1
333	привела к	1	1
334	что без	1	1
335	только с	2	1
336	из него	1	1
337	подобно тому	3	1
338	своего идеологического	1	1
339	и никогда	1	1
340	отличие от	2	1
341	людей и	1	1
342	пока существует	1	1
343	или иных	1	1
344	входящих в	1	1
345	ее на	1	1
346	для того	2	1
347	в вечности	1	1
348	же не	1	1
349	поэтики не	1	1
350	что мир	1	1
351	в совершенно	2	1
352	к другому	2	1
353	бы быть	1	1
354	и здесь	3	1
355	его в	4	1
356	как к	1	1
357	форм их	1	1
358	которая как	1	1
359	должны перейти	1	1
360	к которому	1	1
361	как же	3	1
362	заключается в	2	1
363	воплощенную в	1	1
364	он все	2	1
365	между отдельными	2	1
366	ведь в	1	1
367	лежит в	1	1
368	голоса его	1	1
369	в живом	1	1
370	включенные в	1	1
371	что мы	1	1
372	только к	1	1
373	к более	2	1
374	произведения не	1	1
375	для них	1	1
376	и во-вторых	1	1
377	нужно сказать	1	1
378	не было	3	1
379	а на	1	1
380	которые не	1	1
381	все равно	2	1
382	далеко не	1	1
383	он действительно	1	1
384	и самый	1	1
385	самое слово	1	1
386	он и	5	1
387	и вне	1	1
388	же точно	1	1
389	все время	1	1
390	с миром	2	1
391	же самый	1	1
392	устойчивое и	1	1
393	выйти за	2	1
394	в категории	1	1
395	должно быть	1	1
396	него не	2	1
397	менее всего	4	1
398	такой же	1	1
399	автора и	5	1
400	и тогда	1	1
401	существующих в	1	1
402	но при	1	1
403	этого кругозора	1	1
404	и вполне	2	1
405	вступает в	1	1
406	ведь только	2	1
407	себе в	1	1
408	одно слово	1	1
409	эти слова	1	1
410	художественного творчества	2	1
411	объект ее	1	1
412	творческой работы	1	1
413	к истории	1	1
414	и элементов	1	1
415	теперь мы	1	1
416	которого является	1	1
417	таким объектом	1	1
418	перейти в	1	1
419	себе а	1	1
420	в отличие	2	1
421	в которых	2	1
422	быть это	1	1
423	мысли и	2	1
424	и глубоко	1	1
425	предисловии к	1	1
426	он говорит	2	1
427	к этому	2	1
428	что имеет	2	1
429	такого рода	1	1
430	создает еще	1	1
431	тому как	3	1
432	и вот	2	1
433	и более	1	1
434	их в	2	1
435	для понимания	3	1
436	отношения не	1	1
437	своего времени	2	1
438	в человеческом	1	1
439	уже сам	1	1
440	зрения и	2	1
441	не создает	1	1
442	собственными словами	1	1
443	этого слова	2	1
444	что такое	1	1
445	только то	3	1
446	тому что	2	1
447	существует только	1	1
448	быть и	1	1
449	является для	2	1
450	между людьми	1	1
451	в условиях	2	1
452	до конца	5	1
453	но это	5	1
454	эта способность	1	1
455	в начале	1	1
456	почти никогда	1	1
457	все уголки	1	1
458	и другое	1	1
459	в то	10	1
460	мысли в	2	1
461	например у	1	1
462	сознании и	1	1
463	одна из	2	1
464	она ни	1	1
465	тех или	1	1
466	вопрос в	1	1
467	форме в	1	1
468	весь этот	2	1
469	и социальная	1	1
470	которых он	1	1
471	того чтобы	4	1
472	само по	2	1
473	иметь в	1	1
474	и чем	1	1
475	и тонкие	1	1
476	не существует	1	1
477	отношений и	1	1
478	формы и	1	1
479	найти в	1	1
480	дан как	1	1
481	в самой	7	1
482	ее и	1	1
483	же время	7	1
484	лишь как	5	1
485	или как	5	1
486	в основе	5	1
487	наблюдения над	1	1
488	находит свое	1	1
489	тем более	1	1
490	определения его	1	1
491	это слово	1	1
492	только что	1	1
493	потому что	12	1
494	своей статье	1	1
495	эти три	1	1
496	этом отношении	5	1
497	об этом	1	1
498	бы несколько	1	1
499	понимания и	1	1
500	от первого	2	1
501	та или	1	1
502	и несколько	1	1
503	не знает	1	1
504	исторической поэтики	1	1
505	сказать что	5	1
506	предположение о	1	1
507	среди них	1	1
508	стиль и	1	1
509	впервые в	1	1
510	работы и	1	1
511	равно как	1	1
512	все то	4	1
513	поэтому не	2	1
514	и именно	1	1
515	не входит	1	1
516	типа и	3	1
517	во все	3	1
518	диалектического становления	2	1
519	с его	6	1
520	произведения и	1	1
521	же самое	1	1
522	должны быть	1	1
523	всего в	1	1
524	вместе с	2	1
525	например в	3	1
526	по поводу	1	1
527	к ослаблению	1	1
528	стиля но	1	1
529	плоскости в	1	1
530	этой точки	1	1
531	они не	3	1
