N	2gram	Vygotskiy__5	TeoriaLi
235	могут быть	4	2
236	в следующей	1	2
237	к тому	6	2
238	совершенно иной	2	2
239	в равной	1	2
240	одной из	3	2
241	что он	25	2
242	и состоит	1	2
243	а между	1	1
244	только к	2	1
245	говоря о	1	1
246	те же	2	1
247	также и	1	1
248	в сфере	5	1
249	самой себе	2	1
250	переходит к	1	1
251	себе этот	1	1
252	связана с	1	1
253	же по	2	1
254	и есть	7	1
255	тем же	1	1
256	к другому	1	1
257	отношения между	3	1
258	из его	1	1
259	и должен	1	1
260	одним из	2	1
261	что даже	1	1
262	той же	4	1
263	же как	7	1
264	при анализе	2	1
265	на первом	1	1
266	вопрос о	12	1
267	устанавливает между	1	1
268	целого это	1	1
269	из дальнейшего	1	1
270	это всегда	1	1
271	собой в	1	1
272	и на	6	1
273	внимание и	3	1
274	на их	2	1
275	столь же	2	1
276	бы то	1	1
277	в различных	2	1
278	является таким	1	1
279	связи между	1	1
280	он оказывается	2	1
281	легко может	1	1
282	для обозначения	1	1
283	если в	3	1
284	с совершенно	1	1
285	значение для	2	1
286	оно является	3	1
287	было ожидать	1	1
288	на то	1	1
289	еще один	1	1
290	в истории	2	1
291	мере в	5	1
292	более чем	1	1
293	в центре	2	1
294	независимо от	1	1
295	не два	2	1
296	чего нет	1	1
297	сознания в	3	1
298	могли бы	6	1
299	целый ряд	1	1
300	как уже	3	1
301	неизмеримо более	1	1
302	здесь и	1	1
303	то в	3	1
304	еще на	1	1
305	привести к	1	1
306	что это	1	1
307	обратное влияние	3	1
308	он в	3	1
309	это разделение	1	1
310	фразы в	1	1
311	в известном	8	1
312	с их	4	1
313	нас на	1	1
314	отношение между	4	1
315	имеем в	1	1
316	если он	2	1
317	в наших	1	1
318	в случае	2	1
319	говоря только	1	1
320	на его	2	1
321	исходит из	2	1
322	что она	2	1
323	от поверхностного	1	1
324	том в	1	1
325	что представляет	2	1
326	характеризуется тем	1	1
327	ключ к	1	1
328	в понимании	1	1
329	свою собственную	1	1
330	отношений между	2	1
331	в силу	10	1
332	по существу	3	1
333	но прежде	1	1
334	в первом	3	1
335	том числе	1	1
336	ни были	1	1
337	который пытается	1	1
338	можно даже	1	1
339	подобно тому	4	1
340	является не	2	1
341	именно это	2	1
342	самого процесса	3	1
343	что все	6	1
344	речь в	3	1
345	которыми он	1	1
346	несколько иной	1	1
347	глубокий и	1	1
348	еще большей	1	1
349	первую очередь	1	1
350	и непосредственное	1	1
351	было бы	10	1
352	должен был	1	1
353	в речевом	2	1
354	речевой деятельности	1	1
355	в них	2	1
356	рядом с	1	1
357	моего сознания	1	1
358	даже сказать	1	1
359	с тем	3	1
360	в чистом	1	1
361	к ситуации	2	1
362	собой как	3	1
363	развития но	4	1
364	менее чем	1	1
365	в еще	1	1
366	но если	6	1
367	таким же	3	1
368	смысле можно	1	1
369	в такой	5	1
370	в котором	2	1
371	к предмету	2	1
372	на свою	2	1
373	большей степени	1	1
374	себе а	1	1
375	не как	1	1
376	стоит в	4	1
377	от его	1	1
378	той мере	3	1
379	не путем	1	1
380	этих моментов	1	1
381	друг другу	2	1
382	и более	3	1
383	в прошлом	1	1
384	из виду	2	1
385	собой и	1	1
386	этой внутренней	1	1
387	случае мы	1	1
388	форму в	1	1
389	чистом виде	1	1
390	с которой	1	1
391	другом но	1	1
392	принципиально иной	1	1
393	не имеет	4	1
394	это существенно	1	1
395	к этим	1	1
396	и сама	1	1
397	в центр	3	1
398	есть ситуация	3	1
399	которого он	1	1
400	зрения не	1	1
401	двоякого рода	1	1
402	окружающих этот	1	1
403	он мог	1	1
404	каждый из	1	1
405	в самой	1	1
406	языка происходит	1	1
407	от него	1	1
408	связи с	3	1
409	ничто не	2	1
410	как я	3	1
411	из того	11	1
412	и систематизации	1	1
413	состоит не	1	1
414	задолго до	3	1
415	и делает	1	1
416	не является	5	1
417	не принадлежат	1	1
418	в каком	1	1
419	этот закон	3	1
420	у нас	2	1
421	только мы	1	1
422	деятельности и	1	1
423	в момент	2	1
424	не могут	4	1
425	и заключается	1	1
426	образом что	2	1
427	с логической	1	1
428	предметов в	1	1
429	и развития	12	1
430	числе и	1	1
431	значительной степени	1	1
432	указывает на	2	1
433	в каждом	1	1
434	оно не	1	1
435	она не	1	1
436	говорит о	3	1
437	обычно в	1	1
438	из всего	1	1
439	своего развития	6	1
440	как мы	10	1
441	того чтобы	17	1
442	сейчас только	1	1
443	на основе	2	1
444	что ничто	2	1
445	только при	1	1
446	языка и	6	1
447	в собственном	1	1
448	они ни	1	1
449	мысль о	1	1
450	даже самое	1	1
451	только то	1	1
452	то время	4	1
453	всей своей	1	1
454	не возникает	1	1
455	вопрос что	1	1
456	значение в	3	1
457	совершается как	1	1
458	и совершенно	1	1
459	переход к	3	1
460	можно было	5	1
461	на нее	2	1
462	в плоскости	2	1
463	очередь по	1	1
464	в научном	3	1
465	в окружающей	1	1
466	мое внимание	1	1
467	для этого	1	1
468	с ним	5	1
469	именно потому	2	1
470	первом случае	1	1
471	что речь	1	1
472	на вопрос	5	1
473	то во	1	1
474	одновременно из	1	1
475	никак не	3	1
476	одного из	1	1
477	такова что	1	1
478	после того	1	1
479	может не	1	1
480	в сущности	13	1
481	вопросу о	1	1
482	на отдельные	2	1
483	восприятия в	1	1
484	в которую	1	1
485	по типу	2	1
486	из предыдущих	1	1
487	нуждается в	1	1
488	и только	1	1
489	во внутренней	1	1
490	уже до	1	1
491	жизнь но	1	1
492	эти последние	1	1
493	логической точки	1	1
494	не совпадает	2	1
495	один из	1	1
496	но с	2	1
497	есть процесс	2	1
498	обе эти	5	1
499	тот же	5	1
500	и развитием	14	1
501	дело с	1	1
502	в какой	6	1
503	путь к	1	1
504	и является	3	1
505	тем или	2	1
506	целого и	1	1
507	между этим	1	1
508	может оказаться	1	1
509	к миру	1	1
510	между этими	1	1
511	их не	1	1
512	который в	1	1
513	теперь в	1	1
514	со всеми	2	1
515	с которыми	2	1
516	так что	4	1
517	внимание в	1	1
518	для всех	1	1
519	есть в	1	1
520	если мы	7	1
521	только на	2	1
522	в единстве	2	1
523	сознание как	1	1
524	и обладает	1	1
525	не дает	2	1
526	или даже	1	1
527	две другие	1	1
528	из них	2	1
529	за ним	1	1
530	только одно	1	1
531	и их	4	1
532	он обнаруживает	1	1
533	никто не	2	1
534	представить себе	1	1
535	и прежде	1	1
536	в одном	3	1
537	с этими	1	1
538	так как	16	1
539	тому же	2	1
540	к ним	2	1
541	без этого	1	1
542	входят в	1	1
543	не говорит	2	1
544	его мысли	3	1
545	в первую	1	1
546	деле его	1	1
547	но из	1	1
548	для того	14	1
549	представляют собой	2	1
550	разница в	1	1
551	бывает в	1	1
552	другого и	1	1
553	точек зрения	4	1
554	к совокупности	1	1
555	на примере	3	1
556	связаны с	1	1
557	еще и	3	1
558	такое же	2	1
559	что для	2	1
560	не было	1	1
561	природе и	1	1
562	отношения в	1	1
563	более того	1	1
564	зависит от	4	1
565	означало бы	1	1
566	с которым	1	1
567	же точно	1	1
568	долгое время	1	1
569	существенным образом	2	1
570	когда же	1	1
571	разговор с	1	1
572	если не	1	1
573	в связи	1	1
574	с помощью	10	1
575	может иметь	2	1
576	нет никаких	1	1
577	это на	1	1
578	до этого	1	1
579	в одной	1	1
580	требует от	3	1
581	в европейской	1	1
582	одновременно с	1	1
583	тому как	4	1
584	есть как	1	1
585	да и	1	1
586	чем состоит	1	1
587	мыслится как	1	1
588	с этой	4	1
589	этом случае	3	1
590	известном смысле	7	1
591	к объекту	7	1
592	все это	2	1
593	этом и	1	1
594	она вытекает	1	1
595	к вопросу	1	1
596	на всех	1	1
597	известной степени	1	1
598	отношений и	1	1
599	и от	2	1
600	видно из	1	1
601	в результате	4	1
602	которая в	2	1
603	и постепенное	1	1
604	места в	1	1
605	бы в	4	1
606	не более	1	1
607	стороны в	1	1
608	же в	2	1
609	мы видим	4	1
610	не есть	4	1
611	в готовом	1	1
612	с ней	1	1
613	две стороны	1	1
614	самое существенное	1	1
615	совершенно не	2	1
616	внутреннее единство	1	1
617	я это	3	1
618	начале этой	1	1
619	из этого	2	1
620	включает в	3	1
621	жизни и	2	1
622	ее в	3	1
623	и другие	2	1
624	в своих	2	1
625	нее как	1	1
626	по поводу	2	1
627	подвести итог	1	1
628	все что	2	1
629	этой точки	4	1
