N	2gram	Losev_Dial_1	slovoVRo
214	и образ	6	2
215	на нем	2	2
216	и единственный	1	2
217	этих категорий	1	2
218	так в	1	2
219	в дальнейшем	5	2
220	как с	2	2
221	в другом	2	2
222	здесь как	1	2
223	о том	4	2
224	таков например	1	2
225	но мы	1	2
226	или на	2	2
227	в различных	1	2
228	своим предметом	1	2
229	нуждается в	3	2
230	ним и	1	2
231	еще более	3	2
232	оно требует	1	2
233	как например	2	2
234	ни к	2	2
235	речь о	1	2
236	что он	11	2
237	мы увидим	2	2
238	почти все	2	2
239	пор не	1	2
240	это очень	1	2
241	всяком случае	2	2
242	со всеми	1	2
243	же и	2	2
244	уже в	1	2
245	в поэзии	1	2
246	и чисто	1	2
247	проникает в	1	2
248	для того	2	2
249	то что	13	2
250	не было	6	2
251	именно как	2	2
252	во власти	1	2
253	до сих	2	2
254	именно в	2	2
255	а именно	1	2
256	и между	1	2
257	них и	1	2
258	но лишь	4	2
259	с которым	1	2
260	его как	1	2
261	как о	2	2
262	не всегда	1	2
263	в связи	1	2
264	входить в	1	2
265	вместе с	1	2
266	эта идея	1	2
267	самый этот	1	2
268	в данном	3	2
269	существенно и	1	2
270	сих пор	2	2
271	от нас	1	2
272	известной степени	1	2
273	этих случаях	1	2
274	не знаем	1	2
275	она может	1	2
276	в результате	1	2
277	и ни	6	2
278	все они	1	2
279	жизни в	1	2
280	только с	3	2
281	может и	4	2
282	не знает	2	2
283	к его	1	2
284	только о	1	2
285	просто не	2	2
286	быть до	1	2
287	все что	1	2
288	они не	1	2
289	и наиболее	1	1
290	как известно	1	1
291	нем нет	3	1
292	речь идет	1	1
293	он также	1	1
294	категорий и	1	1
295	только самый	1	1
296	не остается	1	1
297	как миф	1	1
298	пусть не	1	1
299	он может	1	1
300	действовать и	1	1
301	силы и	1	1
302	и есть	16	1
303	мы говорим	4	1
304	из самых	1	1
305	явления и	1	1
306	по преимуществу	1	1
307	мировоззрения и	1	1
308	и до	1	1
309	и этот	1	1
310	и могут	1	1
311	всей ее	1	1
312	а как	1	1
313	есть не	3	1
314	характер его	1	1
315	эпохи а	1	1
316	и о	3	1
317	мир не	1	1
318	что уже	2	1
319	место в	1	1
320	он как	1	1
321	в самих	1	1
322	необходимо коснуться	1	1
323	до полного	1	1
324	как не	2	1
325	проявляется в	1	1
326	и говорить	2	1
327	и иначе	1	1
328	почва для	1	1
329	и этого	1	1
330	суждения и	1	1
331	не нужно	2	1
332	он сам	5	1
333	быть в	2	1
334	конечно это	1	1
335	как таковая	2	1
336	бы она	1	1
337	в создании	1	1
338	то мы	2	1
339	но конечно	2	1
340	различия между	1	1
341	самих себя	1	1
342	друг к	2	1
343	совсем не	1	1
344	то он	2	1
345	в сторону	1	1
346	всего он	1	1
347	к ним	2	1
348	с каким	1	1
349	не просто	7	1
350	конечно совершенно	1	1
351	есть предмет	1	1
352	чем же	1	1
353	характер и	1	1
354	его на	1	1
355	если на	1	1
356	этом его	1	1
357	что как	2	1
358	один только	1	1
359	сознания в	1	1
360	себя так	1	1
361	могли бы	1	1
362	и всецело	1	1
363	привносит в	1	1
364	а со	1	1
365	и свою	1	1
366	для ее	1	1
367	в самом	3	1
368	та же	3	1
369	только два	1	1
370	выражение в	1	1
371	и самый	1	1
372	в этой	1	1
373	смотрим на	1	1
374	но его	1	1
375	говорят о	2	1
376	на то	5	1
377	если он	1	1
378	дальше и	2	1
379	и идея	3	1
380	смыслом и	1	1
381	вообще не	1	1
382	что она	7	1
383	больше всего	1	1
384	но именно	1	1
385	и только	1	1
386	и еще	3	1
387	не значит	3	1
388	значение может	1	1
389	в корне	2	1
390	ни была	1	1
391	и сам	1	1
392	у пушкина	4	1
393	и по	1	1
394	одно и	4	1
395	в каждом	2	1
396	он просто	1	1
397	и философии	2	1
398	что мир	2	1
399	в мире	2	1
400	нем есть	6	1
401	об этом	4	1
402	к другу	2	1
403	них не	1	1
404	сознание не	1	1
405	для своей	1	1
406	ни при	1	1
407	не уменьшается	1	1
408	это было	2	1
409	те или	1	1
410	не умеет	1	1
411	и чистой	1	1
412	для нее	2	1
413	то все	1	1
414	и тем	1	1
415	не соответствует	1	1
416	мог бы	2	1
417	но уже	2	1
418	он является	1	1
419	о которых	2	1
420	все равно	3	1
421	можем сказать	2	1
422	этим и	1	1
423	всегда и	3	1
424	несмотря на	10	1
425	такой же	2	1
426	действительно может	1	1
427	сосредоточиться на	1	1
428	и становится	1	1
429	этих произведений	1	1
430	на первый	1	1
431	есть такая	1	1
432	в своей	2	1
433	к окружающему	1	1
434	сознания но	1	1
435	в такой	1	1
436	и без	1	1
437	с идеей	1	1
438	себе а	2	1
439	мысли и	3	1
440	мы теперь	1	1
441	тем не	1	1
442	есть именно	1	1
443	она или	1	1
444	вещей и	2	1
445	и вся	1	1
446	нее свои	1	1
447	до известной	1	1
448	xviii века	1	1
449	самого начала	1	1
450	не о	4	1
451	и притом	4	1
452	на себе	3	1
453	непосредственно и	1	1
454	в нас	1	1
455	дело не	2	1
456	иметь в	3	1
457	самого по	2	1
458	и уже	1	1
459	не стремится	1	1
460	человека от	1	1
461	ничего не	17	1
462	она ни	2	1
463	заложенные в	1	1
464	очень мало	2	1
465	по своей	1	1
466	лишь с	1	1
467	же он	2	1
468	в сознании	3	1
469	или иных	1	1
470	мировоззрения но	1	1
471	в духе	1	1
472	конструкции и	1	1
473	и должно	1	1
474	психологический и	1	1
475	иногда даже	1	1
476	было у	1	1
477	и всех	3	1
478	два индивидуальных	1	1
479	если же	1	1
480	как только	2	1
481	указать на	1	1
482	всего что	1	1
483	утверждать что	3	1
484	эти явления	1	1
485	с образом	1	1
486	правда не	1	1
487	и это	2	1
488	действующий и	1	1
489	также имеет	1	1
490	в виду	5	1
491	в идею	1	1
492	как один	2	1
493	него самого	1	1
494	нет никакой	1	1
495	и говорит	1	1
496	и этим	1	1
497	с самого	1	1
498	культуры и	1	1
499	зрения не	1	1
500	и образа	2	1
501	и может	2	1
502	и кажущегося	2	1
503	на том	1	1
504	в бесконечность	1	1
505	речь как	2	1
506	еще в	1	1
507	этим в	1	1
508	всех возможных	1	1
509	даны в	1	1
510	это как	1	1
511	чтобы понять	3	1
512	нас и	1	1
513	действительность и	1	1
514	никогда и	1	1
515	другими словами	2	1
516	никак не	6	1
517	с другим	1	1
518	и что	12	1
519	миф в	1	1
520	не стоит	1	1
521	сознания есть	1	1
522	можно сказать	6	1
523	власти этого	1	1
524	науке и	1	1
525	должно было	1	1
526	и существуют	2	1
527	это может	2	1
528	или иные	1	1
529	именно такое	1	1
530	от этих	1	1
531	представления о	1	1
532	в ту	1	1
533	и следовательно	2	1
534	и об	4	1
535	и отдельные	1	1
536	не зная	2	1
537	сознания его	1	1
538	на те	1	1
539	того что	2	1
540	может ограничиться	1	1
541	поэтому для	1	1
542	в какой	1	1
543	им слов	1	1
544	то прежде	1	1
545	вопрос об	1	1
546	в качестве	2	1
547	чаще всего	2	1
548	с какой	4	1
549	существенным и	1	1
550	не можем	1	1
551	символ не	1	1
552	говорить об	1	1
553	только на	3	1
554	только чисто	1	1
555	него и	1	1
556	а это	1	1
557	но есть	2	1
558	мир в	1	1
559	представить себе	1	1
560	сами по	1	1
561	в конце	4	1
562	не для	1	1
563	с этими	1	1
564	оно так	1	1
565	мы можем	4	1
566	случае не	3	1
567	из которого	1	1
568	как такового	1	1
569	как раз	4	1
570	вне ее	1	1
571	сознания нет	1	1
572	не были	1	1
573	на внутреннее	2	1
574	как у	2	1
575	или иначе	1	1
576	говорить и	1	1
577	и самая	1	1
578	с той	2	1
579	д если	1	1
580	мы еще	1	1
581	что не	7	1
582	говорит о	5	1
583	должно быть	3	1
584	превращается в	1	1
585	нужно сказать	1	1
586	а на	1	1
587	этого не	1	1
588	стать на	2	1
589	зависит от	1	1
590	другой стороны	4	1
591	именно так	1	1
592	главное все	1	1
593	как ни	1	1
594	все время	1	1
595	одно а	1	1
596	отнюдь не	9	1
597	когда она	1	1
598	понимания этого	1	1
599	абстракции и	1	1
600	мы находим	7	1
601	образ так	1	1
602	в частности	2	1
603	о себе	1	1
604	кто именно	1	1
605	даже не	3	1
606	с простой	2	1
607	нужно отнести	1	1
608	нет ни	2	1
609	какой мере	1	1
610	если они	1	1
611	быть только	1	1
612	да и	6	1
613	зрения так	2	1
614	для понимания	1	1
615	ней не	1	1
616	не касается	1	1
617	в систему	1	1
618	при условии	3	1
619	того или	1	1
620	этом и	1	1
621	которые оно	1	1
622	себе все	1	1
623	тех или	3	1
624	и борьба	1	1
625	не является	3	1
626	только одна	1	1
627	конечно эта	1	1
628	для выражения	1	1
629	лишь его	1	1
630	сознания и	3	1
631	развития и	1	1
632	к раскрытию	1	1
633	или нет	3	1
634	и смысл	3	1
635	разной степени	1	1
636	нисколько не	4	1
637	к самому	2	1
638	выведена из	1	1
639	последнем случае	1	1
640	только как	2	1
641	они были	2	1
642	не получила	1	1
643	в символе	4	1
644	в последнем	1	1
645	ко всему	2	1
646	на различные	1	1
647	в отдельности	2	1
648	что под	2	1
649	сам в	1	1
650	все дальше	2	1
651	что такое	10	1
652	которым они	1	1
653	мифа как	2	1
654	также не	1	1
655	пространстве и	2	1
656	мы всегда	1	1
657	как мифа	1	1
658	к этому	2	1
659	гораздо более	3	1
660	которая не	2	1
