N	2gram	Vinokur_Ku_2	slovoVRo
673	что мы	6	1
674	он и	2	1
675	основные типы	1	1
676	с помощью	7	1
677	на который	2	1
678	языке с	2	1
679	творческой работы	1	1
680	вместе с	5	1
681	прямо сказать	1	1
682	языка мы	1	1
683	в иных	2	1
684	книге о	1	1
685	только эта	1	1
686	в официальных	1	1
687	п и	2	1
688	почти всех	1	1
689	у автора	1	1
690	и формируется	1	1
691	и двух	1	1
692	да и	6	1
693	возможны различные	1	1
694	в уже	1	1
695	более сложных	1	1
696	быть не	2	1
697	в это	1	1
698	этого слова	5	1
699	в первые	1	1
700	всякое слово	1	1
701	в ироническом	1	1
702	аналогии с	3	1
703	но это	3	1
704	новые и	1	1
705	между прочим	2	1
706	которые были	1	1
707	бы сами	1	1
708	с большой	1	1
709	но с	1	1
710	тех или	1	1
711	элементы языка	1	1
712	и вместо	1	1
713	слова но	1	1
714	живет и	3	1
715	конечно ни	1	1
716	тем более	1	1
717	о котором	2	1
718	языке не	2	1
719	как профессиональный	1	1
720	от них	1	1
721	выпадают из	1	1
722	такие слова	1	1
723	находит свое	1	1
724	бы в	1	1
725	такие конструкции	1	1
726	о социальном	1	1
727	зрения в	3	1
728	же в	3	1
729	совершенно по-иному	1	1
730	первый раз	1	1
731	не знает	3	1
732	отношением к	1	1
733	только как	2	1
734	речи и	5	1
735	со специфическими	3	1
736	создают в	1	1
737	афоризмы и	1	1
738	строится на	2	1
739	в какой	1	1
740	речи как	1	1
741	внутри одного	1	1
742	и другие	1	1
743	словами уже	1	1
744	свое и	1	1
745	который не	1	1
746	как на	1	1
747	этой точки	2	1
748	они не	1	1
