N	2gram	Bakhtin_Fr_3	Mirosoze
536	в частности	3	1
537	в старом	1	1
538	вопросе о	1	1
539	влияния на	1	1
540	к жизни	2	1
541	сравнению с	2	1
542	в течение	2	1
543	связаны с	5	1
544	не боится	2	1
545	к образу	2	1
546	это его	1	1
547	да и	1	1
548	для понимания	3	1
549	должен освободить	1	1
550	в это	1	1
551	их было	1	1
552	своей жизни	2	1
553	только для	3	1
554	но это	3	1
555	это выражение	1	1
556	от нас	1	1
557	в смысле	1	1
558	под влиянием	1	1
559	отличный от	1	1
560	и часто	1	1
561	всегда была	2	1
562	что только	1	1
563	но также	1	1
564	но когда	1	1
565	бы он	1	1
566	еще более	4	1
567	ни к	1	1
568	для людей	1	1
569	места которые	1	1
570	за этим	4	1
571	обычно понимают	1	1
572	мир который	1	1
573	к какому	1	1
574	лишь те	1	1
575	мира он	1	1
576	истины и	3	1
577	а ведь	1	1
578	но этот	1	1
579	как люди	1	1
580	не что	1	1
581	ко всему	2	1
582	культуры в	1	1
583	к религии	1	1
584	его особая	1	1
585	применяет к	1	1
586	время он	1	1
587	важно для	1	1
588	в своих	5	1
589	так же	1	1
590	во всяком	1	1
591	они не	3	1
