N	2gram	Bakhtin_Pr_1	RusskieA
115	на себя	3	2
116	из окошка	1	2
117	тогда как	1	2
118	с этим	1	2
119	все же	5	2
120	а и	1	2
121	как уже	1	2
122	и как	8	2
123	не было	3	2
124	в руках	1	2
125	не можем	1	2
126	в которой	4	2
127	из этих	2	2
128	не к	1	2
129	том чтобы	1	2
130	характер в	1	2
131	людей и	1	2
132	здесь мы	2	2
133	об этом	1	2
134	для них	1	2
135	должно быть	1	2
136	можно больше	2	2
137	и еще	1	2
138	в своей	11	2
139	в их	3	2
140	не столько	3	2
141	не менее	1	2
142	как можно	2	2
143	в то	10	2
144	никогда не	5	2
145	того в	1	2
146	к ней	1	2
147	кроме того	3	2
148	в момент	1	2
149	все то	4	2
150	только одну	1	2
151	говорит о	1	2
152	должен быть	1	2
153	за пределами	1	2
154	то время	2	2
155	можно было	3	2
156	из основных	1	2
157	своей книге	1	2
158	от земли	1	2
159	с другой	2	2
160	части и	1	2
161	все в	6	2
162	у них	1	2
163	что и	5	2
164	в форме	6	2
165	представления о	1	2
166	он есть	3	2
167	и е	1	2
168	один из	2	2
169	совсем не	1	2
170	этот вопрос	2	2
171	по этому	2	2
172	есть в	3	2
173	одно из	1	2
174	заметить что	2	2
175	ее на	1	2
176	чем в	2	2
177	здесь в	1	2
178	человека а	1	2
179	а с	1	2
180	прежде всего	7	2
181	по нескольку	1	2
182	и пр	1	2
183	там где	6	2
184	совершенно не	1	2
185	из которых	2	2
186	могут быть	1	2
187	быть только	1	2
188	с этой	1	2
189	под названием	1	2
190	и для	3	2
191	ее и	1	2
192	жизни в	1	2
193	только как	1	2
194	и при	1	2
195	из этого	1	2
196	в своих	2	2
197	это в	2	2
198	отношение к	1	1
199	к воплощению	1	1
200	и есть	5	1
201	из самых	1	1
202	можно говорить	2	1
203	и до	1	1
204	тут в	1	1
205	сливается с	2	1
206	мы уже	2	1
207	например в	3	1
208	с теорией	2	1
209	что если	1	1
210	не во	3	1
211	в первый	1	1
212	этом не	1	1
213	не была	1	1
214	так именно	1	1
215	совпадает с	2	1
216	говорить о	2	1
217	то это	1	1
218	в ней	1	1
219	что каждый	1	1
220	тем как	4	1
221	еще далеко	1	1
222	бы герой	1	1
223	ее до	1	1
224	явлений и	1	1
225	не входит	1	1
226	к слову	1	1
227	ответ на	1	1
228	нет и	1	1
229	что они	1	1
230	во что	2	1
231	несколько раз	1	1
232	первый взгляд	1	1
233	что именно	2	1
234	в своем	8	1
235	в противном	1	1
236	перед нами	4	1
237	хотя и	1	1
238	и наконец	5	1
239	от других	1	1
240	не являются	1	1
241	себе дело	1	1
242	ясно и	1	1
243	от этого	1	1
244	в самом	8	1
245	уже в	5	1
246	он в	2	1
247	не оставляет	1	1
248	выражение в	4	1
249	ни одна	1	1
250	только один	1	1
251	ее как	2	1
252	в мышлении	1	1
253	как он	2	1
254	но на	1	1
255	вообще не	1	1
256	что без	1	1
257	и куда	1	1
258	не следует	1	1
259	в нем	20	1
260	вера в	1	1
261	так сказать	3	1
262	всех этих	3	1
263	интерес представляет	2	1
264	до самого	1	1
265	он должен	1	1
266	есть та	1	1
267	только в	8	1
268	на этих	1	1
269	но все	4	1
270	а вместе	1	1
271	что все	3	1
272	значение в	1	1
273	этих форм	1	1
274	а как	6	1
275	знает что	1	1
276	входит в	2	1
277	того или	1	1
278	нет в	1	1
279	в развитии	1	1
280	такой же	1	1
281	остается в	2	1
282	их на	1	1
283	можно найти	1	1
284	не раскрывает	1	1
285	ушли в	1	1
286	или точнее	1	1
287	таким же	2	1
288	это только	1	1
289	бы к	2	1
290	наиболее полное	1	1
291	место в	1	1
292	на свою	1	1
293	не от	1	1
294	своего рода	1	1
295	как одна	1	1
296	мир и	6	1
297	но эта	4	1
298	одновременно как	1	1
299	но они	4	1
300	однако в	2	1
301	из одного	4	1
302	стоит в	1	1
303	особенно хорошо	1	1
304	при всех	1	1
305	с которой	4	1
306	быть признан	1	1
307	в русской	1	1
308	дело в	1	1
309	и притом	2	1
310	на него	2	1
311	в основе	5	1
312	не вызывает	1	1
313	подходят к	1	1
314	следовательно и	2	1
315	наблюдения и	1	1
316	не всякий	1	1
317	была сделана	1	1
318	ничего не	6	1
319	в полной	1	1
320	по своей	1	1
321	образа и	1	1
322	имели место	1	1
323	и его	13	1
324	изображается как	1	1
325	здоровье и	1	1
326	как будто	3	1
327	этом отношении	5	1
328	и выводы	1	1
329	и несколько	1	1
330	и веселья	1	1
331	и здесь	3	1
332	всей их	1	1
333	в духе	3	1
334	изображение или	1	1
335	во все	3	1
336	чтобы сделать	1	1
337	и всех	1	1
338	как только	1	1
339	и за	1	1
340	для его	3	1
341	оно не	2	1
342	быть назван	1	1
343	в применении	1	1
344	и это	5	1
345	иметь в	1	1
346	из всего	2	1
347	себе в	1	1
348	не будет	1	1
349	новой и	1	1
350	и сами	1	1
351	всем этим	1	1
352	здесь не	1	1
353	жизненного и	1	1
354	и этим	2	1
355	в пределах	9	1
356	приводит к	3	1
357	стороны его	1	1
358	земли можно	1	1
359	и ищут	1	1
360	что у	1	1
361	достаточно чтобы	1	1
362	так и	10	1
363	здесь нет	1	1
364	особый интерес	1	1
365	руках и	1	1
366	найти в	1	1
367	могла быть	1	1
368	но у	2	1
369	если бы	10	1
370	с ним	6	1
371	находится в	1	1
372	место с	1	1
373	он здесь	1	1
374	совершенно иной	1	1
375	более поздняя	1	1
376	очень четко	1	1
377	утверждает что	1	1
378	можно сказать	2	1
379	и во	2	1
380	же степени	1	1
381	входила в	2	1
382	в его	24	1
383	во всей	2	1
384	не надо	1	1
385	все время	1	1
386	как правило	1	1
387	более что	1	1
388	в литературе	3	1
389	быть и	1	1
390	на которой	1	1
391	но с	1	1
392	тот же	2	1
393	в основном	2	1
394	что он	10	1
395	пришел к	1	1
396	мы увидим	1	1
397	ли он	2	1
398	в какой	1	1
399	и является	1	1
400	и действительно	1	1
401	несколько подробнее	1	1
402	который в	1	1
403	но ее	1	1
404	от них	1	1
405	же и	1	1
406	в большинстве	2	1
407	значение и	1	1
408	с описанием	1	1
409	при помощи	1	1
410	но есть	1	1
411	на столе	1	1
412	мир в	2	1
413	был бы	5	1
414	не так	1	1
415	для него	15	1
416	своей книги	1	1
417	всяком случае	3	1
418	могло бы	1	1
419	в одном	9	1
420	в пространстве	3	1
421	это предположение	1	1
422	в конце	5	1
423	в состоянии	1	1
424	ту сторону	1	1
425	как его	1	1
426	случае не	1	1
427	как раз	4	1
428	такова концепция	1	1
429	рядом с	13	1
430	время как	1	1
431	в другой	3	1
432	ней и	1	1
433	и даже	3	1
434	даже не	1	1
435	живой и	1	1
436	как у	2	1
437	был уверен	1	1
438	и чем	1	1
439	по своим	2	1
440	на ней	1	1
441	месте и	1	1
442	притом не	1	1
443	превращается в	1	1
444	его смерти	1	1
445	не на	3	1
446	земли в	1	1
447	самой проблемы	1	1
448	него не	2	1
449	и следовательно	1	1
450	под влиянием	1	1
451	в одно	1	1
452	или другого	1	1
453	эти слова	1	1
454	в одной	4	1
455	и потому	3	1
456	к себе	2	1
457	фигурируют и	1	1
458	что за	1	1
459	нужно не	1	1
460	смысле этого	1	1
461	он может	3	1
462	которая у	1	1
463	что весь	1	1
464	другой вопрос	1	1
465	ко всему	1	1
466	земли то	1	1
467	в тех	1	1
468	в человеческом	1	1
469	многих других	1	1
470	и более	1	1
471	этого слова	2	1
472	и не	34	1
473	активности и	1	1
474	на пути	2	1
475	последний день	2	1
476	но это	5	1
477	что касается	1	1
478	и тогда	1	1
479	он видел	1	1
480	связано не	1	1
481	так будто	1	1
482	но эту	1	1
483	она может	1	1
484	и другими	4	1
485	он по	1	1
486	и вызывает	2	1
487	тем более	1	1
488	мы должны	2	1
489	не непосредственно	1	1
490	его жизнь	2	1
491	только что	1	1
492	св иоанна	1	1
493	его к	4	1
494	несмотря на	6	1
495	только с	2	1
496	все еще	1	1
497	от первого	2	1
498	о своем	1	1
499	сказать что	5	1
500	другой стороны	2	1
501	ему но	2	1
502	духе а	1	1
503	него в	2	1
504	есть и	1	1
505	время не	2	1
506	во всяком	4	1
507	как на	2	1
508	все что	3	1
