N	2gram	Propp_Isto_1	Mirosoze
147	то он	2	2
148	по отношению	3	2
149	под его	1	2
150	выйти из	1	2
151	нельзя было	1	2
152	хотя и	1	2
153	в действительности	2	2
154	увидим что	5	2
155	от этого	2	2
156	то в	1	2
157	и этим	2	2
158	в которой	1	2
159	бы не	1	2
160	и тот	2	2
161	дальше и	1	2
162	и если	2	2
163	этого вопроса	3	2
164	есть один	1	2
165	на этом	3	2
166	с собой	1	2
167	этом он	1	2
168	стоит на	2	2
169	не всегда	8	2
170	очень важное	1	2
171	чем в	1	2
172	должно быть	2	2
173	что путь	1	2
174	не будут	1	2
175	в этих	7	2
176	нас не	3	2
177	в который	1	2
178	ее в	5	2
179	от его	1	2
180	которые в	2	2
181	есть еще	2	2
182	эта мысль	3	2
183	подчинить ее	1	2
184	тогда когда	2	2
185	ничего не	2	2
186	к ней	1	2
187	связи с	4	2
188	как будто	4	2
189	в основе	4	2
190	всегда есть	1	2
191	оно не	1	2
192	быть назван	2	2
193	они стали	1	2
194	приходит к	1	2
195	мысль о	2	2
196	можно было	5	2
197	еще в	2	2
198	в последней	1	2
199	после того	1	2
200	по себе	3	2
201	вот почему	1	2
202	и та	1	2
203	и что	10	2
204	и глубже	1	2
205	нас в	2	2
206	и обнаруживает	1	2
207	у всех	1	2
208	подобно тому	1	2
209	но с	1	2
210	только можно	1	2
211	мы видим	11	2
212	тот же	2	2
213	мы увидим	10	2
214	начало есть	1	2
215	на природу	2	2
216	бы его	1	2
217	между тем	2	2
218	это означает	1	2
219	так что	4	2
220	же и	1	2
221	были бы	2	2
222	этом пути	1	2
223	уходит в	1	2
224	мы еще	3	2
225	что не	2	2
226	превращается в	4	2
227	так это	1	2
228	не означает	2	2
229	вместе с	6	2
230	к своему	2	2
231	не видел	1	2
232	такого рода	1	2
233	тому как	1	2
234	что же	3	2
235	да и	1	2
236	в более	1	2
237	бы в	2	2
238	а в	7	2
239	это все	1	2
240	жизни а	1	2
241	отношению к	3	2
242	которых не	1	1
243	с природой	2	1
244	обращается в	1	1
245	говорят о	1	1
246	и то	1	1
247	он может	1	1
248	он ответил	1	1
249	собой смерть	1	1
250	и чрезвычайно	1	1
251	ведь и	1	1
252	должна быть	5	1
253	со своей	1	1
254	значение но	1	1
255	этом направлении	1	1
256	для достижения	1	1
257	мы не	10	1
258	что если	2	1
259	которой во	1	1
260	большую роль	2	1
261	но по	1	1
262	говорить о	1	1
263	в царство	7	1
264	историческим прошлым	1	1
265	и ее	1	1
266	что вопрос	2	1
267	не знают	3	1
268	явление не	1	1
269	вывод что	2	1
270	на них	2	1
271	к царству	1	1
272	нет вполне	1	1
273	и связь	1	1
274	у маркса	1	1
275	друг на	1	1
276	значение и	2	1
277	только тогда	1	1
278	не все	4	1
279	уже как	1	1
280	иначе не	1	1
281	друга и	1	1
282	с поразительной	1	1
283	чтобы победить	1	1
284	решение этого	1	1
285	к браку	2	1
286	мы дадим	1	1
287	себя за	1	1
288	с этим	4	1
289	народа в	2	1
290	по внешним	1	1
291	мужчины в	1	1
292	могли бы	3	1
293	вопросом о	1	1
294	и как	2	1
295	сторона в	1	1
296	многие из	1	1
297	нее он	1	1
298	ни один	6	1
299	в целом	2	1
300	все эти	4	1
301	во многих	2	1
302	ее как	1	1
303	право на	2	1
304	в жертву	2	1
305	и кто	1	1
306	на то	4	1
307	опять не	1	1
308	эта формула	1	1
309	они в	1	1
310	и социальной	1	1
311	он должен	2	1
312	что нужно	2	1
313	не могли	1	1
314	но надо	1	1
315	это один	2	1
316	но все	4	1
317	значительной степени	1	1
318	же не	3	1
319	в другом	3	1
320	об этом	4	1
321	с целью	1	1
322	люди не	1	1
323	было бы	7	1
324	после этого	1	1
325	и тем	2	1
326	за ней	1	1
327	не соответствует	1	1
328	из первых	1	1
329	этого не	1	1
330	с тем	4	1
331	на друга	1	1
332	его отношения	1	1
333	и уже	1	1
334	которой он	1	1
335	в чистом	2	1
336	на себя	1	1
337	перед собой	1	1
338	в двадцать	1	1
339	но если	2	1
340	что такое	2	1
341	нас может	1	1
342	всему миру	1	1
343	в котором	3	1
344	себе а	1	1
345	в которых	1	1
346	своего рода	1	1
347	должны были	2	1
348	ответить на	1	1
349	одном из	1	1
350	него не	1	1
351	она в	1	1
352	и более	1	1
353	их в	5	1
354	все три	1	1
355	нас к	1	1
356	одна сторона	1	1
357	но они	2	1
358	его нет	1	1
359	этого нужно	1	1
360	как о	2	1
361	не по	2	1
362	солнце в	1	1
363	нас нет	1	1
364	в самых	1	1
365	о природе	1	1
366	и культурной	1	1
367	можно видеть	2	1
368	основе русского	1	1
369	на одной	1	1
370	не интересовала	1	1
371	замечательно что	1	1
372	стоит перед	1	1
373	пребывает в	1	1
374	не могут	2	1
375	и часто	2	1
376	ее на	1	1
377	своей книге	1	1
378	истории не	1	1
379	тогда и	1	1
380	лежит в	1	1
381	бы он	1	1
382	уже было	1	1
383	он видит	1	1
384	по сравнению	1	1
385	все еще	1	1
386	своего отца	2	1
387	или он	1	1
388	человеку в	1	1
389	в ее	2	1
390	правда по	1	1
391	он с	1	1
392	говорили что	1	1
393	в пределах	4	1
394	приводит к	2	1
395	как с	1	1
396	невозможно и	1	1
397	на нее	2	1
398	действительности это	4	1
399	не с	3	1
400	живет в	2	1
401	которая была	1	1
402	истории она	1	1
403	о связи	1	1
404	он до	1	1
405	стороне от	1	1
406	к тем	1	1
407	в эпоху	2	1
408	от начала	1	1
409	находится в	4	1
410	именно потому	1	1
411	а также	1	1
412	в самой	1	1
413	аналогия между	1	1
414	на вопрос	2	1
415	к превращению	1	1
416	есть черты	1	1
417	дает никакой	1	1
418	может не	1	1
419	в значительной	1	1
420	до известной	1	1
421	не выходит	2	1
422	он исходит	1	1
423	все в	1	1
424	две формы	2	1
425	путь к	1	1
426	царство и	1	1
427	которой мы	1	1
428	раньше чем	4	1
429	стоит и	1	1
430	и только	2	1
431	но нельзя	1	1
432	тот момент	1	1
433	нем и	1	1
434	к концу	1	1
435	и об	1	1
436	цели не	1	1
437	происходит в	1	1
438	но так	2	1
439	убежден что	1	1
440	будь то	1	1
441	ли он	3	1
442	в какой	3	1
443	в стороне	3	1
444	верно и	1	1
445	правда и	2	1
446	вот они	1	1
447	каждой части	1	1
448	об их	1	1
449	не то	4	1
450	только этот	1	1
451	к земле	1	1
452	и у	1	1
453	и они	1	1
454	сложность этого	1	1
455	не из	1	1
456	не дает	2	1
457	но есть	1	1
458	его и	2	1
459	был бы	2	1
460	искать в	1	1
461	они потеряли	1	1
462	никто не	2	1
463	в прошлом	1	1
464	у нее	1	1
465	смысле этого	1	1
466	но что	1	1
467	почему это	1	1
468	этом отношении	1	1
469	они будут	1	1
470	конца в	1	1
471	сохранилась в	2	1
472	ивана как	1	1
473	это будет	1	1
474	как можно	1	1
475	возможно что	1	1
476	на примере	1	1
477	с другой	6	1
478	вслед за	6	1
479	а с	2	1
480	же о	1	1
481	и недостаточно	1	1
482	не сама	1	1
483	может ли	1	1
484	также в	1	1
485	вход в	6	1
486	лишь через	1	1
487	на смерть	2	1
488	вопрос можно	1	1
489	но никогда	1	1
490	на эту	3	1
491	действует в	1	1
492	нас прежде	1	1
493	связь с	4	1
494	быть названо	1	1
495	на самом	1	1
496	независимо от	1	1
497	xix века	2	1
498	одного там	1	1
499	это приводит	2	1
500	это за	3	1
501	о человеке	1	1
502	и братья	1	1
503	века и	1	1
504	в тот	1	1
505	тристана и	1	1
506	этого слова	1	1
507	все это	4	1
508	поэтому у	1	1
509	происходит не	1	1
510	отец его	1	1
511	это можно	1	1
512	а все	1	1
513	о всемирном	1	1
514	на большую	1	1
515	с огненными	1	1
516	когда он	6	1
517	целый ряд	1	1
518	мы должны	13	1
519	ни к	2	1
520	всякий раз	1	1
521	в мировом	1	1
522	этом они	1	1
523	с людьми	1	1
524	и историческим	1	1
525	ты не	5	1
526	между ними	2	1
527	с ней	2	1
528	была бы	2	1
529	что действие	1	1
530	из этого	2	1
531	были и	1	1
532	на своем	1	1
533	приводит нас	1	1
534	это так	4	1
535	уже есть	1	1
536	а может	1	1
537	к этой	1	1
538	видим в	1	1
539	соприкосновение с	1	1
540	к этому	2	1
