N	2gram	Berdyaev_M_1	Myslijsy
155	и оно	1	3
156	от нас	1	3
157	не существует	2	3
158	а к	1	3
159	и все	10	3
160	в свою	2	3
161	не знает	4	3
162	в которой	6	3
163	в искусстве	1	3
164	к этому	2	3
165	самом деле	1	2
166	это и	4	2
167	и до	1	2
168	в их	4	2
169	мы уже	1	2
170	не столько	1	2
171	все в	6	2
172	ему в	1	2
173	себе что	1	2
174	есть вместе	1	2
175	есть акт	1	2
176	одним словом	1	2
177	то он	1	2
178	отношение к	4	2
179	за пределы	4	2
180	что они	1	2
181	человек может	2	2
182	все же	2	2
183	на человека	2	2
184	целый ряд	1	2
185	его к	1	2
186	со своей	1	2
187	та же	1	2
188	есть дело	1	2
189	под ним	2	2
190	в этой	6	2
191	человеке и	8	2
192	человек не	10	2
193	и почему	1	2
194	не как	4	2
195	с таким	1	2
196	из него	1	2
197	людей и	2	2
198	прежде чем	2	2
199	смысле в	2	2
200	бы быть	1	2
201	на все	1	2
202	входит в	2	2
203	многие другие	1	2
204	во время	1	2
205	точки зрения	4	2
206	в своей	15	2
207	что такое	1	2
208	а как	2	2
209	между людьми	1	2
210	возможны только	1	2
211	в которых	4	2
212	мысли и	2	2
213	т п	1	2
214	что есть	5	2
215	она не	4	2
216	или лучше	1	2
217	в разных	1	2
218	природы в	3	2
219	такая же	1	2
220	и идеал	1	2
221	когда мы	2	2
222	от этого	2	2
223	его с	2	2
224	от нее	5	2
225	в области	1	2
226	мысли о	2	2
227	его внутреннюю	1	2
228	и самое	1	2
229	и о	1	2
230	указывать на	1	2
231	в ее	3	2
232	лучше сказать	1	2
233	так в	1	2
234	к тем	1	2
235	и с	3	2
236	об этом	1	2
237	каждый раз	1	2
238	о том	2	2
239	и та	1	2
240	этой мысли	1	2
241	от него	4	2
242	от них	1	2
243	природы и	1	2
244	его сознание	1	2
245	и мы	2	2
246	мы видим	2	2
247	одной из	1	2
248	и после	1	2
249	с нею	1	2
250	ряду других	1	2
251	был бы	10	2
252	в одном	1	2
253	себя от	1	2
254	у него	17	2
255	не были	1	2
256	и даже	1	2
257	что человек	3	2
258	будет ли	1	2
259	только один	2	2
260	души и	1	2
261	притом не	1	2
262	у меня	1	2
263	произведения искусства	1	2
264	эти слова	2	2
265	ко всем	3	2
266	нет ни	1	2
267	по своему	2	2
268	что же	1	2
269	зрения и	1	2
270	что как	1	2
271	быть не	2	2
272	с этой	4	2
273	сознании и	1	2
274	уже на	1	2
275	есть одно	2	2
276	то не	1	2
277	из себя	1	2
278	бы в	2	2
279	и наконец	1	2
280	что вообще	1	2
281	отношении к	2	2
282	человека то	2	2
283	в свой	2	2
284	нему как	1	2
285	но этот	1	2
286	есть то	1	2
287	жизни и	2	2
288	которая не	1	2
289	а под	1	1
290	отношения к	4	1
291	одним из	2	1
292	не остается	2	1
293	на самом	1	1
294	тех же	1	1
295	мысль достигает	1	1
296	не отражается	1	1
297	когда человек	3	1
298	должна быть	6	1
299	сказать с	1	1
300	его не	3	1
301	он уже	6	1
302	бы уже	1	1
303	опыта с	1	1
304	человеческой природы	20	1
305	в первый	1	1
306	вопрос о	2	1
307	чтобы не	2	1
308	имеет свою	1	1
309	мир его	1	1
310	можно ожидать	1	1
311	имеет смысла	1	1
312	который был	2	1
313	время как	2	1
314	но она	1	1
315	не вполне	1	1
316	не знают	3	1
317	и он	12	1
318	не иметь	2	1
319	начало и	1	1
320	он был	14	1
321	он сам	6	1
322	с его	3	1
323	природу в	2	1
324	не без	1	1
325	от его	2	1
326	если в	1	1
327	его во	1	1
328	себе и	2	1
329	отличие от	1	1
330	нет и	5	1
331	которые не	1	1
332	же мало	1	1
333	и я	5	1
334	в истории	2	1
335	вызывает в	1	1
336	его на	1	1
337	совершенно другой	1	1
338	о жизни	1	1
339	к новому	2	1
340	это был	1	1
341	когда он	3	1
342	о человеческой	3	1
343	увидим что	4	1
344	все существует	1	1
345	но в	7	1
346	духа в	3	1
347	к чему	2	1
348	и переходит	2	1
349	существует лишь	1	1
350	все эти	2	1
351	отношение между	1	1
352	свободы но	5	1
353	мы чувствуем	1	1
354	о человеке	23	1
355	во многих	1	1
356	как он	2	1
357	с чем	1	1
358	в первых	1	1
359	к миру	2	1
360	после этого	1	1
361	в понимании	1	1
362	он должен	3	1
363	есть та	1	1
364	как ум	1	1
365	и вот	3	1
366	что без	2	1
367	к душевному	1	1
368	которое может	1	1
369	которой нет	1	1
370	ни был	1	1
371	дает человеку	1	1
372	может создать	1	1
373	что мир	1	1
374	в мире	10	1
375	том случае	1	1
376	об этой	1	1
377	них не	1	1
378	лишь в	6	1
379	знает что	1	1
380	заключается в	1	1
381	его личности	3	1
382	искусства в	1	1
383	не одна	1	1
384	это не	5	1
385	понять его	2	1
386	в сложном	1	1
387	непосредственно примыкает	1	1
388	по целым	1	1
389	есть отрицание	1	1
390	в жизни	3	1
391	кажется что	1	1
392	только одно	3	1
393	в самую	5	1
394	жизни то	1	1
395	быть даны	1	1
396	которой он	1	1
397	одна и	1	1
398	ни с	4	1
399	с такой	1	1
400	потому и	1	1
401	и различие	1	1
402	нисколько не	1	1
403	в этих	4	1
404	закона и	1	1
405	но если	3	1
406	от своего	1	1
407	это знание	1	1
408	в такой	1	1
409	человека до	1	1
410	и трудно	1	1
411	что до	1	1
412	всякий раз	1	1
413	что сознание	1	1
414	стало быть	1	1
415	для многих	1	1
416	но он	9	1
417	и более	1	1
418	не должно	1	1
419	от многих	1	1
420	если нет	5	1
421	любовь к	2	1
422	мир он	2	1
423	человека есть	3	1
424	чтобы иметь	1	1
425	человека но	4	1
426	его раскрывает	1	1
427	глубины человеческой	3	1
428	человек находит	1	1
429	есть огромное	1	1
430	и сама	2	1
431	его вполне	1	1
432	и именно	1	1
433	когда они	1	1
434	достигает своего	1	1
435	чем не	1	1
436	принадлежит к	1	1
437	не могло	1	1
438	себе самом	1	1
439	все свои	1	1
440	ничего не	3	1
441	свобода с	1	1
442	с одним	1	1
443	для ума	1	1
444	во всем	1	1
445	образа но	1	1
446	не нужен	1	1
447	в более	2	1
448	на людей	2	1
449	века не	1	1
450	может показаться	1	1
451	с которой	2	1
452	содержания как	1	1
453	необходимости в	2	1
454	из глубины	3	1
455	про себя	1	1
456	отличается от	2	1
457	всего что	2	1
458	ли что	1	1
459	которая есть	3	1
460	быть назван	1	1
461	должен быть	2	1
462	есть положительное	1	1
463	разные стороны	1	1
464	приходит к	1	1
465	человека этой	1	1
466	из всего	1	1
467	в виду	2	1
468	связи со	1	1
469	его художественного	1	1
470	в душу	1	1
471	человеческой и	1	1
472	свободу и	4	1
473	на том	3	1
474	и когда	2	1
475	было в	1	1
476	особенно в	3	1
477	с самим	2	1
478	мог бы	4	1
479	и каждый	1	1
480	жизнь и	1	1
481	без основания	1	1
482	мы читаем	1	1
483	из одного	1	1
484	не меньше	1	1
485	нужно для	1	1
486	находится в	1	1
487	именно потому	1	1
488	понять как	1	1
489	но нужно	1	1
490	небо и	4	1
491	при котором	1	1
492	к знанию	1	1
493	в глаза	1	1
494	одного из	1	1
495	все его	3	1
496	принадлежит уже	1	1
497	нас в	1	1
498	внешней формы	1	1
499	всего своего	1	1
500	о влиянии	1	1
501	во всех	1	1
502	совершенно как	1	1
503	с миром	1	1
504	образ но	1	1
505	таинственная связь	1	1
506	творчества в	1	1
507	но нет	1	1
508	на одном	1	1
509	от одного	1	1
510	примыкает к	1	1
511	в другой	1	1
512	сознание может	1	1
513	же прежде	1	1
514	иметь право	1	1
515	же новое	1	1
516	значит что	4	1
517	бросается в	1	1
518	которая дает	1	1
519	человек если	1	1
520	добрый и	2	1
521	и свобода	7	1
522	особенность его	1	1
523	между этими	1	1
524	и ее	1	1
525	и судьбе	1	1
526	и мысли	1	1
527	связанным с	1	1
528	человека с	2	1
529	себя в	3	1
530	конечно не	3	1
531	к разложению	1	1
532	не принадлежит	2	1
533	его и	1	1
534	противоречия и	1	1
535	мир не	2	1
536	не сам	1	1
537	ничего но	1	1
538	это верно	1	1
539	произведения и	1	1
540	ее не	1	1
541	к ним	1	1
542	как его	1	1
543	должен был	4	1
544	явлений в	1	1
545	своего народа	1	1
546	лишь для	1	1
547	жизни в	2	1
548	нужно было	1	1
549	точек зрения	1	1
550	и человека	5	1
551	как у	1	1
552	есть знание	1	1
553	по своим	1	1
554	не внешний	1	1
555	чем он	1	1
556	и быть	1	1
557	мы еще	2	1
558	одного только	1	1
559	кто знает	1	1
560	может ли	1	1
561	на этот	2	1
562	ведет ко	1	1
563	не на	1	1
564	у человека	5	1
565	от мира	2	1
566	его как	2	1
567	было для	1	1
568	его собственной	2	1
569	есть истина	2	1
570	слова что	1	1
571	под влиянием	1	1
572	есть явление	1	1
573	людьми и	3	1
574	не видит	1	1
575	природу и	2	1
576	суждений о	1	1
577	из мира	1	1
578	уже так	1	1
579	в одной	1	1
580	человека к	2	1
581	могут понять	1	1
582	в обществе	1	1
583	человек должен	6	1
584	своей души	2	1
585	она есть	1	1
586	этих словах	1	1
587	находятся в	1	1
588	к образу	1	1
589	хотя с	1	1
590	да и	1	1
591	это значит	3	1
592	и там	4	1
593	на пути	4	1
594	только для	1	1
595	конец у	1	1
596	вряд ли	3	1
597	от человека	3	1
598	ко второй	2	1
599	сознания и	1	1
600	человек и	6	1
601	бы даже	1	1
602	как для	2	1
603	перестать быть	1	1
604	тянется к	1	1
605	тот мир	1	1
606	или нет	1	1
607	я в	1	1
608	хотя в	1	1
609	имея в	1	1
610	все то	1	1
611	давно уже	1	1
612	его был	2	1
613	к ее	1	1
614	еще ничего	1	1
615	от ее	1	1
616	существование и	1	1
617	самой своей	1	1
618	почему он	1	1
619	есть и	3	1
620	собственной природы	1	1
621	него как	2	1
622	случае если	1	1
623	и эта	1	1
624	можно назвать	1	1
625	во всяком	1	1
626	смысле что	1	1
