N	2gram	Vinokur_St_1	Komedia
552	тезис в	1	1
553	которому они	1	1
554	кстати сказать	2	1
555	пор не	1	1
556	наше время	1	1
557	по мнению	3	1
558	по этому	3	1
559	место из	1	1
560	стечению обстоятельств	1	1
561	далеко от	1	1
562	конечно не	2	1
563	ряде случаев	1	1
564	отношений к	1	1
565	ни одного	2	1
566	этого понятия	1	1
567	свидетельствует о	2	1
568	не все	3	1
569	в сознании	2	1
570	целого ряда	2	1
571	мне кажется	5	1
572	он имеет	1	1
573	не так	1	1
574	для него	6	1
575	монолога в	1	1
576	могло бы	2	1
577	скрыть от	1	1
578	как их	1	1
579	слово как	1	1
580	iv и	1	1
581	не о	1	1
582	при отсутствии	1	1
583	на долю	1	1
584	как раз	4	1
585	само собой	1	1
586	о которых	1	1
587	в очень	3	1
588	им по	1	1
589	где в	1	1
590	были бы	1	1
591	никого не	1	1
592	из двух	3	1
593	и даже	5	1
594	поручиться что	1	1
595	или иной	1	1
596	уважение к	1	1
597	и из	1	1
598	тем обстоятельством	1	1
599	на ее	1	1
600	уже при	1	1
601	не один	1	1
602	собой разумеется	1	1
603	в вину	1	1
604	на чем	1	1
605	из других	1	1
606	а с	3	1
607	то ее	1	1
608	что не	3	1
609	говорит о	3	1
610	как можно	2	1
611	что таким	1	1
612	у нас	11	1
613	до конца	1	1
614	не на	1	1
615	не означает	1	1
616	а не	16	1
617	однако и	2	1
618	другой стороны	7	1
619	ни о	1	1
620	там где	5	1
621	для каждой	1	1
622	оснований для	1	1
623	несмотря на	2	1
624	после г	1	1
625	по старым	1	1
626	же естественным	1	1
627	голову не	1	1
628	него в	1	1
629	всех трех	2	1
630	текста в	5	1
631	в разной	1	1
632	своих рукописей	1	1
633	который видит	1	1
634	приводит в	1	1
635	то обстоятельство	2	1
636	к своему	1	1
637	без труда	1	1
638	целом ряде	1	1
639	такого рода	2	1
640	и там	1	1
641	именно в	6	1
642	по существу	2	1
643	не заметил	1	1
644	впечатление на	1	1
645	в остальном	1	1
646	в современной	1	1
647	быть не	1	1
648	xix в	5	1
649	но даже	1	1
650	риск и	1	1
651	в одних	1	1
652	а то	2	1
653	текстами самого	1	1
654	ближе к	1	1
655	в наше	1	1
656	в одно	1	1
657	г а	1	1
658	случаях когда	1	1
659	ли в	2	1
660	этого рода	1	1
661	при таком	2	1
662	только теперь	1	1
663	себя на	1	1
664	в результате	3	1
665	но о	1	1
666	тем более	4	1
667	не должен	1	1
668	счастливому стечению	1	1
669	против того	1	1
670	будто бы	3	1
671	том чтобы	1	1
672	впечатление которое	1	1
673	хотя в	2	1
674	в стихах	1	1
675	этой области	5	1
676	именно об	1	1
677	не знает	2	1
678	сказать что	7	1
679	была бы	5	1
680	при его	2	1
681	в последнем	1	1
682	или иного	4	1
683	т е	15	1
684	занимает в	2	1
685	это была	1	1
686	а может	1	1
687	точно так	1	1
688	которому в	1	1
689	по праву	1	1
690	того или	4	1
691	гораздо ближе	1	1
692	думать что	2	1
693	так же	5	1
694	как на	1	1
