N	2gram	Propp_Morf_1	Problema
485	говорил об	1	1
486	очень много	1	1
487	похожи друг	1	1
488	об их	1	1
489	а после	1	1
490	какой степени	1	1
491	нет не	1	1
492	море и	1	1
493	в большинстве	3	1
494	только на	1	1
495	слова не	1	1
496	здесь же	3	1
497	каким образом	1	1
498	а он	1	1
499	большинстве случаев	3	1
500	на эту	1	1
501	связывается с	2	1
502	за ним	1	1
503	здесь мы	3	1
504	пользуется для	1	1
505	одно из	1	1
506	никто не	3	1
507	здесь перед	1	1
508	от тех	1	1
509	однако у	1	1
510	ее не	1	1
511	но является	1	1
512	составных частей	1	1
513	как его	1	1
514	заметить что	8	1
515	по приказанию	1	1
516	этом отношении	1	1
517	от того	3	1
518	в форме	6	1
519	поступков в	1	1
520	момент в	1	1
521	были бы	1	1
522	доходит до	1	1
523	без всякой	2	1
524	даже не	3	1
525	в предисловии	1	1
526	и др	10	1
527	ничего общего	1	1
528	а на	3	1
529	в рассказе	1	1
530	не на	2	1
531	однако и	1	1
532	ниже в	2	1
533	что несмотря	1	1
534	как видно	1	1
535	воды и	1	1
536	существу и	1	1
537	сердце в	1	1
538	действия в	1	1
539	так называемых	2	1
540	входить в	2	1
541	но оно	2	1
542	и она	1	1
543	вступает с	1	1
544	и красоты	1	1
545	а есть	1	1
546	как это	3	1
547	или по	2	1
548	первичных элементов	1	1
549	то можно	2	1
550	о возможности	1	1
551	из которых	3	1
552	после получения	1	1
553	требуют от	1	1
554	есть на	1	1
555	одновременно с	1	1
556	могут быть	16	1
557	его мать	1	1
558	с тех	1	1
559	является продолжением	1	1
560	думается что	1	1
561	мотив в	1	1
562	из этой	1	1
563	там где	5	1
564	это царство	1	1
565	стремления к	1	1
566	за которым	2	1
567	на другое	1	1
568	думает о	1	1
569	имели не	1	1
570	но это	6	1
571	и таким	2	1
572	между прочим	1	1
573	в который	1	1
574	в полном	1	1
575	с большой	1	1
576	р м	1	1
577	самоубийством и	1	1
578	лишь о	1	1
579	по одному	1	1
580	от него	1	1
581	собственно говоря	1	1
582	что некоторые	2	1
583	начала которое	1	1
584	или нет	2	1
585	мы должны	3	1
586	особого внимания	1	1
587	в г	1	1
588	дана в	1	1
589	только что	2	1
590	предлагает следующее	1	1
591	ни было	2	1
592	но вот	2	1
593	считать не	1	1
594	здесь только	1	1
595	с ними	1	1
596	сведения о	1	1
597	всего мира	1	1
598	работы и	1	1
599	состоит из	1	1
600	то здесь	3	1
601	этот же	1	1
602	всех других	1	1
603	только о	1	1
604	очень простой	1	1
605	огромное значение	2	1
606	в голову	1	1
607	того или	1	1
608	или духа	1	1
609	которая не	1	1
610	по воздуху	2	1
611	xiv в	1	1
