N	2gram	Propp_Morf_1	KFilosof
260	эта функция	4	1
261	и ее	3	1
262	в различных	2	1
263	этих случаях	11	1
264	как таковая	2	1
265	в нашем	3	1
266	имеем здесь	1	1
267	мы будем	3	1
268	нет не	1	1
269	а он	1	1
270	и выдает	1	1
271	и предметом	1	1
272	более чем	1	1
273	с этим	11	1
274	отсюда для	1	1
275	что ее	1	1
276	относятся к	2	1
277	помнить что	1	1
278	хотя и	3	1
279	и наконец	1	1
280	что подобные	1	1
281	и к	4	1
282	в этот	1	1
283	в первом	3	1
284	хотя эта	1	1
285	в которой	3	1
286	это утверждение	1	1
287	при различных	1	1
288	бы только	1	1
289	предметов и	1	1
290	на то	2	1
291	если он	1	1
292	зрения его	1	1
293	эту мысль	1	1
294	на его	4	1
295	что она	2	1
296	главным образом	4	1
297	все другие	1	1
298	и одна	1	1
299	момента в	1	1
300	прочим и	1	1
301	образом и	1	1
302	но прежде	1	1
303	их в	1	1
304	и по	2	1
305	на этом	3	1
306	будем говорить	1	1
307	не умеем	2	1
308	все с	1	1
309	а затем	4	1
310	же не	1	1
311	том случае	1	1
312	об этом	4	1
313	и с	1	1
314	где оно	2	1
315	это было	3	1
316	и иных	2	1
317	а есть	1	1
318	то все	1	1
319	связанная с	1	1
320	специфическая особенность	1	1
321	не любит	1	1
322	и рядом	1	1
323	это положение	2	1
324	всеми другими	1	1
325	этого не	2	1
326	несмотря на	4	1
327	чем в	1	1
328	такой же	1	1
329	в один	3	1
330	в этих	13	1
331	к моему	1	1
332	как все	1	1
333	лежат в	1	1
334	он должен	2	1
335	всяком случае	2	1
336	то для	1	1
337	она в	2	1
338	не от	2	1
339	значение для	1	1
340	него герой	1	1
341	не будем	4	1
342	но он	1	1
343	но во	1	1
344	оказалось бы	1	1
345	есть всегда	1	1
346	вообще невозможно	1	1
347	принципов и	1	1
348	быть дано	1	1
349	она не	2	1
350	одна из	4	1
351	так чтобы	1	1
352	форма не	1	1
353	которые могут	1	1
354	между прочим	1	1
355	действительно в	1	1
356	за исключением	1	1
357	вместо того	1	1
358	их ибо	1	1
359	здесь же	3	1
360	иногда не	1	1
361	не является	3	1
362	к таким	1	1
363	исходить из	1	1
364	но там	1	1
365	к тому	4	1
366	они даны	2	1
367	котором говорит	1	1
368	оно может	3	1
369	если мы	5	1
370	с ее	1	1
371	как не	1	1
372	всего этого	1	1
373	этому может	1	1
374	мысль о	1	1
375	него самого	1	1
376	можно сделать	2	1
377	но мы	3	1
378	приводит к	2	1
379	можно говорить	1	1
380	и слышит	1	1
381	как с	1	1
382	его самого	4	1
383	с собой	3	1
384	его определение	1	1
385	не с	2	1
386	здесь как	1	1
387	мог бы	1	1
388	и каждый	1	1
389	может возникнуть	1	1
390	в последней	1	1
391	собой и	1	1
392	в настоящее	3	1
393	и даже	1	1
394	сама она	1	1
395	остановимся на	1	1
396	находится в	1	1
397	на все	1	1
398	но к	1	1
399	нашей работы	2	1
400	настоящее время	3	1
401	все содержание	1	1
402	можно сказать	2	1
403	нет это	1	1
404	а во	1	1
405	ли кто-нибудь	1	1
406	одном случае	1	1
407	акта но	1	1
408	во втором	3	1
409	если это	3	1
410	к ней	1	1
411	по количеству	1	1
412	значит что	3	1
413	один из	5	1
414	содержится в	1	1
415	или нет	2	1
416	но с	1	1
417	задача и	1	1
418	мы видим	13	1
419	одной из	1	1
420	в какой	3	1
421	то прежде	1	1
422	всегда следует	1	1
423	можно установить	1	1
424	не можем	1	1
425	человека эта	1	1
426	в большинстве	3	1
427	только на	1	1
428	а то	3	1
429	большинстве случаев	3	1
430	в данной	1	1
431	одно из	1	1
432	никто не	3	1
433	так как	16	1
434	ее не	1	1
435	критериев для	1	1
436	друг друга	3	1
437	мы можем	2	1
438	и никогда	1	1
439	как раз	1	1
440	другой и	1	1
441	поступков в	1	1
442	не противоречит	1	1
443	где есть	1	1
444	это будет	1	1
445	при разных	1	1
446	точек зрения	1	1
447	с другим	1	1
448	на ее	1	1
449	до этого	1	1
450	а именно	1	1
451	или просто	2	1
452	и самая	1	1
453	эту особенность	1	1
454	и др	10	1
455	и затем	4	1
456	противном случае	1	1
457	и своего	1	1
458	уже давно	1	1
459	другом случае	1	1
460	она является	1	1
461	здесь этот	1	1
462	пр и	2	1
463	что мы	2	1
464	героя герой	1	1
465	наличности в	1	1
466	действия в	1	1
467	смысл который	1	1
468	за действительное	1	1
469	что именно	1	1
470	этого момента	3	1
471	но такое	2	1
472	о возможности	1	1
473	из которых	3	1
474	какого бы	1	1
475	ним как	1	1
476	и объект	1	1
477	где же	1	1
478	ли его	1	1
479	когда мы	1	1
480	самого себя	2	1
481	в первой	1	1
482	это значит	1	1
483	к следующему	1	1
484	только для	1	1
485	о его	1	1
486	как таковой	2	1
487	и таким	2	1
488	к двум	1	1
489	же самое	1	1
490	в противном	1	1
491	должны быть	1	1
492	не носит	1	1
493	она должна	1	1
494	ее можно	1	1
495	не обязывающий	1	1
496	и сама	1	1
497	не существует	3	1
498	эта задача	1	1
499	она может	1	1
500	или в	4	1
501	не более	1	1
502	мы должны	3	1
503	только что	2	1
504	все они	1	1
505	или не	3	1
506	же в	2	1
507	за этим	1	1
508	трудная задача	7	1
509	но оно	2	1
510	требует чтобы	3	1
511	между ними	1	1
512	равно как	1	1
513	нет но	1	1
514	для героя	1	1
515	в последнем	2	1
516	первом случае	3	1
517	утверждать что	3	1
518	но эти	1	1
519	должен знать	2	1
520	ее в	1	1
521	что необходимо	1	1
522	во всяком	2	1
523	они не	1	1
