N	2gram	Bakhtin_KF_1	Formalny
185	и тем	3	3
186	равно как	1	3
187	мы уже	1	3
188	и навсегда	2	3
189	тому что	2	3
190	их в	1	3
191	той же	1	3
192	по отношению	26	3
193	функции в	1	3
194	не следует	1	3
195	раз и	2	3
196	не о	2	3
197	в основе	5	3
198	может стать	1	3
199	отношению к	22	3
200	о нем	4	3
201	вследствие этого	2	3
202	от его	5	3
203	и эта	2	3
204	в себе	21	3
205	же самое	1	3
206	он и	2	3
207	и содержания	1	2
208	и из	1	2
209	его от	1	2
210	главным образом	1	2
211	полагать что	1	2
212	нем и	3	2
213	или иное	2	2
214	какие бы	1	2
215	всех сторон	1	2
216	не значит	6	2
217	бы быть	5	2
218	говорить о	2	2
219	это и	2	2
220	от этого	2	2
221	для этого	2	2
222	одна из	1	2
223	именно на	2	2
224	отличается от	1	2
225	событие жизни	1	2
226	здесь не	3	2
227	ровно ничего	1	2
228	но при	1	2
229	и действительно	6	2
230	был бы	3	2
231	в каких	1	2
232	конечно это	1	2
233	он становится	1	2
234	этого слова	2	2
235	так чтобы	1	2
236	в котором	24	2
237	и всякое	1	2
238	и во	1	2
239	быть только	8	2
240	поскольку оно	1	2
241	быть противоречия	1	2
242	сознания и	3	2
243	бы не	3	2
244	можно только	1	2
245	даль и	1	2
246	дело не	2	2
247	художественного творчества	1	2
248	нисколько не	4	2
249	от него	3	2
250	ничего не	3	2
251	это значит	1	2
252	то или	2	2
253	что уже	1	2
254	в эту	1	2
255	не можем	1	2
256	отношения к	1	2
257	и только	6	2
258	но для	2	2
259	смысле этого	1	2
260	одной из	1	2
261	ту или	1	2
262	этом смысле	3	2
263	человека как	1	2
264	превращается в	1	2
265	кажется что	2	2
266	свершения в	2	2
267	исторического свершения	1	2
268	и очень	1	2
269	и даже	1	2
270	и мир	2	2
271	оно становится	1	2
272	на все	1	2
273	так называемые	1	2
274	что этот	3	2
275	оказалось бы	1	2
276	совпадает с	1	2
277	говорить об	1	2
278	ведь если	1	2
279	он может	2	2
280	в единство	2	2
281	и действительность	1	2
282	с ее	2	2
283	на почве	1	2
284	они будут	1	2
285	смысле слова	1	2
286	мы должны	1	2
287	находятся в	1	2
288	в отношении	1	2
289	поэтому и	1	2
290	но уже	1	2
291	дело в	2	2
292	и содержание	5	2
293	пр все	1	2
294	данный момент	3	2
295	перестает быть	1	2
296	или иной	2	2
297	это можно	2	2
298	тем не	2	2
299	в последнем	1	2
300	не могло	1	2
301	становления и	1	2
302	ту же	1	2
303	в философии	1	2
304	может иметь	2	2
305	познания и	4	2
306	но оно	1	2
307	вложена в	1	2
308	и др	1	2
309	только не	1	2
310	как не	1	2
311	из нее	1	2
312	в этой	2	2
313	всех этих	3	2
314	а к	1	2
315	это только	2	2
316	от того	3	2
317	предмета и	1	2
318	мы ни	1	2
319	и именно	2	2
320	чтобы не	2	2
321	что и	7	2
322	не от	1	2
323	такой же	1	2
324	не являются	1	2
325	поэтому в	1	2
326	в данной	1	2
327	ее и	6	2
328	этим самым	1	2
329	на этом	1	2
330	содержание и	2	2
331	не как	4	2
332	должен быть	7	2
333	в отвлечении	5	2
334	отвлечении от	6	2
335	акта и	1	2
336	это утверждение	1	2
337	в каком	4	2
338	была бы	1	2
339	автор и	1	2
340	в области	2	2
341	отвлекается от	1	2
342	в чисто	1	2
343	жизнью и	1	2
344	к этому	2	2
345	что она	1	2
346	лишь с	2	2
347	но эта	5	2
348	и это	12	2
349	положительного содержания	1	2
350	с его	1	2
351	это понятие	1	2
352	вытекает из	2	2
353	как о	1	2
354	где она	1	2
355	но это	6	2
356	в своем	16	2
357	и тот	1	1
358	произведения не	1	1
359	за его	1	1
360	и затем	1	1
361	свое единство	1	1
362	и нашей	2	1
363	что между	1	1
364	которые могут	1	1
365	и совершенно	3	1
366	и этот	3	1
367	остается лишь	1	1
368	это событие	1	1
369	форму и	1	1
370	первая часть	1	1
371	отсюда и	3	1
372	отделить от	1	1
373	и здесь	7	1
374	в значительной	1	1
375	в определенных	1	1
376	не знает	5	1
377	можно и	2	1
378	и того	2	1
379	же не	1	1
380	философии жизни	2	1
381	его на	2	1
382	случайна и	1	1
383	бы оно	2	1
384	но с	1	1
385	не должен	3	1
386	значит понять	1	1
387	отвлечься от	1	1
388	дан в	2	1
389	за исключением	1	1
390	к единому	3	1
391	готовое и	2	1
392	это положение	1	1
393	и полнее	1	1
394	ни одна	2	1
395	в качестве	2	1
396	она является	1	1
397	ничем не	1	1
398	места и	4	1
399	не вытекает	1	1
400	его с	2	1
401	или не	1	1
402	понятие о	1	1
403	интонации в	1	1
404	момент в	7	1
405	отсюда следует	2	1
406	не была	1	1
407	нет в	4	1
408	данном контексте	1	1
409	только тогда	1	1
410	пространство и	2	1
411	и случайности	1	1
412	себе в	1	1
413	принципиальное возражение	1	1
414	к этим	1	1
415	котором мы	3	1
416	не к	1	1
417	для всего	1	1
418	к ценности	2	1
419	предметов и	1	1
420	философии это	1	1
421	в движение	1	1
422	не было	8	1
423	своей значимости	3	1
424	и жизни	4	1
425	и просто	2	1
426	она может	1	1
427	только возможного	1	1
428	мы найдем	1	1
429	а просто	1	1
430	конкретного и	1	1
431	только при	1	1
432	или просто	1	1
433	единству в	2	1
434	на то	1	1
435	определенное время	1	1
436	быть абсолютно	1	1
437	смысл в	3	1
438	значение для	1	1
439	современной философии	7	1
440	в их	8	1
441	данных обстоятельствах	1	1
442	в данных	1	1
443	бы возникнуть	1	1
444	все дано	1	1
445	настоящее время	1	1
446	содержания нет	1	1
447	нельзя их	1	1
448	один и	1	1
449	лишь показать	1	1
450	и так	1	1
451	но мы	1	1
452	тем самым	4	1
453	что эта	2	1
454	это значило	2	1
455	жизни это	1	1
456	других людей	1	1
457	специфическая особенность	1	1
458	не найдем	1	1
459	та же	2	1
460	и этические	1	1
461	вмещается в	1	1
462	в специальном	1	1
463	при условии	2	1
464	быть понята	1	1
465	таким путем	1	1
466	а только	1	1
467	себя в	8	1
468	об этом	1	1
469	было ни	1	1
470	возможности в	2	1
471	есть всегда	1	1
472	процесс и	2	1
473	данного момента	2	1
474	того или	3	1
475	если он	1	1
476	в жизнь	1	1
477	и должна	3	1
478	тем как	3	1
479	действительно и	3	1
480	познании в	1	1
481	а в	4	1
482	в это	2	1
483	и иное	1	1
484	в нашем	1	1
485	как исторический	1	1
486	стороны в	3	1
487	единое событие	1	1
488	одно из	1	1
489	всего можно	1	1
490	нет выхода	1	1
491	слово и	1	1
492	поступка не	3	1
493	принципа для	3	1
494	же в	1	1
495	остается и	1	1
496	в принципе	2	1
497	его целом	10	1
498	к единству	1	1
499	но все	5	1
500	это очень	1	1
501	и принципиально	2	1
502	индивидуального акта	1	1
503	его совершенно	1	1
504	пространство в	2	1
505	ценность становится	1	1
506	это в	1	1
507	но он	1	1
508	действительного осуществления	1	1
509	но только	1	1
510	и актом	1	1
511	контексте его	1	1
512	и чисто	1	1
513	с ним	5	1
514	мир не	1	1
515	здесь вовсе	1	1
516	ибо нет	2	1
517	его действительности	1	1
518	с нашей	1	1
519	всею своею	1	1
520	к действительности	1	1
521	с определенной	1	1
522	один момент	1	1
523	из жизни	1	1
524	а для	2	1
525	той или	3	1
526	его то	1	1
527	если это	1	1
528	здесь в	1	1
529	для него	8	1
530	смысла в	2	1
531	быть не	2	1
532	в себя	7	1
533	к действительной	1	1
534	единство события	2	1
535	может обосновать	2	1
536	быть определены	1	1
537	и конечно	2	1
538	ведь оно	1	1
539	и времени	1	1
540	мы окажемся	1	1
541	не имеют	1	1
542	осуществляется лишь	1	1
543	сознания в	2	1
544	еще более	2	1
545	сознание в	1	1
546	это сам	1	1
547	значительной степени	1	1
548	хотя и	1	1
549	не с	1	1
550	а эти	1	1
551	ее целом	2	1
552	одного и	1	1
553	действительный смысл	1	1
554	и других	2	1
555	в действительное	4	1
556	выражено в	1	1
557	него самого	1	1
558	в данный	3	1
559	элемента в	1	1
560	я и	2	1
561	эту особенность	1	1
562	в момент	3	1
563	и равно	1	1
564	они вообще	1	1
565	каково бы	1	1
566	оставаясь в	1	1
567	это нисколько	1	1
568	в конкретное	1	1
569	к психологизму	1	1
570	не это	1	1
571	противном случае	1	1
572	себе а	2	1
573	от единства	1	1
574	для меня	20	1
575	и этим	3	1
576	факт не	1	1
577	контексте здесь	1	1
578	но этот	1	1
579	он будет	1	1
580	и единство	3	1
581	со всех	1	1
582	утверждать что	1	1
583	представляется нам	1	1
584	ни была	1	1
585	какого бы	1	1
586	а следовательно	3	1
587	можно сделать	1	1
588	поступка но	2	1
589	значения как	1	1
590	для самого	1	1
591	осознает и	1	1
592	дело здесь	2	1
593	события в	3	1
594	эта задача	1	1
595	и отдельного	1	1
596	тот же	1	1
597	своего развития	1	1
598	жизнь на	1	1
599	и самая	1	1
600	в единое	2	1
601	как некоторая	1	1
602	этого единства	1	1
603	ведь это	1	1
604	наличности в	2	1
605	этом условии	1	1
606	совершенно разные	1	1
607	и говорят	1	1
608	в противном	1	1
609	мира и	4	1
610	с этим	1	1
611	меня не	3	1
612	и о	1	1
613	чтобы стать	1	1
614	противопоставление мира	1	1
615	лишь путем	1	1
616	вообще как	1	1
617	даны в	2	1
618	его произнесения	1	1
619	один из	2	1
620	его конкретной	3	1
621	во все	1	1
622	направлен на	1	1
623	в событие	2	1
624	определяется не	1	1
625	построения и	1	1
626	в каком-то	1	1
627	должно быть	6	1
628	только через	1	1
629	на основе	7	1
630	приводит и	1	1
631	сказать в	1	1
632	в контексте	5	1
633	единство и	1	1
634	его момент	1	1
635	в первом	1	1
636	нашей точки	1	1
637	из их	1	1
638	целом и	3	1
639	определения и	1	1
640	где же	1	1
641	оно ни	1	1
642	слиты в	1	1
643	и может	3	1
644	бы признать	1	1
645	здесь именно	1	1
646	отношении к	2	1
647	могло бы	4	1
648	ему в	2	1
649	это целое	2	1
650	лежит в	1	1
651	здесь лишь	1	1
652	этот термин	1	1
653	можно игнорировать	1	1
654	трудная задача	1	1
655	и социальные	1	1
656	и всей	1	1
657	к пониманию	1	1
658	слова в	2	1
659	его действительного	1	1
660	и понимает	1	1
661	не будет	2	1
662	внутри его	1	1
663	не делает	1	1
664	оно было	1	1
665	или иную	1	1
666	и та	2	1
667	в сознании	2	1
668	взаимоотношений между	1	1
669	в настоящее	1	1
670	том же	1	1
671	именно в	5	1
672	нельзя определить	1	1
673	познания совершенно	1	1
674	значимое в	1	1
675	этих случаях	1	1
676	содержания в	1	1
677	не потому	2	1
678	значит не	1	1
679	место и	2	1
680	только к	1	1
681	не имеем	3	1
682	жизнь в	1	1
683	кругозоре в	1	1
684	но конечно	3	1
685	мы видим	1	1
686	они находятся	1	1
687	возможно и	1	1
688	в мире	6	1
689	в одном	4	1
690	при таком	1	1
691	лучшем случае	1	1
692	же оказывается	1	1
693	не выходит	1	1
694	он не	6	1
695	котором действительно	1	1
696	не противоречит	1	1
697	не просто	1	1
698	все дело	1	1
699	но там	1	1
700	должен был	1	1
701	значило бы	2	1
702	абстрактные моменты	1	1
703	в определенное	2	1
704	бы его	1	1
705	нет ничего	1	1
706	освободиться от	1	1
707	а то	1	1
708	основе единства	1	1
709	значении их	1	1
710	и никогда	1	1
711	быть и	3	1
712	нас важно	2	1
713	границу между	1	1
714	пр и	1	1
715	ведь и	1	1
716	не из	2	1
717	все в	1	1
718	все другие	1	1
719	индифферентным к	2	1
720	как таковым	1	1
721	является только	1	1
722	от своей	5	1
723	ни был	2	1
724	от них	1	1
725	смысле совокупности	1	1
726	всех его	2	1
727	в действительной	4	1
728	но отнюдь	1	1
729	и историческую	1	1
730	ни к	2	1
731	методологическим пороком	1	1
732	видеть в	1	1
733	весь и	1	1
734	все они	1	1
735	и иных	1	1
736	нечто вроде	2	1
737	общность и	1	1
738	ее это	1	1
739	положения и	3	1
740	время и	5	1
741	нем как	4	1
742	и другой	1	1
743	понять его	1	1
744	завершенное и	1	1
745	правда не	1	1
746	только для	1	1
747	не был	1	1
748	что только	2	1
749	эстетики и	1	1
750	действительности поступка	1	1
751	действительно ли	2	1
752	его не	1	1
753	и эти	2	1
754	чтобы быть	2	1
755	или иного	3	1
756	момент этого	1	1
757	всего этого	1	1
758	чем в	1	1
759	и до	1	1
760	его для	1	1
761	и последним	1	1
762	в понятии	1	1
763	проникает во	1	1
764	она только	1	1
765	конца в	1	1
766	при данных	1	1
767	в современной	3	1
768	целого и	1	1
769	служить лишь	1	1
770	религии в	1	1
771	в ту	2	1
772	мы только	1	1
773	мы имеем	5	1
774	и то	2	1
775	каких бы	1	1
776	она в	1	1
777	оно может	1	1
778	с другим	1	1
779	им с	1	1
780	и должно	1	1
781	как единство	1	1
782	действительности а	1	1
783	о принципиальной	1	1
784	и теоретической	1	1
785	мира в	6	1
786	найти и	1	1
787	для этой	3	1
788	имеем в	2	1
789	из предшествующего	1	1
790	себе и	3	1
791	не совпадает	1	1
792	целом это	1	1
793	данного человека	1	1
794	не тот	1	1
795	и делает	2	1
796	социальные и	1	1
797	критериев для	1	1
798	в лучшем	1	1
799	к следующему	1	1
800	что мы	1	1
801	перестал быть	2	1
802	как индивидуального	1	1
803	такие философские	1	1
804	акт не	1	1
805	она могла	2	1
806	здесь же	1	1
807	и по	1	1
808	своею жизнью	1	1
809	этому слову	1	1
810	поступка и	7	1
811	всей его	2	1
812	зависит от	1	1
813	к предмету	1	1
