N	2gram	Potebnia_M_2	Dialekti
146	только потому	2	3
147	чего не	2	3
148	что если	6	3
149	же что	3	3
150	то мы	2	3
151	а если	1	3
152	со стороны	3	3
153	в истории	1	3
154	общего с	2	3
155	как в	10	3
156	с этим	7	3
157	и наконец	1	3
158	но в	4	3
159	от этого	1	3
160	бы и	1	3
161	все эти	2	3
162	и если	4	3
163	одной и	2	3
164	на этом	2	3
165	об этом	1	3
166	мы уже	1	3
167	известно что	1	3
168	не всегда	1	3
169	в их	1	3
170	чем заключается	1	3
171	и той	2	3
172	возможно только	1	3
173	есть всегда	1	3
174	только для	5	3
175	есть прежде	2	3
176	и притом	3	3
177	мы можем	12	3
178	найти в	1	3
179	есть только	6	3
180	могут быть	8	3
181	в собственном	2	3
182	сознания и	1	3
183	в словах	3	3
184	и та	1	3
185	чувство удовольствия	2	3
186	и следовательно	2	3
187	д и	1	3
188	для всех	1	3
189	времени когда	1	3
190	при помощи	1	3
191	даже и	2	3
192	это будет	3	3
193	знали что	1	3
194	за пределы	2	3
195	в природе	5	3
196	себя и	2	3
197	что не	5	3
198	у нас	2	3
199	на основании	1	3
200	и потому	2	3
201	что здесь	1	3
202	же есть	1	3
203	оно и	1	3
204	е о	1	3
205	от него	4	3
206	или нет	3	3
207	или вообще	1	3
208	с ним	5	3
209	в свою	6	3
210	в сравнении	2	3
211	есть и	1	3
212	только о	1	3
213	только не	1	3
214	тем самым	4	3
215	к этому	2	3
216	можно назвать	2	3
217	человека и	3	2
218	и без	1	2
219	тех же	1	2
220	мы говорим	3	2
221	вижу в	1	2
222	и само	1	2
223	что уже	1	2
224	вопрос о	2	2
225	происходит это	1	2
226	есть нечто	3	2
227	бы ни	5	2
228	себе что	1	2
229	сам по	4	2
230	двух или	1	2
231	на нем	1	2
232	во всех	7	2
233	только после	2	2
234	бы не	5	2
235	мы будем	1	2
236	но как	1	2
237	сам собою	1	2
238	себе и	1	2
239	и чем	1	2
240	если она	1	2
241	все же	5	2
242	что по	1	2
243	себе не	4	2
244	в этот	1	2
245	в самом	4	2
246	в которой	5	2
247	мы получаем	1	2
248	из этих	4	2
249	думать что	3	2
250	при этом	13	2
251	тем не	6	2
252	собственном смысле	1	2
253	собственно говоря	1	2
254	с этой	1	2
255	а это	2	2
256	но все	2	2
257	не будет	1	2
258	на все	3	2
259	лишь в	1	2
260	когда уже	1	2
261	это было	2	2
262	заключается в	1	2
263	время и	2	2
264	от одного	3	2
265	в них	5	2
266	во внимание	1	2
267	между собою	7	2
268	если так	1	2
269	должно быть	2	2
270	том как	3	2
271	имеет ничего	1	2
272	в котором	4	2
273	по сравнению	1	2
274	от себя	2	2
275	дает в	1	2
276	не понимает	1	2
277	для нее	2	2
278	можем сказать	1	2
279	что с	2	2
280	что есть	2	2
281	не менее	5	2
282	вообще но	1	2
283	или что	2	2
284	и другое	4	2
285	того как	7	2
286	может только	1	2
287	никогда не	4	2
288	и по	2	2
289	во всем	2	2
290	как не	3	2
291	может и	1	2
292	что на	3	2
293	не могут	7	2
294	и тогда	3	2
295	свою очередь	6	2
296	без всякого	1	2
297	в ее	1	2
298	представим себе	1	2
299	и может	3	2
300	мог бы	3	2
301	на что	1	2
302	находится в	3	2
303	при одних	1	2
304	ее в	1	2
305	но мы	3	2
306	никак не	1	2
307	не имеем	3	2
308	и во	3	2
309	которые мы	3	2
310	я вижу	1	2
311	и только	6	2
312	и ночь	1	2
313	как нечто	1	2
314	сказали что	1	2
315	и так	1	2
316	же и	1	2
317	конечно не	1	2
318	то и	9	2
319	в нашей	2	2
320	есть своя	1	2
321	по законам	1	2
322	не дает	2	2
323	из них	5	2
324	и их	5	2
325	никто не	1	2
326	мы находим	2	2
327	допустим что	2	2
328	для меня	4	2
329	отличие от	1	2
330	тем что	7	2
331	от того	5	2
332	не было	6	2
333	что человек	1	2
334	другой стороны	2	2
335	именно так	1	2
336	его как	1	2
337	понятие о	1	2
338	когда же	1	2
339	вместе с	11	2
340	как это	2	2
341	мы мыслим	1	2
342	усилий человека	1	2
343	в человеке	4	2
344	нее это	1	2
345	к своему	1	2
346	сравнению с	1	2
347	что же	1	2
348	этой точки	1	2
349	сравнении с	2	2
350	быть не	3	2
351	и слово	1	2
352	но для	1	2
353	за его	1	2
354	будет иметь	1	2
355	при таком	1	2
356	прежде чем	1	2
357	чувства и	4	2
358	мы только	1	2
359	это как	1	2
360	тот кто	1	2
361	и ни	1	2
362	главным образом	4	2
363	только что	3	2
364	а как	1	2
365	отношении к	2	2
366	и при	3	2
367	день и	1	2
368	оно не	3	2
369	сила и	1	2
370	я могу	1	2
371	в противоположность	1	2
372	которая не	1	2
373	точно так	9	2
374	во всяком	7	2
375	все что	3	2
376	а между	4	1
377	скажет что	1	1
378	говоря о	3	1
379	знает как	1	1
380	предполагает что	2	1
381	чтобы не	1	1
382	но чтобы	1	1
383	самым не	1	1
384	по отдельным	1	1
385	представляем себе	1	1
386	но тогда	1	1
387	на самом	2	1
388	он может	1	1
389	вне связи	1	1
390	переход от	1	1
391	этого последнего	3	1
392	из подобных	1	1
393	но тем	3	1
394	самый предмет	2	1
395	к другому	4	1
396	из другого	1	1
397	имеем и	1	1
398	состояние организма	1	1
399	когда это	2	1
400	видеть в	1	1
401	которое может	2	1
402	чем именно	1	1
403	этот и	1	1
404	его не	3	1
405	от всякой	1	1
406	для своего	1	1
407	это что	2	1
408	из своих	1	1
409	оба эти	2	1
410	только это	1	1
411	но она	3	1
412	ограничено только	1	1
413	от друга	1	1
414	из того	1	1
415	то это	3	1
416	очень часто	1	1
417	собою и	2	1
418	к общему	4	1
419	на них	1	1
420	самостоятельного значения	1	1
421	знаем что	1	1
422	без которого	1	1
423	понятие символа	1	1
424	оно совершенно	1	1
425	видели что	1	1
426	не то	2	1
427	значение и	2	1
428	в общем	2	1
429	очевидно что	3	1
430	отношение к	1	1
431	явлениями и	1	1
432	иначе не	1	1
433	друг от	1	1
434	друга и	1	1
435	неизменным в	1	1
436	или временем	1	1
437	нами только	1	1
438	всего нам	1	1
439	в одной	1	1
440	чем мы	1	1
441	по которому	1	1
442	стороны и	1	1
443	как к	1	1
444	остановиться на	1	1
445	что нет	2	1
446	помнить что	3	1
447	от нашего	2	1
448	нечто от	1	1
449	так одна	1	1
450	эти общие	1	1
451	тот же	5	1
452	один ее	1	1
453	удовольствия и	4	1
454	имеет в	1	1
455	этой цели	1	1
456	не можем	6	1
457	зависит и	1	1
458	получено из	1	1
459	в нашем	2	1
460	самое это	3	1
461	что так	1	1
462	и тот	2	1
463	только один	4	1
464	достаточно самого	1	1
465	имеем в	1	1
466	в образы	1	1
467	в наших	1	1
468	дальше и	1	1
469	что одна	1	1
470	как он	4	1
471	с чем	3	1
472	мы их	1	1
473	из указанных	1	1
474	она еще	1	1
475	человек не	1	1
476	он не	1	1
477	раз навсегда	1	1
478	о которой	3	1
479	всех этих	2	1
480	и еще	1	1
481	чувственный образ	1	1
482	свою собственную	1	1
483	и совершенно	1	1
484	что нужно	1	1
485	в басне	1	1
486	и более	1	1
487	что одно	1	1
488	только те	1	1
489	и начинается	1	1
490	чтобы в	1	1
491	его от	1	1
492	никому не	1	1
493	объяснить его	1	1
494	в нее	4	1
495	одно и	2	1
496	как оно	2	1
497	а вместе	4	1
498	мысль об	2	1
499	же не	1	1
500	связанные с	2	1
501	сознание и	4	1
502	том случае	1	1
503	на каком	1	1
504	его в	3	1
505	входит в	1	1
506	с другими	5	1
507	искусство не	1	1
508	чтобы остаться	1	1
509	не встречает	1	1
510	может еще	1	1
511	само собою	2	1
512	о которых	3	1
513	бы было	1	1
514	смысле мы	1	1
515	есть явление	3	1
516	для чего	1	1
517	мы видели	1	1
518	можно считать	1	1
519	форма и	1	1
520	из нашего	1	1
521	такой же	4	1
522	одного и	6	1
523	о чувстве	1	1
524	которую я	1	1
525	что значит	1	1
526	теперь можем	1	1
527	бы на	1	1
528	же сама	1	1
529	никаких оснований	1	1
530	можно найти	1	1
531	он должен	1	1
532	место в	4	1
533	в отличие	1	1
534	в которых	1	1
535	значение то	1	1
536	бы что	2	1
537	не от	5	1
538	бытие как	1	1
539	которые в	1	1
540	такую же	1	1
541	но он	2	1
542	это воспоминание	2	1
543	друг другу	1	1
544	проявления в	1	1
545	действительно есть	1	1
546	их в	2	1
547	том же	1	1
548	того кто	3	1
549	зрения и	7	1
550	народов и	1	1
551	сам он	1	1
552	же такое	1	1
553	всего его	1	1
554	и вся	1	1
555	ни конца	1	1
556	без него	1	1
557	с которой	1	1
558	виду что	1	1
559	она могла	1	1
560	это дает	1	1
561	душе и	1	1
562	в процессе	1	1
563	слова но	2	1
564	из предыдущего	1	1
565	не вызывает	1	1
566	и имеет	1	1
567	есть например	1	1
568	самая эта	1	1
569	и всегда	1	1
570	одна из	4	1
571	средствами и	1	1
572	именно с	1	1
573	явление совершенно	2	1
574	и весь	2	1
575	поэтическое произведение	1	1
576	или как	1	1
577	удовольствия или	1	1
578	это так	1	1
579	и чувства	2	1
580	есть стремление	1	1
581	и чувство	1	1
582	связи с	6	1
583	но теперь	1	1
584	мы помним	1	1
585	это уже	1	1
586	доказать что	1	1
587	что нельзя	1	1
588	однако это	1	1
589	не знали	2	1
590	а в	8	1
591	к себе	1	1
592	когда мы	2	1
593	и вполне	1	1
594	человека в	3	1
595	его за	1	1
596	и чужой	1	1
597	какие только	1	1
598	можно сравнивать	1	1
599	он видит	1	1
600	знаем мы	1	1
601	каком основании	1	1
602	в нас	3	1
603	и они	2	1
604	предмет в	1	1
605	всегда будет	1	1
606	с образом	1	1
607	странным что	1	1
608	как они	1	1
609	цель то	1	1
610	из всего	1	1
611	как мы	1	1
612	только при	1	1
613	нет никакой	1	1
614	что само	3	1
615	только то	1	1
616	такой взгляд	1	1
617	мы наблюдаем	1	1
618	или неудовольствия	1	1
619	на том	1	1
620	его самого	1	1
621	жизни больного	1	1
622	что может	2	1
623	те же	3	1
624	больше в	1	1
625	было в	2	1
626	здесь как	1	1
627	и которые	1	1
628	чем выше	1	1
629	к тем	1	1
630	почему в	1	1
631	это только	1	1
632	мы в	3	1
633	в недоумении	1	1
634	форма но	1	1
635	быть может	7	1
636	человек по	1	1
637	о котором	2	1
638	перед собою	2	1
639	образом в	4	1
640	о самом	1	1
641	по-видимому и	1	1
642	и здесь	2	1
643	на их	1	1
644	так оно	1	1
645	его жизни	1	1
646	с одной	4	1
647	были бы	1	1
648	после того	2	1
649	имеет значения	1	1
650	все его	1	1
651	но когда	1	1
652	время не	1	1
653	то тем	1	1
654	встречает препятствий	1	1
655	мы понимаем	1	1
656	к нему	1	1
657	не могло	1	1
658	анатомии и	1	1
659	от них	3	1
660	знаем но	1	1
661	во втором	1	1
662	с нами	2	1
663	чувство но	1	1
664	в языке	3	1
665	в другой	1	1
666	вслед за	3	1
667	все в	1	1
668	или если	2	1
669	этих последних	2	1
670	отлично от	1	1
671	не знаю	1	1
672	не зная	2	1
673	будем помнить	1	1
674	эти последние	2	1
675	но так	1	1
676	одного из	1	1
677	но с	1	1
678	что только	2	1
679	с другим	1	1
680	которое мы	3	1
681	и такое	1	1
682	ее смысл	1	1
683	и причины	1	1
684	не ограничиваемся	1	1
685	во времени	2	1
686	их не	1	1
687	в теле	2	1
688	кроме этого	2	1
689	именно на	1	1
690	создание и	1	1
691	и физиологии	1	1
692	не дадут	1	1
693	с нею	2	1
694	мы принуждены	2	1
695	и у	3	1
696	уже в	5	1
697	на такой	1	1
698	так можно	1	1
699	ее из	1	1
700	как кажется	4	1
701	а то	2	1
702	в душе	23	1
703	и других	2	1
704	и поэзии	1	1
705	его и	1	1
706	предмет и	1	1
707	он имеет	1	1
708	всегда оценка	1	1
709	одно из	3	1
710	совсем другое	1	1
711	не так	3	1
712	себе в	3	1
713	есть та	1	1
714	цели и	1	1
715	и также	1	1
716	ли этот	1	1
717	прибавить что	2	1
718	не для	1	1
719	с этими	1	1
720	быть так	1	1
721	которые могут	4	1
722	заметить что	6	1
723	и вместе	4	1
724	но во-вторых	1	1
725	существуют только	1	1
726	имеет только	1	1
727	не были	1	1
728	и постепенно	1	1
729	что объяснение	1	1
730	и человека	1	1
731	говорим о	1	1
732	с другой	6	1
733	и прежде	1	1
734	дело в	1	1
735	такое же	2	1
736	на которые	1	1
737	души и	4	1
738	по всей	1	1
739	к ее	1	1
740	на ней	3	1
741	что для	3	1
742	что будет	1	1
743	к человеку	1	1
744	только по	3	1
745	превращается в	2	1
746	них и	1	1
747	которое я	1	1
748	самое слово	1	1
749	силы не	1	1
750	могут нас	1	1
751	как ни	1	1
752	же точно	1	1
753	если этот	1	1
754	без которых	1	1
755	только от	3	1
756	то она	1	1
757	в связи	2	1
758	если это	2	1
759	отличается от	1	1
760	нами как	1	1
761	можно будет	1	1
762	не чувство	1	1
763	ко всем	2	1
764	бы это	1	1
765	некоторые из	1	1
766	человека к	1	1
767	не удается	1	1
768	поэтому если	1	1
769	и самые	1	1
770	при переходе	1	1
771	видит в	1	1
772	который мы	1	1
773	он будет	1	1
774	знать что	2	1
775	в той	1	1
776	этой последней	2	1
777	в чистом	1	1
778	та которая	1	1
779	а потом	1	1
780	это его	1	1
781	быть только	2	1
782	в обратном	1	1
783	в состоянии	6	1
784	в малом	1	1
785	этом случае	1	1
786	и действия	2	1
787	но разумеется	1	1
788	дает возможность	1	1
789	в наше	1	1
790	другого источника	1	1
791	в заключение	1	1
792	отношениях к	1	1
793	не знаем	2	1
794	указать на	1	1
795	не имея	1	1
796	до степени	1	1
797	необходимость его	1	1
798	и от	3	1
799	и человек	3	1
800	в известном	1	1
801	не переходит	1	1
802	чтобы понять	1	1
803	человек и	1	1
804	что новое	1	1
805	самом предмете	1	1
806	есть такая	1	1
807	из себя	2	1
808	ли такое	1	1
809	не более	1	1
810	вероятно многие	1	1
811	собою они	1	1
812	его уже	2	1
813	такое явление	1	1
814	тоже есть	1	1
815	все они	1	1
816	зависеть или	1	1
817	есть уже	1	1
818	давно уже	1	1
819	даже при	2	1
820	находятся в	1	1
821	вопрос как	1	1
822	нами не	2	1
823	убедить в	1	1
824	из тех	1	1
825	легко заметить	1	1
826	были и	2	1
827	явления в	1	1
828	я и	1	1
829	что то	1	1
830	всем этом	2	1
831	определенным образом	1	1
832	как на	3	1
833	случае если	1	1
834	в своих	1	1
835	значат то	1	1
836	не имеющее	1	1
