N	2gram	Tiupa_Narr_2	Problema
406	вместе со	1	1
407	мы встречаемся	1	1
408	тому что	3	1
409	результате его	1	1
410	можно ли	1	1
411	вплоть до	1	1
412	тем самым	5	1
413	с которой	1	1
414	в людях	1	1
415	не имеет	2	1
416	о чем	2	1
417	на котором	1	1
418	чтобы в	2	1
419	не делают	1	1
420	у кого	1	1
421	чем не	1	1
422	себе самом	2	1
423	из него	1	1
424	нет места	1	1
425	возможно и	1	1
426	же время	3	1
427	и по-видимому	1	1
428	это сделать	1	1
429	глядя на	1	1
430	к ней	3	1
431	всей жизни	1	1
432	со своим	2	1
433	является ли	1	1
434	было не	1	1
435	ему в	2	1
436	а мы	1	1
437	и оно	1	1
438	его дочь	1	1
439	ни о	1	1
440	века однако	1	1
441	в городе	1	1
442	к себе	7	1
443	у гомера	1	1
444	в состав	3	1
445	с детским	1	1
446	еще определеннее	1	1
447	как только	1	1
448	уже было	1	1
449	в душе	2	1
450	как для	1	1
451	не встречается	1	1
452	той или	3	1
453	в истолковании	1	1
454	где он	1	1
455	она не	1	1
456	от которой	1	1
457	но по	1	1
458	с ее	1	1
459	он вовсе	1	1
460	и образ	1	1
461	меня в	1	1
462	на другой	1	1
463	и когда	3	1
464	его самого	1	1
465	по аналогии	1	1
466	на нее	1	1
467	те же	2	1
468	он приносит	1	1
469	что никогда	1	1
470	в плоскости	1	1
471	здесь нет	1	1
472	глубоко и	1	1
473	когда в	1	1
474	том как	2	1
475	это только	1	1
476	со стороны	6	1
477	отдельной личности	1	1
478	которые у	1	1
479	и смерть	1	1
480	сводится к	9	1
481	и здесь	2	1
482	другими словами	1	1
483	героя не	1	1
484	его жизни	2	1
485	или на	1	1
486	утверждает что	1	1
487	его тело	1	1
488	аналогии с	1	1
489	и многих	1	1
490	можно читать	1	1
491	восходит к	2	1
492	нем не	1	1
493	форме так	1	1
494	этот момент	1	1
495	который и	1	1
496	в другой	1	1
497	люди весь	1	1
498	которых он	1	1
499	человека как	1	1
500	следовало бы	1	1
501	в него	2	1
502	людей а	1	1
503	но с	1	1
504	себя с	2	1
505	в двух	1	1
506	только у	1	1
507	время когда	1	1
508	одной из	1	1
509	этот вопрос	1	1
510	всю ее	1	1
511	даже если	1	1
512	очень много	1	1
513	и так	1	1
514	являет собой	1	1
515	простой и	1	1
516	в большинстве	1	1
517	только на	2	1
518	него и	1	1
519	большинстве случаев	1	1
520	по выражению	1	1
521	называет его	1	1
522	на эту	1	1
523	на своего	1	1
524	здесь мы	1	1
525	в я	1	1
526	одно из	2	1
527	в новом	1	1
528	никто не	1	1
529	жизненный опыт	1	1
530	человека не	1	1
531	не для	1	1
532	от тех	1	1
533	тому же	4	1
534	не о	1	1
535	художника и	1	1
536	заметить что	1	1
537	этом отношении	3	1
538	так легко	1	1
539	в форме	5	1
540	лет до	1	1
541	обращением к	1	1
542	в финале	1	1
543	именно как	1	1
544	нужно было	1	1
545	или иной	3	1
546	даже не	1	1
547	о своей	1	1
548	вовсе и	1	1
549	оно необходимо	1	1
550	как у	4	1
551	или иначе	2	1
552	что человек	1	1
553	к которым	1	1
554	чем он	1	1
555	мы его	2	1
556	уже забыл	1	1
557	по всей	1	1
558	жизнь была	1	1
559	но о	1	1
560	она любила	1	1
561	только по	2	1
562	превращается в	2	1
563	оно существенно	1	1
564	поскольку она	1	1
565	это сообщение	1	1
566	ничем не	1	1
567	в рассказе	4	1
568	не на	1	1
569	зависит от	2	1
570	однако и	1	1
571	человек в	3	1
572	когда же	2	1
573	когда она	1	1
574	это единое	1	1
575	приходит в	1	1
576	их самих	1	1
577	нет никаких	1	1
578	на фоне	2	1
579	но оно	1	1
580	затем к	1	1
581	который теперь	1	1
582	и она	1	1
583	а есть	1	1
584	и потому	1	1
585	как это	4	1
586	была такая	1	1
587	у человека	1	1
588	о возможности	1	1
589	не сразу	1	1
590	в человеке	1	1
591	к своему	2	1
592	xix века	1	1
593	есть на	1	1
594	его мать	1	1
595	в ответ	3	1
596	в пределы	1	1
597	в литературе	4	1
598	даже с	1	1
599	на свете	1	1
600	том смысле	1	1
601	дело здесь	1	1
602	за которым	2	1
603	своей жизни	1	1
604	но это	2	1
605	однако не	2	1
606	слова но	1	1
607	выше не	1	1
608	и от	1	1
609	котором он	1	1
610	только тем	1	1
611	а все	1	1
612	солнца и	1	1
613	собственно говоря	2	1
614	это он	1	1
615	тем более	2	1
616	не видит	1	1
617	не должен	2	1
618	мы должны	1	1
619	но зато	2	1
620	только что	2	1
621	я в	5	1
622	как показывает	2	1
623	не я	1	1
624	не обладает	1	1
625	с ними	3	1
626	это все	1	1
627	в романе	1	1
628	героя и	2	1
629	к его	3	1
630	почему он	1	1
631	ее своим	1	1
632	таким же	1	1
633	себе но	1	1
634	и состоит	2	1
635	просто не	1	1
636	а я	1	1
637	того или	3	1
638	в своих	2	1
639	которая не	2	1
640	этой точки	1	1
641	и вновь	2	1
