N	2gram	Vygotskiy__4	EvropaiC
615	возможности его	1	1
616	что от	1	1
617	основана на	2	1
618	составные части	1	1
619	самые отдаленные	1	1
620	нет вовсе	1	1
621	от начала	3	1
622	ничего не	2	1
623	стремление к	1	1
624	одно это	1	1
625	отдельными частями	1	1
626	быть в	1	1
627	другой характер	1	1
628	и ничем	1	1
629	за тем	1	1
630	и та	2	1
631	но мы	2	1
632	никак не	6	1
633	что каждый	1	1
634	и просто	1	1
635	связанной с	1	1
636	других людей	1	1
637	это была	1	1
638	к истине	1	1
639	он умер	1	1
640	которых они	1	1
641	том или	1	1
642	и всю	1	1
643	под этими	1	1
644	ее от	1	1
645	вся эта	1	1
646	решающую роль	1	1
647	не считаясь	1	1
648	на одном	1	1
649	ним и	1	1
650	во всей	3	1
651	в другой	1	1
652	не надо	2	1
653	от этих	4	1
654	бы нам	1	1
655	на наших	1	1
656	психология и	1	1
657	тех пор	2	1
658	один из	2	1
659	себя с	1	1
660	отдельных единиц	1	1
661	совсем не	1	1
662	мы видим	6	1
663	к делу	3	1
664	вступить в	1	1
665	уже одно	1	1
666	и кажется	2	1
667	те которые	2	1
668	поэтому и	1	1
669	чтобы после	1	1
670	за себя	1	1
671	бы ни	1	1
672	непрерывно и	1	1
673	похожа на	1	1
674	результате получилась	1	1
675	с которыми	1	1
676	же и	1	1
677	объяснения его	1	1
678	уже в	2	1
679	только на	1	1
680	так точно	1	1
681	истинная природа	1	1
682	нашему восприятию	1	1
683	в нашей	2	1
684	жизни если	1	1
685	сделать и	1	1
686	он эту	1	1
687	этому вопросу	1	1
688	а то	1	1
689	но совершенно	4	1
690	за ним	1	1
691	он принадлежит	1	1
692	ее они	1	1
693	в этом-то	1	1
694	забудем что	1	1
695	для другой	1	1
696	в порядок	1	1
697	и со	1	1
698	части и	2	1
699	ее не	1	1
700	до некоторой	1	1
701	тем что	3	1
702	ее на	2	1
703	бы это	3	1
704	этим двум	1	1
705	были бы	1	1
706	именно как	2	1
707	ней и	1	1
708	и даже	1	1
709	в данный	1	1
710	о своей	1	1
711	с другим	1	1
712	связаны с	1	1
713	здесь дело	1	1
714	эти две	1	1
715	к которому	1	1
716	это необходимо	1	1
717	это кажется	2	1
718	и между	1	1
719	и развития	1	1
720	к его	1	1
721	и затем	3	1
722	с ней	1	1
723	деле если	1	1
724	шаг за	3	1
725	а на	2	1
726	создания и	2	1
727	до конца	7	1
728	а не	6	1
729	что правила	1	1
730	в руках	2	1
731	прямая линия	2	1
732	вопрос можно	1	1
733	и психологии	1	1
734	на эту	1	1
735	когда она	1	1
736	ясно представить	1	1
737	мы поймем	1	1
738	душевной жизни	1	1
739	на которые	1	1
740	нет ничего	1	1
741	эти слова	3	1
742	совершенно обходят	1	1
743	некоторые из	2	1
744	решение вопроса	1	1
745	что за	1	1
746	смысле этого	3	1
747	чтобы заставить	2	1
748	есть как	2	1
749	главным предметом	1	1
750	эту мысль	1	1
751	выходит что	1	1
752	сам не	1	1
753	этого сделать	1	1
754	быть не	2	1
755	на пути	2	1
756	чтобы ответить	1	1
757	художественное произведение	1	1
758	все одинаково	1	1
759	всегда основана	1	1
760	весь ход	1	1
761	только для	1	1
762	этой стороны	1	1
763	и таким	1	1
764	же самое	6	1
765	на истинную	1	1
766	все остальные	1	1
767	в различной	2	1
768	противоречие с	1	1
769	же являются	1	1
770	на самой	2	1
771	становится понятным	1	1
772	ли в	1	1
773	не имея	1	1
774	образом по	1	1
775	мы только	1	1
776	эту точку	1	1
777	и однако	1	1
778	соединяются в	1	1
779	которого она	1	1
780	мы попытаемся	1	1
781	будто бы	1	1
782	идет об	1	1
783	что следовательно	1	1
784	впечатление которое	2	1
785	или не	1	1
786	и непонятной	1	1
787	психологической точки	1	1
788	и вдруг	3	1
789	что слова	1	1
790	жизни в	1	1
791	существование и	1	1
792	это все	1	1
793	сказать что	13	1
794	не быть	1	1
795	подошел к	1	1
796	была бы	2	1
797	от наших	1	1
798	что ни	2	1
799	за шагом	3	1
800	самое что	2	1
801	всем этом	1	1
802	допустить что	1	1
803	но еще	1	1
804	а может	1	1
805	увидим что	3	1
806	ее в	4	1
807	в своих	3	1
808	причем эти	1	1
809	и эта	2	1
810	с такой	2	1
811	точно так	3	1
812	этой цели	2	1
