N	2gram	Tiupa_Narr_1	Stilisti
125	не существует	3	4
126	так же	2	4
127	отношения к	2	3
128	на самом	1	3
129	только благодаря	1	3
130	еще не	7	3
131	ответ на	1	3
132	нет и	2	3
133	или иное	2	3
134	перед нами	4	3
135	хотя и	3	3
136	зрения как	1	3
137	та же	2	3
138	их в	1	3
139	здесь мы	1	3
140	не будет	3	3
141	об этом	1	3
142	лишь в	1	3
143	это не	2	3
144	не мог	4	3
145	том что	14	3
146	что было	1	3
147	в какой-нибудь	1	3
148	связь и	1	3
149	связи с	4	3
150	внутренней жизни	1	3
151	в будущем	2	3
152	может показаться	1	3
153	да и	4	3
154	и развития	1	3
155	что оно	1	3
156	в виду	1	3
157	в ее	3	3
158	то или	3	3
159	роль в	2	3
160	что у	2	3
161	во второй	2	3
162	и здесь	1	3
163	не имеем	1	3
164	нуждается в	5	3
165	жизни и	3	3
166	из них	3	3
167	его и	1	3
168	не так	1	3
169	в котором	1	3
170	не становится	1	3
171	от того	1	3
172	что слова	1	3
173	что и	1	3
174	и даже	3	3
175	всякое высказывание	1	3
176	и эта	1	3
177	и уже	1	3
178	если не	4	3
179	ни на	1	3
180	форма высказывания	2	3
181	в тех	1	3
182	этого слова	2	3
183	как только	1	3
184	в целом	1	3
185	высказывания и	3	3
186	как таковой	1	3
187	в начале	1	3
188	тех или	1	3
189	и для	2	3
190	для нас	1	3
191	и все	2	3
192	между ними	2	3
193	не знает	1	3
194	сказать что	4	3
195	высказывания как	1	3
196	с природой	1	2
197	также и	1	2
198	показаться что	1	2
199	жизни мы	1	2
200	в какой-то	1	2
201	и больше	1	2
202	мы имеем	2	2
203	всех его	2	2
204	высказывания в	6	2
205	как не	1	2
206	и он	3	2
207	и определяется	1	2
208	между собой	2	2
209	иное как	2	2
210	но не	5	2
211	смог бы	1	2
212	только потому	1	2
213	очевидно что	1	2
214	отношение к	2	2
215	форме и	1	2
216	первый взгляд	2	2
217	как в	7	2
218	почувствовал что	1	2
219	как уже	1	2
220	между двумя	5	2
221	как таковое	1	2
222	ни один	1	2
223	представляет собой	13	2
224	все эти	2	2
225	бы не	2	2
226	речи но	1	2
227	тому же	5	2
228	высказывания не	1	2
229	человек не	1	2
230	самой ситуации	1	2
231	художественного высказывания	2	2
232	и сам	1	2
233	по своему	1	2
234	и ситуации	1	2
235	внутри себя	1	2
236	на наш	1	2
237	человек с	1	2
238	человека в	2	2
239	значительной степени	2	2
240	и ответ	1	2
241	и внутренняя	1	2
242	зрения на	2	2
243	есть не	1	2
244	т.д на	1	2
245	не всегда	2	2
246	и при	1	2
247	место в	1	2
248	в которых	1	2
249	в мире	9	2
250	однако в	2	2
251	в основе	5	2
252	что иное	2	2
253	каждый из	2	2
254	этом отношении	3	2
255	только одним	1	2
256	или иных	1	2
257	перед ним	1	2
258	все то	2	2
259	не есть	3	2
260	у себя	1	2
261	здесь не	4	2
262	ни слова	1	2
263	в пределах	2	2
264	и когда	2	2
265	из двух	3	2
266	времени и	7	2
267	не с	3	2
268	быть может	2	2
269	в глубинах	1	2
270	и вообще	1	2
271	с ним	1	2
272	по своей	3	2
273	в значительной	2	2
274	к нему	5	2
275	не должен	1	2
276	в него	1	2
277	этой ситуации	1	2
278	в том	18	2
279	тот же	1	2
280	одной из	4	2
281	что он	6	2
282	в какой	2	2
283	это же	1	2
284	тот или	1	2
285	человека с	1	2
286	слова не	1	2
287	или даже	2	2
288	для него	2	2
289	тем что	3	2
290	а на	1	2
291	говорить и	1	2
292	к которому	2	2
293	бытия в	3	2
294	которых оно	1	2
295	не было	2	2
296	зависит от	2	2
297	данного события	2	2
298	разных местах	1	2
299	в связи	2	2
300	связь с	1	2
301	нет ничего	1	2
302	и потому	2	2
303	из которых	4	2
304	которое не	1	2
305	или хотя	1	2
306	сих пор	1	2
307	но это	1	2
308	обращения к	1	2
309	при всем	2	2
310	случаях когда	1	2
311	или в	2	2
312	на первый	2	2
313	несмотря на	2	2
314	в частности	14	2
315	они еще	1	2
316	формы высказывания	1	2
317	свою речь	1	1
318	то чему	1	1
319	одним из	2	1
320	для образования	1	1
321	же как	3	1
322	в жизненной	1	1
323	переход от	4	1
324	он почувствовал	1	1
325	что смысл	1	1
326	чего не	1	1
327	и до	2	1
328	общественных отношений	1	1
329	в их	1	1
330	анекдот не	2	1
331	например в	2	1
332	единого слова	1	1
333	в историю	1	1
334	при анализе	1	1
335	этом не	1	1
336	ни единого	1	1
337	в сущности	3	1
338	совпадает с	1	1
339	говорить о	2	1
340	х годов	1	1
341	жизни как	3	1
342	не происходит	1	1
343	ему в	2	1
344	того же	1	1
345	качестве одного	1	1
346	хх веке	1	1
347	в чем	1	1
348	служит для	1	1
349	там и	1	1
350	одним словом	1	1
351	самым мы	1	1
352	но как	2	1
353	и стилистической	1	1
354	не то	2	1
355	если в	3	1
356	конечном счете	2	1
357	в общем	1	1
358	в новом	1	1
359	иногда и	1	1
360	и читатель	1	1
361	в собственном	2	1
362	как говорит	3	1
363	речи именно	1	1
364	дает нам	1	1
365	в своем	2	1
366	как нам	1	1
367	и где	1	1
368	и есть	1	1
369	такое слово	1	1
370	когда он	3	1
371	не являются	2	1
372	писателя как	1	1
373	из высказывания	1	1
374	оказывается с	1	1
375	более или	2	1
376	себе не	2	1
377	от этого	1	1
378	то в	6	1
379	за собой	4	1
380	жеста и	1	1
381	одного племени	1	1
382	формы в	1	1
383	самым существенным	1	1
384	из этих	3	1
385	осуществляется в	1	1
386	будет сказано	1	1
387	всего к	1	1
388	общения к	1	1
389	имеет для	1	1
390	из общей	1	1
391	не могла	1	1
392	наш взгляд	1	1
393	тем не	3	1
394	он ни	1	1
395	он не	3	1
396	одному из	1	1
397	еще раньше	1	1
398	ключ к	2	1
399	в художественном	1	1
400	к одному	1	1
401	не как	2	1
402	в силу	4	1
403	ведь ему	1	1
404	на этом	1	1
405	облик героя	1	1
406	составной частью	1	1
407	говорящего или	2	1
408	в другом	1	1
409	в гостиной	1	1
410	стороны высказывания	1	1
411	на протяжении	6	1
412	всю свою	1	1
413	истории и	2	1
414	должен был	1	1
415	солнце и	1	1
416	но уже	1	1
417	с этой	1	1
418	типы высказываний	1	1
419	высказывания где	1	1
420	и тогда	1	1
421	и того	1	1
422	с еще	1	1
423	одного и	1	1
424	или менее	2	1
425	самое происходит	1	1
426	в любом	2	1
427	связь со	1	1
428	таким же	1	1
429	нами два	1	1
430	в следующем	1	1
431	наших дней	1	1
432	на свою	1	1
433	мысли и	1	1
434	жизни с	1	1
435	теперь как	4	1
436	нельзя было	1	1
437	особое место	1	1
438	по крайней	1	1
439	как от	1	1
440	том же	1	1
441	что этот	1	1
442	вместе со	1	1
443	зрения и	2	1
444	по себе	5	1
445	даже в	2	1
446	и какая	1	1
447	содержит в	1	1
448	участников события	1	1
449	не менее	3	1
450	она не	2	1
451	в русской	1	1
452	это дает	1	1
453	одна из	3	1
454	в развитии	1	1
455	каждый день	1	1
456	чтобы стать	2	1
457	иметь в	1	1
458	высказывания о	1	1
459	и некоторое	1	1
460	в самой	1	1
461	именно с	1	1
462	людей так	1	1
463	долг как	1	1
464	на природу	1	1
465	свидетельствуют о	1	1
466	и света	1	1
467	выборе и	1	1
468	и делает	1	1
469	и оценки	1	1
470	есть к	1	1
471	имеют место	2	1
472	и оно	1	1
473	интонации и	1	1
474	не могут	1	1
475	на руси	1	1
476	истории не	1	1
477	иной интонации	1	1
478	силу которого	1	1
479	например на	1	1
480	все еще	1	1
481	утверждать что	2	1
482	в работах	1	1
483	если же	1	1
484	оно может	2	1
485	приходит к	2	1
486	и сами	1	1
487	это еще	1	1
488	такие высказывания	1	1
489	на разных	1	1
490	одним или	1	1
491	за пределами	1	1
492	мысль о	1	1
493	в организации	2	1
494	только вследствие	1	1
495	человеческого сознания	1	1
496	в произведении	3	1
497	лучше сказать	1	1
498	зрения не	1	1
499	всей своей	2	1
500	но зато	1	1
501	не отражает	1	1
502	здесь как	1	1
503	в себя	6	1
504	когда в	1	1
505	является в	1	1
506	к языку	1	1
507	с человеком	2	1
508	даже не	3	1
509	слова а	1	1
510	и отчество	1	1
511	возможна лишь	1	1
512	иного языка	1	1
513	историю в	1	1
514	столь же	3	1
515	структуру и	1	1
516	бы одной	1	1
517	мог бы	3	1
518	вовсе и	1	1
519	может не	3	1
520	внешняя сторона	1	1
521	и во	1	1
522	в конечном	3	1
523	грань между	1	1
524	между тем	3	1
525	складывается из	2	1
526	этот момент	1	1
527	отметить что	1	1
528	крайней мере	1	1
529	них в	1	1
530	вслед за	4	1
531	и богаче	1	1
532	жизни однако	1	1
533	в литературе	2	1
534	кроме самого	1	1
535	с ними	1	1
536	дело с	2	1
537	принимает форму	1	1
538	ведь как	1	1
539	даже если	1	1
540	и после	2	1
541	внутренней речью	1	1
542	он уже	2	1
543	мира как	1	1
544	русской литературе	1	1
545	не мешает	1	1
546	даже вовсе	2	1
547	до наших	1	1
548	есть в	2	1
549	времени когда	1	1
550	содержание речи	1	1
551	в нашей	1	1
552	свидетельствует о	1	1
553	не обладают	1	1
554	что вообще	1	1
555	по отношению	7	1
556	но от	2	1
557	где бы	1	1
558	на своего	1	1
559	искать в	1	1
560	в хх	1	1
561	цели и	1	1
562	ни в	3	1
563	вовсе не	1	1
564	от тех	1	1
565	и оказывается	1	1
566	граница между	1	1
567	не о	3	1
568	у него	4	1
569	то у	1	1
570	образом не	1	1
571	и строго	1	1
572	не противоречит	1	1
573	вне ее	1	1
574	в особенности	4	1
575	что могло	1	1
576	со стороны	9	1
577	мы воспринимаем	1	1
578	до сих	1	1
579	с другой	8	1
580	ростом и	1	1
581	здесь в	1	1
582	все равно	1	1
583	действующих лиц	1	1
584	как же	1	1
585	по всей	2	1
586	ничем не	1	1
587	выступает в	2	1
588	окружающего мира	1	1
589	о художественных	1	1
590	иной ситуации	1	1
591	понимать как	1	1
592	его как	2	1
593	в комнате	1	1
594	происходит и	2	1
595	о чем	2	1
596	из многочисленных	2	1
597	слова которое	1	1
598	здесь только	1	1
599	не смог	1	1
600	намек на	1	1
601	в речи	1	1
602	может иметь	1	1
603	позволяет нам	1	1
604	лица и	2	1
605	историю и	1	1
606	автора с	1	1
607	от страха	1	1
608	в меру	1	1
609	без помощи	1	1
610	и одновременно	2	1
611	однако эти	1	1
612	тому как	2	1
613	с точкой	2	1
614	сознания к	2	1
615	т.д в	1	1
616	внешний облик	1	1
617	как к	2	1
618	только то	1	1
619	и следствий	1	1
620	еще раз	1	1
621	благодаря этому	1	1
622	именно в	6	1
623	является как	1	1
624	процесс не	1	1
625	как раз	2	1
626	тому или	1	1
627	и разговоры	1	1
628	слушателя его	1	1
629	является ли	1	1
630	указать на	1	1
631	смысл для	1	1
632	на одном	1	1
633	само по	1	1
634	в результате	2	1
635	мира и	2	1
636	о котором	1	1
637	что в	3	1
638	речи хотя	1	1
639	в дальнейшей	1	1
640	который является	1	1
641	это часто	1	1
642	собственно говоря	1	1
643	с языком	1	1
644	тем более	2	1
645	в поле	1	1
646	от всего	1	1
647	будто бы	3	1
648	структуру в	1	1
649	с другими	1	1
650	здесь даже	1	1
651	нами не	2	1
652	может и	1	1
653	а о	1	1
654	возможно лишь	1	1
655	другой стороны	4	1
656	своего предмета	1	1
657	от всех	2	1
658	совершенно не	2	1
659	происходящего в	2	1
660	в иной	2	1
661	говорящего но	1	1
662	отношению к	6	1
663	это и	3	1
664	только о	2	1
665	в действительности	1	1
666	наряду с	2	1
667	не нуждается	1	1
668	но еще	1	1
669	человека к	1	1
670	на ту	1	1
671	в таком	2	1
672	как результат	1	1
