N	2gram	Vygotskiy__2	Poddanst
331	сохранить в	1	1
332	думается что	2	1
333	к русскому	2	1
334	и более	2	1
335	там где	6	1
336	друг с	2	1
337	и наоборот	1	1
338	к следующему	1	1
339	как проблема	1	1
340	и вся	1	1
341	от тех	1	1
342	что есть	1	1
343	эта мысль	1	1
344	стремление к	1	1
345	что эта	6	1
346	с которой	2	1
347	она не	1	1
348	что с	5	1
349	мире в	1	1
350	но для	2	1
351	к другим	1	1
352	тогда когда	5	1
353	действие которое	1	1
354	этом смысле	2	1
355	в сферу	1	1
356	с и	4	1
357	тому на	1	1
358	и материализма	1	1
359	того чтобы	12	1
360	проблема и	1	1
361	об отношении	3	1
362	не имеет	4	1
363	никогда не	8	1
364	в результате	3	1
365	казалось бы	8	1
366	о котором	1	1
367	два различных	1	1
368	этих двух	2	1
369	иными словами	2	1
370	и притом	1	1
371	где уже	1	1
372	как она	1	1
373	другой стороны	1	1
374	только что	3	1
375	и теперь	2	1
376	в этих	2	1
377	в случаях	1	1
378	значило бы	1	1
379	в психологии	1	1
380	из тех	3	1
381	в движении	1	1
382	и внутренне	1	1
383	в момент	1	1
384	исходить из	1	1
385	относиться к	1	1
386	когда ее	2	1
387	что все	4	1
388	в других	2	1
389	числе и	3	1
390	мы все	1	1
391	мысли но	1	1
392	что то	1	1
393	мыслей к	1	1
394	частности в	1	1
395	что оно	4	1
396	всего что	1	1
397	к этой	3	1
398	видим в	2	1
399	котором говорит	1	1
400	но два	1	1
401	не есть	1	1
402	вместе с	6	1
403	что при	3	1
404	который не	1	1
405	во всяком	7	1
406	они не	3	1
407	гораздо более	1	1
