N	2gram	Tiupa_Vved_1	Psycholo
102	другой стороны	2	5
103	в своих	2	5
104	в виду	1	4
105	в ней	4	4
106	стороны и	1	4
107	могли бы	1	4
108	и к	2	4
109	в них	2	4
110	именно то	1	4
111	в своей	5	4
112	из которых	1	4
113	как она	1	4
114	заключает в	1	4
115	у нас	1	4
116	указывает на	1	4
117	мысль о	1	4
118	действия и	1	4
119	внимание на	3	4
120	в его	4	4
121	в него	1	4
122	только что	1	4
123	не можем	2	4
124	только на	1	4
125	в конце	1	4
126	должен был	1	4
127	прежде всего	7	4
128	которых мы	1	4
129	в частности	13	4
130	о чем	2	4
131	имеет дело	1	4
132	в результате	3	4
133	и все	4	4
134	а в	6	4
135	тем же	1	3
136	в их	1	3
137	той же	1	3
138	полагает что	1	3
139	мы не	4	3
140	и о	1	3
141	из того	1	3
142	в каждой	1	3
143	и на	3	3
144	события в	1	3
145	в ее	1	3
146	как в	4	3
147	и наконец	2	3
148	из этих	3	3
149	на его	1	3
150	он не	3	3
151	состоит в	10	3
152	не как	2	3
153	в силу	2	3
154	так например	1	3
155	можно было	2	3
156	человека в	1	3
157	об этом	4	3
158	это не	6	3
159	очень легко	1	3
160	в этих	3	3
161	бы мы	1	3
162	нам только	1	3
163	но он	1	3
164	вовсе не	1	3
165	одна из	4	3
166	но только	1	3
167	находятся в	1	3
168	этом отношении	4	3
169	данном случае	6	3
170	так в	4	3
171	котором мы	1	3
172	что у	1	3
173	так и	8	3
174	времени и	7	3
175	это только	2	3
176	в состав	4	3
177	что и	2	3
178	и только	1	3
179	чем это	1	3
180	тот же	1	3
181	которое мы	1	3
182	так что	1	3
183	для него	3	3
184	у него	1	3
185	что на	2	3
186	со стороны	5	3
187	на этот	1	3
188	и составляет	3	3
189	в данном	13	3
190	в той	4	3
191	героя в	1	3
192	при таком	1	3
193	не существует	2	3
194	для нас	2	3
195	целый ряд	2	3
196	мы должны	1	3
197	хотя бы	1	3
198	обстоит дело	1	3
199	в свою	4	3
200	имеет место	4	3
201	по поводу	2	3
202	к этому	2	3
203	в таком	1	3
204	того же	1	2
205	бы для	1	2
206	и до	1	2
207	должна быть	2	2
208	едва ли	3	2
209	а как	1	2
210	это означает	1	2
211	он как	1	2
212	оба эти	1	2
213	но она	1	2
214	что иное	1	2
215	событий и	1	2
216	и он	1	2
217	между собой	2	2
218	иное как	1	2
219	во всех	2	2
220	действующее лицо	2	2
221	предположить что	1	2
222	на самом	4	2
223	по отношению	7	2
224	отличие от	2	2
225	друг от	1	2
226	в центре	2	2
227	в одной	2	2
228	от друга	1	2
229	его на	1	2
230	перед нами	6	2
231	в противоположность	1	2
232	он в	1	2
233	все эти	1	2
234	в ответ	1	2
235	в нашем	6	2
236	еще один	1	2
237	как он	2	2
238	в нашей	1	2
239	оно в	1	2
240	и вот	1	2
241	том чтобы	2	2
242	действительно так	1	2
243	в нее	1	2
244	же не	1	2
245	и с	2	2
246	из них	1	2
247	материал для	1	2
248	он является	2	2
249	о которых	1	2
250	исходили из	1	2
251	все равно	2	2
252	к которым	1	2
253	осуществляется в	1	2
254	говорится о	1	2
255	и того	2	2
256	одного и	1	2
257	на первый	1	2
258	бы на	1	2
259	это делает	1	2
260	в котором	8	2
261	в отличие	2	2
262	в которых	1	2
263	всякий раз	1	2
264	сами по	1	2
265	что есть	1	2
266	в отношении	1	2
267	с которой	1	2
268	в то	4	2
269	того как	1	2
270	и так	1	2
271	в полной	1	2
272	во всем	1	2
273	со своим	1	2
274	все то	1	2
275	есть только	1	2
276	ли не	2	2
277	он видит	1	2
278	если же	1	2
279	должен быть	1	2
280	приводит к	2	2
281	на том	1	2
282	не с	3	2
283	мог бы	1	2
284	еще в	2	2
285	когда в	2	2
286	и даже	1	2
287	или иной	3	2
288	строго говоря	2	2
289	и та	1	2
290	можно сказать	4	2
291	в форме	1	2
292	этом смысле	1	2
293	быть и	2	2
294	их не	1	2
295	в качестве	8	2
296	связи с	1	2
297	ни одного	1	2
298	его с	2	2
299	представить себе	2	2
300	в одном	1	2
301	само по	1	2
302	представляют собой	3	2
303	это будет	1	2
304	с той	1	2
305	полагал что	1	2
306	до конца	3	2
307	в рассказе	6	2
308	с помощью	1	2
309	именно поэтому	1	2
310	в течение	1	2
311	исходя из	2	2
312	этом случае	1	2
313	все это	1	2
314	что касается	5	2
315	именно эта	1	2
316	не является	3	2
317	той или	3	2
318	же в	1	2
319	в романе	6	2
320	между ними	1	2
321	не знает	1	2
322	не что	1	2
323	из этого	1	2
324	событий в	1	2
325	гораздо более	1	2
326	самых общих	1	1
327	речь идет	1	1
328	одним из	5	1
329	например в	2	1
330	в сфере	1	1
331	смысл который	2	1
332	он может	1	1
333	идет о	1	1
334	который можно	1	1
335	выражается в	1	1
336	из всех	1	1
337	чего в	1	1
338	от первой	1	1
339	нашу мысль	1	1
340	говоря и	1	1
341	случае это	1	1
342	двумя или	2	1
343	в каждый	1	1
344	благодаря тому	1	1
345	своему герою	1	1
346	в составе	2	1
347	мы и	2	1
348	действующего лица	1	1
349	при сохранении	1	1
350	отступление от	1	1
351	со времен	1	1
352	столь же	1	1
353	взгляде на	1	1
354	в сюжете	1	1
355	как если	1	1
356	могло быть	1	1
357	но как	1	1
358	а только	1	1
359	точка зрения	3	1
360	к которой	1	1
361	связано с	3	1
362	не все	2	1
363	если в	2	1
364	пределами этой	1	1
365	отношение к	2	1
366	тут же	1	1
367	евгений онегин	1	1
368	этом есть	1	1
369	каждый в	1	1
370	один и	1	1
371	к сожалению	1	1
372	относится к	1	1
373	которые не	1	1
374	к мнению	1	1
375	в художественном	1	1
376	и нет	1	1
377	еще и	1	1
378	хотя и	7	1
379	как строится	1	1
380	и сюжета	1	1
381	имеет в	1	1
382	более или	2	1
383	это их	1	1
384	о самом	1	1
385	них как	2	1
386	за собой	1	1
387	та же	1	1
388	в литературном	1	1
389	мы при	1	1
390	представляет собой	15	1
391	большей части	3	1
392	ни одна	1	1
393	и тот	1	1
394	что художественное	1	1
395	нам как	1	1
396	тому же	4	1
397	слово это	1	1
398	так сказать	2	1
399	должна идти	1	1
400	задний план	1	1
401	открывается нам	1	1
402	но именно	1	1
403	образом для	1	1
404	о которой	2	1
405	к фабуле	1	1
406	в восприятии	1	1
407	близким к	1	1
408	не к	4	1
409	факт который	1	1
410	по своему	2	1
411	тексте мы	1	1
412	и отдельные	1	1
413	с собой	1	1
414	реакции на	1	1
415	и наоборот	1	1
416	могла бы	3	1
417	различие между	1	1
418	оно становится	1	1
419	полной мере	1	1
420	говоря всякое	1	1
421	первой главе	1	1
422	на протяжении	1	1
423	он есть	1	1
424	свести к	1	1
425	уж не	1	1
426	в жизни	4	1
427	далеко не	4	1
428	которой он	1	1
429	основывается на	2	1
430	жизни но	1	1
431	что содержание	1	1
432	как таковой	1	1
433	не мог	1	1
434	или менее	2	1
435	семейной жизни	1	1
436	что такое	18	1
437	благодаря этому	1	1
438	через призму	1	1
439	о герое	1	1
440	в следующем	1	1
441	которого является	1	1
442	вторая часть	1	1
443	от себя	1	1
444	не менее	4	1
445	мнения и	2	1
446	в корне	1	1
447	основной для	1	1
448	говорит с	1	1
449	по крайней	1	1
450	их в	2	1
451	тому чтобы	1	1
452	того кто	1	1
453	бы быть	1	1
454	даже в	1	1
455	вплоть до	1	1
456	но они	2	1
457	до известной	1	1
458	открывает в	1	1
459	на котором	1	1
460	и вместо	1	1
461	на него	2	1
462	в процессе	1	1
463	на самый	1	1
464	пока еще	4	1
465	в структуре	1	1
466	не могло	2	1
467	вытекает из	1	1
468	не имеет	2	1
469	это мы	1	1
470	тут и	1	1
471	в разных	1	1
472	из четырех	1	1
473	обратим внимание	1	1
474	всего на	1	1
475	это сделать	1	1
476	пути и	1	1
477	вглядимся в	1	1
478	вместо того	2	1
479	и теперь	1	1
480	мы бы	1	1
481	не принадлежит	2	1
482	только с	1	1
483	не ее	1	1
484	в области	3	1
485	всех прочих	1	1
486	и оно	2	1
487	ни о	1	1
488	на целый	1	1
489	т.п и	1	1
490	к себе	1	1
491	для его	1	1
492	в особую	1	1
493	в работах	1	1
494	состоят в	1	1
495	на наших	1	1
496	следует отнести	1	1
497	оно может	1	1
498	с ее	1	1
499	мы убедимся	1	1
500	свою очередь	4	1
501	здесь не	2	1
502	и от	2	1
503	как по	2	1
504	за пределами	3	1
505	она может	1	1
506	в произведении	1	1
507	значение в	1	1
508	с первым	1	1
509	реальностью и	1	1
510	ведущем к	1	1
511	мы всегда	1	1
512	гибели героя	2	1
513	и т.д	5	1
514	имеем дело	3	1
515	этом последнем	1	1
516	его жизни	1	1
517	о страсти	1	1
518	основе своей	1	1
519	в значительной	1	1
520	что принадлежит	1	1
521	в евгении	1	1
522	в конечном	1	1
523	о действии	1	1
524	к нему	1	1
525	том или	1	1
526	и всю	1	1
527	как конструктивного	1	1
528	между тем	1	1
529	но несомненно	1	1
530	убедимся что	1	1
531	оно составляет	1	1
532	есть с	1	1
533	крайней мере	1	1
534	не обязательно	1	1
535	вслед за	2	1
536	отдельного слова	1	1
537	не тот	1	1
538	что жизнь	1	1
539	и борьбы	1	1
540	и создает	1	1
541	несколько иначе	1	1
542	не так	1	1
543	но так	1	1
544	что интрига	1	1
545	не о	2	1
546	действие в	1	1
547	речь о	1	1
548	и представляет	2	1
549	однако в	4	1
550	в какой	4	1
551	к их	1	1
552	то в	1	1
553	поэтому и	1	1
554	который в	2	1
555	всех его	1	1
556	во времени	2	1
557	между этими	1	1
558	и ее	1	1
559	себя в	1	1
560	оказывается в	1	1
561	уже не	5	1
562	в виде	1	1
563	в начале	3	1
564	в сознании	4	1
565	кажется что	1	1
566	или даже	1	1
567	по выражению	2	1
568	конечном счете	1	1
569	его и	1	1
570	только одно	1	1
571	глаза и	1	1
572	не сам	1	1
573	именно они	1	1
574	и их	1	1
575	могло бы	3	1
576	слова в	2	1
577	у нее	2	1
578	нашем сознании	1	1
579	каждый из	1	1
580	произведение не	1	1
581	заметить что	1	1
582	или ином	1	1
583	в последние	1	1
584	его изменение	1	1
585	а стало	1	1
586	и т.п	9	1
587	как у	1	1
588	сюда же	1	1
589	и др	1	1
590	что не	1	1
591	что для	1	1
592	превращается в	1	1
593	не было	2	1
594	стало быть	7	1
595	легко и	1	1
596	но никогда	1	1
597	объединены в	1	1
598	произведение в	2	1
599	в речи	2	1
600	мы видели	2	1
601	здесь именно	1	1
602	в комнате	1	1
603	и действие	1	1
604	видели в	1	1
605	с фабулой	1	1
606	выражение их	1	1
607	тому как	2	1
608	что же	3	1
609	да и	1	1
610	в первой	1	1
611	как к	1	1
612	евгении онегине	1	1
613	иначе говоря	6	1
614	может служить	4	1
615	в контексте	1	1
616	но это	3	1
617	ни для	1	1
618	своего исследования	1	1
619	или по	1	1
620	это явление	1	1
621	ближе к	1	1
622	себя с	1	1
623	рассуждение о	1	1
624	каждой из	1	1
625	в следующей	1	1
626	известной степени	1	1
627	и времени	2	1
628	не имея	1	1
629	и другим	1	1
630	в пределе	1	1
631	которая в	3	1
632	но где	1	1
633	у них	1	1
634	для современной	1	1
635	еще более	1	1
636	будто бы	3	1
637	все они	2	1
638	во время	1	1
639	исключительно в	1	1
640	к ее	3	1
641	нам не	1	1
642	может и	1	1
643	нет ничего	1	1
644	романе пушкина	1	1
645	это на	1	1
646	к его	3	1
647	жизни а	1	1
648	им не	1	1
649	отношению к	7	1
650	элементов из	1	1
651	частности в	2	1
652	можно назвать	1	1
653	во всяком	1	1
654	все что	3	1
