N	2gram	Vygotskiy__6	OGranits
342	одном случае	1	1
343	привела к	1	1
344	сильнее и	1	1
345	и непосредственным	1	1
346	но что	4	1
347	только с	1	1
348	понимании его	1	1
349	которое является	1	1
350	подобно тому	1	1
351	эта аналогия	1	1
352	с системой	1	1
353	отличие от	1	1
354	на этом	4	1
355	встречаются в	1	1
356	или иных	1	1
357	образом не	1	1
358	не должно	1	1
359	для того	8	1
360	этим самым	2	1
361	на всю	1	1
362	и характер	1	1
363	в совершенно	2	1
364	в чисто	1	1
365	к другому	4	1
366	особенности в	1	1
367	на все	1	1
368	имеет и	1	1
369	и здесь	3	1
370	его в	6	1
371	как к	1	1
372	те или	1	1
373	от одного	1	1
374	ко второму	1	1
375	к которому	2	1
376	как же	1	1
377	заключается в	7	1
378	ясно в	1	1
379	между отдельными	3	1
380	ведь в	1	1
381	лежит в	3	1
382	обычно с	1	1
383	что мы	11	1
384	детской речи	5	1
385	только к	3	1
386	обратиться к	1	1
387	больше и	1	1
388	к более	2	1
389	образом мы	2	1
390	и во-вторых	1	1
391	а на	1	1
392	которые не	1	1
393	все равно	1	1
394	далеко не	1	1
395	он действительно	1	1
396	из наиболее	1	1
397	и определяет	1	1
398	письменной речи	7	1
399	которой он	1	1
400	он и	1	1
401	грамматики мы	1	1
402	же точно	3	1
403	все время	3	1
404	объекта в	1	1
405	отнюдь не	1	1
406	понятие о	2	1
407	выйти за	1	1
408	для человека	1	1
409	и тогда	1	1
410	если не	1	1
411	связаны между	1	1
412	существующих в	2	1
413	движение в	3	1
414	но если	4	1
415	при изучении	1	1
416	эти слова	1	1
417	что раньше	1	1
418	ко всем	4	1
419	в такой	2	1
420	как это	3	1
421	путь от	1	1
422	возможности в	1	1
423	за которым	1	1
424	которого является	2	1
425	то можно	1	1
426	когда ребенок	3	1
427	что всякий	2	1
428	перейти в	1	1
429	представление о	1	1
430	возможность а	1	1
431	в отличие	1	1
432	в которых	2	1
433	мысли и	2	1
434	бы что	1	1
435	она есть	1	1
436	здесь он	1	1
437	к этому	1	1
438	несомненно что	1	1
439	может овладеть	1	1
440	утверждая что	1	1
441	тому как	1	1
442	для данного	3	1
443	и там	2	1
444	наполнения и	1	1
445	переходе от	5	1
446	тем не	1	1
447	речи в	2	1
448	и более	2	1
449	их в	1	1
450	в ряду	2	1
451	и наоборот	1	1
452	необходимо чтобы	2	1
453	т.е на	1	1
454	от более	3	1
455	зрения и	1	1
456	этого слова	2	1
457	что такое	3	1
458	только то	3	1
459	это является	1	1
460	тому что	11	1
461	что те	1	1
462	до конца	3	1
463	но это	2	1
464	в начале	1	1
465	обратимся к	1	1
466	и другое	2	1
467	в то	6	1
468	мысли в	4	1
469	к другим	11	1
470	одно понятие	2	1
471	уже из	2	1
472	одна из	1	1
473	языка его	2	1
474	к новым	1	1
475	тех или	1	1
476	вопрос в	1	1
477	всю совокупность	1	1
478	и структуру	1	1
479	именно этого	1	1
480	того чтобы	10	1
481	мышления в	5	1
482	в самых	1	1
483	при таком	1	1
484	не существует	1	1
485	отношений и	2	1
486	в разных	5	1
487	и становится	1	1
488	связанный с	1	1
489	на одном	2	1
490	этой системы	1	1
491	того как	5	1
492	но движение	1	1
493	при наличии	1	1
494	находятся в	1	1
495	является той	1	1
496	в основе	3	1
497	она никогда	1	1
498	мыслей и	2	1
499	тем более	1	1
500	от него	2	1
501	с понятием	2	1
502	только что	2	1
503	потому что	22	1
504	связи с	3	1
505	о системах	1	1
506	до того	3	1
507	в системе	3	1
508	этом отношении	3	1
509	об этом	1	1
510	это все	1	1
511	не знает	3	1
512	языка в	2	1
513	сказать что	13	1
514	речи и	5	1
515	впервые в	1	1
516	связей и	2	1
517	но когда	2	1
518	область исследования	1	1
519	слова есть	1	1
520	и именно	1	1
521	когда мы	6	1
522	что основной	1	1
523	языке и	2	1
524	с вещами	2	1
525	ли не	1	1
526	с его	3	1
527	только о	1	1
528	же самое	6	1
529	должны быть	1	1
530	вместе с	7	1
531	может происходить	1	1
532	только они	1	1
533	в данную	1	1
534	например в	4	1
535	бы подумать	1	1
536	что при	4	1
537	им и	1	1
538	со времен	1	1
539	этой точки	1	1
540	они не	4	1
