N	2gram	Trubetskoy_1	DiskursI
121	совпадает с	1	2
122	в ней	1	2
123	мы имеем	2	2
124	общих чертах	1	2
125	уже как	1	2
126	отношение к	5	2
127	не более	1	2
128	вследствие этого	1	2
129	в первую	1	2
130	не к	2	2
131	заключает в	2	2
132	и с	10	2
133	входит в	1	2
134	на почве	1	2
135	или из	1	2
136	должно быть	1	2
137	такой же	1	2
138	все это	6	2
139	с точки	6	2
140	их в	1	2
141	никогда не	5	2
142	в области	9	2
143	с их	1	2
144	для себя	1	2
145	с ее	1	2
146	но при	2	2
147	здесь не	1	2
148	в себя	1	2
149	не с	2	2
150	живет в	1	2
151	в результате	3	2
152	первую очередь	1	2
153	между тем	2	2
154	что и	6	2
155	к их	1	2
156	к своим	4	2
157	бытия и	1	2
158	отличается не	1	2
159	именно в	2	2
160	далеко не	4	2
161	и прежде	1	2
162	в соответствии	1	2
163	человеческой жизни	1	2
164	вместе с	15	2
165	или по	2	2
166	о чем	1	2
167	в той	1	2
168	мира с	1	2
169	в свое	1	2
170	в наше	1	2
171	и для	5	2
172	гораздо менее	2	2
173	а в	4	2
174	может и	1	2
175	с ней	3	2
176	другой стороны	1	2
177	что он	4	2
178	и состоит	1	2
179	себя как	1	1
180	как нечто	1	1
181	речь идет	1	1
182	и развитие	1	1
183	для этих	2	1
184	является для	1	1
185	одним из	2	1
186	чтобы не	1	1
187	а между	1	1
188	самом деле	1	1
189	это и	1	1
190	и есть	1	1
191	в первом	1	1
192	можно говорить	1	1
193	но если	2	1
194	между человеком	1	1
195	и могут	1	1
196	к чему	1	1
197	есть не	1	1
198	мы не	1	1
199	повседневной жизни	1	1
200	стечении обстоятельств	1	1
201	с самых	2	1
202	этом не	1	1
203	он как	1	1
204	в сущности	1	1
205	сама в	1	1
206	но даже	1	1
207	ему в	2	1
208	жизни это	1	1
209	не иметь	1	1
210	целого не	1	1
211	а другие	1	1
212	двух или	1	1
213	он сам	1	1
214	людей в	1	1
215	бы то	2	1
216	в чем	1	1
217	события в	1	1
218	во всех	2	1
219	привели к	1	1
220	в ее	1	1
221	друг на	2	1
222	в сторону	1	1
223	к богу	3	1
224	если в	3	1
225	эта особенность	1	1
226	а через	1	1
227	друга и	1	1
228	связи и	1	1
229	мере в	1	1
230	в одной	1	1
231	некоторое время	1	1
232	в одних	1	1
233	однако не	1	1
234	себе не	1	1
235	лицу с	1	1
236	которых является	1	1
237	в этот	1	1
238	то в	1	1
239	в самом	4	1
240	только то	1	1
241	знаменательно что	1	1
242	еще на	2	1
243	в которой	3	1
244	ни один	2	1
245	в нашем	1	1
246	роли в	1	1
247	задний план	1	1
248	которые представляли	1	1
249	но именно	1	1
250	так сказать	1	1
251	и только	4	1
252	первобытного человека	1	1
253	он должен	1	1
254	к одному	1	1
255	не как	2	1
256	в силу	5	1
257	его от	2	1
258	на этом	1	1
259	с этой	3	1
260	таким образом	22	1
261	то ни	2	1
262	различие между	1	1
263	магической силой	1	1
264	лишь в	5	1
265	время и	1	1
266	мире как	1	1
267	и возбуждающей	1	1
268	не совпадает	1	1
269	лишь на	1	1
270	в жизни	1	1
271	из первых	1	1
272	с которого	2	1
273	обходятся без	1	1
274	она и	1	1
275	жизни то	1	1
276	на друга	2	1
277	несмотря на	6	1
278	восходят к	1	1
279	духовной жизни	1	1
280	столь различные	1	1
281	она была	1	1
282	в такой	1	1
283	однако этот	1	1
284	на каждом	1	1
285	верха и	1	1
286	дальнейшее развитие	1	1
287	в которых	4	1
288	жизни с	1	1
289	богу и	2	1
290	человеком и	1	1
291	тем не	3	1
292	по крайней	5	1
293	и более	1	1
294	ничего предосудительного	1	1
295	не должно	1	1
296	том же	1	1
297	необходимо чтобы	1	1
298	не имеющего	1	1
299	случае мы	1	1
300	сознании в	1	1
301	на три	1	1
302	вплоть до	2	1
303	но они	1	1
304	до известной	1	1
305	из нас	1	1
306	самого начала	2	1
307	как о	3	1
308	дело не	1	1
309	к этим	1	1
310	в процессе	2	1
311	и молитвы	2	1
312	чтобы стать	1	1
313	в общих	1	1
314	ничего не	1	1
315	в разных	2	1
316	не вполне	3	1
317	того как	1	1
318	индивидуального существования	1	1
319	и до	1	1
320	однако это	1	1
321	и несколько	1	1
322	настоящего времени	1	1
323	известной степени	1	1
324	только от	1	1
325	начиная с	2	1
326	не могут	2	1
327	но все	7	1
328	и другой	2	1
329	не знаем	1	1
330	с телом	2	1
331	отличается от	2	1
332	только еще	1	1
333	числе и	4	1
334	к тому	6	1
335	его с	1	1
336	указывает на	1	1
337	не есть	1	1
338	утверждать что	2	1
339	представляют собой	1	1
340	питается и	1	1
341	и образ	1	1
342	с самого	3	1
343	во главе	1	1
344	к смерти	1	1
345	как с	1	1
346	этот период	2	1
347	в образе	2	1
348	чем у	1	1
349	можно только	2	1
350	ней и	1	1
351	в эпоху	7	1
352	для этого	2	1
353	и даже	3	1
354	с ним	1	1
355	творец и	2	1
356	и смерть	1	1
357	и здесь	2	1
358	и должно	1	1
359	не был	1	1
360	и т.д	6	1
361	и что	4	1
362	не стоит	1	1
363	мы ничего	1	1
364	на бранном	1	1
365	не позволяет	1	1
366	может не	1	1
367	в значительной	3	1
368	и во	1	1
369	должно было	2	1
370	всякий человек	1	1
371	добра и	2	1
372	грань между	2	1
373	бы человек	1	1
374	с нами	1	1
375	на одном	1	1
376	в глазах	2	1
377	крайней мере	5	1
378	и подражания	1	1
379	исторического развития	2	1
380	он создал	1	1
381	и следовательно	1	1
382	старости и	1	1
383	как она	1	1
384	это всегда	1	1
385	и мир	2	1
386	в позднейших	1	1
387	в миропорядке	1	1
388	каждом шагу	1	1
389	и так	1	1
390	до нас	1	1
391	мира как	1	1
392	от них	2	1
393	так что	3	1
394	для всех	2	1
395	или о	1	1
396	он усматривает	1	1
397	мира то	1	1
398	одном и	1	1
399	только на	1	1
400	во втором	1	1
401	связывается с	3	1
402	и их	1	1
403	в новом	2	1
404	и старый	1	1
405	всяком случае	6	1
406	могло бы	1	1
407	не для	1	1
408	друг друга	1	1
409	случае не	3	1
410	содержанием в	1	1
411	тем что	1	1
412	это по	1	1
413	в других	3	1
414	того что	3	1
415	не были	1	1
416	еще и	1	1
417	бытия в	1	1
418	которое так	1	1
419	которой нет	1	1
420	превращается в	2	1
421	на этот	4	1
422	с конца	1	1
423	которые по	1	1
424	там где	1	1
425	и том	1	1
426	в одно	2	1
427	должна была	2	1
428	и глубоко	1	1
429	к лицу	1	1
430	всем что	1	1
431	этого момента	1	1
432	требует от	2	1
433	из которых	4	1
434	по своему	2	1
435	лицом к	1	1
436	да и	1	1
437	никем не	2	1
438	когда на	1	1
439	и смерти	1	1
440	образцом для	1	1
441	даже в	1	1
442	на пути	2	1
443	и от	4	1
444	что касается	1	1
445	и служило	1	1
446	но для	1	1
447	один из	2	1
448	о мире	1	1
449	но с	3	1
450	от слова	1	1
451	живет и	1	1
452	человека для	1	1
453	его не	2	1
454	когда он	3	1
455	совершенно иной	2	1
456	представляли собой	1	1
457	его жизнь	1	1
458	зрения то	1	1
459	призвана быть	1	1
460	следит за	1	1
461	ни было	2	1
462	же в	1	1
463	быть и	2	1
464	такая система	1	1
465	одной из	5	1
466	сказать что	2	1
467	и зла	1	1
468	их с	1	1
469	одновременно и	2	1
470	из этого	2	1
471	или нескольких	1	1
472	во всяком	6	1
473	том числе	5	1
474	творчество как	1	1
