N	2gram	Propp_Russ_2	Komedia
157	отличие от	3	2
158	отнюдь не	1	2
159	в одной	1	2
160	что именно	1	2
161	этом же	1	2
162	что по	4	2
163	от этого	1	2
164	с той	1	2
165	ни одна	1	2
166	и если	1	2
167	что она	3	2
168	не следует	1	2
169	после этого	2	2
170	и еще	2	2
171	была не	2	2
172	на этом	3	2
173	об этом	2	2
174	связанных с	1	2
175	это не	5	2
176	в это	1	2
177	не всегда	3	2
178	чем в	2	2
179	в развитии	1	2
180	когда в	1	2
181	не более	1	2
182	по всем	3	2
183	всяком случае	1	2
184	бы к	1	2
185	представление о	5	2
186	были известны	1	2
187	в отличие	3	2
188	нельзя отрицать	1	2
189	которые в	1	2
190	не в	4	2
191	в конце	1	2
192	однако в	1	2
193	на пути	1	2
194	одна из	11	2
195	в одном	1	2
196	такая же	1	2
197	и после	3	2
198	не является	1	2
199	в духе	1	2
200	и это	1	2
201	так в	2	2
202	и что	5	2
203	с собой	1	2
204	отрицать что	1	2
205	в состав	2	2
206	или на	8	2
207	комический эффект	1	2
208	после того	2	2
209	и во	1	2
210	и все	4	2
211	под именем	3	2
212	то эта	1	2
213	в другой	1	2
214	также в	2	2
215	представления о	2	2
216	все время	1	2
217	же можно	1	2
218	и дает	1	2
219	тот же	1	2
220	с ними	1	2
221	в какой	1	2
222	и ее	2	2
223	с одной	2	2
224	по случаю	1	2
225	одно из	2	2
226	отношение к	1	2
227	в других	15	2
228	следует признать	1	2
229	рядом с	1	2
230	нет и	1	2
231	с другой	2	2
232	этой комедии	1	2
233	одной стороны	2	2
234	а на	9	2
235	этому времени	1	2
236	должна была	5	2
237	для этой	3	2
238	по своему	1	2
239	в течение	2	2
240	как бы	18	2
241	более поздние	1	2
242	из этого	2	2
243	и жизнь	1	2
244	этим объясняется	1	2
245	во всяком	1	2
246	говорилось выше	1	1
247	исключения и	1	1
248	что эти	1	1
249	по его	1	1
250	в и	3	1
251	на первый	3	1
252	из леса	7	1
253	та же	2	1
254	в полной	1	1
255	в самих	1	1
256	один пример	1	1
257	чтобы у	1	1
258	них по	1	1
259	г к	1	1
260	чем больше	1	1
261	вывод что	2	1
262	между собой	2	1
263	все эти	3	1
264	не был	2	1
265	дают нам	2	1
266	в различных	1	1
267	там и	2	1
268	после обеда	4	1
269	в область	1	1
270	в отчаянии	1	1
271	значение и	1	1
272	самом буквальном	1	1
273	состоял в	1	1
274	не просто	1	1
275	первый взгляд	1	1
276	если она	2	1
277	чем говорилось	1	1
278	тех случаях	1	1
279	он признает	1	1
280	как уже	2	1
281	не являются	1	1
282	ясно почему	1	1
283	более или	1	1
284	следующим образом	5	1
285	этой цели	2	1
286	с нею	1	1
287	жизни в	2	1
288	следует остановиться	1	1
289	которого она	1	1
290	представляет собой	2	1
291	только два	1	1
292	остановиться на	1	1
293	не могла	1	1
294	чтобы установить	1	1
295	ей в	1	1
296	главным образом	3	1
297	до самого	1	1
298	и более	1	1
299	№ в	2	1
300	свою силу	1	1
301	к выводу	1	1
302	в человеческую	3	1
303	от нее	1	1
304	а вместе	1	1
305	к г	1	1
306	совпадают с	1	1
307	в другом	1	1
308	в число	1	1
309	а по	1	1
310	на все	1	1
311	г в	1	1
312	знает что	1	1
313	входит в	1	1
314	ii о	1	1
315	выходя из	1	1
316	еще одно	1	1
317	из первых	1	1
318	он же	1	1
319	дни в	1	1
320	на две	2	1
321	мы видели	7	1
322	ни с	1	1
323	и целые	1	1
324	это сходство	1	1
325	выражение в	1	1
326	и тогда	1	1
327	или менее	1	1
328	в эту	3	1
329	девушки и	2	1
330	и при	2	1
331	таким же	1	1
332	этой связи	1	1
333	нас не	2	1
334	не столько	2	1
335	еще с	1	1
336	это подтверждается	1	1
337	должны были	2	1
338	только для	1	1
339	ее для	1	1
340	тем не	2	1
341	их в	4	1
342	как от	1	1
343	дом и	1	1
344	том же	4	1
345	и очень	1	1
346	человеку не	1	1
347	но они	1	1
348	что эта	1	1
349	с которой	1	1
350	этого же	1	1
351	как о	1	1
352	в основе	1	1
353	иметь в	1	1
354	вытекает из	1	1
355	никогда не	2	1
356	примерно в	1	1
357	ничего не	1	1
358	в углу	1	1
359	детей и	1	1
360	более что	1	1
361	и является	1	1
362	буквальном смысле	1	1
363	представление об	1	1
364	сводится к	1	1
365	так называемый	1	1
366	из того	1	1
367	женщины в	1	1
368	интересующие нас	1	1
369	к себе	1	1
370	представляло собой	1	1
371	и другой	3	1
372	чтобы сделать	1	1
373	и всех	1	1
374	сделано в	1	1
375	разницей что	1	1
376	на улицу	2	1
377	для его	1	1
378	все еще	1	1
379	из себя	1	1
380	это имело	1	1
381	должен быть	2	1
382	выйти замуж	1	1
383	vii в	1	1
384	на основе	1	1
385	был уверен	1	1
386	были у	1	1
387	дитя или	1	1
388	в пределах	1	1
389	приводит к	1	1
390	на очень	1	1
391	что однако	1	1
392	здесь нет	1	1
393	мог бы	1	1
394	вокруг этого	2	1
395	своему происхождению	1	1
396	но у	1	1
397	жизнь и	2	1
398	не имели	2	1
399	но иногда	1	1
400	именно тогда	1	1
401	с ним	1	1
402	не казались	1	1
403	означает что	1	1
404	выводу что	1	1
405	мужчины или	1	1
406	можно найти	1	1
407	а также	4	1
408	достаточное количество	1	1
409	за пределами	2	1
410	водой и	1	1
411	там же	12	1
412	слова эти	1	1
413	нас в	1	1
414	ему же	1	1
415	от них	1	1
416	лица и	1	1
417	но нет	1	1
418	не хуже	1	1
419	во всей	1	1
420	и следовательно	1	1
421	если это	1	1
422	дома в	1	1
423	в литературе	1	1
424	как например	3	1
425	таким способом	1	1
426	по своей	1	1
427	землю и	1	1
428	i в	1	1
429	по свидетельству	1	1
430	в греко-римской	1	1
431	очень много	1	1
432	и даст	1	1
433	они могут	1	1
434	по этому	2	1
435	за которую	1	1
436	человека с	1	1
437	в большинстве	1	1
438	только на	1	1
439	то и	4	1
440	не все	4	1
441	от других	1	1
442	на столе	1	1
443	мир в	1	1
444	не так	1	1
445	для него	1	1
446	земли и	5	1
447	могло бы	1	1
448	с девушкой	1	1
449	как его	1	1
450	на долю	1	1
451	как раз	1	1
452	а мой	1	1
453	ее на	2	1
454	само собой	1	1
455	которые как	1	1
456	и даже	1	1
457	выступает в	1	1
458	из других	1	1
459	а с	2	1
460	имело место	1	1
461	на которые	1	1
462	по всей	3	1
463	и затем	1	1
464	говорит о	2	1
465	как можно	2	1
466	такую же	1	1
467	у нас	4	1
468	до конца	3	1
469	не на	1	1
470	а не	4	1
471	другой стороны	1	1
472	если эти	1	1
473	там где	2	1
474	становится ясным	1	1
475	несмотря на	1	1
476	свою очередь	1	1
477	связь с	3	1
478	этой же	1	1
479	рассматривали как	1	1
480	него в	1	1
481	других случаях	1	1
482	него на	1	1
483	или по	1	1
484	предположить что	4	1
485	ироническое отношение	2	1
486	что весь	1	1
487	если человек	1	1
488	и там	3	1
489	именно в	4	1
490	образом на	1	1
491	по существу	4	1
492	исходя из	1	1
493	в состоянии	1	1
494	в современной	1	1
495	быть не	1	1
496	xix в	3	1
497	подтверждают что	2	1
498	человека который	2	1
499	показывают что	1	1
500	в одних	1	1
501	за ним	3	1
502	содержится в	1	1
503	от конца	1	1
504	в одно	1	1
505	случаях когда	1	1
506	источниках и	1	1
507	ли в	1	1
508	в новой	2	1
509	когда он	1	1
510	не с	2	1
511	ее и	2	1
512	они говорят	1	1
513	тем более	1	1
514	и как	2	1
515	будто бы	5	1
516	том чтобы	2	1
517	в дом	8	1
518	чтобы обеспечить	3	1
519	за этим	2	1
520	а н	3	1
521	к ее	1	1
522	от первого	1	1
523	сказать что	1	1
524	только как	2	1
525	сообщает о	1	1
526	в свою	1	1
527	всех других	1	1
528	ко всему	1	1
529	т е	24	1
530	а может	1	1
531	того или	1	1
532	и эта	1	1
533	так же	4	1
534	как на	1	1
535	все что	1	1
