N	2gram	Tiupa_Lite_2	Istorich
353	к тому	1	1
354	как для	1	1
355	время он	1	1
356	с образом	2	1
357	слов но	2	1
358	приходит к	1	1
359	и о	1	1
360	в виду	2	1
361	свою очередь	1	1
362	здесь не	1	1
363	это единственный	1	1
364	второго лица	1	1
365	приводит к	1	1
366	на свой	1	1
367	обращаясь к	3	1
368	здесь происходит	1	1
369	что может	1	1
370	согласно одной	1	1
371	не за	1	1
372	все того	1	1
373	каждого из	1	1
374	мог бы	1	1
375	как же	1	1
376	остается только	1	1
377	мы в	1	1
378	основана на	1	1
379	с предшествующим	1	1
380	он сам	1	1
381	для этого	2	1
382	где каждый	1	1
383	корабль на	1	1
384	во избежание	1	1
385	сводится к	1	1
386	с полным	1	1
387	себя он	1	1
388	за пределами	1	1
389	никак не	1	1
390	одного из	1	1
391	а также	2	1
392	как форма	1	1
393	нет у	1	1
394	восходит к	2	1
395	на основе	1	1
396	по воспоминаниям	1	1
397	состоит не	1	1
398	во втором	1	1
399	во всей	1	1
400	и только	2	1
401	выступает как	1	1
402	наконец в	2	1
403	в ту	1	1
404	в русском	2	1
405	как правило	3	1
406	в литературе	1	1
407	но с	3	1
408	хотя бы	2	1
409	то он	1	1
410	идет по	1	1
411	тот же	2	1
412	одной из	2	1
413	еще и	1	1
414	на своей	1	1
415	наша цель	1	1
416	но то	1	1
417	или сам	1	1
418	нем из	1	1
419	в эти	1	1
420	это тоже	1	1
421	со своим	1	1
422	вопроса о	1	1
423	что не	2	1
424	а то	1	1
425	на север	1	1
426	одно из	2	1
427	не так	2	1
428	для него	4	1
429	себе в	1	1
430	руки и	1	1
431	ведь это	2	1
432	слова в	1	1
433	дальше в	1	1
434	далекий путь	1	1
435	ее на	1	1
436	он один	1	1
437	нет в	2	1
438	быть названа	1	1
439	что на	1	1
440	и даже	8	1
441	или иной	1	1
442	мы это	1	1
443	есть не	1	1
444	мой сын	1	1
445	что человек	1	1
446	еще точнее	1	1
447	я был	1	1
448	не знали	3	1
449	а с	1	1
450	героя о	1	1
451	по всей	1	1
452	можно назвать	1	1
453	в соответствии	1	1
454	только по	1	1
455	то и	3	1
456	не было	2	1
457	относится к	1	1
458	здесь дело	1	1
459	не знает	2	1
460	над землей	1	1
461	в руках	2	1
462	человек в	1	1
463	подобного рода	1	1
464	и выше	2	1
465	голов но	1	1
466	и ты	3	1
467	нет ничего	1	1
468	исходит от	1	1
469	как это	2	1
470	всем что	1	1
471	книге о	1	1
472	пространства и	1	1
473	к своему	2	1
474	быть это	1	1
475	только как	1	1
476	с некоторыми	1	1
477	такого рода	9	1
478	тому как	2	1
479	в тот	1	1
480	на свете	2	1
481	быть не	2	1
482	сказал себе	1	1
483	есть и	1	1
484	и некоторые	1	1
485	на плечи	2	1
486	этом свете	1	1
487	которых он	1	1
488	и от	1	1
489	в христианстве	1	1
490	это он	1	1
491	он по	1	1
492	мира и	1	1
493	особого рода	1	1
494	от него	1	1
495	в основе	2	1
496	бы в	1	1
497	к этой	2	1
498	тебя за	1	1
499	к ее	1	1
500	всего мира	1	1
501	не соответствующая	1	1
502	из этого	1	1
503	в самом	1	1
504	а я	1	1
505	в искусстве	4	1
506	в своих	2	1
507	по названию	1	1
508	как на	3	1
509	в таком	1	1
510	все что	2	1
511	этой точки	1	1
512	том числе	2	1
