N	2gram	Bakhtin_KF_1	Istorich
115	и она	2	3
116	с ними	3	3
117	вступить в	1	3
118	прежде всего	2	3
119	а через	1	3
120	однако что	2	3
121	превращается в	1	3
122	если это	1	3
123	вступает в	3	3
124	быть и	3	3
125	но это	6	3
126	между прочим	1	3
127	и от	1	3
128	его не	1	3
129	и все	7	3
130	равно как	1	3
131	ее в	1	3
132	все что	1	3
133	ту же	1	2
134	и то	2	2
135	на самом	3	2
136	и есть	9	2
137	в котором	24	2
138	не имеют	1	2
139	той же	1	2
140	вопрос о	2	2
141	время от	1	2
142	целом не	2	2
143	и он	1	2
144	в ней	3	2
145	но конечно	3	2
146	по отношению	26	2
147	в качестве	2	2
148	себе и	3	2
149	вследствие чего	1	2
150	независимо от	3	2
151	его на	2	2
152	как в	2	2
153	в своем	16	2
154	ней в	1	2
155	хотя и	1	2
156	в этот	1	2
157	ни один	1	2
158	образом и	1	2
159	если он	1	2
160	при этом	4	2
161	всех этих	3	2
162	нее и	1	2
163	в виде	2	2
164	так и	2	2
165	но все	5	2
166	же не	1	2
167	на все	1	2
168	большинстве случаев	1	2
169	смерть и	1	2
170	ни в	12	2
171	вовсе не	7	2
172	с тем	2	2
173	и уже	1	2
174	и для	9	2
175	и было	1	2
176	такой же	1	2
177	как таковой	1	2
178	не мог	1	2
179	точки зрения	12	2
180	на месте	1	2
181	не раз	1	2
182	в то	3	2
183	не имеет	5	2
184	одна из	1	2
185	здесь на	1	2
186	я буду	3	2
187	относится к	1	2
188	я теперь	1	2
189	его он	1	2
190	ли это	2	2
191	во все	1	2
192	утверждать что	1	2
193	и это	12	2
194	и о	1	2
195	в другом	3	2
196	с собой	1	2
197	не с	1	2
198	связанных с	1	2
199	образом в	1	2
200	и большой	1	2
201	между тем	4	2
202	в него	2	2
203	же в	1	2
204	дело с	2	2
205	и действительно	6	2
206	и так	1	2
207	в жизни	2	2
208	для нее	7	2
209	что не	3	2
210	него и	1	2
211	а то	1	2
212	себе в	1	2
213	всяком случае	1	2
214	в одном	4	2
215	никто не	1	2
216	только на	1	2
217	и даже	1	2
218	есть только	1	2
219	и др	1	2
220	но есть	2	2
221	не было	8	2
222	здесь дело	1	2
223	всю жизнь	1	2
224	уже давно	1	2
225	и потому	2	2
226	но этот	1	2
227	ко мне	6	2
228	можно сказать	1	2
229	здесь есть	1	2
230	мы найдем	1	2
231	если не	2	2
232	от него	3	2
233	еще более	2	2
234	или не	1	2
235	не дает	3	2
236	нет ничего	1	2
237	совершенно не	6	2
238	отношению к	22	2
239	жизни и	8	2
240	а я	1	2
241	только не	1	2
242	во всяком	1	2
243	также и	1	1
244	самом деле	3	1
245	жили и	1	1
246	бы для	1	1
247	ясно что	3	1
248	и живут	1	1
249	этого мира	3	1
250	и до	1	1
251	действительности и	1	1
252	кто-нибудь стал	1	1
253	и этот	3	1
254	и за	2	1
255	из всех	1	1
256	мы не	3	1
257	и лицо	1	1
258	бы что	1	1
259	нас важно	2	1
260	определенное время	1	1
261	во внутрь	1	1
262	в некотором	3	1
263	нет но	1	1
264	быть в	4	1
265	столь же	1	1
266	в различных	1	1
267	где же	1	1
268	как если	1	1
269	землю и	1	1
270	имеем здесь	1	1
271	мы будем	1	1
272	но как	5	1
273	к которой	2	1
274	со всеми	2	1
275	нельзя говорить	1	1
276	к ним	4	1
277	не просто	1	1
278	браку но	1	1
279	нет и	3	1
280	есть просто	1	1
281	только путем	1	1
282	отнюдь не	6	1
283	более чем	1	1
284	от до	1	1
285	что ее	1	1
286	такова же	1	1
287	все остальные	1	1
288	бы я	1	1
289	из сознания	1	1
290	его к	2	1
291	ее от	1	1
292	он находится	1	1
293	ясно и	3	1
294	что это	3	1
295	бы не	3	1
296	ни одна	2	1
297	как основной	1	1
298	бы только	1	1
299	на то	1	1
300	человек не	2	1
301	этот процесс	1	1
302	но прежде	1	1
303	исходит из	1	1
304	не следует	1	1
305	главным образом	1	1
306	должна быть	4	1
307	перестает быть	1	1
308	видеть в	1	1
309	действительно есть	1	1
310	весь и	1	1
311	не как	4	1
312	прочим и	1	1
313	в корне	2	1
314	из него	3	1
315	его от	1	1
316	и по	1	1
317	будем говорить	1	1
318	все с	1	1
319	по своему	3	1
320	за свою	1	1
321	мне в	4	1
322	могла бы	4	1
323	не будет	2	1
324	ним в	1	1
325	если ты	3	1
326	в мире	6	1
327	об этом	1	1
328	может возникнуть	1	1
329	бы быть	5	1
330	где оно	1	1
331	а как	2	1
332	входит в	3	1
333	со всех	1	1
334	и тем	3	1
335	и находит	1	1
336	одной из	1	1
337	только одно	1	1
338	но уже	1	1
339	этого она	1	1
340	она и	1	1
341	случае мы	2	1
342	соответствии с	2	1
343	а за	1	1
344	которой он	2	1
345	чем в	1	1
346	стороны ее	1	1
347	и видит	1	1
348	в эту	1	1
349	в своей	10	1
350	художественного творчества	1	1
351	с точки	9	1
352	она в	1	1
353	от времени	1	1
354	вышел из	1	1
355	выходит из	1	1
356	ко всему	5	1
357	жизни является	2	1
358	что этот	3	1
359	по себе	2	1
360	и очень	1	1
361	как из	1	1
362	меня не	3	1
363	здесь входить	1	1
364	образом я	1	1
365	и сама	1	1
366	например что	1	1
367	совершенно правильно	1	1
368	для всего	1	1
369	находятся в	1	1
370	на волю	2	1
371	впрочем в	1	1
372	такая же	1	1
373	меня и	3	1
374	во всем	7	1
375	как я	1	1
376	меня с	1	1
377	до того	1	1
378	только с	3	1
379	есть исторически	1	1
380	в каком	4	1
381	к таким	1	1
382	но там	1	1
383	оно именно	1	1
384	и другой	1	1
385	лежит в	1	1
386	отличается от	1	1
387	всего что	1	1
388	не есть	20	1
389	и тот	1	1
390	для героя	1	1
391	где он	3	1
392	него как	1	1
393	ничего общего	2	1
394	быть рассмотрена	1	1
395	с ее	2	1
396	как не	1	1
397	свою очередь	1	1
398	меня в	3	1
399	на нем	2	1
400	в ее	16	1
401	и получает	1	1
402	нем я	3	1
403	и этим	3	1
404	в себя	7	1
405	именно момент	1	1
406	только через	1	1
407	чтобы дать	2	1
408	это можно	2	1
409	его совершенно	1	1
410	отсюда и	3	1
411	этой мысли	1	1
412	чтобы быть	2	1
413	во второй	1	1
414	и всякого	1	1
415	для этого	2	1
416	с ним	5	1
417	смысле и	2	1
418	но здесь	3	1
419	может ничего	1	1
420	в индивидуальный	1	1
421	а время	1	1
422	и должно	1	1
423	и входит	1	1
424	и та	2	1
425	другими словами	1	1
426	с другим	1	1
427	она всегда	1	1
428	ли она	1	1
429	последних двух	1	1
430	и положение	2	1
431	тем как	3	1
432	и только	6	1
433	здесь в	1	1
434	есть что	1	1
435	всегда в	1	1
436	которой и	1	1
437	тот же	1	1
438	хотя бы	4	1
439	ему и	1	1
440	всего мы	1	1
441	именно на	2	1
442	конечно не	7	1
443	не можем	1	1
444	в большинстве	1	1
445	всем его	3	1
446	неправильно будет	1	1
447	не знать	1	1
448	предположение что	1	1
449	или просто	1	1
450	он имеет	2	1
451	одно из	1	1
452	и их	6	1
453	ты должен	1	1
454	могло бы	4	1
455	и должна	3	1
456	себя от	1	1
457	уже и	1	1
458	от того	3	1
459	к двум	1	1
460	были бы	2	1
461	это лишь	1	1
462	в каких	1	1
463	она является	1	1
464	чтобы я	1	1
465	и затем	1	1
466	есть на	2	1
467	себя и	2	1
468	только к	1	1
469	предмет и	2	1
470	в соответствии	2	1
471	она может	1	1
472	ничем не	1	1
473	жизнь в	1	1
474	что мы	1	1
475	для этой	3	1
476	нигде не	3	1
477	человека как	1	1
478	лежащие на	1	1
479	к себе	2	1
480	всем что	1	1
481	но такое	1	1
482	над ним	1	1
483	и объект	1	1
484	в жизнь	1	1
485	что за	2	1
486	не существенно	1	1
487	смысле этого	1	1
488	по которой	1	1
489	как бы	9	1
490	и всей	1	1
491	это значит	1	1
492	том смысле	1	1
493	дело здесь	2	1
494	этого слова	2	1
495	только для	1	1
496	о его	1	1
497	все это	10	1
498	в один	1	1
499	но для	2	1
500	это уже	2	1
501	при таком	1	1
502	не существует	1	1
503	войти в	2	1
504	человек и	1	1
505	жить и	2	1
506	это может	1	1
507	или нет	1	1
508	они имеют	1	1
509	которой мы	1	1
510	мы ничего	1	1
511	все они	1	1
512	они находятся	1	1
513	и законов	1	1
514	могли быть	1	1
515	слова я	1	1
516	не знает	5	1
517	была бы	1	1
518	но можно	4	1
519	в иной	1	1
520	и также	1	1
521	характерной чертой	1	1
522	бы его	1	1
523	это и	2	1
524	на своем	3	1
525	всякий предмет	2	1
526	но эти	1	1
527	и эта	2	1
528	это в	1	1
529	я могу	5	1
530	им и	1	1
