N	2gram	Vinokur_Ku_3	SlovoVZh
98	поэтического произведения	1	3
99	тем не	9	3
100	этой точки	1	3
101	как к	2	3
102	и более	3	3
103	не должна	1	3
104	по себе	6	3
105	сих пор	8	3
106	не менее	12	3
107	все это	2	3
108	но для	3	3
109	и для	1	3
110	отношении к	1	3
111	в каком	3	3
112	как не	1	2
113	и то	1	2
114	как это	7	2
115	действия и	1	2
116	те же	7	2
117	по природе	1	2
118	в строгой	1	2
119	на материале	2	2
120	мы имеем	2	2
121	мы в	1	2
122	нас и	1	2
123	почти исключительно	1	2
124	и здесь	2	2
125	искусства и	1	2
126	возможна только	1	2
127	но мы	2	2
128	и что	7	2
129	между собой	1	2
130	в чем	5	2
131	формы то	1	2
132	тем как	1	2
133	данном случае	4	2
134	в данном	7	2
135	к слову	1	2
136	в его	11	2
137	что и	6	2
138	подчеркнуть что	2	2
139	и содержания	2	2
140	относится к	2	2
141	независимо от	5	2
142	поскольку они	1	2
143	в своем	4	2
144	кроме того	2	2
145	социальной среды	1	2
146	как уже	1	2
147	в какой	3	2
148	словом и	1	2
149	и потому	1	2
150	что слово	3	2
151	и так	1	2
152	в самое	1	2
153	бы не	3	2
154	с одной	4	2
155	из общей	1	2
156	уже в	3	2
157	тому же	3	2
158	и те	1	2
159	имеем в	1	2
160	слово это	2	2
161	он не	3	2
162	не так	3	2
163	в корне	2	2
164	в зависимости	7	2
165	но что	1	2
166	общения и	1	2
167	форма в	1	2
168	но все	2	2
169	в особенности	2	2
170	же важна	1	2
171	конечно в	1	2
172	на примере	1	2
173	с другими	2	2
174	это не	3	2
175	как же	3	2
176	более того	1	2
177	одной стороны	4	2
178	зависит от	1	2
179	самое слово	1	2
180	другой стороны	3	2
181	там где	3	2
182	и слово	1	2
183	смысл и	2	2
184	ни на	2	2
185	вместе с	2	2
186	в отношении	3	2
187	к его	2	2
188	но не	3	2
189	точку зрения	2	2
190	высказывания и	1	2
191	речи в	7	2
192	с этой	3	2
193	она не	3	2
194	еще раз	2	2
195	с точки	16	2
196	в условиях	2	2
197	такой же	2	2
198	тогда когда	4	2
199	в то	3	2
200	на него	3	2
201	ничего не	6	2
202	все они	2	2
203	в этих	2	2
204	есть уже	1	2
205	но это	5	2
206	между ними	1	2
207	же относится	1	2
208	могут быть	6	2
209	же самое	1	2
210	на это	1	2
211	что в	13	2
212	как на	8	2
213	и другие	1	2
214	не есть	3	2
215	к этому	1	2
216	если же	2	2
217	ту же	1	1
218	например в	1	1
219	же как	1	1
220	как мы	5	1
221	и о	4	1
222	чтобы не	2	1
223	даже наиболее	1	1
224	сам по	3	1
225	свою очередь	1	1
226	задачи в	1	1
227	на основе	1	1
228	совершенно ясно	2	1
229	это и	3	1
230	характер и	1	1
231	тем же	2	1
232	только то	3	1
233	когда человек	1	1
234	и общая	1	1
235	то время	1	1
236	строгой зависимости	1	1
237	по преимуществу	3	1
238	не те	1	1
239	целого которое	1	1
240	дано в	2	1
241	не имеют	1	1
242	с таким	1	1
243	слово есть	3	1
244	по аналогии	1	1
245	можно было	11	1
246	часть его	1	1
247	так называемую	2	1
248	нуждаются в	1	1
249	себе как	1	1
250	часто в	1	1
251	это только	1	1
252	же просто	1	1
253	разговорного языка	1	1
254	для этого	6	1
255	само слово	1	1
256	на себя	2	1
257	и такой	2	1
258	конечно уже	1	1
259	сводится к	1	1
260	для одной	1	1
261	так называемые	1	1
262	так не	1	1
263	к общему	1	1
264	и являются	1	1
265	что каждый	1	1
266	не нужно	1	1
267	и кровь	1	1
268	важна здесь	1	1
269	столь же	4	1
270	с соответствующими	1	1
271	для какой	1	1
272	в конечном	1	1
273	то слово	1	1
274	важно не	1	1
275	то мы	3	1
276	то в	3	1
277	от его	1	1
278	политических и	1	1
279	коем случае	1	1
280	конечном счете	1	1
281	в общем	6	1
282	отдельные моменты	1	1
283	менее всего	1	1
284	искусства в	1	1
285	отметить что	3	1
286	крайней мере	1	1
287	того в	1	1
288	что они	2	1
289	именно в	3	1
290	сама по	2	1
291	были не	1	1
292	стал бы	1	1
293	в теории	1	1
294	слов и	5	1
295	знания и	1	1
296	в лучшем	1	1
297	в одной	1	1
298	что именно	3	1
299	сказать то	1	1
300	в современной	1	1
301	что здесь	1	1
302	как например	2	1
303	предметы и	1	1
304	перед нами	1	1
305	которые определяли	1	1
306	хотя и	5	1
307	в двух	2	1
308	и понимания	1	1
309	тот же	6	1
310	в поэтическом	1	1
311	мы увидим	1	1
312	более или	2	1
313	увидим что	2	1
314	науку от	1	1
315	зрения как	1	1
316	именно эта	1	1
317	чего же	1	1
318	тому как	2	1
319	может дать	1	1
320	во времени	1	1
321	отношения между	4	1
322	отказывается от	1	1
323	что это	3	1
324	в целом	4	1
325	формы в	1	1
326	формальный метод	1	1
327	литературе и	1	1
328	это же	1	1
329	же метод	1	1
330	самое содержание	2	1
331	если мы	7	1
332	не то	2	1
333	думать что	1	1
334	им в	1	1
335	не можем	1	1
336	и политической	1	1
337	содержания так	1	1
338	обоих этих	1	1
339	значение и	1	1
340	жива еще	1	1
341	в виде	1	1
342	не исчерпывает	2	1
343	различает в	1	1
344	что она	5	1
345	противном случае	1	1
346	или даже	1	1
347	при помощи	1	1
348	и обратно	1	1
349	они пытаются	1	1
350	же реальное	1	1
351	сказано в	1	1
352	формы но	2	1
353	и их	1	1
354	всяком случае	1	1
355	понять эту	1	1
356	не как	2	1
357	в одном	2	1
358	и вот	3	1
359	вовсе не	5	1
360	дело и	1	1
361	речь и	1	1
362	на этом	2	1
363	или иных	1	1
364	само собой	1	1
365	здесь мы	1	1
366	и только	3	1
367	что все	2	1
368	этой задачи	1	1
369	смысл слова	3	1
370	сознание и	1	1
371	в другом	1	1
372	выходит за	1	1
373	этих форм	2	1
374	зрения на	3	1
375	написанного или	1	1
376	должно быть	7	1
377	входит в	1	1
378	на протяжении	2	1
379	одна форма	1	1
380	них в	1	1
381	ко второму	1	1
382	деле в	1	1
383	говорить и	3	1
384	и тех	1	1
385	и иных	1	1
386	и мы	1	1
387	было бы	16	1
388	речи а	2	1
389	этом смысле	1	1
390	и прежде	1	1
391	уже сказано	1	1
392	и тем	6	1
393	один и	2	1
394	определяется тем	1	1
395	что для	1	1
396	поэтому можно	1	1
397	само собою	2	1
398	не было	4	1
399	рядом с	1	1
400	а с	3	1
401	не знает	2	1
402	все равно	1	1
403	далеко не	5	1
404	и самый	2	1
405	в ее	4	1
406	в слове	4	1
407	не всегда	1	1
408	он имеет	2	1
409	несмотря на	1	1
410	они являются	1	1
411	нашему маленькому	1	1
412	в плоть	1	1
413	можно усвоить	1	1
414	о чем	2	1
415	оно вполне	1	1
416	на эту	1	1
417	и было	1	1
418	форма и	3	1
419	случае слово	1	1
420	обратимся к	1	1
421	и того	2	1
422	остается в	2	1
423	для этой	1	1
424	и становится	1	1
425	мы видели	3	1
426	или менее	2	1
427	но если	3	1
428	в частности	2	1
429	когда имеется	1	1
430	то он	3	1
431	материалу в	1	1
432	и без	2	1
433	подхода к	2	1
434	одним и	2	1
435	она в	1	1
436	плоть и	1	1
437	чем более	1	1
438	какие именно	1	1
439	свой смысл	1	1
440	не могут	5	1
441	так мы	1	1
442	и независимо	1	1
443	что я	1	1
444	признать что	1	1
445	он будет	2	1
446	наряду с	1	1
447	нельзя было	1	1
448	формы является	1	1
449	ни была	1	1
450	и тот	2	1
451	которые в	4	1
452	основное требование	1	1
453	оно начинает	1	1
454	скорее можно	1	1
455	по крайней	1	1
456	слов в	1	1
457	в особых	1	1
458	не должно	1	1
459	или напечатанного	1	1
460	иной точки	1	1
461	того кто	1	1
462	в словах	1	1
463	для нее	1	1
464	что до	1	1
465	зрения и	1	1
466	материал для	2	1
467	же мы	4	1
468	случае мы	1	1
469	степень его	1	1
470	чрезвычайно важный	1	1
471	только для	2	1
472	точно и	1	1
473	слово к	1	1
474	теперь остается	1	1
475	не лингвистическая	3	1
476	в смысле	1	1
477	в противном	1	1
478	как о	3	1
479	в русской	1	1
480	к вопросу	2	1
481	она должна	1	1
482	и остается	1	1
483	тех или	1	1
484	слово здесь	1	1
485	в основе	1	1
486	время как	1	1
487	уже на	1	1
488	поэтикой и	3	1
489	того чтобы	11	1
490	чем не	1	1
491	лицо и	1	1
492	для всего	1	1
493	о материале	3	1
494	рассматривать как	1	1
495	взаимоотношения и	1	1
496	в результате	3	1
497	всем тем	1	1
498	в коем	1	1
499	в качестве	2	1
500	или иным	2	1
501	речи с	1	1
502	к одной	1	1
503	слова как	2	1
504	же время	1	1
505	моментов которые	1	1
506	от него	1	1
507	еще более	2	1
508	тем более	5	1
509	не должен	1	1
510	мы должны	3	1
511	ровно ничего	1	1
512	по своей	1	1
513	дана в	1	1
514	а лишь	3	1
515	всей жизни	1	1
516	убедиться в	1	1
517	бы по	1	1
518	связи с	6	1
519	знают что	1	1
520	можно только	1	1
521	здесь же	1	1
522	случае нельзя	1	1
523	следует отметить	1	1
524	в свою	1	1
525	этого нам	2	1
526	это уже	3	1
527	как будто	1	1
528	и делает	1	1
529	нам не	1	1
530	в области	14	1
531	образом не	2	1
532	свое значение	1	1
533	этого сам	1	1
534	представлять себе	1	1
535	у нас	10	1
536	конечно только	1	1
537	языка в	6	1
538	только как	4	1
539	виду не	1	1
540	они как	1	1
541	по поэтике	1	1
542	на общий	1	1
543	равно как	2	1
544	книжный рынок	1	1
545	составная часть	1	1
546	является и	2	1
547	когда мы	3	1
548	или иного	3	1
549	культуры в	1	1
550	я и	3	1
551	должны быть	1	1
552	лингвистической точки	1	1
553	этого события	1	1
554	другими формами	1	1
555	они вошли	1	1
556	и эта	1	1
557	как некая	1	1
558	раз подчеркнуть	1	1
559	и содержанием	1	1
560	в таком	4	1
561	во всяком	2	1
562	они не	3	1
563	слова это	1	1
564	к тому	3	1
