N	2gram	Tiupa_Hudo_2	Problemy
101	знает и	2	5
102	от себя	1	5
103	в конце	1	5
104	даже в	1	5
105	во время	1	5
106	на него	3	5
107	себе самом	1	5
108	да и	5	5
109	его с	1	5
110	и это	3	5
111	я теперь	1	5
112	в глаза	1	5
113	в том	15	5
114	с ними	3	5
115	так что	1	5
116	и даже	1	5
117	как к	1	5
118	героя в	1	5
119	бы уже	1	4
120	во внутреннем	1	4
121	в мире	7	4
122	он в	1	4
123	нет и	1	4
124	же и	2	4
125	над собой	1	4
126	та же	2	4
127	что это	5	4
128	последнее слово	1	4
129	но все	1	4
130	же не	2	4
131	из своего	1	4
132	его в	2	4
133	в них	3	4
134	рядом с	5	4
135	зубной боли	1	4
136	в своей	6	4
137	но он	1	4
138	ли я	1	4
139	по себе	1	4
140	никогда не	5	4
141	как раз	4	4
142	как будто	4	4
143	той или	1	4
144	еще в	1	4
145	все его	3	4
146	между тем	8	4
147	другого в	1	4
148	тотчас же	1	4
149	наконец в	1	4
150	все время	3	4
151	и так	1	4
152	теперь в	2	4
153	и у	2	4
154	только на	5	4
155	не принимает	1	4
156	так как	1	4
157	не о	1	4
158	у него	5	4
159	тем что	6	4
160	или иной	2	4
161	с другой	3	4
162	что не	2	4
163	до конца	1	4
164	а не	14	4
165	с которым	1	4
166	но как	1	4
167	в творчестве	1	4
168	его внутренней	1	4
169	в той	1	4
170	человек и	1	4
171	к чужому	3	4
172	бы в	1	4
173	но зато	1	4
174	я в	1	4
175	а между	4	3
176	это и	1	3
177	за собой	1	3
178	высшей степени	1	3
179	обойтись без	1	3
180	он знает	2	3
181	говорить о	2	3
182	как символ	1	3
183	бы то	1	3
184	во всех	1	3
185	установкой на	1	3
186	для других	3	3
187	а он	1	3
188	в общем	1	3
189	за пределы	1	3
190	в одной	1	3
191	когда он	1	3
192	его к	1	3
193	все эти	1	3
194	ее как	1	3
195	тому же	2	3
196	него и	1	3
197	то ни	1	3
198	было бы	3	3
199	этого не	1	3
200	в котором	6	3
201	самого героя	1	3
202	не как	2	3
203	собой и	1	3
204	раз и	1	3
205	с миром	1	3
206	а так	1	3
207	ничего не	5	3
208	к концу	1	3
209	и т.д	2	3
210	с ее	5	3
211	не могу	3	3
212	в ее	18	3
213	и говорит	1	3
214	сводится к	6	3
215	это я	1	3
216	из рассказа	1	3
217	что и	4	3
218	это не	6	3
219	того что	1	3
220	нуждается в	2	3
221	он уже	2	3
222	со всеми	1	3
223	уже не	10	3
224	уже в	1	3
225	из них	2	3
226	его и	2	3
227	другого и	2	3
228	о своей	1	3
229	а с	3	3
230	эти слова	1	3
231	сам не	2	3
232	другого человека	1	3
233	рассказ в	1	3
234	в начале	1	3
235	которой он	1	3
236	не мог	1	3
237	и от	2	3
238	ибо в	2	3
239	и вдруг	1	3
240	том что	19	3
241	сказать что	2	3
242	другой стороны	1	3
243	бы его	1	3
244	каждое слово	1	3
245	я и	6	2
246	например в	1	2
247	чтобы не	3	2
248	показать что	1	2
249	в первом	2	2
250	его же	1	2
251	смерти отца	1	2
252	а как	2	2
253	она в	2	2
254	же ты	1	2
255	время как	1	2
256	на чужое	1	2
257	одного слова	2	2
258	кто же	1	2
259	в каждой	1	2
260	в ней	3	2
261	столь же	3	2
262	со словами	1	2
263	бы не	3	2
264	именно тем	1	2
265	эта особенность	1	2
266	не просто	1	2
267	однако в	2	2
268	в своем	5	2
269	хотя и	1	2
270	в которой	1	2
271	бы и	4	2
272	мне не	1	2
273	бы с	2	2
274	раз в	3	2
275	но ведь	1	2
276	как он	3	2
277	так сказать	1	2
278	теми же	1	2
279	при этом	11	2
280	но именно	2	2
281	что рассказ	1	2
282	собой не	1	2
283	их в	1	2
284	на этом	2	2
285	ни был	1	2
286	а затем	1	2
287	что все	3	2
288	той же	2	2
289	это было	2	2
290	с другими	3	2
291	то все	1	2
292	он все	1	2
293	достоевского и	1	2
294	после стольких	1	2
295	мы с	3	2
296	же я	2	2
297	в этих	3	2
298	с точки	2	2
299	своего рода	16	2
300	и другого	1	2
301	бы так	1	2
302	что сам	1	2
303	тому что	4	2
304	что с	1	2
305	не менее	5	2
306	мысли в	1	2
307	своего героя	1	2
308	о них	3	2
309	подобно тому	4	2
310	этих двух	1	2
311	и лишь	1	2
312	к ней	2	2
313	по своей	1	2
314	такая же	1	2
315	внутренней жизни	4	2
316	теперь когда	1	2
317	есть только	1	2
318	лежит в	1	2
319	бы он	1	2
320	и он	3	2
321	характер и	2	2
322	всей своей	1	2
323	приводит к	2	2
324	в дальнейшем	1	2
325	с собой	2	2
326	можно было	3	2
327	на нее	1	2
328	те же	2	2
329	времени и	1	2
330	особенно в	1	2
331	жизнь и	1	2
332	о нем	2	2
333	именно потому	1	2
334	о том	12	2
335	реплики внутреннего	1	2
336	не знаю	1	2
337	и об	2	2
338	быть и	1	2
339	слове и	1	2
340	отца не	1	2
341	вне себя	1	2
342	среди других	3	2
343	одной из	3	2
344	что даже	2	2
345	но ни	1	2
346	то в	4	2
347	себя в	8	2
348	теперь же	3	2
349	со своим	3	2
350	в сторону	1	2
351	в жизни	8	2
352	в душе	8	2
353	за ним	1	2
354	мы знаем	2	2
355	ты меня	1	2
356	не случайно	10	2
357	тогда в	2	2
358	один в	1	2
359	что на	3	2
360	была и	2	2
361	такое же	1	2
362	говорит о	4	2
363	всю жизнь	1	2
364	в рассказе	21	2
365	слова не	1	2
366	становится для	1	2
367	вступает в	1	2
368	теперь он	1	2
369	в темноте	1	2
370	вместе с	2	2
371	тому как	4	2
372	его собственные	1	2
373	с тобой	1	2
374	из этого	1	2
375	с этой	1	2
376	слиться с	1	2
377	но для	1	2
378	пока еще	3	2
379	это уже	2	2
380	самое главное	1	2
381	или в	3	2
382	в речи	1	2
383	я хотел	1	2
384	хотя бы	2	2
385	будто бы	3	2
386	и внутренне	2	2
387	найти себя	1	2
388	себе но	2	2
389	ни на	1	2
390	это в	1	2
391	путь к	1	1
392	одним из	1	1
393	о героях	1	1
394	функции в	1	1
395	и через	1	1
396	к духовной	1	1
397	характера а	2	1
398	самим по	1	1
399	в сердце	1	1
400	на грош	1	1
401	но тем	2	1
402	с какой-то	1	1
403	которой так	1	1
404	здесь и	1	1
405	по преимуществу	3	1
406	характер это	1	1
407	голову что	1	1
408	все те	2	1
409	к рассказу	1	1
410	собою в	1	1
411	рассказ и	2	1
412	отношения к	1	1
413	по его	3	1
414	которыми он	1	1
415	человеком и	1	1
416	своего внутреннего	1	1
417	мы не	1	1
418	других людях	1	1
419	когда герой	1	1
420	жизнь внешняя	1	1
421	и понять	1	1
422	они были	2	1
423	ему в	2	1
424	он вовсе	1	1
425	и самого	1	1
426	а другие	1	1
427	разумеется не	1	1
428	он был	1	1
429	я на	1	1
430	оглядки на	1	1
431	бы она	1	1
432	то он	1	1
433	только желание	1	1
434	человеке в	1	1
435	себе он	1	1
436	к которой	1	1
437	я я	1	1
438	тех же	1	1
439	к богу	1	1
440	его сознания	1	1
441	не все	3	1
442	пусть бы	1	1
443	с отцом	1	1
444	в качестве	4	1
445	xix столетия	1	1
446	него с	1	1
447	друг от	1	1
448	мне же	1	1
449	отнюдь не	2	1
450	чем же	1	1
451	его я	1	1
452	независимо от	1	1
453	без другого	2	1
454	за этим	1	1
455	ней в	1	1
456	как нам	1	1
457	перед нами	11	1
458	и смеялась	1	1
459	в точке	1	1
460	самое важное	1	1
461	вовлекается в	1	1
462	чтобы заставить	1	1
463	не дано	1	1
464	составляет содержание	1	1
465	оттого что	1	1
466	кричит в	1	1
467	но тотчас	1	1
468	ни один	1	1
469	он боялся	1	1
470	пошла из	1	1
471	в ответ	3	1
472	чужих слов	1	1
473	тоже не	2	1
474	в этой	5	1
475	нами в	1	1
476	не стали	1	1
477	роль в	2	1
478	чужого голоса	1	1
479	точно такое	1	1
480	не могла	5	1
481	его но	1	1
482	человек не	1	1
483	в общении	1	1
484	улыбался и	1	1
485	не следует	1	1
486	к миру	1	1
487	еще раньше	1	1
488	из виду	1	1
489	свое время	1	1
490	на жизнь	1	1
491	своему внешне	1	1
492	не бывает	1	1
493	и заключается	1	1
494	человека в	4	1
495	в косвенной	1	1
496	здесь мы	1	1
497	и тайным	2	1
498	и характер	1	1
499	об этом	7	1
500	и внутренняя	1	1
501	а его	1	1
502	боли о	1	1
503	независимость от	1	1
504	его личности	1	1
505	непосредственным продолжением	1	1
506	пока он	1	1
507	главного героя	2	1
508	любовь к	1	1
509	делает его	1	1
510	участие в	1	1
511	только одно	1	1
512	она и	1	1
513	освободиться от	1	1
514	все было	3	1
515	личности не	2	1
516	для чего	1	1
517	благодаря такому	1	1
518	такою же	1	1
519	и было	2	1
520	этого произведения	3	1
521	я ты	1	1
522	в один	1	1
523	и видит	2	1
524	в г	2	1
525	что сознание	1	1
526	себе с	1	1
527	том как	2	1
528	таким же	1	1
529	рассказа о	1	1
530	и ее	3	1
531	о герое	1	1
532	смысле можно	1	1
533	же это	1	1
534	вот он	4	1
535	еще нет	1	1
536	но у	1	1
537	что говорит	2	1
538	мысли и	2	1
539	с уверенностью	1	1
540	признать что	1	1
541	еще из	1	1
542	нем он	1	1
543	другом и	1	1
544	с такою	2	1
545	тем не	4	1
546	и более	1	1
547	том же	1	1
548	для нее	4	1
549	а вот	2	1
550	же такое	1	1
551	нас к	1	1
552	любви и	3	1
553	будем жить	1	1
554	весь в	1	1
555	в рассказах	1	1
556	после себя	1	1
557	она не	5	1
558	от нас	1	1
559	которых он	1	1
560	дело в	1	1
561	одна из	2	1
562	на себе	1	1
563	в основе	2	1
564	же его	1	1
565	во всякой	1	1
566	того чтобы	4	1
567	чем не	1	1
568	для всего	1	1
569	только не	2	1
570	и всегда	1	1
571	не лучше	1	1
572	отметим еще	1	1
573	в самой	1	1
574	того в	1	1
575	это именно	1	1
576	как она	1	1
577	к вам	1	1
578	а лишь	1	1
579	по первому	1	1
580	и при	1	1
581	возвращает нас	1	1
582	этом отношении	1	1
583	и выводы	1	1
584	не слышит	1	1
585	перед ним	1	1
586	когда мы	1	1
587	мотив становится	1	1
588	отличается от	1	1
589	же самое	3	1
590	об одном	1	1
591	все не	1	1
592	всего в	1	1
593	значительной степени	1	1
594	и мне	2	1
595	мысли о	2	1
596	они и	2	1
597	а ее	1	1
598	для того	4	1
599	оно не	2	1
600	время он	1	1
601	мыслит о	1	1
602	люди что	1	1
603	я тебя	1	1
604	приходит к	2	1
605	не совсем	1	1
606	но по	1	1
607	что героиня	1	1
608	от друга	1	1
609	других героев	1	1
610	здесь не	2	1
611	данном случае	2	1
612	для читателя	1	1
613	не вступает	1	1
614	в себя	1	1
615	но мы	1	1
616	то время	1	1
617	на свой	2	1
618	другая скрытая	1	1
619	участия в	1	1
620	найти в	1	1
621	говорить с	1	1
622	за этими	2	1
623	в последней	2	1
624	является в	1	1
625	но иногда	1	1
626	был не	1	1
627	если бы	6	1
628	голоса за	1	1
629	смысле и	1	1
630	никогда и	1	1
631	только бы	1	1
632	его художественной	1	1
633	положении он	1	1
634	зрения на	2	1
635	этом произведении	1	1
636	никак не	1	1
637	героя не	3	1
638	образом в	1	1
639	его тело	1	1
640	после того	1	1
641	душ и	1	1
642	любви к	2	1
643	в значительной	1	1
644	нас в	1	1
645	других людей	1	1
646	должно было	1	1
647	нет у	1	1
648	все в	1	1
649	первая фраза	2	1
650	а у	1	1
651	он прямо	1	1
652	во втором	2	1
653	вдруг обрывается	1	1
654	на одном	1	1
655	что человек	1	1
656	других но	1	1
657	мыслей и	1	1
658	и только	2	1
659	по разным	1	1
660	даже для	1	1
661	боли в	1	1
662	его знает	1	1
663	и она	1	1
664	у которого	2	1
665	была не	1	1
666	меня так	1	1
667	героя от	1	1
668	уходит в	1	1
669	как например	1	1
670	один из	2	1
671	но с	1	1
672	сразу же	1	1
673	и встречает	1	1
674	и дело	1	1
675	согласиться с	1	1
676	меня и	1	1
677	и весьма	1	1
678	еще и	2	1
679	и любовь	1	1
680	впрочем и	2	1
681	слову я	1	1
682	деле не	3	1
683	одних и	1	1
684	собственного голоса	1	1
685	не происходит	1	1
686	на мир	1	1
687	в уста	1	1
688	с одной	3	1
689	не то	1	1
690	без этого	1	1
691	следил за	1	1
692	для всех	1	1
693	говорит то	2	1
694	то и	4	1
695	же из	1	1
696	героя с	1	1
697	этот момент	1	1
698	на свое	1	1
699	или даже	1	1
700	и других	1	1
701	превращаются в	1	1
702	ответ на	2	1
703	характерно что	3	1
704	себе в	2	1
705	ведь это	1	1
706	что хотел	1	1
707	не для	1	1
708	среди которых	1	1
709	для меня	1	1
710	забыть и	1	1
711	говорил он	1	1
712	он мог	1	1
713	к той	2	1
714	ее на	2	1
715	в других	4	1
716	одну реплику	1	1
717	героя его	1	1
718	рассказа и	2	1
719	до сих	2	1
720	и тех	3	1
721	по своим	1	1
722	а именно	1	1
723	человека а	1	1
724	к которому	1	1
725	при всей	1	1
726	действующих лиц	1	1
727	в банке	1	1
728	превращается в	4	1
729	ей не	2	1
730	не обращая	1	1
731	был в	1	1
732	своей любви	1	1
733	обращенной к	2	1
734	о чем	8	1
735	жизнь в	2	1
736	и пошлы	1	1
737	в символ	1	1
738	слов о	1	1
739	его высшей	1	1
740	все более	1	1
741	нет ничего	2	1
742	человек в	3	1
743	него в	1	1
744	о своих	1	1
745	глядят на	1	1
746	рассказчика о	1	1
747	зачем же	1	1
748	и потому	1	1
749	в строгом	2	1
750	в москве	1	1
751	да я	1	1
752	внутреннего человека	1	1
753	всех людей	1	1
754	в человеке	3	1
755	устраняет из	1	1
756	в данном	2	1
757	сострадания и	1	1
758	прорывается в	1	1
759	лицо у	1	1
760	художественного мира	1	1
761	это его	1	1
762	в тот	1	1
763	только себя	1	1
764	одно только	1	1
765	еще раз	1	1
766	более и	1	1
767	этом случае	1	1
768	художественное произведение	1	1
769	можно сказать	6	1
770	все думал	1	1
771	сих пор	2	1
772	только для	2	1
773	внимания на	1	1
774	о его	2	1
775	в аспекте	1	1
776	не видит	1	1
777	у вас	4	1
778	стоит только	1	1
779	один во	1	1
780	оглядка на	1	1
781	не является	2	1
782	еще одна	2	1
783	ли в	3	1
784	всего произведения	1	1
785	между ними	2	1
786	в другой	1	1
787	ей это	1	1
788	бы даже	1	1
789	в двух	2	1
790	говорят не	1	1
791	мысль о	2	1
792	в третьем	1	1
793	еще более	1	1
794	на других	1	1
795	человека она	1	1
796	является непосредственным	1	1
797	человеком а	1	1
798	уже давно	1	1
799	же в	1	1
800	тенденция к	1	1
801	давно уже	2	1
802	себе как	1	1
803	нет что	1	1
804	на фоне	3	1
805	это все	1	1
806	чужому слову	1	1
807	с ней	1	1
808	теперь она	1	1
809	они все	2	1
810	для героя	1	1
811	роли в	2	1
812	в кругу	1	1
813	и жизнь	1	1
814	себе не	1	1
815	своей массою	1	1
816	не сказал	1	1
817	того или	2	1
818	и другие	5	1
819	в своих	1	1
820	и эта	2	1
821	который не	1	1
822	к этому	1	1
823	как на	2	1
824	и вновь	1	1
