N	2gram	Tiupa_Narr_1	Istorich
123	и только	2	3
124	со стороны	9	3
125	далеко не	5	3
126	от этого	1	3
127	не было	2	3
128	в частности	14	3
129	в него	1	3
130	к своему	1	3
131	в данном	5	3
132	наряду с	2	3
133	в тех	1	3
134	как будто	3	3
135	и от	1	3
136	случаях когда	1	3
137	или в	2	3
138	каждый год	2	3
139	на первый	2	3
140	превратился в	1	3
141	а в	11	3
142	и эта	1	3
143	сказать что	4	3
144	во сне	1	3
145	небо и	1	3
146	они не	2	3
147	того же	1	2
148	говорилось выше	1	2
149	здесь и	2	2
150	из его	1	2
151	оно может	2	2
152	и больше	1	2
153	всех его	2	2
154	что иное	2	2
155	представляет собой	13	2
156	но не	5	2
157	могло быть	1	2
158	по отношению	7	2
159	тогда как	12	2
160	дает нам	1	2
161	в своем	2	2
162	то или	3	2
163	что касается	2	2
164	перед нами	4	2
165	и как	5	2
166	также как	1	2
167	что это	3	2
168	в этой	5	2
169	то и	1	2
170	и до	2	2
171	но он	1	2
172	он не	3	2
173	это явление	1	2
174	и миф	1	2
175	с этой	1	2
176	можно было	2	2
177	но все	4	2
178	человека в	2	2
179	же не	4	2
180	живет в	1	2
181	было бы	4	2
182	смерть и	1	2
183	ни в	3	2
184	солнце и	1	2
185	вовсе не	1	2
186	и сейчас	2	2
187	связь со	1	2
188	стране мертвых	1	2
189	в которых	1	2
190	своего рода	12	2
191	образом и	1	2
192	силу и	1	2
193	однако в	2	2
194	что этот	1	2
195	даже в	2	2
196	тем самым	6	2
197	которых он	1	2
198	не имеет	2	2
199	одна из	3	2
200	на него	3	2
201	не могло	2	2
202	это то	1	2
203	иного мира	1	2
204	здесь совершенно	2	2
205	отличается от	4	2
206	к тому	7	2
207	например на	1	2
208	утверждать что	2	2
209	где он	1	2
210	в свое	1	2
211	происходит и	2	2
212	здесь не	4	2
213	только то	1	2
214	и сам	1	2
215	что у	2	2
216	когда в	1	2
217	о котором	1	2
218	ничего не	2	2
219	сводится к	3	2
220	с соответствующими	1	2
221	не поддается	1	2
222	можно сказать	5	2
223	как у	1	2
224	отметить что	1	2
225	в форме	5	2
226	и поехал	1	2
227	все время	1	2
228	того что	1	2
229	или же	1	2
230	мир не	1	2
231	не так	1	2
232	никто не	1	2
233	смерти и	2	2
234	что они	3	2
235	после смерти	2	2
236	а с	3	2
237	и др	2	2
238	что не	4	2
239	а не	12	2
240	о чем	2	2
241	он и	1	2
242	может иметь	1	2
243	так же	2	2
244	к себе	5	2
245	и соответствующими	1	2
246	когда мы	2	2
247	отношению к	6	2
248	быть только	1	2
249	и формы	1	2
250	что мы	2	2
251	под названием	1	2
252	тот свет	1	2
253	мира и	2	2
254	обращается к	1	2
255	для нас	1	2
256	не есть	3	2
257	деревья и	1	2
258	с ними	1	2
259	героя в	8	2
260	жизни и	3	2
261	также не	1	2
262	точно так	2	2
263	могло и	1	1
264	речь идет	4	1
265	соответствии с	1	1
266	отношения к	2	1
267	одним из	2	1
268	также и	1	1
269	наконец четвертая	1	1
270	таком случае	2	1
271	переходит к	1	1
272	в связи	2	1
273	только потому	1	1
274	мере в	1	1
275	и есть	1	1
276	между двумя	5	1
277	а от	1	1
278	солнца ни	1	1
279	в какой-то	1	1
280	все те	4	1
281	и знает	1	1
282	глаза были	1	1
283	а как	1	1
284	есть не	1	1
285	при анализе	1	1
286	понятия но	1	1
287	что если	1	1
288	героя но	1	1
289	этом не	1	1
290	со смертью	2	1
291	он как	1	1
292	совпадает с	1	1
293	но она	1	1
294	как то	1	1
295	оно есть	1	1
296	деревья уже	1	1
297	пребывания в	1	1
298	думая о	1	1
299	так или	2	1
300	и сами	1	1
301	на них	1	1
302	совершенно чуждо	1	1
303	во всех	1	1
304	как правило	4	1
305	не все	5	1
306	иногда и	1	1
307	отличие от	5	1
308	как говорит	3	1
309	идет о	2	1
310	это одно	1	1
311	что именно	2	1
312	что как	1	1
313	вспомним что	1	1
314	как нам	1	1
315	они есть	1	1
316	и где	1	1
317	ними и	1	1
318	в полном	2	1
319	хотя и	3	1
320	как уже	1	1
321	и к	1	1
322	более или	2	1
323	и чрезвычайно	1	1
324	ни один	1	1
325	а во-вторых	1	1
326	в целом	1	1
327	сказать о	1	1
328	формы в	1	1
329	с природой	1	1
330	будет сказано	1	1
331	может считаться	1	1
332	и тот	2	1
333	лица и	2	1
334	но на	1	1
335	в случае	7	1
336	жизнью и	2	1
337	по-видимому не	1	1
338	широкое и	1	1
339	тем не	3	1
340	мире по	1	1
341	раз когда	1	1
342	ниже здесь	1	1
343	в первую	1	1
344	в силу	4	1
345	свое время	1	1
346	ночь а	1	1
347	смертью в	1	1
348	подобно тому	2	1
349	что ни	1	1
350	на этом	1	1
351	с белыми	1	1
352	жить в	1	1
353	как они	1	1
354	что все	1	1
355	и может	1	1
356	в мире	9	1
357	чего он	1	1
358	мире не	1	1
359	то есть	19	1
360	разнообразных формах	1	1
361	того или	2	1
362	с героем	1	1
363	и должна	1	1
364	и деревья	1	1
365	им самим	1	1
366	по существу	2	1
367	с богом	1	1
368	от процесса	1	1
369	оно имеет	1	1
370	с такой	1	1
371	ключ к	2	1
372	обратимся к	3	1
373	в один	1	1
374	их на	1	1
375	одно из	2	1
376	или менее	2	1
377	искать в	1	1
378	точки зрения	10	1
379	и при	1	1
380	она сама	1	1
381	еще одного	1	1
382	смерть как	1	1
383	и третий	1	1
384	за которым	1	1
385	в котором	1	1
386	и народ	1	1
387	широко распространенная	1	1
388	не столько	4	1
389	на свою	1	1
390	то было	1	1
391	не от	2	1
392	не представляется	1	1
393	говоря и	1	1
394	от его	1	1
395	другом и	2	1
396	мира на	1	1
397	и более	1	1
398	как от	1	1
399	тому чтобы	1	1
400	одновременно в	1	1
401	чистом виде	1	1
402	при всех	2	1
403	не менее	3	1
404	а иногда	2	1
405	передний план	1	1
406	в обоих	2	1
407	предмет ее	1	1
408	принадлежат к	1	1
409	к этим	1	1
410	в основе	5	1
411	каждый день	1	1
412	к изучению	1	1
413	не составляет	1	1
414	не случайно	2	1
415	и смерть	1	1
416	есть уже	1	1
417	он почувствовал	1	1
418	а во	3	1
419	к ней	1	1
420	по своей	3	1
421	связь и	1	1
422	то у	1	1
423	следует отметить	2	1
424	что на	2	1
425	над ним	1	1
426	в области	2	1
427	ли это	1	1
428	перед ним	1	1
429	и оно	1	1
430	человека с	1	1
431	начиная с	1	1
432	не могут	1	1
433	не знают	1	1
434	которая живет	2	1
435	указать на	1	1
436	и смертью	1	1
437	приобщения к	1	1
438	числе и	4	1
439	для такого	1	1
440	бы он	1	1
441	мысли о	1	1
442	все еще	1	1
443	от которой	1	1
444	однако предмет	1	1
445	все окружающее	1	1
446	с ее	3	1
447	в ее	3	1
448	идет не	1	1
449	приводит к	2	1
450	и когда	2	1
451	по аналогии	1	1
452	те же	4	1
453	не с	3	1
454	здесь как	1	1
455	от начала	1	1
456	об этом	1	1
457	с человеком	2	1
458	сказывается и	1	1
459	а по	2	1
460	иное как	2	1
461	же было	1	1
462	и здесь	1	1
463	тех кто	1	1
464	в другом	1	1
465	др в	1	1
466	одного из	4	1
467	аналогии с	1	1
468	есть так	1	1
469	к одному	1	1
470	этих двух	1	1
471	нет у	2	1
472	восходит к	3	1
473	к нему	5	1
474	между тем	3	1
475	он прямо	2	1
476	в ряд	1	1
477	на одном	1	1
478	бы она	1	1
479	них в	1	1
480	наконец в	2	1
481	не должен	1	1
482	с которыми	1	1
483	в современной	1	1
484	быть и	1	1
485	он прошел	1	1
486	не как	2	1
487	идет по	2	1
488	и представляет	2	1
489	дело с	2	1
490	может оказаться	2	1
491	которое мы	1	1
492	поэтому и	1	1
493	мире и	1	1
494	всей специфике	1	1
495	тот или	1	1
496	по всей	2	1
497	античности и	1	1
498	есть в	2	1
499	одной из	4	1
500	фактов жизни	1	1
501	уже в	3	1
502	обстоит дело	1	1
503	о ней	3	1
504	в классической	1	1
505	или даже	2	1
506	его и	1	1
507	где бы	1	1
508	на своего	1	1
509	характерно что	1	1
510	и небо	1	1
511	мир в	1	1
512	для него	2	1
513	у нее	2	1
514	отношение к	2	1
515	при всей	4	1
516	может служить	1	1
517	и пр	1	1
518	но уже	1	1
519	образом не	1	1
520	в особенности	4	1
521	именно как	1	1
522	и даже	3	1
523	даже не	3	1
524	а на	1	1
525	между которыми	1	1
526	или иначе	3	1
527	именно в	6	1
528	с другом	1	1
529	в самую	2	1
530	в другое	1	1
531	имя которого	2	1
532	не знает	1	1
533	детали как	1	1
534	его как	2	1
535	на передний	1	1
536	как о	1	1
537	когда она	1	1
538	несмотря на	2	1
539	как ни	2	1
540	еще раз	1	1
541	нее как	1	1
542	где эта	1	1
543	первый взгляд	2	1
544	к другой	2	1
545	не удается	1	1
546	этого момента	1	1
547	как кажется	2	1
548	и ничто	1	1
549	к другому	2	1
550	видит в	1	1
551	если оно	1	1
552	а если	2	1
553	в чистом	1	1
554	тому как	2	1
555	в мир	1	1
556	друг с	1	1
557	мыслится как	1	1
558	этого слова	2	1
559	вверх и	1	1
560	которая здесь	2	1
561	своей жизни	1	1
562	о его	1	1
563	не является	8	1
564	и для	2	1
565	как отец	1	1
566	еще одна	3	1
567	однако и	1	1
568	элементы в	1	1
569	не существует	3	1
570	место для	1	1
571	который является	1	1
572	это может	1	1
573	тем более	2	1
574	но зато	1	1
575	будто бы	3	1
576	вдруг на	1	1
577	же в	4	1
578	здесь только	1	1
579	может и	1	1
580	свет и	1	1
581	в свою	3	1
582	а утром	1	1
583	между ними	2	1
584	они все	2	1
585	в иной	2	1
586	не что	2	1
587	оно не	2	1
588	на свет	1	1
589	себе не	2	1
590	но еще	1	1
591	в противоположность	2	1
592	в таком	2	1
593	этой точки	2	1
594	том числе	6	1
595	встречаются в	1	1
