N	2gram	Trubetskoy_1	Psycholo
606	когда же	1	1
607	совершенно очевидно	2	1
608	которые как	1	1
609	ближе к	1	1
610	мы знаем	1	1
611	если не	2	1
612	тем чтобы	3	1
613	наконец что	1	1
614	в частности	2	1
615	о себе	1	1
616	согласии с	1	1
617	тот факт	2	1
618	чем то	1	1
619	у себя	1	1
620	ни от	2	1
621	в область	1	1
622	он будет	4	1
623	применении к	1	1
624	эту мысль	1	1
625	в тот	1	1
626	совершенно различных	1	1
627	сейчас же	1	1
628	злейший враг	1	1
629	отличается от	2	1
630	между прочим	1	1
631	элементов из	1	1
632	нисколько не	2	1
633	может согласиться	1	1
634	не является	1	1
635	применимо к	1	1
636	отношениях к	1	1
637	которых он	1	1
638	то будет	1	1
639	там может	1	1
640	том виде	1	1
641	тот кто	1	1
642	как не	1	1
643	в отдельных	1	1
644	пушки и	1	1
645	от него	2	1
646	идет не	1	1
647	оказались бы	1	1
648	и ни	3	1
649	случае и	1	1
650	мы должны	7	1
651	его жизнь	1	1
652	в зависимость	2	1
653	бы на	1	1
654	другой из	1	1
655	уверен в	1	1
656	отношении к	2	1
657	сведения о	1	1
658	с ней	1	1
659	указали на	1	1
660	всех других	1	1
661	или иного	2	1
662	ко всему	1	1
663	есть и	2	1
664	от гибели	1	1
665	жизни и	4	1
666	случае если	3	1
667	это в	2	1
668	тем самым	2	1
669	все что	4	1
670	только она	1	1
