N	2gram	Voloshinov_1	Myslijsy
523	сколько бы	3	1
524	имеет дело	1	1
525	ее и	3	1
526	находит свое	3	1
527	время не	1	1
528	не должен	1	1
529	могли только	1	1
530	если нам	1	1
531	к делу	1	1
532	слово в	3	1
533	на другие	1	1
534	между ними	2	1
535	слова с	1	1
536	но можно	1	1
537	равно как	1	1
538	на это	2	1
539	нашем же	1	1
540	себе не	1	1
541	нас не	1	1
542	к этому	2	1
543	этой точки	3	1
544	они не	1	1
