N	2gram	Ircho_Kome_2	formyVre
231	в самой	3	2
232	и является	1	2
233	буквальном смысле	1	2
234	так называемый	1	2
235	этот образ	1	2
236	не столь	2	2
237	случая и	2	2
238	в каком	1	2
239	сюжета и	1	2
240	в трагедии	1	2
241	числе и	1	2
242	той или	1	2
243	всего этого	1	2
244	с самого	2	2
245	если они	1	2
246	по сравнению	1	2
247	с ним	1	2
248	или иной	1	2
249	а также	1	2
250	на основе	1	2
251	и были	1	2
252	человеческую жизнь	1	2
253	там где	1	2
254	не зная	1	2
255	разного рода	1	2
256	собой разумеется	1	2
257	всякого рода	1	2
258	углом зрения	1	2
259	уже в	4	2
260	если мы	1	2
261	ни с	1	2
262	в помине	1	2
263	никто не	3	2
264	мы находим	2	2
265	не для	2	2
266	отношение к	2	2
267	не о	1	2
268	отличие от	2	2
269	тем что	3	2
270	само собой	1	2
271	чувствует себя	1	2
272	и даже	1	2
273	даже не	3	2
274	с другой	2	2
275	не обязательно	1	2
276	и тех	2	2
277	судьбы здесь	1	2
278	для грека	1	2
279	одних и	2	2
280	соответствии с	1	2
281	в соответствии	1	2
282	одной стороны	2	2
283	жизнь в	1	2
284	с помощью	1	2
285	к своему	1	2
286	сравнению с	1	2
287	в течение	2	2
288	в это	2	2
289	здесь в	3	2
290	в более	1	2
291	не является	2	2
292	одна из	2	2
293	для нас	3	2
294	хотя бы	2	2
295	в дом	1	2
296	этого времени	2	2
297	была бы	1	2
298	равно как	1	2
299	в свою	1	2
300	в которой	5	2
301	и эта	1	2
302	пор не	1	1
303	и шире	1	1
304	одним из	2	1
305	до него	1	1
306	идет о	2	1
307	и есть	2	1
308	тем же	1	1
309	из самых	2	1
310	в доме	6	1
311	и за	2	1
312	по его	1	1
313	из которой	1	1
314	для своего	1	1
315	мы имеем	2	1
316	бы в	2	1
317	этого нет	1	1
318	обходится без	1	1
319	нам в	1	1
320	бы и	2	1
321	такое положение	1	1
322	с радостью	1	1
323	на себе	1	1
324	не вполне	2	1
325	из того	1	1
326	не происходит	1	1
327	видели как	1	1
328	бытовой комедии	1	1
329	он был	2	1
330	первый план	1	1
331	служит для	1	1
332	что люди	1	1
333	самом деле	1	1
334	даже со	1	1
335	то он	1	1
336	свою жизнь	1	1
337	в греческих	1	1
338	сил в	1	1
339	бы себя	1	1
340	известны в	1	1
341	в отрывках	4	1
342	типов но	1	1
343	время на	1	1
344	в свои	1	1
345	второй план	1	1
346	и я	2	1
347	и поэтому	3	1
348	независимо от	5	1
349	менелай и	1	1
350	это был	1	1
351	что касается	3	1
352	однако не	1	1
353	тех случаях	1	1
354	в полном	1	1
355	могла обойтись	1	1
356	обширный материал	1	1
357	и сам	3	1
358	один ряд	1	1
359	самом начале	2	1
360	сюжетных мотивов	1	1
361	не приходится	1	1
362	та же	1	1
363	из жизни	1	1
364	что это	4	1
365	есть для	2	1
366	по которым	2	1
367	из этих	4	1
368	которые в	2	1
369	в этой	3	1
370	не могла	1	1
371	к выводу	1	1
372	не следует	2	1
373	сказать в	1	1
374	в античном	1	1
375	игра с	1	1
376	брак к	1	1
377	в большой	1	1
378	обычно на	1	1
379	могла бы	3	1
380	является время	1	1
381	главным образом	1	1
382	в мире	2	1
383	зрения на	1	1
384	это было	4	1
385	на протяжении	10	1
386	вместе со	1	1
387	ближе к	1	1
388	по всему	3	1
389	от отца	1	1
390	в хронологическом	1	1
391	люди не	1	1
392	самый характер	1	1
393	о которых	1	1
394	на второй	1	1
395	соединение в	1	1
396	классические греческие	1	1
397	и определяет	1	1
398	которой он	1	1
399	и некоторые	1	1
400	в один	2	1
401	и тогда	1	1
402	не больше	1	1
403	в эту	1	1
404	во время	6	1
405	и при	1	1
406	таким же	1	1
407	значительную роль	1	1
408	нас не	1	1
409	всяком случае	2	1
410	дошедший до	1	1
411	не столько	1	1
412	были известны	2	1
413	они уже	1	1
414	должны были	1	1
415	стояла в	1	1
416	значение для	1	1
417	как их	1	1
418	образом и	1	1
419	другом и	1	1
420	в философии	2	1
421	и более	1	1
422	вещей и	1	1
423	времени а	1	1
424	для нее	1	1
425	почве и	1	1
426	бросить свой	1	1
427	о последней	1	1
428	и очень	1	1
429	из которых	3	1
430	случае в	1	1
431	три типа	1	1
432	власть в	1	1
433	этого же	1	1
434	как о	1	1
435	правда в	1	1
436	из сказанного	1	1
437	к типу	1	1
438	как его	1	1
439	покончить с	1	1
440	та или	1	1
441	самой жизни	1	1
442	место во	2	1
443	что их	2	1
444	войны в	2	1
445	по своей	1	1
446	и после	2	1
447	это слово	4	1
448	здесь же	1	1
449	эти три	1	1
450	от дороги	1	1
451	с другом	2	1
452	с которой	1	1
453	у нас	1	1
454	всего они	1	1
455	вошли в	1	1
456	похож на	2	1
457	отличается от	1	1
458	всего в	2	1
459	как почти	1	1
460	его с	1	1
461	бы он	1	1
462	для его	1	1
463	они и	1	1
464	в каждом	3	1
465	время он	1	1
466	и был	2	1
467	приходит к	1	1
468	не делает	1	1
469	свою очередь	1	1
470	были бы	1	1
471	его поступки	1	1
472	общественное значение	1	1
473	в себя	1	1
474	так в	2	1
475	приводит к	1	1
476	в другом	1	1
477	с собой	2	1
478	было в	1	1
479	сами эти	1	1
480	собой в	1	1
481	в последующих	1	1
482	в социальном	1	1
483	вокруг этого	1	1
484	в эпоху	1	1
485	выводу что	1	1
486	с человеком	1	1
487	в построении	2	1
488	чем они	1	1
489	и здесь	6	1
490	не был	1	1
491	в состав	2	1
492	о том	6	1
493	внимание на	1	1
494	или на	2	1
495	связи в	1	1
496	начале xx	1	1
497	мы понимаем	2	1
498	из дому	3	1
499	на ее	1	1
500	от них	1	1
501	комедии и	4	1
502	и новый	1	1
503	достаточно назвать	2	1
504	наконец в	2	1
505	в античной	2	1
506	даже на	2	1
507	также в	2	1
508	ряд с	1	1
509	в положение	3	1
510	же все	1	1
511	полном виде	1	1
512	на римской	1	1
513	философии и	2	1
514	тот же	2	1
515	речи о	1	1
516	на очень	1	1
517	что он	5	1
518	что даже	1	1
519	должен быть	1	1
520	очень много	1	1
521	приходят в	1	1
522	нам по	1	1
523	по этому	1	1
524	с последующим	1	1
525	человека с	1	1
526	что из	2	1
527	себя в	3	1
528	так что	5	1
529	игру случая	1	1
530	сцене с	1	1
531	быта в	1	1
532	с нею	1	1
533	в большинстве	1	1
534	и они	1	1
535	случаях когда	1	1
536	ни одного	1	1
537	этого понятия	1	1
538	за пределами	1	1
539	является не	2	1
540	римской почве	1	1
541	основе его	1	1
542	от других	1	1
543	этому вопросу	1	1
544	из них	7	1
545	с совершенно	1	1
546	он имеет	1	1
547	но нет	1	1
548	могло бы	1	1
549	произведения и	1	1
550	мы можем	3	1
551	но уже	1	1
552	время этой	1	1
553	тут же	2	1
554	ее на	1	1
555	протяжении всего	1	1
556	где в	1	1
557	которые как	1	1
558	у повара	1	1
559	построенные по	1	1
560	стороны он	1	1
561	действующих лиц	5	1
562	относящихся к	1	1
563	говорит о	1	1
564	к более	1	1
565	противоречие между	1	1
566	к человеку	1	1
567	v в	14	1
568	дошедших до	2	1
569	то и	1	1
570	а на	2	1
571	дому чтобы	1	1
572	и самый	1	1
573	не на	1	1
574	изображения в	1	1
575	с которым	2	1
576	находились в	1	1
577	одну из	1	1
578	к бытовой	1	1
579	о чем	3	1
580	этой войны	1	1
581	в государственных	1	1
582	на которые	1	1
583	становится ясным	1	1
584	если не	2	1
585	их самих	1	1
586	для этой	2	1
587	себя на	1	1
588	все более	1	1
589	играть роль	1	1
590	по случаю	2	1
591	удары судьбы	1	1
592	люди и	1	1
593	находим в	1	1
594	по своему	2	1
595	их то	1	1
596	однако эти	1	1
597	в последнем	1	1
598	в ранних	2	1
599	в тех	3	1
600	время находились	1	1
601	бы его	1	1
602	друг с	2	1
603	в остальном	1	1
604	на дорогу	1	1
605	общественной жизни	1	1
606	времени к	1	1
607	этим объясняется	2	1
608	дошедшие до	1	1
609	которые были	1	1
610	при всем	3	1
611	это уже	1	1
612	его лежит	1	1
613	не похож	1	1
614	ее содержания	1	1
615	и от	4	1
616	опубликовать в	1	1
617	происходит их	1	1
618	его образ	1	1
619	к будущему	1	1
620	или другой	1	1
621	на первый	1	1
622	из себя	1	1
623	огромную роль	1	1
624	не более	2	1
625	отношений с	1	1
626	и ни	1	1
627	тем более	1	1
628	разной степени	1	1
629	века мы	1	1
630	но всегда	1	1
631	человека не	1	1
632	с людьми	1	1
633	этой же	1	1
634	с ними	2	1
635	лишь только	1	1
636	от всех	2	1
637	от государства	1	1
638	того на	1	1
639	забывать что	1	1
640	всех других	1	1
641	в делах	1	1
642	и быта	1	1
643	в искусстве	1	1
644	гораздо более	1	1
