N	2gram	Bakhtin_Pr_3	Hudozhes
386	образом и	1	1
387	но он	2	1
388	и более	2	1
389	в конце	3	1
390	относительно самостоятельных	1	1
391	позиции по	1	1
392	слов о	3	1
393	жизненных позиций	1	1
394	и последующее	1	1
395	освободиться от	1	1
396	произведения и	1	1
397	в атмосфере	1	1
398	и притом	1	1
399	на кладбище	3	1
400	автора он	1	1
401	самого начала	4	1
402	в направлении	1	1
403	своего героя	1	1
404	не вызывает	1	1
405	художественное открытие	1	1
406	и над	1	1
407	остановимся подробнее	1	1
408	на язык	4	1
409	в самой	1	1
410	имеем дело	1	1
411	этих двух	2	1
412	мыслей и	1	1
413	как она	1	1
414	слове и	1	1
415	а лишь	1	1
416	но теперь	1	1
417	в области	3	1
418	в момент	1	1
419	с разными	1	1
420	встречается в	1	1
421	это также	2	1
422	истории не	1	1
423	во все	5	1
424	последнее слово	1	1
425	во внешних	1	1
426	и такие	1	1
427	числе и	10	1
428	всего в	1	1
429	бы он	1	1
430	той или	1	1
431	все еще	3	1
432	тот и	1	1
433	мысль так	1	1
434	позволяет автору	1	1
435	а затем	4	1
436	от друга	1	1
437	он вовсе	1	1
438	не существует	1	1
439	можно показать	1	1
440	в себя	6	1
441	с самого	3	1
442	и исчезает	1	1
443	всей своей	2	1
444	в дальнейшем	7	1
445	как ее	1	1
446	образе и	1	1
447	времени и	2	1
448	особенно в	4	1
449	реальной жизни	1	1
450	каждого из	2	1
451	и этого	1	1
452	иногда в	1	1
453	наше внимание	1	1
454	но у	1	1
455	жизнь и	1	1
456	мы в	1	1
457	и всякого	1	1
458	остановимся на	1	1
459	смысле и	2	1
460	в разных	4	1
461	образом в	2	1
462	развивалась в	1	1
463	чтобы заставить	1	1
464	именно потому	1	1
465	и здесь	1	1
466	этом произведении	2	1
467	но мы	1	1
468	и что	1	1
469	после того	1	1
470	внешней и	1	1
471	второй половины	2	1
472	других людей	1	1
473	а во	1	1
474	заключается в	1	1
475	на всех	1	1
476	все в	1	1
477	жили в	1	1
478	а у	2	1
479	или иначе	1	1
480	тихий плач	1	1
481	этот момент	1	1
482	для той	1	1
483	по разным	1	1
484	еще более	5	1
485	ней все	1	1
486	быть и	2	1
487	по своей	9	1
488	но с	1	1
489	и личной	1	1
490	обе эти	3	1
491	контакта с	1	1
492	и одновременно	4	1
493	ее то	1	1
494	взаимоотношениях с	1	1
495	собой не	1	1
496	проникнуть в	1	1
497	в самое	3	1
498	и потому	5	1
499	на своей	1	1
500	по мнению	1	1
501	во времени	1	1
502	ему самому	1	1
503	например с	1	1
504	и теперь	1	1
505	не мешает	1	1
506	со всеми	8	1
507	характерной для	1	1
508	так что	1	1
509	для всех	2	1
510	по воле	1	1
511	в серьезных	1	1
512	уже в	2	1
513	его художественной	1	1
514	вернуться к	1	1
515	в начале	2	1
516	и света	1	1
517	глубину и	1	1
518	который как	1	1
519	или даже	1	1
520	истолковывает как	1	1
521	представить себе	1	1
522	ведь это	1	1
523	не для	1	1
524	так как	7	1
525	при всей	2	1
526	не о	2	1
527	может служить	1	1
528	независимо от	1	1
529	и никогда	1	1
530	этом отношении	1	1
531	где в	2	1
532	человеческой мысли	2	1
533	ней и	1	1
534	и даже	2	1
535	и т.п	31	1
536	эта характеристика	1	1
537	что человек	1	1
538	этого человека	1	1
539	по своим	1	1
540	человека а	1	1
541	это все	1	1
542	наконец в	2	1
543	на смену	1	1
544	уже ничего	2	1
545	и стал	1	1
546	более того	6	1
547	в комнате	1	1
548	характеров и	1	1
549	не то	3	1
550	ведь жизнь	1	1
551	там где	1	1
552	более глубокое	1	1
553	вовлекается в	1	1
554	этот рассказ	1	1
555	все более	1	1
556	вступает в	1	1
557	и она	1	1
558	ни на	1	1
559	человека к	3	1
560	из форм	1	1
561	себе самому	6	1
562	внутреннего человека	1	1
563	не сразу	1	1
564	это своего	2	1
565	это были	1	1
566	чем в	1	1
567	в ранних	2	1
568	ему по	1	1
569	по существу	5	1
570	на свете	2	1
571	рассказ в	1	1
572	а немного	1	1
573	и смерти	2	1
574	с этой	1	1
575	слова и	3	1
576	еще раз	5	1
577	про то	1	1
578	в условиях	4	1
579	от влияния	1	1
580	но это	3	1
581	характера в	1	1
582	рассказа как	1	1
583	в полном	1	1
584	которых он	1	1
585	на улице	1	1
586	на пол	2	1
587	жизнью в	1	1
588	котором он	1	1
589	каждая новая	1	1
590	мира и	2	1
591	писателя но	1	1
592	ее и	1	1
593	души в	1	1
594	весьма характерной	1	1
595	я хотел	1	1
596	дома он	1	1
597	о бессмертии	1	1
598	глазах других	1	1
599	по ходу	1	1
600	рассказ открывается	1	1
601	и вдруг	1	1
602	в творчестве	8	1
603	с ней	3	1
604	не знает	4	1
605	другой стороны	1	1
606	комического и	1	1
607	в кругу	1	1
608	только о	1	1
609	героя в	1	1
610	над собой	2	1
611	важно для	1	1
612	к этой	1	1
613	а я	2	1
614	люди и	2	1
615	в своих	2	1
616	том числе	11	1
617	это в	1	1
618	к этому	4	1
619	можно назвать	2	1
620	в таком	2	1
