N	2gram	Vinokur_Ku_1	StatiiOP
238	в это	2	2
239	как и	2	2
240	несмотря на	3	2
241	в москве	2	2
242	действительно не	1	2
243	или менее	3	2
244	двадцатых годов	1	2
245	что такое	6	2
246	сочетании с	1	2
247	с точки	9	2
248	в отличие	1	2
249	что я	2	2
250	не раз	2	2
251	что было	2	2
252	что этот	1	2
253	где нет	1	2
254	в устах	1	2
255	даже в	3	2
256	но они	1	2
257	что с	2	2
258	в то	2	2
259	дело не	2	2
260	не имеет	2	2
261	в процессе	1	2
262	это еще	1	2
263	только не	1	2
264	и теперь	1	2
265	не может	7	2
266	доказать что	2	2
267	в области	7	2
268	образом не	1	2
269	в каком	2	2
270	не потому	5	2
271	языка в	12	2
272	например что	1	2
273	в духе	3	2
274	чтобы сделать	1	2
275	где он	1	2
276	в ее	1	2
277	представляется возможным	1	2
278	и сам	1	2
279	во многом	1	2
280	точно также	1	2
281	а также	1	2
282	никак не	2	2
283	от степени	1	2
284	в которую	1	2
285	что и	4	2
286	у всех	1	2
287	которой в	1	2
288	как например	2	2
289	и дело	1	2
290	этот вопрос	1	2
291	в какой	6	2
292	только в	11	2
293	пишет он	2	2
294	свидетельствуют о	2	2
295	очевидно что	3	2
296	сами по	1	2
297	в конце	1	2
298	так как	9	2
299	свое выражение	1	2
300	может быть	13	2
301	в них	7	2
302	эту сторону	1	2
303	в особенности	3	2
304	со стороны	4	2
305	из таких	1	2
306	воспоминания о	1	2
307	только к	2	2
308	говорит о	1	2
309	в обращении	1	2
310	в некоторых	1	2
311	на этот	2	2
312	не на	4	2
313	его как	1	2
314	как говорит	1	2
315	если не	3	2
316	эти слова	1	2
317	и потому	4	2
318	как это	3	2
319	что именно	1	2
320	к своему	2	2
321	по своему	1	2
322	в данном	4	2
323	что за	1	2
324	в тех	4	2
325	из этой	1	2
326	по существу	4	2
327	том смысле	1	2
328	только о	1	2
329	с этой	2	2
330	ее в	2	2
331	ко времени	1	2
332	той мере	5	2
333	в результате	5	2
334	конечно и	1	2
335	только что	1	2
336	сказать что	1	2
337	совершенно не	1	2
338	они не	3	2
339	пытливому и	1	1
340	ту же	1	1
341	языка с	1	1
342	и то	3	1
343	к своей	1	1
344	это и	4	1
345	что когда	1	1
346	в первом	3	1
347	по преимуществу	2	1
348	ii и	1	1
349	не имеют	3	1
350	перевод с	1	1
351	справиться с	1	1
352	действительности и	1	1
353	в зависимости	5	1
354	той же	3	1
355	следует обратить	1	1
356	уже то	1	1
357	и значение	2	1
358	бы уже	2	1
359	на материале	1	1
360	продолжал считать	1	1
361	пушкину за	1	1
362	бы что	1	1
363	большую роль	1	1
364	ответить на	1	1
365	есть нечто	1	1
366	в сущности	3	1
367	говорить о	1	1
368	к началу	1	1
369	из того	1	1
370	этого термина	2	1
371	которое в	2	1
372	как не	1	1
373	в каждой	1	1
374	думаю что	2	1
375	прямой связи	1	1
376	еще не	5	1
377	в чем	1	1
378	истории русского	1	1
379	сомневаться что	1	1
380	совсем не	1	1
381	одно дело	1	1
382	но как	1	1
383	что язык	7	1
384	в сторону	2	1
385	отдельные книги	1	1
386	по отношению	8	1
387	отношение к	1	1
388	себе и	2	1
389	с легкой	1	1
390	не просто	5	1
391	отличаются от	1	1
392	и стоит	1	1
393	помимо всего	1	1
394	от истории	2	1
395	чтобы можно	1	1
396	что история	2	1
397	что касается	2	1
398	с карамзиным	1	1
399	когда он	3	1
400	целый ряд	5	1
401	даже так	2	1
402	сказал бы	1	1
403	из письма	2	1
404	юридическим термином	1	1
405	это просто	1	1
406	чтобы показать	1	1
407	при себе	1	1
408	б только	2	1
409	и последний	1	1
410	что слово	3	1
411	них как	1	1
412	своем последнем	1	1
413	место тому	1	1
414	представлению о	1	1
415	замечаний у	1	1
416	видеть что	2	1
417	а во-вторых	2	1
418	мне не	1	1
419	не имею	1	1
420	формы в	2	1
421	так или	2	1
422	в ответ	1	1
423	из этих	4	1
424	преклонение перед	1	1
425	большей части	2	1
426	ряду с	1	1
427	с их	3	1
428	языка к	1	1
429	зависимости от	6	1
430	не годится	1	1
431	говорят о	1	1
432	сторону дела	1	1
433	собственно язык	5	1
434	с громадным	1	1
435	и если	3	1
436	что она	3	1
437	идей и	1	1
438	не следует	1	1
439	а то	2	1
440	но именно	1	1
441	и еще	2	1
442	в первую	4	1
443	к одному	1	1
444	же порядка	1	1
445	нам только	1	1
446	что цель	1	1
447	свое время	2	1
448	же сколько	1	1
449	на этом	1	1
450	одно и	1	1
451	русском языке	4	1
452	так называемым	2	1
453	том-то и	1	1
454	подлежит однако	1	1
455	в совершенно	1	1
456	значение в	1	1
457	различие между	1	1
458	же касается	4	1
459	связанных с	1	1
460	что мне	1	1
461	разница между	1	1
462	традиции и	1	1
463	на этой	1	1
464	читать и	1	1
465	раз при	1	1
466	заключается в	2	1
467	не умеет	1	1
468	первую очередь	2	1
469	отчет в	1	1
470	этом смысле	3	1
471	роль в	4	1
472	так называемую	1	1
473	и тем	2	1
474	не соответствует	1	1
475	для них	2	1
476	но уже	5	1
477	нет в	1	1
478	уже быть	1	1
479	к которым	1	1
480	в действии	1	1
481	и уже	1	1
482	на своего	1	1
483	мечтать о	1	1
484	например или	1	1
485	для чего	1	1
486	мы видели	1	1
487	с такой	1	1
488	принадлежит в	2	1
489	в развитии	1	1
490	можно считать	1	1
491	еще раз	1	1
492	истории русской	1	1
493	но если	2	1
494	во второй	1	1
495	и их	1	1
496	что среди	1	1
497	внимание только	1	1
498	на статью	1	1
499	что вся	1	1
500	что элементы	1	1
501	представление о	3	1
502	в прозе	1	1
503	в условиях	1	1
504	эти стилистические	1	1
505	о языке	8	1
506	данном отношении	2	1
507	в прямом	1	1
508	через посредство	3	1
509	и эти	3	1
510	и общества	1	1
511	освободиться от	1	1
512	малой степени	1	1
513	иной раз	2	1
514	можно ли	2	1
515	сущности говоря	1	1
516	в таких	4	1
517	мысли в	1	1
518	который был	1	1
519	одна из	1	1
520	должен решаться	1	1
521	и надеюсь	1	1
522	но только	1	1
523	совершенно правильно	1	1
524	ссылались на	1	1
525	века это	1	1
526	и без	1	1
527	с большой	1	1
528	речи не	2	1
529	вследствие того	1	1
530	же время	2	1
531	таким путем	1	1
532	как она	1	1
533	предполагать что	1	1
534	с отвращением	1	1
535	прежде чем	1	1
536	вместо того	1	1
537	из истории	1	1
538	как будто	1	1
539	вместо обычного	1	1
540	на все	1	1
541	однако сомнению	1	1
542	и социального	1	1
543	и далее	1	1
544	и стиля	1	1
545	из элементов	1	1
546	и вместе	1	1
547	не могут	2	1
548	ему все	1	1
549	с полной	1	1
550	же только	1	1
551	они и	1	1
552	слова с	1	1
553	этого рода	6	1
554	от элементов	1	1
555	будто и	1	1
556	еще что	1	1
557	которое принадлежит	1	1
558	всего внимание	1	1
559	как мы	1	1
560	в свое	2	1
561	значения и	1	1
562	что все	2	1
563	свою очередь	3	1
564	здесь не	3	1
565	без всякого	1	1
566	были бы	2	1
567	с полевым	1	1
568	все содержание	1	1
569	ввел в	1	1
570	в пределах	4	1
571	речи например	1	1
572	на том	3	1
573	себя прежде	1	1
574	о тех	1	1
575	можно было	6	1
576	не нравится	1	1
577	не так	1	1
578	не трудно	7	1
579	не с	3	1
580	в борьбе	1	1
581	в различном	1	1
582	сделать свою	1	1
583	речь как	1	1
584	она была	1	1
585	письмо от	1	1
586	к тем	1	1
587	по сравнению	1	1
588	разного рода	1	1
589	поэтому в	1	1
590	к языку	5	1
591	без кавычек	1	1
592	образом в	1	1
593	с полным	1	1
594	и живой	1	1
595	столь же	1	1
596	пушкина а	1	1
597	настоящее время	1	1
598	одного из	1	1
599	перед вами	2	1
600	можно сказать	3	1
601	и во	1	1
602	те или	1	1
603	связь между	1	1
604	или иначе	2	1
605	во втором	2	1
606	нуждается в	3	1
607	в форме	1	1
608	также такие	1	1
609	все время	1	1
610	в том-то	1	1
611	для самого	1	1
612	выражения которые	1	1
613	в лице	1	1
614	сюда относится	1	1
615	его основное	1	1
616	не случайно	6	1
617	один из	4	1
618	в двух	1	1
619	что только	1	1
620	не хотят	1	1
621	сомнению что	1	1
622	тот же	2	1
623	с ними	4	1
624	лишь на	1	1
625	будто бы	1	1
626	ср в	2	1
627	сторону от	2	1
628	поэтому и	1	1
629	который в	1	1
630	или же	1	1
631	еще делом	1	1
632	это же	1	1
633	том чтобы	8	1
634	в общий	1	1
635	с которыми	1	1
636	конечно не	2	1
637	уже в	3	1
638	называет свой	1	1
639	только на	1	1
640	какой они	1	1
641	языка как	5	1
642	ее из	1	1
643	а это	3	1
644	или так	1	1
645	речь в	4	1
646	г и	1	1
647	этого процесса	1	1
648	е не	2	1
649	этом в	1	1
650	одно из	2	1
651	совсем другое	1	1
652	еще однако	1	1
653	себе в	3	1
654	в известной	1	1
655	могло бы	1	1
656	х годах	1	1
657	не для	1	1
658	а в	5	1
659	может служить	2	1
660	мы можем	1	1
661	как его	1	1
662	но что	1	1
663	это слова	1	1
664	смысле слова	1	1
665	начале xix	1	1
666	в каждом	2	1
667	сейчас еще	1	1
668	и литературной	1	1
669	не укладывается	1	1
670	е в	2	1
671	с общим	1	1
672	именно как	1	1
673	свою мысль	1	1
674	даже не	1	1
675	а на	2	1
676	язык в	5	1
677	качества и	1	1
678	однако что	1	1
679	уже при	1	1
680	разумеется это	1	1
681	очень много	2	1
682	не относится	1	1
683	речи а	1	1
684	в каких	1	1
685	к которому	3	1
686	слова на	1	1
687	по большей	2	1
688	себя и	1	1
689	что для	1	1
690	но точно	1	1
691	связано с	3	1
692	то и	2	1
693	из наиболее	1	1
694	ничем не	1	1
695	мы и	1	1
696	языка не	3	1
697	не подлежит	1	1
698	на эту	2	1
699	жизнь в	1	1
700	в связи	3	1
701	форма слова	1	1
702	пределах данной	1	1
703	было в	2	1
704	именно поэтому	2	1
705	в примечаниях	1	1
706	в последней	1	1
707	при его	1	1
708	но кроме	1	1
709	общего с	1	1
710	на правах	1	1
711	по своим	2	1
712	его современниками	1	1
713	что теперь	1	1
714	к процессу	1	1
715	а другое	1	1
716	стихийную силу	1	1
717	уже без	1	1
718	что же	6	1
719	они свидетельствуют	1	1
720	самого себя	1	1
721	легкой руки	1	1
722	да и	1	1
723	говоря уже	1	1
724	наконец и	1	1
725	слов в	2	1
726	жизни в	1	1
727	действительно ли	1	1
728	в контексте	2	1
729	ткань языка	1	1
730	этом случае	2	1
731	этой трагедии	1	1
732	нечто совершенно	1	1
733	в х	1	1
734	внимания на	1	1
735	на своем	1	1
736	и цензором	1	1
737	этом и	1	1
738	я от	1	1
739	но для	1	1
740	самого и	1	1
741	нисколько не	3	1
742	должны быть	2	1
743	рассматривать как	1	1
744	напомню что	1	1
745	несомненно не	2	1
746	при всем	1	1
747	особенностей в	1	1
748	в более	2	1
749	и для	2	1
750	и сами	2	1
751	ли в	2	1
752	романтизма и	1	1
753	уже на	2	1
754	отношении между	1	1
755	и от	1	1
756	стремление освободиться	1	1
757	или в	2	1
758	что оно	3	1
759	а все	1	1
760	в настоящее	1	1
761	невозможна без	1	1
762	для нас	2	1
763	и все	2	1
764	бы он	1	1
765	так называемых	1	1
766	бы в	7	1
767	речи так	1	1
768	против того	1	1
769	в русский	1	1
770	желание пушкина	1	1
771	в наши	1	1
772	не выдерживает	1	1
773	укладывается в	1	1
774	же в	4	1
775	в свою	3	1
776	в стихах	1	1
777	оттенок значения	1	1
778	в моем	1	1
779	между ними	2	1
780	не говоря	2	1
781	в эволюции	1	1
782	была создана	2	1
783	поскольку речь	1	1
784	с русской	1	1
785	в точности	1	1
786	их с	1	1
787	к его	1	1
788	языка на	2	1
789	едва ли	1	1
790	в последнем	2	1
791	отношению к	9	1
792	сам в	1	1
793	много нового	1	1
794	первой эпохи	1	1
795	не сказал	1	1
796	жизни и	1	1
797	но эти	1	1
798	как результат	1	1
799	в своих	1	1
800	я могу	1	1
801	в таком	3	1
802	точно так	1	1
803	все что	1	1
804	ничего общего	1	1
805	гораздо более	3	1
806	смысле что	1	1
