N	2gram	Bakhtin_Fr_7	EvropaiE
234	и наконец	4	2
235	же в	2	2
236	в другой	1	2
237	мы видим	6	2
238	а в	5	2
239	не есть	2	2
240	имеет в	1	2
241	между ними	1	2
242	в гораздо	1	2
243	жизни и	3	2
244	и эта	3	2
245	существует только	1	1
246	ту же	2	1
247	например в	3	1
248	до него	1	1
249	мы здесь	2	1
250	в тех	1	1
251	и это	5	1
252	тех же	1	1
253	в чисто	1	1
254	и до	6	1
255	с таким	1	1
256	часть его	1	1
257	той же	3	1
258	он считает	1	1
259	что между	2	1
260	на чудеса	1	1
261	почти все	1	1
262	есть нечто	1	1
263	время как	1	1
264	жаркий пояс	1	1
265	нельзя конечно	1	1
266	в каждой	2	1
267	бы еще	1	1
268	которое дает	1	1
269	быть в	1	1
270	что его	1	1
271	с его	2	1
272	то мы	1	1
273	к которой	1	1
274	значение и	1	1
275	по отношению	2	1
276	с совершенно	1	1
277	в новом	1	1
278	тогда как	1	1
279	от остального	1	1
280	отличие от	1	1
281	за пределы	1	1
282	своему положению	1	1
283	в центре	1	1
284	в одной	2	1
285	всех стран	1	1
286	все остальные	1	1
287	все же	1	1
288	однако не	1	1
289	кроме того	3	1
290	что по	1	1
291	не являются	1	1
292	его к	3	1
293	этого мира	1	1
294	более или	2	1
295	увидим что	1	1
296	дает примеры	1	1
297	та же	4	1
298	этот новый	1	1
299	он в	1	1
300	в нашем	1	1
301	которые в	1	1
302	с их	1	1
303	нами в	1	1
304	но его	1	1
305	тому же	1	1
306	и те	3	1
307	жизнью и	1	1
308	все ее	1	1
309	при этом	3	1
310	в переводе	1	1
311	всем своем	1	1
312	и когда	1	1
313	не как	1	1
314	античного мира	1	1
315	в корне	1	1
316	в новой	7	1
317	части этого	1	1
318	на земле	4	1
319	этом мире	1	1
320	на этом	5	1
321	и наоборот	1	1
322	ни для	1	1
323	в человеческом	3	1
324	но все	4	1
325	значительной степени	2	1
326	странах как	1	1
327	в нем	7	1
328	в совершенно	1	1
329	различие между	1	1
330	в глубине	1	1
331	около этого	1	1
332	говорить не	1	1
333	не исключено	1	1
334	и иных	1	1
335	в свой	1	1
336	мы сказали	1	1
337	отражение в	1	1
338	в жизни	1	1
339	в ином	1	1
340	рассказывает что	1	1
341	рядом с	4	1
342	более слабой	1	1
343	и некоторого	1	1
344	наука в	1	1
345	мировой истории	1	1
346	значение как	1	1
347	народа и	1	1
348	и всей	1	1
349	или менее	2	1
350	весьма часто	2	1
351	оставаться в	1	1
352	в такой	1	1
353	в глубь	2	1
354	мы говорили	1	1
355	превосходят все	1	1
356	большей степени	1	1
357	признать что	1	1
358	было связано	2	1
359	том же	1	1
360	же может	1	1
361	возвращается к	1	1
362	и заменяет	1	1
363	все эти	13	1
364	но они	1	1
365	этих географических	1	1
366	правда в	1	1
367	одна из	4	1
368	здесь на	2	1
369	для всего	1	1
370	земли в	2	1
371	если ему	1	1
372	в разных	2	1
373	только и	1	1
374	этом процессе	1	1
375	к концу	1	1
376	за исключением	1	1
377	во всем	1	1
378	и его	9	1
379	связи с	1	1
380	не находим	1	1
381	мы бы	1	1
382	в сознании	1	1
383	так называемый	2	1
384	в основе	1	1
385	пятьдесят раз	1	1
386	и несколько	1	1
387	у нас	1	1
388	будущее в	1	1
389	его для	1	1
390	числе и	2	1
391	для такого	1	1
392	свое значение	1	1
393	мы привели	1	1
394	своего развития	1	1
395	и о	1	1
396	мир к	1	1
397	язык и	1	1
398	мысль о	1	1
399	на свой	1	1
400	как с	1	1
401	не повторяет	1	1
402	котором мы	1	1
403	с собой	1	1
404	также о	1	1
405	взаимная связь	1	1
406	одного из	2	1
407	земной поверхности	1	1
408	об этом	1	1
409	к первому	1	1
410	по ее	1	1
411	поэтому в	1	1
412	в некоторой	1	1
413	имеет значения	1	1
414	с ним	2	1
415	мире в	1	1
416	в построении	2	1
417	связанное с	2	1
418	тех кто	1	1
419	его жизни	1	1
420	значение имеют	1	1
421	и кровь	1	1
422	времени в	1	1
423	притом с	1	1
424	нас в	3	1
425	сократить расстояние	1	1
426	действию и	1	1
427	всего этого	2	1
428	не всецело	2	1
429	в ту	1	1
430	старого мира	1	1
431	в лучшем	1	1
432	в каждую	1	1
433	один из	1	1
434	тем путем	1	1
435	борьбы за	1	1
436	в двух	1	1
437	тот же	2	1
438	с ними	3	1
439	дело с	1	1
440	мы увидим	1	1
441	ли он	1	1
442	и человечества	1	1
443	как нечто	2	1
444	но более	1	1
445	на несколько	1	1
446	помощи которого	1	1
447	который в	1	1
448	эта идея	1	1
449	на которые	1	1
450	и ее	2	1
451	же при	1	1
452	по этому	3	1
453	играет роль	1	1
454	с которыми	1	1
455	ведь в	1	1
456	со своим	1	1
457	переходит в	1	1
458	уже не	2	1
459	мы принуждены	1	1
460	уже в	5	1
461	на такой	1	1
462	если мы	1	1
463	в начале	1	1
464	но от	1	1
465	в великой	1	1
466	одно из	1	1
467	для него	6	1
468	и их	3	1
469	мы находим	1	1
470	у других	1	1
471	гораздо большей	1	1
472	как его	1	1
473	в более	4	1
474	вне ее	1	1
475	богатство и	1	1
476	выходит за	1	1
477	а на	2	1
478	что тот	1	1
479	к которому	1	1
480	в ряде	3	1
481	культуры нужно	1	1
482	обратиться к	1	1
483	те кто	2	1
484	выступает в	1	1
485	не было	3	1
486	все народы	1	1
487	нужно понимать	1	1
488	заимствованы из	2	1
489	власти и	2	1
490	в связи	2	1
491	именно поэтому	1	1
492	связь с	1	1
493	нет ничего	1	1
494	видели в	3	1
495	что во	1	1
496	пространства и	2	1
497	горизонтальную плоскость	2	1
498	в столь	1	1
499	к жизни	4	1
500	для всех	2	1
501	это были	1	1
502	с некоторыми	1	1
503	есть только	1	1
504	некоторое время	1	1
505	многих других	1	1
506	и разнообразие	2	1
507	в состоянии	2	1
508	должно быть	4	1
509	с ее	3	1
510	слова и	1	1
511	части своего	1	1
512	аналогии с	1	1
513	в формах	3	1
514	и где	1	1
515	ближе к	1	1
516	более того	1	1
517	с полной	1	1
518	европы как	1	1
519	в мировой	1	1
520	она может	1	1
521	нельзя сказать	1	1
522	о котором	2	1
523	в силах	2	1
524	поставить так	1	1
525	степени чем	1	1
526	может в	1	1
527	вовлекает в	1	1
528	находим в	1	1
529	но это	3	1
530	и другие	3	1
531	с ней	1	1
532	этого времени	1	1
533	но этот	3	1
534	в последнем	1	1
535	с такой	1	1
536	оно не	2	1
537	в свое	2	1
538	есть то	2	1
539	своей части	1	1
540	это в	3	1
541	он на	1	1
542	все что	4	1
543	том числе	4	1
