N	2gram	Propp_Isto_3	Mirosoze
128	к которой	1	3
129	в том	9	3
130	только в	4	3
131	тем что	4	3
132	от того	1	3
133	с другим	1	3
134	до сих	5	3
135	связано с	4	3
136	нет ничего	2	3
137	тех которые	1	3
138	сих пор	5	3
139	и от	3	3
140	на смену	4	3
141	сказать что	3	3
142	не что	3	3
143	есть и	5	3
144	не имеют	2	2
145	и за	1	2
146	его не	3	2
147	который был	2	2
148	но она	2	2
149	принадлежит к	1	2
150	землю и	1	2
151	к богу	1	2
152	по отношению	2	2
153	себе и	2	2
154	более чем	1	2
155	нельзя было	1	2
156	хотя и	2	2
157	есть ли	2	2
158	и этим	1	2
159	бы не	1	2
160	и тот	1	2
161	и те	1	2
162	если он	2	2
163	этот процесс	1	2
164	на его	3	2
165	есть один	1	2
166	одной и	1	2
167	на этом	4	2
168	образа и	1	2
169	с собой	2	2
170	еще более	2	2
171	стоит на	3	2
172	если я	3	2
173	а за	1	2
174	не всегда	4	2
175	чем в	1	2
176	в этих	11	2
177	точки зрения	2	2
178	ее в	3	2
179	и той	1	2
180	которые в	1	2
181	сам он	1	2
182	ему как	2	2
183	а от	1	2
184	стоит в	2	2
185	идет на	1	2
186	правда в	1	2
187	ничего не	6	2
188	к ней	4	2
189	связи с	6	2
190	как будто	2	2
191	к себе	1	2
192	нет ни	1	2
193	они стали	1	2
194	приходит к	1	2
195	он так	1	2
196	можно было	1	2
197	есть также	1	2
198	после того	2	2
199	по себе	1	2
200	в разных	1	2
201	вот почему	2	2
202	и поэтому	1	2
203	и та	1	2
204	и что	2	2
205	нас в	1	2
206	к нему	5	2
207	это лишь	1	2
208	все время	2	2
209	подобно тому	1	2
210	мы видим	8	2
211	тот же	1	2
212	мы увидим	3	2
213	бы его	1	2
214	между тем	2	2
215	так что	5	2
216	уже в	1	2
217	него и	2	2
218	себе в	2	2
219	были бы	1	2
220	как у	1	2
221	что человек	1	2
222	и русская	1	2
223	уходит в	3	2
224	мы еще	3	2
225	что не	2	2
226	превращается в	3	2
227	так это	1	2
228	не означает	1	2
229	вместе с	9	2
230	к своему	1	2
231	другу и	1	2
232	что за	1	2
233	тому как	1	2
234	что же	1	2
235	да и	2	2
236	из этой	2	2
237	сам не	1	2
238	но для	1	2
239	человек и	1	2
240	но когда	1	2
241	быть и	3	2
242	а в	6	2
243	но этот	2	2
244	отношению к	2	2
245	и эта	1	2
246	пор не	1	1
247	он стоит	2	1
248	говорят о	1	1
249	и то	2	1
250	самом деле	1	1
251	бы для	1	1
252	свою жену	3	1
253	я умру	2	1
254	почти всегда	1	1
255	от которых	2	1
256	должна быть	1	1
257	со своей	1	1
258	смерти отца	1	1
259	мы не	1	1
260	у тебя	2	1
261	большую роль	1	1
262	выходит из	1	1
263	но по	3	1
264	существенно отличается	1	1
265	в царство	4	1
266	это отношение	1	1
267	и ее	3	1
268	процесс должен	1	1
269	кто это	1	1
270	на них	1	1
271	быть в	1	1
272	и связь	1	1
273	тем как	1	1
274	жизнь ее	1	1
275	не все	6	1
276	с отцом	1	1
277	в новом	1	1
278	женской природе	2	1
279	друга и	1	1
280	нет и	1	1
281	своего сына	1	1
282	можно заставить	1	1
283	которые не	1	1
284	к браку	1	1
285	мнил себя	1	1
286	с этим	8	1
287	это был	1	1
288	все остальные	1	1
289	неспособности к	1	1
290	друга не	1	1
291	знак того	1	1
292	и как	3	1
293	который будет	1	1
294	его к	1	1
295	сырой земле	1	1
296	не хочет	1	1
297	ни один	2	1
298	в целом	3	1
299	все так	1	1
300	все эти	4	1
301	во многих	2	1
302	право на	1	1
303	бы только	1	1
304	и кто	1	1
305	на то	1	1
306	и другим	1	1
307	все те	1	1
308	перестает быть	1	1
309	они в	2	1
310	когда это	1	1
311	иногда бывают	1	1
312	не произошло	1	1
313	не могли	1	1
314	в плане	1	1
315	наконец его	1	1
316	но все	2	1
317	жить в	3	1
318	этом нет	1	1
319	же не	2	1
320	кончился и	1	1
321	в другом	2	1
322	об этом	1	1
323	их и	3	1
324	входит в	1	1
325	люди не	1	1
326	было бы	3	1
327	я все	1	1
328	после этого	2	1
329	и тем	1	1
330	не соответствует	1	1
331	других женщин	1	1
332	принуждение к	1	1
333	она и	1	1
334	он из	1	1
335	берет на	1	1
336	с тем	2	1
337	не узнает	1	1
338	и уже	2	1
339	которой он	1	1
340	нигде не	1	1
341	идет он	2	1
342	который мнил	1	1
343	на себя	2	1
344	он сказал	1	1
345	перед собой	1	1
346	и становится	1	1
347	но если	1	1
348	что такое	1	1
349	известного момента	1	1
350	можно найти	4	1
351	в котором	2	1
352	с точки	1	1
353	в которых	2	1
354	нашли в	1	1
355	он весь	1	1
356	своего рода	1	1
357	должны были	3	1
358	одном из	3	1
359	обнаруживается в	1	1
360	и забвение	1	1
361	она в	1	1
362	земле и	1	1
363	и более	2	1
364	их в	3	1
365	теперь я	1	1
366	в религиозных	1	1
367	все три	1	1
368	и потом	2	1
369	был уже	1	1
370	но они	2	1
371	из нас	1	1
372	у кого	1	1
373	на самый	1	1
374	в самых	2	1
375	для всего	1	1
376	можно видеть	2	1
377	на одной	2	1
378	ему и	1	1
379	женщиной он	1	1
380	окончательно утеряна	1	1
381	не принадлежит	1	1
382	до того	1	1
383	уже и	1	1
384	что на	4	1
385	а мы	3	1
386	в нее	2	1
387	сына с	1	1
388	есть у	2	1
389	поводом к	1	1
390	ее на	1	1
391	лежит в	1	1
392	что отец	2	1
393	отличается от	1	1
394	чем быть	1	1
395	по характеру	1	1
396	она принимает	1	1
397	он видит	3	1
398	все еще	6	1
399	как не	1	1
400	в ее	1	1
401	к нам	1	1
402	на той	1	1
403	в пределах	4	1
404	роль в	2	1
405	и сам	1	1
406	на нее	3	1
407	не с	2	1
408	сознание а	1	1
409	живет в	5	1
410	до самой	1	1
411	о связи	4	1
412	она была	1	1
413	к тем	1	1
414	новых и	1	1
415	находится в	4	1
416	а также	2	1
417	к превращению	1	1
418	она всегда	1	1
419	толстой и	1	1
420	можно встретить	1	1
421	последних двух	1	1
422	он берет	1	1
423	как нет	1	1
424	царство и	1	1
425	это в	1	1
426	которой мы	1	1
427	раньше чем	3	1
428	и только	1	1
429	кто в	1	1
430	из моментов	1	1
431	человека как	1	1
432	мужчины мужчина	1	1
433	происходит в	2	1
434	которых они	1	1
435	так всегда	1	1
436	с чертом	1	1
437	к отцу	2	1
438	а после	2	1
439	земли есть	1	1
440	со всеми	1	1
441	не то	1	1
442	и хочет	1	1
443	своей целью	1	1
444	и у	3	1
445	и хотел	1	1
446	и они	4	1
447	земли а	1	1
448	не дает	2	1
449	но есть	2	1
450	его и	4	1
451	не сам	1	1
452	искать в	1	1
453	никто не	2	1
454	у нее	2	1
455	смысле этого	1	1
456	для них	3	1
457	бы это	1	1
458	мне то	1	1
459	как можно	1	1
460	возможно что	6	1
461	с другой	7	1
462	в брачную	1	1
463	и прежде	1	1
464	характерно для	2	1
465	и быть	1	1
466	во второй	1	1
467	такое же	1	1
468	к более	2	1
469	перед тем	1	1
470	и возвращается	2	1
471	также в	1	1
472	вход в	1	1
473	на смерть	3	1
474	вопрос можно	1	1
475	о чем	1	1
476	его собственной	1	1
477	на эту	1	1
478	от всех	1	1
479	связь с	6	1
480	можно будет	1	1
481	исходит от	1	1
482	с них	1	1
483	на самом	2	1
484	независимо от	2	1
485	женщиной и	1	1
486	но такое	1	1
487	в жизнь	1	1
488	по своему	1	1
489	в церковь	1	1
490	на тот	1	1
491	чтобы заставить	1	1
492	вне этой	1	1
493	такие явления	1	1
494	этого слова	1	1
495	с этой	1	1
496	грязи и	1	1
497	все это	1	1
498	она должна	1	1
499	это можно	1	1
500	он по	2	1
501	на большую	1	1
502	принадлежит всем	1	1
503	целый ряд	3	1
504	мы должны	7	1
505	за него	2	1
506	все они	1	1
507	могли быть	1	1
508	ты не	2	1
509	с ней	6	1
510	была бы	1	1
511	не окончательно	1	1
512	по которой	1	1
513	ко всему	1	1
514	из этого	1	1
515	на своем	1	1
516	этим объясняется	3	1
517	но эти	1	1
518	это так	1	1
519	к этой	1	1
520	видим в	1	1
521	она ведет	1	1
522	к этому	7	1
523	им и	1	1
524	на лице	1	1
525	как на	1	1
526	которая не	1	1
