N	2gram	Voloshinov_1	Psycholo
409	полном согласии	1	1
410	по сравнению	3	1
411	даны в	1	1
412	часто и	1	1
413	считают что	1	1
414	на вопрос	1	1
415	можно сказать	4	1
416	это часто	1	1
417	нас в	1	1
418	дела с	2	1
419	это было	1	1
420	в конечном	3	1
421	этот момент	1	1
422	ним и	1	1
423	в другой	1	1
424	и можно	1	1
425	еще более	1	1
426	и она	3	1
427	для ребенка	1	1
428	о двух	1	1
429	дело с	1	1
430	исследования мы	1	1
431	образов в	1	1
432	только на	3	1
433	себя и	2	1
434	в нашей	1	1
435	в начале	2	1
436	за счет	2	1
437	смысла в	1	1
438	и других	2	1
439	только иногда	1	1
440	не будут	1	1
441	и их	4	1
442	ведь это	1	1
443	с этими	1	1
444	для меня	2	1
445	у самого	1	1
446	не говорит	1	1
447	время говорит	1	1
448	перейти к	1	1
449	уже совершенно	1	1
450	момент в	2	1
451	со всем	1	1
452	а на	2	1
453	которые можно	1	1
454	и прежде	1	1
455	характерно для	2	1
456	тому как	1	1
457	что для	1	1
458	от этого	1	1
459	и самый	1	1
460	зависит от	1	1
461	жизнь в	1	1
462	одна и	1	1
463	мы знаем	3	1
464	и законы	1	1
465	наконец что	1	1
466	в момент	1	1
467	бы оно	1	1
468	в частности	2	1
469	всех трех	1	1
470	и особенно	1	1
471	согласии с	1	1
472	доведены до	1	1
473	предположить что	1	1
474	в область	2	1
475	сравнению с	3	1
476	он будет	1	1
477	применении к	1	1
478	быть только	1	1
479	из этой	1	1
480	течение своей	1	1
481	форма и	1	1
482	он сумеет	1	1
483	сейчас же	1	1
484	о его	1	1
485	отличается от	1	1
486	это последнее	2	1
487	изолировать и	1	1
488	мы вправе	1	1
489	получает возможность	1	1
490	наше предположение	1	1
491	в самые	1	1
492	как не	2	1
493	от всех	1	1
494	было на	1	1
495	и ни	1	1
496	теряет свою	1	1
497	мы должны	1	1
498	искусно и	1	1
499	что конечно	1	1
500	определить ее	1	1
501	ее только	1	1
502	именно здесь	1	1
503	между ними	3	1
504	с ней	1	1
505	и эта	1	1
506	только как	3	1
507	и так	2	1
508	всех других	2	1
509	ко всему	1	1
510	и жизнь	1	1
511	есть и	2	1
512	самое и	1	1
513	жизни и	3	1
514	это в	1	1
515	еще пытается	1	1
516	во сне	2	1
517	все что	4	1
518	этой точки	1	1
