N	2gram	Berdyaev_V_1	FransuaR
308	на новый	1	1
309	это как	1	1
310	от него	2	1
311	хлеба и	1	1
312	находится в	1	1
313	ее в	2	1
314	на части	1	1
315	всех формах	1	1
316	может и	1	1
317	этот третий	1	1
318	людей но	1	1
319	жизни и	3	1
320	а того	1	1
