N	2gram	Tiupa_Teor_1	Psycholo
241	в качестве	24	2
242	для всех	1	2
243	есть в	2	2
244	уже не	4	2
245	к каким	1	2
246	для него	2	2
247	противоречие между	1	2
248	в конце	2	2
249	русской поэзии	2	2
250	на примере	1	2
251	еще и	1	2
252	а с	3	2
253	говорит о	1	2
254	однако и	1	2
255	же точно	1	2
256	на время	1	2
257	к его	2	2
258	к своему	1	2
259	в данном	8	2
260	в первой	5	2
261	по существу	1	2
262	этого слова	3	2
263	своей жизни	2	2
264	о мире	1	2
265	и другими	1	2
266	не более	1	2
267	так же	2	2
268	нам не	1	2
269	была бы	3	2
270	имеет место	2	2
271	в малой	1	2
272	видим в	2	2
273	и другие	2	2
274	они не	1	2
275	можно назвать	1	2
276	значения этого	1	1
277	а между	1	1
278	для построения	1	1
279	же как	1	1
280	именно эта	1	1
281	от милой	1	1
282	чтобы не	1	1
283	художественного произведения	4	1
284	и потому	2	1
285	дело обстоит	1	1
286	в первом	2	1
287	и до	1	1
288	на две	3	1
289	из его	1	1
290	этой своей	1	1
291	собою в	1	1
292	мы имеем	7	1
293	из своих	1	1
294	стиля в	1	1
295	не столько	1	1
296	именно те	1	1
297	на себя	2	1
298	на свою	1	1
299	между этими	1	1
300	оно состоит	1	1
301	что можно	3	1
302	что ж	1	1
303	героев или	1	1
304	еще не	4	1
305	бы рассказ	1	1
306	внимание и	1	1
307	это возможно	1	1
308	я на	3	1
309	в чем	1	1
310	с его	5	1
311	чем это	2	1
312	но не	9	1
313	на основе	2	1
314	в сторону	1	1
315	одном и	1	1
316	не все	3	1
317	отношение к	5	1
318	отличие от	6	1
319	к третьему	1	1
320	как говорит	3	1
321	они ни	1	1
322	независимо от	1	1
323	хотя и	3	1
324	между двумя	3	1
325	над собой	1	1
326	имеет в	2	1
327	более или	2	1
328	в действительности	1	1
329	то в	2	1
330	для которого	1	1
331	в себя	3	1
332	таковы например	1	1
333	момент его	1	1
334	за это	1	1
335	всей своей	1	1
336	то я	1	1
337	одной общей	1	1
338	в известном	1	1
339	это тот	1	1
340	рассказ о	2	1
341	всех литературных	1	1
342	имеем в	3	1
343	и те	1	1
344	ее как	1	1
345	на его	1	1
346	не следует	4	1
347	игра с	1	1
348	литературных произведений	5	1
349	на одну	1	1
350	с нашим	1	1
351	подобно тому	1	1
352	заключает в	1	1
353	все с	1	1
354	мы обнаруживаем	1	1
355	русском языке	1	1
356	однако все	2	1
357	не будет	2	1
358	а затем	1	1
359	значение в	1	1
360	которыми он	1	1
361	том случае	1	1
362	только не	2	1
363	по два	2	1
364	того или	3	1
365	с другими	5	1
366	есть не	1	1
367	это не	2	1
368	как говорил	1	1
369	в итоге	2	1
370	в жизни	2	1
371	к области	2	1
372	самые различные	1	1
373	чаще всего	1	1
374	она и	1	1
375	в слове	3	1
376	этим и	1	1
377	когда я	1	1
378	о чем	1	1
379	рода и	2	1
380	должно быть	1	1
381	обратимся к	1	1
382	же я	1	1
383	и становится	1	1
384	или менее	2	1
385	первой части	2	1
386	о ком	1	1
387	таким же	1	1
388	представить себе	1	1
389	заключать в	1	1
390	это делает	1	1
391	вот он	1	1
392	в их	2	1
393	на каждом	1	1
394	стоит в	1	1
395	от себя	3	1
396	и доказать	1	1
397	есть высшая	2	1
398	но эта	1	1
399	теми же	1	1
400	однако в	7	1
401	с такими	1	1
402	в повести	2	1
403	бы быть	1	1
404	даже в	3	1
405	случае мы	1	1
406	и вся	1	1
407	то с	1	1
408	бывает в	1	1
409	в таких	1	1
410	я для	1	1
411	с которой	1	1
412	строя и	1	1
413	дело в	2	1
414	и притом	2	1
415	не по	1	1
416	героев и	1	1
417	в уме	1	1
418	это еще	1	1
419	не могло	2	1
420	он мог	1	1
421	а тот	1	1
422	того и	1	1
423	это явление	1	1
424	этих двух	2	1
425	нам с	1	1
426	в русском	1	1
427	картину и	1	1
428	смешивать с	3	1
429	мире и	2	1
430	смысл не	1	1
431	не принадлежит	2	1
432	одним из	2	1
433	но напротив	2	1
434	и заключается	1	1
435	и такие	1	1
436	евгении онегине	1	1
437	нет на	1	1
438	искусства как	2	1
439	отказаться от	1	1
440	в каждой	1	1
441	обычно в	1	1
442	на мягкую	1	1
443	не ограничивается	2	1
444	и весело	1	1
445	значения и	2	1
446	но по	1	1
447	литературных героев	1	1
448	как один	1	1
449	в собственном	1	1
450	который может	1	1
451	собственные законы	1	1
452	роль в	2	1
453	не ту	1	1
454	можно было	1	1
455	так и	10	1
456	те же	1	1
457	не с	3	1
458	мог бы	3	1
459	шиллер в	1	1
460	не оказывается	1	1
461	образа в	1	1
462	в результате	1	1
463	две части	1	1
464	это первый	1	1
465	в словах	1	1
466	у нее	1	1
467	на вопрос	1	1
468	определенным образом	2	1
469	к действительности	3	1
470	в новую	1	1
471	можно сказать	3	1
472	основе своей	1	1
473	времени в	2	1
474	в евгении	1	1
475	эта перемена	1	1
476	это было	2	1
477	в конечном	6	1
478	мы понимаем	1	1
479	не уничтожается	1	1
480	или иначе	5	1
481	ним и	1	1
482	в форме	2	1
483	в другой	1	1
484	под именем	1	1
485	вслед за	2	1
486	быть и	2	1
487	но с	1	1
488	дело с	1	1
489	вступить в	1	1
490	по этому	1	1
491	с которыми	1	1
492	без этого	1	1
493	из которого	3	1
494	другими звуками	1	1
495	только на	1	1
496	себя и	1	1
497	в поэзии	2	1
498	смысла в	1	1
499	что сама	2	1
500	только одно	1	1
501	поэзии есть	1	1
502	и их	1	1
503	ведь это	1	1
504	в прозе	2	1
505	является именно	1	1
506	с этими	1	1
507	для меня	2	1
508	она пользуется	1	1
509	не говорит	1	1
510	образом что	1	1
511	не было	1	1
512	момент в	1	1
513	лицом и	1	1
514	на второй	1	1
515	насколько это	1	1
516	а на	3	1
517	для эстетической	1	1
518	как у	1	1
519	две половины	1	1
520	именно в	3	1
521	никакого определенного	1	1
522	а именно	2	1
523	к которому	3	1
524	тому как	1	1
525	в отличие	6	1
526	что для	1	1
527	положений и	1	1
528	бы никакого	1	1
529	эмоционального строя	1	1
530	напротив мы	1	1
531	быть названо	2	1
532	превращается в	2	1
533	полагал что	1	1
534	понимаем что	1	1
535	и составляет	3	1
536	в рассказе	2	1
537	жизнь в	1	1
538	и первый	1	1
539	когда же	1	1
540	могут служить	2	1
541	которое существует	1	1
542	разговор с	1	1
543	что из	1	1
544	ближе к	1	1
545	если не	1	1
546	в момент	2	1
547	в частности	16	1
548	о себе	2	1
549	ясно говорит	2	1
550	и особенно	2	1
551	и заключительные	1	1
552	мы говорим	1	1
553	подробностей и	1	1
554	нимало не	1	1
555	у себя	1	1
556	в область	1	1
557	целом ряде	1	1
558	им с	1	1
559	для понимания	2	1
560	восприятия все	1	1
561	художественное произведение	1	1
562	действительность в	1	1
563	о его	1	1
564	отличается от	2	1
565	чтобы этот	1	1
566	каждой из	1	1
567	не является	4	1
568	в мировой	1	1
569	для автора	1	1
570	выше можно	1	1
571	тем и	1	1
572	ногами и	2	1
573	имеет дело	1	1
574	начала и	1	1
575	трагизма в	1	1
576	тот кто	2	1
577	собственно говоря	1	1
578	от всех	1	1
579	я думаю	1	1
580	ту форму	1	1
581	отношении к	2	1
582	себе никакого	1	1
583	в романе	3	1
584	между ними	4	1
585	с ней	1	1
586	это на	1	1
587	жизни а	1	1
588	или иного	3	1
589	мере в	1	1
590	случае если	1	1
591	тем самым	4	1
592	все что	1	1
