N	2gram	Trubetskoy_1	FransuaR
295	уже знаем	1	1
296	то все	1	1
297	даже в	1	1
298	других членов	1	1
299	был вполне	1	1
300	же образом	2	1
301	своей будущей	1	1
302	а за	1	1
303	в данном	7	1
304	как другие	1	1
305	на этот	1	1
306	мы не	1	1
307	ему по	2	1
308	о которой	1	1
309	и тогда	2	1
310	и того	1	1
311	одного и	1	1
312	что такое	2	1
313	благодаря этому	2	1
314	нас не	1	1
315	и без	1	1
316	где мы	1	1
317	на свою	1	1
318	знаем что	3	1
319	из области	1	1
320	нельзя было	1	1
321	в россии	6	1
322	друг другу	2	1
323	и вся	1	1
324	ему как	1	1
325	можно ли	3	1
326	с необычайной	1	1
327	во главе	2	1
328	до известной	1	1
329	что эта	1	1
330	мало того	1	1
331	и старая	1	1
332	на него	1	1
333	не по	1	1
334	говорить о	3	1
335	и стал	1	1
336	следовательно и	2	1
337	сам уже	1	1
338	найти в	1	1
339	казалось бы	1	1
340	именно с	1	1
341	и весь	1	1
342	во всем	4	1
343	потому что	5	1
344	же он	1	1
345	участию в	1	1
346	хочет быть	1	1
347	этом отношении	1	1
348	что на	1	1
349	от того	4	1
350	в духе	1	1
351	что все	3	1
352	оно сразу	1	1
353	но все	1	1
354	похож на	1	1
355	же самое	1	1
356	этого между	1	1
357	к данной	1	1
358	этих самых	1	1
359	в полной	1	1
360	так например	1	1
361	не будет	7	1
362	свою очередь	1	1
363	всем этим	2	1
364	данном случае	3	1
365	два аспекта	1	1
366	и от	2	1
367	у тех	1	1
368	идет не	1	1
369	это для	1	1
370	на том	3	1
371	можно было	4	1
372	те же	1	1
373	в борьбе	2	1
374	сказано выше	1	1
375	все до	1	1
376	с реальными	1	1
377	если бы	6	1
378	о котором	3	1
379	собой и	3	1
380	которое будет	1	1
381	что весьма	1	1
382	в определенной	1	1
383	тем чем	1	1
384	национальный характер	1	1
385	первый и	1	1
386	и должно	2	1
387	в отдельных	1	1
388	известной степени	1	1
389	ее не	1	1
390	в самой	1	1
391	и что	2	1
392	можно сказать	1	1
393	и во	3	1
394	от него	2	1
395	на отдельные	1	1
396	может когда	1	1
397	людей в	1	1
398	переходит в	1	1
399	борьба с	1	1
400	что и	3	1
401	свою новую	1	1
402	неизбежно будет	1	1
403	вполне и	2	1
404	живой отклик	1	1
405	быть и	2	1
406	с себя	1	1
407	собой разумеется	1	1
408	на исключительную	1	1
409	своим национальным	1	1
410	от них	1	1
411	по этому	2	1
412	именно на	2	1
413	же ее	1	1
414	для всех	6	1
415	прямо в	1	1
416	в виде	3	1
417	на свое	1	1
418	же у	1	1
419	веры и	1	1
420	этой новой	1	1
421	конечно нет	1	1
422	к своим	1	1
423	мы знаем	1	1
424	для него	6	1
425	но особенно	1	1
426	само собой	1	1
427	в очень	1	1
428	того ради	1	1
429	без того	1	1
430	за ними	1	1
431	государство и	1	1
432	до сих	5	1
433	и священными	1	1
434	всюду где	1	1
435	а с	2	1
436	ряд общих	1	1
437	в некоторых	2	1
438	быть тем	1	1
439	других странах	1	1
440	вот в	1	1
441	рассмотренные нами	1	1
442	был в	1	1
443	а наоборот	1	1
444	на которых	1	1
445	у других	2	1
446	с которым	1	1
447	ближе к	1	1
448	не исключает	1	1
449	в руках	1	1
450	священными предметами	1	1
451	свою судьбу	1	1
452	знаем и	1	1
453	игру в	1	1
454	ярким представителем	1	1
455	к его	1	1
456	ход и	1	1
457	и потому	3	1
458	и заставляли	1	1
459	всех людей	2	1
460	а следовательно	3	1
461	к самому	1	1
462	встречается у	1	1
463	смысле этого	1	1
464	остается в	2	1
465	эти последние	1	1
466	на шее	1	1
467	культуры в	3	1
468	этого слова	1	1
469	с этой	1	1
470	какие же	1	1
471	политику и	1	1
472	сих пор	5	1
473	этом и	2	1
474	важно то	1	1
475	тех или	1	1
476	не знаем	1	1
477	оно и	1	1
478	в связи	1	1
479	происходит в	1	1
480	к государственной	1	1
481	это как	1	1
482	которая в	1	1
483	чтобы понять	2	1
484	тот кто	1	1
485	в другое	4	1
486	же дело	2	1
487	для нас	2	1
488	но когда	1	1
489	не должен	2	1
490	ереси и	1	1
491	мы прежде	1	1
492	в свете	1	1
493	том случае	4	1
494	ибо они	1	1
495	на роль	1	1
496	в свою	1	1
497	и глубокого	1	1
498	и внутренне	1	1
499	разных странах	1	1
500	всех других	1	1
501	ко всему	1	1
502	на это	2	1
503	что в	4	1
504	и исторических	1	1
505	случае если	3	1
506	для эпохи	1	1
507	в таком	2	1
508	всего этого	1	1
509	все что	4	1
