N	2gram	Bakhtin_fo_1	Hudozhes
595	противоречие между	1	1
596	к человеку	1	1
597	которой нет	1	1
598	них и	1	1
599	человека но	1	1
600	и своего	1	1
601	одной стороны	2	1
602	не на	1	1
603	имеет к	1	1
604	там где	2	1
605	что мы	2	1
606	жизнь в	2	1
607	их самих	1	1
608	характер здесь	1	1
609	вступает в	2	1
610	свою судьбу	1	1
611	подхода к	3	1
612	единого слова	1	1
613	но все	5	1
614	неотделимо от	2	1
615	теперь когда	1	1
616	из которых	1	1
617	о чем	1	1
618	в данном	2	1
619	я так	1	1
620	она есть	1	1
621	жизни которые	2	1
622	работы о	1	1
623	и всей	2	1
624	быть только	3	1
625	происходит в	2	1
626	характером но	1	1
627	века и	1	1
628	в ряду	1	1
629	друг с	1	1
630	человек с	1	1
631	каждой отдельной	1	1
632	лишь то	1	1
633	внутренняя жизнь	2	1
634	его же	1	1
635	это был	1	1
636	последующее развитие	1	1
637	время это	1	1
638	роман но	1	1
639	известной степени	1	1
640	судьбы и	4	1
641	тип в	1	1
642	уже на	2	1
643	формы и	3	1
644	самим героем	1	1
645	себя на	1	1
646	узком смысле	1	1
647	которого они	1	1
648	и пространстве	1	1
649	в отдельных	1	1
650	за рубежом	1	1
651	в данное	1	1
652	но когда	1	1
653	со своей	3	1
654	не более	1	1
655	тем более	1	1
656	еще придется	1	1
657	у которого	1	1
658	мы должны	2	1
659	и героини	5	1
660	самому и	1	1
661	здесь даже	1	1
662	человека характер	1	1
663	первый раз	1	1
664	лишь что	1	1
665	сказать что	3	1
666	и внутренне	1	1
667	в свою	2	1
668	забывать что	1	1
669	в последнем	1	1
670	ушел из	1	1
671	культуры в	1	1
672	и солнце	1	1
673	для которой	1	1
674	время не	2	1
675	который он	1	1
676	а перед	1	1
677	к другим	1	1
678	и другие	5	1
679	героя как	1	1
680	и эта	2	1
681	во всяком	3	1
