N	2gram	Potebnia_M_4	Marksizm
585	значение как	1	1
586	если же	4	1
587	деле в	1	1
588	на предмет	1	1
589	в применении	1	1
590	прибавить к	1	1
591	значения и	1	1
592	то она	1	1
593	от друга	1	1
594	какова же	1	1
595	развиться только	1	1
596	такое слово?	1	1
597	к какой	1	1
598	служит лишь	1	1
599	только не	3	1
600	можно сделать	1	1
601	значением слова	1	1
602	и совершенно	1	1
603	котором мы	1	1
604	из двух	1	1
605	на нее	3	1
606	свою историю	2	1
607	времени и	1	1
608	на которую	1	1
609	и глубины	1	1
610	можно только	2	1
611	в субъективном	1	1
612	в которые	1	1
613	как выражение	1	1
614	с человеком	1	1
615	образом в	5	1
616	о нем	1	1
617	влечет за	1	1
618	перестать быть	1	1
619	оно непосредственно	1	1
620	других наук	2	1
621	слово и	3	1
622	и что	7	1
623	находятся в	1	1
624	всех подобных	1	1
625	идет о	1	1
626	живым и	1	1
627	мысль не	1	1
628	все его	1	1
629	ее и	1	1
630	как форма	1	1
631	до известной	2	1
632	второй половины	1	1
633	затем в	1	1
634	за собою	2	1
635	как нет	2	1
636	к нему	5	1
637	необходимо прибавить	1	1
638	и требует	1	1
639	но нет	2	1
640	примыкает к	5	1
641	в форме	1	1
642	них в	1	1
643	века и	1	1
644	в ту	2	1
645	а его	1	1
646	знания и	1	1
647	для самого	2	1
648	и мир	1	1
649	один момент	1	1
650	и история	1	1
651	эта для	1	1
652	образом как	1	1
653	с себя	1	1
654	оно и	1	1
655	непосредственно примыкает	2	1
656	мы видим	2	1
657	с ними	3	1
658	пришел к	1	1
659	пор не	3	1
660	к нашему	1	1
661	своего создателя	1	1
662	или же	1	1
663	бы ни	2	1
664	от них	1	1
665	с одной	1	1
666	так что	5	1
667	все науки	1	1
668	можно выразить	1	1
669	уже не	3	1
670	уже в	5	1
671	и они	2	1
672	определении этих	1	1
673	языку язык	1	1
674	мы получим	1	1
675	значение и	2	1
676	первое и	1	1
677	себе лишь	1	1
678	это значение	2	1
679	процессе его	1	1
680	рано или	2	1
681	каким образом	2	1
682	при помощи	3	1
683	превращаются в	1	1
684	который как	1	1
685	а потому	1	1
686	слова в	3	1
687	понято и	1	1
688	в одном	4	1
689	сами по	2	1
690	прибавить что	1	1
691	от сознания	1	1
692	ту сторону	1	1
693	но что	2	1
694	само по	5	1
695	значение есть	1	1
696	образом не	1	1
697	какой же	1	1
698	лишь один	2	1
699	друг от	1	1
700	были бы	1	1
701	к двум	1	1
702	понимание в	1	1
703	или поздно	2	1
704	зрения этого	1	1
705	одной стороны	1	1
706	со стороны	3	1
707	формы слово	1	1
708	и нельзя	2	1
709	этого значения	1	1
710	все равно	3	1
711	и самая	1	1
712	в сознание	2	1
713	и быть	2	1
714	тому как	2	1
715	в природе	1	1
716	стремится к	2	1
717	смысле и	1	1
718	нет как	1	1
719	предмета но	1	1
720	вещь и	1	1
721	этом слове	4	1
722	превращается в	2	1
723	самое слово	4	1
724	для сознания	1	1
725	не замечается	1	1
726	как ни	2	1
727	систему и	1	1
728	что мы	10	1
729	под влиянием	1	1
730	в стройную	1	1
731	на слово	1	1
732	его как	1	1
733	между явлениями	1	1
734	ответить на	3	1
735	границы между	1	1
736	ко всем	3	1
737	как это	1	1
738	без помощи	1	1
739	но не	1	1
740	вырванным из	1	1
741	этого момента	1	1
742	влияния на	1	1
743	если оно	2	1
744	а если	2	1
745	она есть	1	1
746	в той	4	1
747	не видят	1	1
748	быть только	1	1
749	времени с	1	1
750	для понимания	2	1
751	мы же	1	1
752	того уже	1	1
753	многих других	1	1
754	это значит	1	1
755	никем не	2	1
756	лежит в	1	1
757	быть не	2	1
758	есть и	2	1
759	то следовательно	1	1
760	на пути	1	1
761	между прочим	3	1
762	чем та	1	1
763	к другим	2	1
764	вещь а	1	1
765	в наше	1	1
766	в более	2	1
767	в следующей	1	1
768	известной степени	3	1
769	но менее	1	1
770	при таком	1	1
771	и может	4	1
772	изменения в	1	1
773	и слова	2	1
774	а все	1	1
775	явлениям в	1	1
776	чтобы понять	2	1
777	человек и	1	1
778	лишь одна	1	1
779	к одной	1	1
780	и важно	1	1
781	лишь как	1	1
782	у них	1	1
783	с языком	2	1
784	самого говорящего	2	1
785	только с	1	1
786	зрения в	1	1
787	скажем что	1	1
788	язык не	5	1
789	его функции	1	1
790	и необходимо	1	1
791	есть понимание	1	1
792	отношению ко	1	1
793	же касается	1	1
794	бы на	1	1
795	состоит из	1	1
796	была бы	1	1
797	значение а	1	1
798	равно как	2	1
799	их с	1	1
800	и так	3	1
801	и художественного	1	1
802	в последнем	1	1
803	же мы	2	1
804	языка то	2	1
805	ли они	1	1
806	ее в	1	1
807	то оно	1	1
808	весь процесс	1	1
809	каждое слово	1	1
810	можно назвать	2	1
811	языка является	1	1
