N	2gram	Bakhtin_sl_1	Problema
335	и дает	1	1
336	словом а	1	1
337	чем в	1	1
338	и некоторые	1	1
339	как некоторого	1	1
340	жизни или	1	1
341	теперь эта	1	1
342	не столько	1	1
343	степени не	1	1
344	он принимает	1	1
345	не как	4	1
346	зрения которого	1	1
347	для всякого	1	1
348	правда эта	1	1
349	которой они	1	1
350	все это	5	1
351	без всяких	2	1
352	только те	1	1
353	х годах	1	1
354	где нет	2	1
355	в устах	1	1
356	вместе со	2	1
357	ни были	3	1
358	даже в	2	1
359	заставляет его	2	1
360	же мы	1	1
361	тому что	2	1
362	xviii века	2	1
363	с теми	1	1
364	самого начала	1	1
365	о чем	1	1
366	на котором	1	1
367	которого он	1	1
368	виду не	1	1
369	ведь не	1	1
370	для всего	1	1
371	из него	2	1
372	людям и	1	1
373	все свои	2	1
374	возможно и	1	1
375	правда в	1	1
376	характерна и	1	1
377	же время	12	1
378	во всем	1	1
379	вот что	1	1
380	со своим	5	1
381	под разными	1	1
382	с прямым	1	1
383	по ней	1	1
384	ни о	2	1
385	ним до	1	1
386	героев и	1	1
387	как только	3	1
388	единому и	1	1
389	люди все	1	1
390	в душе	1	1
391	его с	1	1
392	не встречается	1	1
393	той или	9	1
394	только одно	1	1
395	в очень	1	1
396	он никогда	1	1
397	на это	1	1
398	она не	3	1
399	бы ни	3	1
400	правда не	2	1
401	и это	1	1
402	и самое	2	1
403	но по	2	1
404	с ее	4	1
405	куда вы	2	1
406	которые как	1	1
407	то или	1	1
408	и этим	3	1
409	с самого	1	1
410	и исторически	1	1
411	значение в	1	1
412	по аналогии	1	1
413	чуждо и	1	1
414	отправился на	1	1
415	те же	2	1
416	в плоскости	1	1
417	чем у	1	1
418	можно вспомнить	1	1
419	это только	1	1
420	но у	1	1
421	преимущественно в	4	1
422	со стороны	1	1
423	смысле и	1	1
424	погружается в	1	1
425	сводится к	1	1
426	и здесь	3	1
427	представителей и	1	1
428	его жизни	1	1
429	притом в	1	1
430	или на	1	1
431	аналогии с	1	1
432	за свое	1	1
433	и речей	1	1
434	которых они	1	1
435	что поэт	1	1
436	творчества в	1	1
437	нуждается в	1	1
438	в другой	2	1
439	которые он	1	1
440	которых он	1	1
441	и следовательно	7	1
442	в него	3	1
443	как из	1	1
444	но с	1	1
445	в двух	1	1
446	и кроме	2	1
447	одной из	3	1
448	сознание в	1	1
449	и так	1	1
450	и такое	1	1
451	в новелле	1	1
452	какой степени	1	1
453	же и	2	1
454	в большинстве	10	1
455	только на	2	1
456	в поэзии	3	1
457	слова не	1	1
458	большинстве случаев	6	1
459	котором можно	1	1
460	и других	3	1
461	на эту	1	1
462	к своим	1	1
463	что для	1	1
464	него нет	1	1
465	был бы	2	1
466	в новом	1	1
467	с первым	1	1
468	не выражает	1	1
469	здесь перед	1	1
470	в диалоге	1	1
471	внутреннюю форму	1	1
472	каковы бы	2	1
473	среди которых	1	1
474	к ним	1	1
475	как его	5	1
476	этом отношении	1	1
477	от того	1	1
478	в форме	1	1
479	момент в	1	1
480	нет и	1	1
481	именно как	2	1
482	не были	3	1
483	или иной	9	1
484	как у	1	1
485	или иначе	1	1
486	далеких от	1	1
487	чем он	2	1
488	на которые	2	1
489	по всей	3	1
490	и др	14	1
491	в англии	1	1
492	его из	1	1
493	только по	1	1
494	эти идеи	1	1
495	смысла и	3	1
496	не было	3	1
497	а на	2	1
498	он только	1	1
499	до конца	12	1
500	ничем не	1	1
501	и самый	1	1
502	не на	5	1
503	нем и	3	1
504	однако и	1	1
505	его по	1	1
506	когда она	1	1
507	входить в	1	1
508	на фоне	7	1
509	но оно	3	1
510	и философия	1	1
511	на который	1	1
512	и она	1	1
513	и потому	4	1
514	как одно	1	1
515	новом свете	1	1
516	к своему	6	1
517	почти всех	1	1
518	и глубоко	1	1
519	этого типа	2	1
520	могут быть	19	1
521	в литературе	1	1
522	есть как	3	1
523	даже с	1	1
524	хотя он	1	1
525	там где	4	1
526	слова среди	5	1
527	проходит мимо	1	1
528	здесь таким	1	1
529	в х	1	1
530	но это	1	1
531	между прочим	1	1
532	которые были	1	1
533	с большой	1	1
534	в более	1	1
535	судьбы и	1	1
536	какого-нибудь одного	1	1
537	слова но	1	1
538	на задний	1	1
539	и от	4	1
540	и колебания	2	1
541	какие только	1	1
542	от него	1	1
543	тем более	1	1
544	отношении не	1	1
545	разве только	1	1
546	зрения в	1	1
547	дана в	1	1
548	ни было	2	1
549	есть уже	1	1
550	диалог между	1	1
551	личности и	1	1
552	от всякого	2	1
553	с ними	3	1
554	городов и	1	1
555	в романе	21	1
556	героя и	1	1
557	с ней	2	1
558	от своего	1	1
559	только как	1	1
560	состоит из	1	1
561	таким же	1	1
562	того или	2	1
563	одном своем	1	1
564	свое и	1	1
565	по причине	1	1
566	им и	1	1
567	которая не	3	1
568	этой точки	1	1
