N	2gram	Tiupa_Lite_1	Komedia
154	в самом	3	2
155	художественного мышления	1	2
156	право на	1	2
157	в себе	7	2
158	в первой	1	2
159	в принципе	3	2
160	не к	2	2
161	в силу	4	2
162	на этом	2	2
163	то ни	1	2
164	было бы	2	2
165	и тем	4	2
166	для них	2	2
167	такой же	1	2
168	в следующем	1	2
169	всяком случае	2	2
170	и самого	2	2
171	тем не	2	2
172	одна из	3	2
173	это еще	1	2
174	при всем	3	2
175	в форму	1	2
176	по своей	3	2
177	как будто	2	2
178	в области	3	2
179	уже о	1	2
180	для себя	5	2
181	с ее	1	2
182	второй половине	1	2
183	только при	1	2
184	в себя	2	2
185	мог бы	1	2
186	для этого	4	2
187	собой и	1	2
188	и здесь	1	2
189	аналогии с	3	2
190	затем в	1	2
191	и во	1	2
192	под именем	1	2
193	путь к	1	2
194	от них	1	2
195	еще не	4	2
196	который в	1	2
197	для всех	1	2
198	из которых	1	2
199	вернуться к	1	2
200	а то	1	2
201	мы знаем	1	2
202	могли быть	1	2
203	вовсе не	1	2
204	в финале	1	2
205	со стороны	4	2
206	до сих	1	2
207	хоть и	1	2
208	вслед за	1	2
209	еще и	3	2
210	а сам	1	2
211	то и	2	2
212	до конца	1	2
213	из наиболее	2	2
214	одну из	2	2
215	не может	5	2
216	вместе с	1	2
217	но не	4	2
218	это были	1	2
219	говоря уже	2	2
220	в состоянии	1	2
221	к нему	1	2
222	сих пор	1	2
223	между прочим	1	2
224	или в	1	2
225	а к	1	2
226	как теперь	1	2
227	только что	1	2
228	ни было	1	2
229	то что	10	2
230	не говоря	2	2
231	в свою	1	2
232	в действительности	1	2
233	в своих	4	2
234	во всяком	3	2
235	все что	1	2
236	которых не	1	1
237	них он	1	1
238	также и	3	1
239	чтобы не	2	1
240	переходит к	1	1
241	не остается	2	1
242	на самом	1	1
243	всего это	1	1
244	тем же	3	1
245	между двумя	1	1
246	об исторической	1	1
247	исходит из	3	1
248	в основании	1	1
249	в зависимости	1	1
250	и за	1	1
251	одним из	5	1
252	той же	3	1
253	для своего	2	1
254	задачу не	1	1
255	из того	2	1
256	ему в	1	1
257	то это	2	1
258	зависимости от	1	1
259	в мире	2	1
260	и он	1	1
261	собой в	1	1
262	быть в	1	1
263	а только	2	1
264	во всех	1	1
265	отказ от	7	1
266	общественной жизни	1	1
267	к которой	1	1
268	ответ на	1	1
269	очевидно что	1	1
270	в наиболее	1	1
271	вмешивается в	1	1
272	отнюдь не	2	1
273	мира в	3	1
274	с собой	4	1
275	в своем	11	1
276	целый ряд	1	1
277	мысль в	2	1
278	говорится в	2	1
279	то в	1	1
280	за собой	1	1
281	жизни к	1	1
282	который впрочем	1	1
283	всего лишь	4	1
284	культуры и	1	1
285	так или	8	1
286	представляет собой	4	1
287	он в	1	1
288	что же	1	1
289	чуть ли	2	1
290	свидетельствует об	1	1
291	бы не	3	1
292	из этих	2	1
293	но без	2	1
294	приводит к	3	1
295	только на	2	1
296	роль в	2	1
297	почти целиком	1	1
298	как он	2	1
299	века к	1	1
300	в поэтике	1	1
301	платона и	1	1
302	от которого	1	1
303	оно в	1	1
304	же году	3	1
305	состоит в	11	1
306	к одному	1	1
307	по существу	1	1
308	у читателя	1	1
309	нашего времени	2	1
310	не могли	1	1
311	чтобы в	1	1
312	подобно тому	2	1
313	но все	1	1
314	человека в	1	1
315	значительной степени	1	1
316	свою власть	1	1
317	а их	1	1
318	то есть	6	1
319	это было	1	1
320	на путь	1	1
321	художника как	2	1
322	перед нами	1	1
323	и служат	1	1
324	в жизни	6	1
325	и находит	1	1
326	а с	1	1
327	соответствии с	1	1
328	с тем	1	1
329	всю жизнь	1	1
330	и уже	1	1
331	жизни но	1	1
332	с такой	1	1
333	в эту	1	1
334	в этих	1	1
335	не так	1	1
336	в ходе	1	1
337	и одно	1	1
338	а как	2	1
339	никто не	1	1
340	по три	1	1
341	превратилась в	1	1
342	в отличие	5	1
343	в которых	1	1
344	войне и	2	1
345	творческой индивидуальности	1	1
346	однако не	1	1
347	и более	1	1
348	абсолютная истина	1	1
349	том же	3	1
350	не была	1	1
351	если и	1	1
352	между людьми	1	1
353	на три	1	1
354	при всех	2	1
355	вплоть до	2	1
356	самого начала	1	1
357	в русской	10	1
358	к новым	1	1
359	из мира	1	1
360	и сама	1	1
361	своего героя	2	1
362	среди персонажей	1	1
363	и представлялась	1	1
364	видят в	1	1
365	зрителя к	1	1
366	к концу	1	1
367	предполагать что	1	1
368	в тексте	8	1
369	на мой	1	1
370	так например	1	1
371	с новой	1	1
372	как следует	1	1
373	может показаться	1	1
374	вот в	1	1
375	к себе	3	1
376	два десятилетия	1	1
377	лермонтова не	1	1
378	этой причине	2	1
379	и другим	1	1
380	узнаем о	1	1
381	в поле	2	1
382	и объясняются	1	1
383	уже на	1	1
384	в каждом	1	1
385	отказаться от	1	1
386	следует отнести	1	1
387	литературного творчества	1	1
388	не делает	1	1
389	но при	2	1
390	как один	1	1
391	данном случае	4	1
392	с самого	1	1
393	во главе	1	1
394	говорить о	1	1
395	в дальнейшем	1	1
396	по аналогии	3	1
397	можно было	2	1
398	каждого из	1	1
399	в борьбе	1	1
400	участия в	1	1
401	ссылки на	1	1
402	высказывание из	1	1
403	в последней	1	1
404	о нем	1	1
405	в пользу	1	1
406	на вопрос	1	1
407	и внутреннее	1	1
408	и что	1	1
409	два стиха	1	1
410	к действительности	1	1
411	общественного сознания	3	1
412	в значительной	1	1
413	ее от	1	1
414	таких же	1	1
415	может и	1	1
416	и только	2	1
417	непосредственно в	1	1
418	наконец в	1	1
419	внешнее и	1	1
420	до эпохи	1	1
421	которая как	1	1
422	дома в	1	1
423	места и	1	1
424	в литературе	1	1
425	того что	6	1
426	тех пор	1	1
427	толстого и	1	1
428	нуждается в	3	1
429	хотя бы	2	1
430	согласно которой	1	1
431	наше время	1	1
432	перечисленные здесь	1	1
433	бы ни	1	1
434	с пародией	1	1
435	не сказать	1	1
436	себя в	6	1
437	человеческой личности	1	1
438	оказывается в	1	1
439	в большинстве	1	1
440	а напротив	1	1
441	со временем	2	1
442	в душе	3	1
443	на эту	1	1
444	за ним	1	1
445	где бы	1	1
446	мир в	4	1
447	себе в	2	1
448	представить себе	1	1
449	в современном	1	1
450	перед собой	1	1
451	среди которых	1	1
452	может служить	1	1
453	друг друга	4	1
454	не случайно	2	1
455	таково например	1	1
456	на том	2	1
457	тогда же	1	1
458	в особенности	1	1
459	из двух	1	1
460	в исторической	1	1
461	отдельно взятого	1	1
462	или иначе	9	1
463	далеко не	3	1
464	и прежде	3	1
465	на чем	1	1
466	было и	1	1
467	и др	3	1
468	в соответствии	1	1
469	превращается в	2	1
470	именно так	2	1
471	по тем	1	1
472	и эстетической	1	1
473	впрочем в	1	1
474	большинстве случаев	1	1
475	из многочисленных	1	1
476	для этой	1	1
477	так называемых	2	1
478	эти слова	1	1
479	перекликается с	1	1
480	к своему	1	1
481	в данном	5	1
482	к жизни	1	1
483	мы узнаем	1	1
484	в той	1	1
485	он становится	1	1
486	одновременно с	1	1
487	тому как	2	1
488	в ответ	1	1
489	как бы	7	1
490	сам не	1	1
491	о месте	1	1
492	герой в	1	1
493	в это	1	1
494	с этой	5	1
495	и тому	1	1
496	в условиях	1	1
497	о его	1	1
498	если оно	2	1
499	романа с	1	1
500	полностью и	1	1
501	которые были	1	1
502	к управлению	1	1
503	годов в	1	1
504	со всей	1	1
505	культурной жизни	1	1
506	льва толстого	1	1
507	этого рода	2	1
508	мой взгляд	1	1
509	более ранних	1	1
510	это уже	2	1
511	обращается к	2	1
512	от него	1	1
513	у них	1	1
514	в третьем	1	1
515	места в	1	1
516	но зато	1	1
517	бы на	2	1
518	отношении к	1	1
519	в общем	1	1
520	были для	1	1
521	от литературы	2	1
522	с ней	1	1
523	том где	1	1
524	не знает	1	1
525	сказать что	1	1
526	совершенно не	1	1
527	и художественного	1	1
528	автора в	2	1
529	ко всему	2	1
530	культуры в	4	1
531	время не	1	1
532	в трех	1	1
533	на это	2	1
534	в каком	1	1
535	жизни и	3	1
536	к этой	1	1
537	начала с	1	1
538	гораздо более	1	1
539	в роли	1	1
540	этой точки	3	1
541	том числе	1	1
542	они не	1	1
543	событий в	1	1
