N	2gram	Bakhtin_Pr_4	Narrotol
366	наконец в	1	1
367	до времени	1	1
368	смерть и	1	1
369	в большинстве	9	1
370	оно как	1	1
371	и так	2	1
372	о способах	1	1
373	с помощью	3	1
374	на материале	1	1
375	сознания и	2	1
376	которая как	1	1
377	бы не	2	1
378	в последние	1	1
379	такая постановка	1	1
380	до сих	8	1
381	так что	2	1
382	к чужому	7	1
383	и без	1	1
384	в системе	2	1
385	рассказа в	1	1
386	слова эта	1	1
387	во всех	5	1
388	о возможности	1	1
389	нами простой	1	1
390	в другой	1	1
391	нем не	1	1
392	смотрит на	1	1
393	говорящим как	1	1
394	его можно	1	1
395	и внешней	1	1
396	каждого слова	2	1
397	сообщение о	1	1
398	автору и	1	1
399	остается вне	1	1
400	не на	1	1
401	более того	3	1
402	речи как	2	1
403	в одном	11	1
404	в это	1	1
405	жизнь слова	3	1
406	вместо того	1	1
407	стороны и	2	1
408	иметь в	1	1
409	собой в	1	1
410	его к	2	1
411	человеческих отношений	1	1
412	принадлежит к	1	1
413	далее и	1	1
414	отношения к	2	1
415	рассказе и	1	1
416	ее как	1	1
417	когда он	2	1
418	им в	1	1
419	отношением к	1	1
420	свой характер	1	1
421	только одного	1	1
422	только с	1	1
423	на пороге	12	1
424	на что	1	1
425	что же	3	1
426	и наконец	4	1
427	пространство в	1	1
428	время в	1	1
429	конкретной жизни	1	1
430	предполагает наличие	1	1
431	в формах	3	1
432	же может	1	1
433	того и	2	1
434	и смысловой	1	1
435	вместе с	2	1
436	этом смысле	2	1
437	и внутренне	1	1
438	в гостиной	1	1
439	к жизни	2	1
440	здесь мы	1	1
441	отношение к	3	1
442	в пределы	1	1
443	со словами	1	1
444	вплоть до	1	1
445	например в	4	1
446	собеседника и	1	1
447	между ними	10	1
448	а лишь	1	1
449	к различным	2	1
450	о своей	1	1
451	я все	1	1
452	чтобы стать	1	1
453	они становятся	1	1
454	и притом	1	1
455	здесь нет	3	1
456	особенно в	5	1
457	и во	3	1
458	в сторону	1	1
459	произведения как	1	1
460	и времени	2	1
461	это только	1	1
462	не я	1	1
463	по всей	1	1
464	и сами	1	1
465	или на	1	1
466	еще более	3	1
467	событие взаимодействия	1	1
468	и характер	1	1
469	не с	1	1
470	гостиной где	1	1
471	жизнь и	3	1
472	человека но	1	1
473	вниз все	1	1
474	типов в	1	1
475	из его	1	1
476	ничем не	1	1
477	границы между	1	1
478	мысли и	2	1
479	за пределы	5	1
480	так или	1	1
481	но изнутри	1	1
482	так у	1	1
483	в новом	1	1
484	по преимуществу	1	1
485	речь но	1	1
486	принадлежащих к	2	1
487	их в	3	1
488	главное в	1	1
489	от времени	1	1
490	между двумя	3	1
491	другом и	1	1
492	в уста	1	1
493	и внутренняя	1	1
494	это сделать	1	1
495	языка и	2	1
496	с ее	3	1
497	как мы	12	1
498	характер ее	1	1
499	все время	2	1
500	что при	1	1
501	и говорить	2	1
502	что не	1	1
503	события в	1	1
504	которое могло	1	1
505	поражение в	1	1
506	делает его	1	1
507	не входит	2	1
508	адресата к	1	1
509	его трудно	1	1
510	новое и	1	1
511	и искусно	1	1
512	что было	1	1
513	именно как	2	1
514	для нее	1	1
515	но они	1	1
516	в отношении	3	1
517	вовлекается в	1	1
518	время здесь	1	1
519	и социально	1	1
520	как во	1	1
521	функционирует в	1	1
522	и о	3	1
523	чужого сознания	1	1
524	уже давно	1	1
525	и время	4	1
526	как будто	1	1
527	того же	3	1
528	автора и	2	1
529	не исключает	1	1
530	но эти	4	1
531	а между	2	1
532	в романе	6	1
533	рассказ и	2	1
534	связано с	1	1
535	в одной	2	1
536	пороге его	1	1
537	ни в	6	1
538	воспринимает ее	1	1
539	а я	1	1
540	и потому	1	1
541	должно быть	4	1
542	рассказать историю	1	1
543	тонах и	1	1
544	оно и	2	1
545	всяком случае	1	1
546	за свои	1	1
547	в последнем	1	1
548	видеть в	1	1
549	глубоко и	1	1
550	побуждает его	1	1
551	ориентирована на	1	1
552	или менее	3	1
553	не о	1	1
554	будет еще	1	1
555	для другого	2	1
556	высказывание в	2	1
557	что все	1	1
558	может иметь	1	1
559	который не	1	1
560	и соответственно	1	1
561	однако и	1	1
562	более или	3	1
563	даже не	1	1
564	котором он	1	1
565	в виду	4	1
566	не сводятся	1	1
567	жизни то	1	1
568	ситуации в	1	1
569	обратимся к	1	1
570	в диалогической	1	1
571	себе не	1	1
572	ни у	3	1
573	еще раз	1	1
574	определяется его	1	1
575	предполагает что	1	1
576	не всегда	1	1
577	и лишь	1	1
578	одним и	1	1
579	на этом	3	1
580	бы и	2	1
581	строгом смысле	2	1
582	в этих	4	1
583	не принимает	2	1
584	только еще	1	1
585	и иных	1	1
586	не умел	1	1
587	как то	1	1
588	о последних	1	1
589	дело не	1	1
590	категории людей	1	1
591	к новой	1	1
592	от ее	1	1
593	слова и	7	1
594	знает и	1	1
595	понимает его	1	1
596	от себя	1	1
597	точкой зрения	1	1
598	в структуре	5	1
599	звучит так	1	1
600	с собой	3	1
601	героя но	2	1
602	также и	3	1
603	уходит так	1	1
604	мы будем	2	1
605	и она	1	1
606	у шекспира	1	1
607	на практике	1	1
608	не могут	3	1
609	освободиться от	1	1
610	оказаться в	1	1
611	быть и	1	1
612	границу между	1	1
613	ведь и	5	1
614	с каждым	1	1
615	о себе	5	1
616	о самом	1	1
617	жизни не	2	1
618	относится и	1	1
619	от своей	1	1
620	в некотором	1	1
621	в общем	2	1
622	у его	1	1
623	в xix	1	1
624	во многом	1	1
625	приходит в	1	1
626	все и	1	1
627	реакции на	3	1
628	установку на	2	1
629	выходя из	1	1
630	во всяком	2	1
631	в такой	1	1
632	в плоскости	2	1
633	это время	1	1
634	слова но	4	1
635	рассматривать в	1	1
636	сложное и	1	1
637	на этот	2	1
638	и характеры	1	1
639	все это	6	1
640	человеческой мысли	1	1
641	не бывает	1	1
642	историю своей	1	1
643	может показаться	1	1
644	хотя оно	1	1
645	функции у	1	1
646	героя с	2	1
647	всей ее	1	1
648	миру а	1	1
649	рассказа от	1	1
650	в рассказчике	1	1
651	в которых	2	1
652	к этому	1	1
653	раз и	4	1
654	пути и	2	1
655	тем же	3	1
656	смерть в	1	1
657	при всех	1	1
658	на себя	4	1
659	которых он	1	1
660	не слышим	1	1
661	с чужой	1	1
662	и как	2	1
663	и особенно	1	1
664	себя самого	1	1
665	настоящего времени	1	1
666	в самой	5	1
667	тем что	3	1
668	благодаря этому	1	1
669	подходом к	1	1
670	на нее	1	1
671	я беру	1	1
672	а именно	1	1
673	могло быть	1	1
674	перед лицом	1	1
675	исключает возможности	1	1
676	про него	1	1
677	этот вопрос	2	1
678	том или	2	1
679	что мы	2	1
680	с их	1	1
681	не могли	2	1
682	это все	1	1
683	еще в	1	1
684	совершенно иной	1	1
685	в первой	2	1
686	в мир	1	1
687	из существеннейших	1	1
688	всего на	1	1
689	собой как	1	1
690	он уже	2	1
691	в другое	1	1
692	жизни но	1	1
693	обстоит дело	1	1
694	в прозе	1	1
695	к своей	1	1
