N	2gram	Nazirov_Tv_2	Problema
402	однако в	1	1
403	важно лишь	1	1
404	с так	1	1
405	по себе	1	1
406	тому что	1	1
407	время был	1	1
408	вплоть до	1	1
409	это чувство	1	1
410	что с	1	1
411	виду что	1	1
412	как о	2	1
413	мышления и	1	1
414	бытия и	1	1
415	и без	2	1
416	и лишь	2	1
417	и независимо	1	1
418	и является	1	1
419	мире и	1	1
420	его он	1	1
421	в сознании	1	1
422	в процессе	2	1
423	не столь	1	1
424	ли это	1	1
425	в подобном	1	1
426	однако это	2	1
427	ему не	1	1
428	и несколько	1	1
429	и со	1	1
430	от их	1	1
431	личности в	2	1
432	в момент	1	1
433	случайно и	1	1
434	его с	1	1
435	активности в	1	1
436	говоря словами	1	1
437	приходит к	1	1
438	из всего	1	1
439	свою очередь	1	1
440	в в	1	1
441	характер и	1	1
442	если в	1	1
443	за пределами	1	1
444	действия и	2	1
445	скромное место	1	1
446	мы наблюдаем	1	1
447	что у	4	1
448	умирает в	1	1
449	мог бы	1	1
450	в одном	2	1
451	известной мере	2	1
452	трагическое и	1	1
453	в синтаксисе	1	1
454	это как	1	1
455	с человеком	1	1
456	образом в	1	1
457	без которой	1	1
458	о войне	1	1
459	в описаниях	1	1
460	форма более	1	1
461	художественное завершение	1	1
462	и умирает	1	1
463	как наиболее	1	1
464	для нас	1	1
465	художник в	1	1
466	мы понимаем	1	1
467	в которую	2	1
468	в глазах	1	1
469	рассмотрение этой	1	1
470	и воплощенная	1	1
471	к которой	1	1
472	и этических	1	1
473	этот вопрос	3	1
474	исследователя но	1	1
475	его место	1	1
476	или же	1	1
477	всегда с	2	1
478	со своим	1	1
479	и плоть	1	1
480	уже не	3	1
481	своим собственным	1	1
482	его жизненной	1	1
483	входящие в	1	1
484	в праве	1	1
485	или даже	2	1
486	в душе	4	1
487	из них	2	1
488	его и	2	1
489	для него	3	1
490	творчестве достоевского	4	1
491	жизни таким	1	1
492	целом и	2	1
493	сами по	1	1
494	не о	1	1
495	может служить	2	1
496	друг друга	2	1
497	только с	2	1
498	не просто	1	1
499	образ человека	2	1
500	он живет	1	1
501	с другим	2	1
502	до сих	3	1
503	ли он	1	1
504	непосредственно в	1	1
505	именно в	6	1
506	а о	1	1
507	уходит в	1	1
508	только начинает	1	1
509	и между	1	1
510	читателю и	1	1
511	связано с	1	1
512	нужно сказать	1	1
513	на этот	2	1
514	во что	2	1
515	как ни	1	1
516	все время	2	1
517	одну из	1	1
518	быть определен	1	1
519	что угодно	1	1
520	художественного целого	1	1
521	за каждым	1	1
522	отметим лишь	1	1
523	вместе с	3	1
524	так же	5	1
525	и особенно	1	1
526	мы говорим	1	1
527	но этот	1	1
528	его личной	1	1
529	для искусства	1	1
530	образом и	1	1
531	тесно связан	1	1
532	и отнюдь	1	1
533	его работе	1	1
534	и исторической	1	1
535	образ и	2	1
536	человека или	1	1
537	в художественную	1	1
538	этого слова	1	1
539	сих пор	3	1
540	это уже	2	1
541	сам же	1	1
542	имеет определенную	1	1
543	и хаос	1	1
544	к тому	1	1
545	в поэме	1	1
546	в результате	1	1
547	ее и	1	1
548	еще более	1	1
549	вообще в	1	1
550	отношении к	1	1
551	процессы в	2	1
552	жизни в	3	1
553	и начинается	1	1
554	но эта	2	1
555	в творчестве	5	1
556	но если	2	1
557	не лежит	1	1
558	в характере	1	1
559	метафоры и	1	1
560	из этого	2	1
561	в которой	2	1
562	но эти	2	1
563	того времени	1	1
564	с первого	1	1
565	это понятие	1	1
566	смысле что	1	1
