N	2gram	Propp_Isto_7	Narrotol
399	из рассмотрения	1	1
400	в мировой	1	1
401	еще одна	3	1
402	отличается от	2	1
403	мере того	1	1
404	для его	1	1
405	предыдущей главе	1	1
406	указывает на	1	1
407	ли в	1	1
408	для героя	2	1
409	скрываясь за	1	1
410	если же	1	1
411	должен быть	1	1
412	в ситуации	1	1
413	здесь также	1	1
414	два события	1	1
415	для всего	1	1
416	как знак	1	1
417	жениха и	4	1
418	и когда	2	1
419	и сам	1	1
420	в другом	1	1
421	в образе	3	1
422	из двух	1	1
423	на нее	1	1
424	не с	1	1
425	ясно что	1	1
426	живет в	1	1
427	мог бы	1	1
428	на которую	1	1
429	с собой	7	1
430	во второй	1	1
431	том как	1	1
432	с героем	2	1
433	с этого	1	1
434	из одного	3	1
435	согласие на	1	1
436	два способа	1	1
437	и здесь	12	1
438	это происходит	3	1
439	голос в	1	1
440	и та	1	1
441	исключено что	1	1
442	людей так	1	1
443	все та	1	1
444	ее и	1	1
445	для нас	6	1
446	самому себе	1	1
447	солнца и	1	1
448	героя до	1	1
449	уже дает	1	1
450	во всех	7	1
451	одного конца	1	1
452	теперь уже	1	1
453	что и	8	1
454	вслед за	1	1
455	к ней	2	1
456	в него	1	1
457	но тут	1	1
458	же можно	1	1
459	он прошел	2	1
460	сразу же	1	1
461	тот же	2	1
462	или когда	3	1
463	одной из	4	1
464	мы увидим	6	1
465	ли он	4	1
466	бытия в	1	1
467	это означает	2	1
468	бы ни	1	1
469	их не	2	1
470	место из	1	1
471	с одной	5	1
472	прямо не	1	1
473	того же	2	1
474	шире чем	1	1
475	и у	2	1
476	уже в	3	1
477	героя с	1	1
478	там он	1	1
479	с женой	2	1
480	мог стать	1	1
481	но впоследствии	1	1
482	участие в	2	1
483	здесь оказывается	1	1
484	а то	1	1
485	или даже	2	1
486	это верно	1	1
487	не случайно	3	1
488	в ряде	1	1
489	тем что	6	1
490	не просто	2	1
491	на том	2	1
492	и всякий	1	1
493	смерти и	1	1
494	это будет	1	1
495	не до	1	1
496	в исторической	1	1
497	и ему	1	1
498	не один	1	1
499	к нашему	1	1
500	до этого	1	1
501	а именно	6	1
502	для этого	1	1
503	поля зрения	1	1
504	случаев в	1	1
505	в отсутствие	1	1
506	а с	1	1
507	последний случай	1	1
508	мы еще	1	1
509	которую претендует	1	1
510	говорит о	2	1
511	связано с	3	1
512	одной стороны	5	1
513	на этот	2	1
514	выше и	2	1
515	его как	1	1
516	а так	1	1
517	когда она	2	1
518	из многочисленных	1	1
519	там где	5	1
520	свое внимание	1	1
521	со своими	1	1
522	которой он	3	1
523	связь с	2	1
524	необходимо было	1	1
525	в городе	1	1
526	в лесу	2	1
527	так же	6	1
528	и потому	1	1
529	он ее	1	1
530	не удается	1	1
531	в предыдущей	1	1
532	этом по	1	1
533	и красота	1	1
534	этих случаях	16	1
535	что за	3	1
536	же их	1	1
537	в ответ	3	1
538	в тех	5	1
539	о человеке	1	1
540	и всей	1	1
541	начале этой	1	1
542	не можем	2	1
543	и смерти	1	1
544	но это	3	1
545	все это	8	1
546	второй способ	1	1
547	он обращается	1	1
548	есть знак	2	1
549	здесь следует	1	1
550	и собственно	1	1
551	в книге	1	1
552	случаях когда	4	1
553	это он	1	1
554	человек и	1	1
555	то не	4	1
556	так она	1	1
557	это позволяет	1	1
558	еще более	1	1
559	тем более	2	1
560	все они	1	1
561	неоднократно и	1	1
562	я за	1	1
563	первый раз	1	1
564	не знает	1	1
565	впервые в	1	1
566	него нет	1	1
567	этом все	1	1
568	а герой	1	1
569	только о	2	1
570	в свое	1	1
571	более или	1	1
572	не самому	1	1
573	не говорится	3	1
574	к этой	1	1
575	например так	1	1
576	к этому	2	1
577	точно так	2	1
578	они не	2	1
579	история о	1	1
