N	2gram	Losev_Vesc_1	Myslijsy
439	или не	2	1
440	образом можно	1	1
441	необходимо должно	1	1
442	если оно	4	1
443	эти признаки	1	1
444	с которым	1	1
445	отличается от	7	1
446	такое что	1	1
447	а это	4	1
448	как именно	1	1
449	из всего	1	1
450	сам в	1	1
451	что когда	1	1
452	нас не	1	1
453	найти такой	1	1
454	это знание	1	1
455	образом что	1	1
456	время как	1	1
457	еще и	8	1
458	есть полное	1	1
459	это восприятие	1	1
460	в настоящем	2	1
461	и ее	18	1
462	себя то	1	1
463	вдаваясь в	1	1
464	это определение	1	1
465	находятся в	1	1
466	должна быть	4	1
467	же понятие	2	1
468	это так	3	1
469	этим последним	1	1
470	из таких	1	1
471	на ее	3	1
472	гораздо более	1	1
473	ними в	2	1
474	который бы	1	1
475	к ее	2	1
476	потом уже	1	1
477	в жизни	3	1
478	с самим	4	1
479	нужно было	2	1
480	а потом	2	1
481	только это	3	1
482	свое время	2	1
483	те или	4	1
484	есть явление	1	1
485	было в	1	1
486	как нечто	2	1
487	природу и	1	1
488	в одинаковой	1	1
489	смысле что	1	1
490	самосознания и	1	1
491	превращается в	1	1
492	его и	2	1
493	есть или	1	1
494	нас и	1	1
495	словом как	1	1
496	это дает	1	1
497	если это	2	1
498	есть действительность	1	1
499	и которая	1	1
500	же образ	1	1
501	уже из	1	1
502	как субстанцию	1	1
503	может значить	1	1
504	это будет	3	1
505	имеет свою	1	1
506	в понимании	1	1
507	отвлеченный ее	1	1
508	но можно	1	1
509	е не	2	1
510	ее отличие	1	1
511	если в	1	1
512	само есть	1	1
513	и значения	1	1
514	во всех	2	1
515	но она	3	1
516	быть орудием	2	1
517	только то	2	1
518	с большим	1	1
519	такое а	1	1
520	таким же	1	1
521	вообще в	1	1
522	понимание есть	2	1
523	не на	1	1
524	между прочим	3	1
525	нужно чтобы	1	1
526	вещи ту	1	1
527	и внешней	1	1
528	не вдаваясь	1	1
529	чего не	2	1
530	который мы	1	1
531	и он	1	1
532	же оно	1	1
533	то в	4	1
534	и дерево	1	1
535	между ними	3	1
536	к самому	1	1
537	нечто такое	1	1
538	такого же	1	1
539	форма и	1	1
540	стороны и	2	1
541	и я	1	1
542	чем говорить	1	1
543	деле в	1	1
544	без этого	2	1
545	есть такое	1	1
546	оно потому	1	1
547	и восприятия	1	1
548	расстояние между	1	1
549	сводится к	2	1
550	вещи в	9	1
551	действительности как	2	1
552	на одно	1	1
553	всего прочего	5	1
554	не существовало	1	1
555	жизни в	1	1
556	его как	1	1
557	и иметь	1	1
558	существовать в	1	1
559	все то	1	1
560	судить о	4	1
561	что ее	2	1
562	нет это	2	1
563	ничего нового	1	1
564	не внешний	1	1
565	вообще но	5	1
566	и сама	3	1
567	самой по	1	1
568	здесь мы	1	1
569	с другом	1	1
570	что действительность	2	1
571	других внешних	1	1
572	конечно в	1	1
573	внутреннего и	4	1
574	то какое	1	1
575	мы еще	2	1
576	от ветра	1	1
577	совершенно невозможно	1	1
578	к чему	1	1
579	она есть	8	1
580	следовательно и	1	1
581	говорит нам	1	1
582	сами по	3	1
583	субстанциальность и	2	1
584	было не	1	1
585	ее со	3	1
586	еще только	1	1
587	но если	8	1
588	было что	1	1
589	это только	1	1
590	на самом	1	1
591	на меня	3	1
592	нет и	1	1
593	слова вообще	1	1
594	это не	5	1
595	могли бы	1	1
596	и вот	2	1
597	хотя и	4	1
598	не с	7	1
599	времени и	1	1
600	есть имя	1	1
601	жизнь и	1	1
602	хотя в	1	1
603	заключается не	1	1
604	стремится и	1	1
605	как из	1	1
606	во всем	1	1
607	в этих	1	1
608	чем то	2	1
609	одно то	1	1
610	стало быть	1	1
611	от той	1	1
612	чем не	2	1
613	быть чем-то	1	1
614	его собственная	1	1
615	или его	1	1
616	в отдельном	1	1
617	это внутреннее	1	1
618	же понятия	1	1
619	мог бы	5	1
620	идея не	1	1
621	потому и	1	1
622	имя не	4	1
623	нисколько не	4	1
624	вносит в	1	1
625	отличие от	1	1
626	другими словами	5	1
627	ее в	1	1
628	что если	1	1
629	уже одно	1	1
630	в сфере	4	1
631	я могу	2	1
632	только одно	2	1
633	сравнение со	1	1
634	и говорить	1	1
635	есть сам	1	1
636	он с	1	1
637	д а	1	1
638	относиться к	1	1
639	или если	1	1
640	что у	5	1
641	понимание этого	1	1
642	друг с	1	1
643	оно только	3	1
644	хотя это	1	1
645	с такими	1	1
646	что на	2	1
647	тот же	3	1
648	образ другими	1	1
649	только одной	1	1
650	есть как	3	1
651	и чем	3	1
652	я в	2	1
653	в сущности	4	1
654	понимание но	1	1
655	не имеющий	1	1
656	всего то	2	1
657	можно назвать	1	1
658	меня не	2	1
659	и заставляет	2	1
660	этого предмета	2	1
661	бы то	4	1
662	ли что	1	1
663	себе или	2	1
664	сфере и	1	1
665	да и	3	1
666	в которое	1	1
667	но на	2	1
668	бы только	1	1
669	не говорит	2	1
670	собою в	1	1
671	оно само	1	1
672	ее с	5	1
673	и быть	1	1
674	нею без	1	1
675	вещь и	14	1
676	ясно что	8	1
677	в истории	1	1
678	из предыдущего	2	1
679	с чем	7	1
680	ничего не	3	1
681	о таком	1	1
682	едва ли	1	1
683	мы его	1	1
684	предмета который	1	1
685	она имеет	1	1
686	не входить	1	1
687	вещи должно	1	1
688	поэтому понимание	1	1
689	могло бы	1	1
690	отличны от	1	1
691	без всякого	4	1
692	если имя	1	1
693	вещь как	7	1
694	понимании его	1	1
695	с ними	3	1
696	и каждый	1	1
697	и вещь	2	1
698	в выражении	1	1
699	даже не	7	1
700	есть именно	6	1
701	и краски	1	1
702	только понятие	1	1
703	для этого	4	1
704	равно как	2	1
705	действительность есть	6	1
706	то так	1	1
707	со всем	5	1
708	невозможна без	1	1
709	это различие	2	1
710	предполагает что	10	1
711	которая есть	1	1
712	ни было	4	1
713	из своих	1	1
714	оно существует	1	1
715	и вне	2	1
716	по преимуществу	2	1
717	ли мы	2	1
718	не вполне	2	1
719	из его	2	1
720	не иметь	1	1
721	не мешает	4	1
722	значило бы	4	1
723	я это	1	1
724	сходство с	1	1
725	это значит	24	1
726	предмета и	1	1
727	отдельно от	1	1
728	сознания и	1	1
729	когда он	1	1
730	имени и	9	1
731	находится в	3	1
732	чтобы не	1	1
733	ни с	6	1
734	и появление	1	1
735	от ее	6	1
736	стихии и	1	1
737	себя не	2	1
738	бесконечно разнообразно	1	1
739	она и	1	1
740	той которая	1	1
741	однако если	1	1
742	тому же	1	1
743	в результате	3	1
744	что то	2	1
745	принадлежит не	1	1
746	из своего	1	1
747	и когда	4	1
748	а можно	1	1
749	но самое	2	1
750	как ум	1	1
751	и внешнего	2	1
752	нам о	1	1
753	не внешнее	1	1
754	и стало	1	1
755	собственное имя	5	1
756	когда человек	1	1
757	или образом	1	1
758	такой случай	1	1
759	мы понимаем	1	1
760	ней самой	1	1
761	мое сознание	1	1
762	них в	1	1
763	с точки	3	1
764	себя из	2	1
765	с его	1	1
766	только а	1	1
767	при помощи	2	1
768	будет относиться	1	1
769	нас в	3	1
770	должен быть	2	1
771	без всяких	1	1
772	которая в	1	1
773	целиком и	2	1
774	нужно для	3	1
775	того и	2	1
776	не связанных	1	1
777	происходит и	1	1
778	однако в	1	1
779	быть средством	1	1
780	в более	1	1
781	которую я	2	1
782	хотя уже	1	1
783	которую мы	1	1
784	всех ее	1	1
785	ее из	1	1
786	есть и	4	1
787	из которого	1	1
788	о значении	1	1
789	представим себе	1	1
790	идея и	1	1
791	с которой	1	1
792	ее не	2	1
793	но в	5	1
794	всем другим	1	1
795	чем он	1	1
796	достигает своего	1	1
797	доходим до	1	1
798	для его	1	1
799	предмета но	1	1
800	а ни	1	1
801	значит что	24	1
802	на этот	1	1
803	видно уже	1	1
804	нам не	2	1
805	духа в	1	1
806	самой а	1	1
807	себя в	10	1
808	отвлеченное и	1	1
809	той степени	1	1
810	взаимного понимания	2	1
811	человеческой мысли	1	1
812	бы уже	1	1
813	и относится	2	1
814	чем же	3	1
815	но совершенно	2	1
816	знает что	2	1
817	раз и	1	1
818	понимания самого	1	1
819	как оно	3	1
820	и свойств	1	1
821	нем те	1	1
822	самим по	1	1
823	понимание и	3	1
824	формы и	1	1
825	эту силу	1	1
826	как я	4	1
827	своей природе	1	1
828	мешает нам	1	1
829	быть в	1	1
830	если мы	8	1
831	с то	1	1
832	должен был	1	1
833	одного из	1	1
834	еще ничего	1	1
835	и более	1	1
836	свойство и	1	1
837	и отношения	1	1
838	будем говорить	1	1
839	заключается в	1	1
840	образ но	1	1
841	действительности а	1	1
842	не является	1	1
843	звуков а	1	1
844	конечно не	1	1
845	вещи самой	1	1
846	уже и	1	1
847	книг и	1	1
848	ее образ	4	1
849	себе и	1	1
850	и другое	4	1
851	а еще	1	1
852	в виду	2	1
853	уже есть	1	1
854	или иначе	4	1
855	человека по	2	1
856	таких условиях	1	1
857	но именно	2	1
858	еще один	1	1
859	внешний и	1	1
860	от его	2	1
861	этого мало	1	1
862	бы даже	1	1
863	и эта	3	1
864	если я	6	1
865	листьев и	1	1
866	тех пор	1	1
867	же самое	1	1
868	бы совершенно	1	1
869	оно вообще	1	1
870	мы знаем	1	1
871	о котором	1	1
872	себя это	4	1
873	к природе	1	1
874	что эти	1	1
875	уже сказали	1	1
876	в данном	5	1
