N	2gram	Tiupa_Anal_3	Problema
100	все они	2	5
101	на самом	1	4
102	в ней	2	4
103	конечном счете	2	4
104	как в	3	4
105	но в	2	4
106	к художественному	1	4
107	в себе	2	4
108	в данном	4	4
109	не менее	4	4
110	но они	2	4
111	тем самым	4	4
112	в то	3	4
113	известной степени	3	4
114	здесь не	3	4
115	позицию по	1	4
116	в ее	3	4
117	данном случае	3	4
118	в произведении	3	4
119	не с	2	4
120	о том	6	4
121	в конечном	2	4
122	от всех	1	4
123	с ними	1	4
124	в форме	2	4
125	и только	1	4
126	к которому	1	4
127	что не	3	4
128	в романе	2	4
129	только по	1	4
130	и потому	2	4
131	себя самого	1	4
132	хотя бы	1	4
133	может и	1	4
134	между ними	1	4
135	сказать что	2	4
136	другой стороны	5	4
137	например в	2	3
138	едва ли	3	3
139	говорить о	3	3
140	на них	1	3
141	мы будем	1	3
142	произведение не	1	3
143	и к	4	3
144	не будем	1	3
145	в целом	3	3
146	вследствие этого	1	3
147	к миру	1	3
148	он не	6	3
149	как момент	1	3
150	в мире	5	3
151	с другими	1	3
152	в слове	5	3
153	несмотря на	2	3
154	том что	12	3
155	тем не	2	3
156	на него	1	3
157	имеем дело	4	3
158	же время	3	3
159	или как	1	3
160	в применении	1	3
161	хотя и	2	3
162	и от	2	3
163	приводит к	4	3
164	в дальнейшем	2	3
165	если бы	1	3
166	искусства и	1	3
167	и должно	1	3
168	основе своей	1	3
169	архитектонических форм	1	3
170	на почве	1	3
171	этом смысле	1	3
172	но с	2	3
173	одной из	1	3
174	с одной	2	3
175	со всеми	2	3
176	вопроса о	2	3
177	слова не	1	3
178	с действительностью	1	3
179	и даже	8	3
180	оно не	1	3
181	себя и	1	3
182	одной стороны	2	3
183	есть лишь	1	3
184	его как	3	3
185	на фоне	1	3
186	связь с	2	3
187	в область	1	3
188	применении к	1	3
189	и на	4	3
190	в тех	2	3
191	да и	2	3
192	но это	1	3
193	все это	3	3
194	не является	5	3
195	культуры и	1	3
196	от него	1	3
197	и все	2	3
198	не знает	1	3
199	в таком	1	3
200	все что	1	3
201	они не	1	3
202	произведения но	1	2
203	и есть	1	2
204	его не	3	2
205	есть не	2	2
206	со всех	1	2
207	мы имеем	5	2
208	единство и	1	2
209	совпадает с	1	2
210	я не	1	2
211	и он	2	2
212	всех сторон	1	2
213	столь же	4	2
214	с его	8	2
215	но как	3	2
216	не все	1	2
217	иметь дело	2	2
218	художественного впечатления	1	2
219	в истории	1	2
220	от содержания	1	2
221	как к	2	2
222	себе не	1	2
223	целого произведения	1	2
224	к чему	1	2
225	и у	1	2
226	момент его	1	2
227	бы не	1	2
228	на то	1	2
229	не имеют	1	2
230	не следует	1	2
231	в лирике	2	2
232	и частично	1	2
233	всех своих	1	2
234	человека в	1	2
235	в каждом	3	2
236	здесь мы	1	2
237	лишь в	5	2
238	о которых	2	2
239	сделать предметом	1	2
240	место и	1	2
241	или точнее	2	2
242	не путем	1	2
243	войти в	1	2
244	случае мы	1	2
245	момент художественной	1	2
246	дело в	2	2
247	одна из	2	2
248	того чтобы	1	2
249	в самой	1	2
250	во всем	3	2
251	а лишь	1	2
252	связи с	1	2
253	этом отношении	3	2
254	у нас	1	2
255	представляется нам	2	2
256	к себе	1	2
257	не могут	1	2
258	слова с	1	2
259	а ее	1	2
260	для того	1	2
261	самим собою	1	2
262	только при	1	2
263	в себя	2	2
264	степени и	1	2
265	особенно в	1	2
266	с самим	2	2
267	поэтому в	2	2
268	и здесь	2	2
269	в другом	1	2
270	в значительной	2	2
271	от них	1	2
272	автор как	1	2
273	выше в	1	2
274	человека как	1	2
275	и мир	1	2
276	того что	1	2
277	нуждается в	2	2
278	что он	4	2
279	и ее	2	2
280	себя в	4	2
281	завершение в	1	2
282	не можем	1	2
283	в начале	6	2
284	цели и	1	2
285	что и	5	2
286	вовсе не	1	2
287	произведения и	2	2
288	случае не	1	2
289	тем что	2	2
290	лишь для	1	2
291	в особенности	3	2
292	или иной	5	2
293	связаны с	1	2
294	не было	3	2
295	но лишь	1	2
296	в связи	1	2
297	в частности	12	2
298	как это	3	2
299	своего объекта	1	2
300	из которых	1	2
301	можно сказать	4	2
302	того или	1	2
303	в культуре	2	2
304	искусства как	1	2
305	той или	3	2
306	не более	2	2
307	мы должны	1	2
308	в равной	1	2
309	в новый	1	2
310	в свою	5	2
311	к его	1	2
312	или иного	1	2
313	не нуждается	1	2
314	и другие	1	2
315	в своих	1	2
316	по поводу	3	2
317	к этому	3	2
318	ни своей	1	1
319	а между	1	1
320	отношением в	1	1
321	лишь после	1	1
322	человека и	1	1
323	который мог	1	1
324	дело обстоит	1	1
325	это и	2	1
326	мере в	2	1
327	от своей	2	1
328	в первом	2	1
329	к другому	1	1
330	из его	1	1
331	который в	3	1
332	готовом виде	1	1
333	факторов художественного	1	1
334	и момент	1	1
335	что уже	1	1
336	вопрос о	1	1
337	высказывания в	1	1
338	и глубоких	1	1
339	максимально в	1	1
340	что иное	1	1
341	жизненной позиции	2	1
342	на себя	2	1
343	произведение то	1	1
344	план в	1	1
345	с ее	3	1
346	бы ни	1	1
347	целого в	2	1
348	за независимость	3	1
349	и самого	6	1
350	стороны его	1	1
351	мире тоже	1	1
352	ряду может	1	1
353	иное как	1	1
354	время в	1	1
355	роман и	1	1
356	ними в	2	1
357	по своему	2	1
358	слова как	1	1
359	в противовес	2	1
360	в общем	2	1
361	в новом	2	1
362	существенным образом	1	1
363	вступают в	1	1
364	которые могли	1	1
365	идет о	1	1
366	в полном	1	1
367	могли бы	2	1
368	как уже	2	1
369	что по	4	1
370	имеет в	1	1
371	поскольку мы	1	1
372	в противоположность	2	1
373	то в	2	1
374	бы и	2	1
375	что обусловлено	1	1
376	в этой	6	1
377	помимо своей	1	1
378	не могла	2	1
379	что каждая	1	1
380	которой не	1	1
381	каждое из	1	1
382	они в	1	1
383	всех этих	1	1
384	в принципе	2	1
385	не как	2	1
386	и вот	2	1
387	ни были	1	1
388	характер в	1	1
389	вся в	1	1
390	свое время	2	1
391	подобно тому	3	1
392	его можно	1	1
393	серьезность и	1	1
394	в нее	1	1
395	которое как	1	1
396	в одну	1	1
397	подход к	2	1
398	могла бы	2	1
399	целое как	1	1
400	произведения с	1	1
401	мы уже	1	1
402	бы быть	1	1
403	себя не	1	1
404	художественный образ	1	1
405	это было	1	1
406	от одного	1	1
407	и иных	1	1
408	отражение в	1	1
409	борьбе за	2	1
410	в один	1	1
411	нет в	1	1
412	в общей	1	1
413	с тем	2	1
414	потому и	1	1
415	автора и	1	1
416	обратимся к	1	1
417	но я	1	1
418	места в	1	1
419	особенности же	1	1
420	не становится	1	1
421	где мы	1	1
422	себе никакой	1	1
423	еще нет	1	1
424	самый момент	1	1
425	себе а	1	1
426	мысли и	1	1
427	бы мы	1	1
428	действительность в	1	1
429	только самим	1	1
430	на первой	2	1
431	этих моментов	2	1
432	менее как	1	1
433	однако в	5	1
434	не должно	3	1
435	по себе	4	1
436	так называемого	1	1
437	же мы	1	1
438	вплоть до	2	1
439	до известной	3	1
440	как можно	1	1
441	будем рассматривать	1	1
442	как о	1	1
443	ставит его	1	1
444	как формы	2	1
445	и без	3	1
446	под этим	1	1
447	этих двух	1	1
448	или иная	1	1
449	во всей	1	1
450	и является	1	1
451	не столь	1	1
452	в подобном	1	1
453	личности в	3	1
454	очень часто	1	1
455	в момент	2	1
456	уже о	1	1
457	стихотворения пушкина	1	1
458	значительной степени	2	1
459	служить и	1	1
460	в наши	1	1
461	как некое	1	1
462	творчества не	1	1
463	говоря словами	2	1
464	события на	1	1
465	свою очередь	4	1
466	говоря уже	1	1
467	всего этого	1	1
468	события как	1	1
469	если в	3	1
470	не возникает	1	1
471	форма трагедии	1	1
472	для поэтики	1	1
473	чего еще	1	1
474	что у	1	1
475	в индивидуальную	1	1
476	мог бы	1	1
477	произведения не	1	1
478	осуществляется в	2	1
479	иногда в	1	1
480	в одном	4	1
481	момента и	1	1
482	строго говоря	1	1
483	формы то	1	1
484	к языку	1	1
485	культура есть	1	1
486	включающее в	1	1
487	образом в	1	1
488	этой проблемы	1	1
489	о ней	1	1
490	его художественной	1	1
491	а также	2	1
492	мы понимаем	1	1
493	произведение является	1	1
494	тем или	2	1
495	во втором	4	1
496	в глазах	2	1
497	лишь к	1	1
498	резко отличается	1	1
499	рассмотрение этой	1	1
500	его эстетической	1	1
501	в самый	1	1
502	установок и	1	1
503	обе эти	2	1
504	этот вопрос	1	1
505	обращаться к	1	1
506	они могут	1	1
507	в контексте	2	1
508	есть ни	1	1
509	человека с	1	1
510	и теперь	1	1
511	для всех	2	1
512	есть в	1	1
513	со своим	1	1
514	уже не	5	1
515	неразрывно связана	1	1
516	своим собственным	1	1
517	каким образом	1	1
518	или даже	1	1
519	связывается с	1	1
520	его и	1	1
521	глаза и	1	1
522	который как	2	1
523	для него	6	1
524	моментов в	1	1
525	не для	2	1
526	относится не	1	1
527	с этими	1	1
528	к ним	1	1
529	не о	1	1
530	на их	1	1
531	в наличии	1	1
532	до сих	1	1
533	или иначе	1	1
534	именно в	3	1
535	а о	1	1
536	произведений или	1	1
537	всякое высказывание	2	1
538	и между	1	1
539	равной степени	1	1
540	на этот	1	1
541	она является	1	1
542	одну из	2	1
543	о чем	4	1
544	на эту	2	1
545	свое отражение	1	1
546	что мы	2	1
547	художественного целого	6	1
548	архитектонической формы	1	1
549	стороны в	1	1
550	перевод его	1	1
551	входить в	1	1
552	вместе с	2	1
553	до этого	1	1
554	в столь	1	1
555	лицом к	1	1
556	в той	2	1
557	тому как	2	1
558	первом случае	1	1
559	есть и	1	1
560	этого слова	2	1
561	и формы	1	1
562	втискивается в	1	1
563	сих пор	1	1
564	работы по	1	1
565	но едва	1	1
566	это уже	1	1
567	искусства это	1	1
568	живет и	1	1
569	и может	1	1
570	к тому	6	1
571	в результате	5	1
572	мира и	2	1
573	или иным	2	1
574	к счастью	1	1
575	бы в	1	1
576	ценностной позиции	1	1
577	я в	5	1
578	слове как	1	1
579	хотя в	2	1
580	в мифе	1	1
581	и жанровые	1	1
582	но всегда	2	1
583	к лицу	1	1
584	в готовом	2	1
585	личность и	1	1
586	жизни в	1	1
587	но если	1	1
588	не говоря	1	1
589	быть признано	1	1
590	в иной	2	1
591	себе самому	2	1
592	не что	1	1
593	из этого	1	1
594	в свое	2	1
595	искусства является	1	1
596	занимает в	1	1
597	явление культуры	1	1
598	жизни и	1	1
599	к этой	1	1
600	с произведением	1	1
601	слова это	1	1
