N	2gram	Vinokur_Ku_2	Stilisti
141	то он	1	3
142	ответ на	2	3
143	нет и	1	3
144	или иное	3	3
145	перед нами	4	3
146	хотя и	4	3
147	выражение в	3	3
148	слов в	3	3
149	и вот	5	3
150	их в	1	3
151	языком и	1	3
152	здесь мы	2	3
153	не будет	1	3
154	об этом	5	3
155	связанных с	1	3
156	лишь в	5	3
157	это не	6	3
158	чаще всего	1	3
159	не мог	1	3
160	том что	11	3
161	что такое	3	3
162	и тому	1	3
163	слова как	3	3
164	связи с	3	3
165	да и	6	3
166	слова но	1	3
167	что оно	3	3
168	в виду	3	3
169	в ее	1	3
170	то или	3	3
171	роль в	2	3
172	что у	2	3
173	мы в	2	3
174	и здесь	5	3
175	нуждается в	2	3
176	то мы	1	3
177	конечно не	2	3
178	его и	1	3
179	не так	1	3
180	представить себе	2	3
181	в котором	1	3
182	в одном	1	3
183	но что	2	3
184	свое выражение	1	3
185	не становится	1	3
186	от того	4	3
187	что и	3	3
188	и даже	2	3
189	социальной жизни	1	3
190	всякое слово	1	3
191	конце концов	3	3
192	забудем что	1	3
193	и уже	1	3
194	если не	1	3
195	ни на	2	3
196	этого слова	5	3
197	как только	1	3
198	этом случае	2	3
199	в целом	1	3
200	и слово	1	3
201	но для	3	3
202	тех или	1	3
203	и для	2	3
204	для нас	4	3
205	и все	2	3
206	главным образом	3	3
207	язык не	2	3
208	но вот	2	3
209	о своем	1	3
210	между ними	1	3
211	не знает	3	3
212	сказать что	4	3
213	также и	5	2
214	я взял	1	2
215	мы имели	1	2
216	от чего	1	2
217	к нашей	1	2
218	мы имеем	5	2
219	вопрос о	9	2
220	нам в	1	2
221	на эти	1	2
222	но даже	2	2
223	как не	3	2
224	и он	1	2
225	же слово	1	2
226	иное как	1	2
227	установки на	1	2
228	но не	6	2
229	достаточно для	2	2
230	знак и	1	2
231	только потому	8	2
232	только тогда	1	2
233	очевидно что	2	2
234	отношение к	1	2
235	себе и	1	2
236	как в	3	2
237	помнить что	1	2
238	целый ряд	5	2
239	чего же	1	2
240	к чему	1	2
241	бы и	4	2
242	все эти	12	2
243	чуть ли	1	2
244	речи но	2	2
245	тому же	1	2
246	это например	1	2
247	этот процесс	1	2
248	слово это	6	2
249	уяснить себе	1	2
250	по своему	1	2
251	одной и	1	2
252	значительной степени	1	2
253	связанные с	2	2
254	ясно что	5	2
255	есть не	1	2
256	бы нам	1	2
257	с этим	3	2
258	немедленно же	1	2
259	которые с	1	2
260	следует искать	1	2
261	не всегда	2	2
262	в этих	1	2
263	и при	1	2
264	в своей	2	2
265	в отношении	2	2
266	что вся	1	2
267	место в	1	2
268	в которых	2	2
269	для всякого	1	2
270	которые в	1	2
271	однако в	1	2
272	который мы	2	2
273	не должно	2	2
274	что иное	1	2
275	смысл то	1	2
276	это слово	4	2
277	этом отношении	3	2
278	или иных	1	2
279	за ними	2	2
280	в каком	4	2
281	ли не	2	2
282	же такое	1	2
283	не есть	1	2
284	здесь не	3	2
285	в пределах	4	2
286	речи то	1	2
287	и когда	1	2
288	не с	1	2
289	подойти к	1	2
290	быть может	1	2
291	и вообще	2	2
292	речи не	3	2
293	почему же	1	2
294	и содержание	1	2
295	в значительной	1	2
296	к нему	2	2
297	этих слов	1	2
298	находит свое	1	2
299	в языке	10	2
300	иными словами	8	2
301	в середине	1	2
302	не должен	1	2
303	языка мы	1	2
304	в него	1	2
305	как например	1	2
306	это само	1	2
307	в том	19	2
308	тот же	5	2
309	одной из	1	2
310	что он	5	2
311	в какой	1	2
312	экономии и	1	2
313	тот или	1	2
314	я считаю	1	2
315	слова не	3	2
316	или даже	1	2
317	для него	1	2
318	заметить что	1	2
319	тем что	3	2
320	и речь	2	2
321	даже и	2	2
322	нужно было	1	2
323	а на	2	2
324	говорить и	2	2
325	еще и	2	2
326	не было	4	2
327	до конца	3	2
328	не будь	1	2
329	в связи	4	2
330	связь с	1	2
331	слово становится	1	2
332	и потому	2	2
333	легче всего	1	2
334	теперь к	1	2
335	в разговоре	4	2
336	из которых	3	2
337	разве не	2	2
338	которые являются	1	2
339	смысле этого	2	2
340	которое не	1	2
341	должно быть	4	2
342	материал для	2	2
343	сих пор	1	2
344	но это	3	2
345	это выражение	1	2
346	тому подобное	1	2
347	слов или	1	2
348	тем и	1	2
349	где и	1	2
350	или в	4	2
351	слишком мало	1	2
352	у них	1	2
353	мы как	1	2
354	ни к	15	2
355	несмотря на	5	2
356	этот вопрос	6	2
357	не говоря	2	2
358	в частности	2	2
359	говорящего к	1	2
360	к этому	4	2
361	в голову	1	2
362	в своих	2	2
363	гораздо более	3	2
364	свою речь	4	1
365	словесные формы	1	1
366	смысле слова	2	1
367	и своеобразным	1	1
368	ту же	6	1
369	можно говорить	2	1
370	также что	2	1
371	нашего языка	1	1
372	для образования	1	1
373	языка с	1	1
374	же как	2	1
375	чтобы не	2	1
376	что смысл	1	1
377	раньше в	1	1
378	не слова	2	1
379	и до	2	1
380	бы к	1	1
381	ведь и	1	1
382	в их	2	1
383	из всех	1	1
384	точнее и	1	1
385	словами в	1	1
386	превратилась в	1	1
387	бы например	2	1
388	есть первая	1	1
389	в сущности	9	1
390	совпадает с	1	1
391	грамматические формы	1	1
392	говорить о	4	1
393	само слово	1	1
394	я не	5	1
395	с нашими	1	1
396	себе что	1	1
397	того же	3	1
398	имеет первостепенное	1	1
399	качестве одного	1	1
400	слово на	1	1
401	не был	1	1
402	в чем	1	1
403	всегда несколько	1	1
404	самым мы	2	1
405	именно этот	2	1
406	но как	1	1
407	и другие	1	1
408	самой природы	1	1
409	выражения эти	1	1
410	не то	2	1
411	теряет свой	2	1
412	разговорную речь	1	1
413	выводов которые	1	1
414	конечном счете	2	1
415	в общем	1	1
416	уже как	1	1
417	и никак	1	1
418	слову в	1	1
419	грамматических форм	3	1
420	к сожалению	1	1
421	относится к	1	1
422	там где	5	1
423	более чем	1	1
424	эти новые	1	1
425	и выражения	2	1
426	дает нам	2	1
427	на минуту	1	1
428	не хватает	2	1
429	в своем	2	1
430	однако не	4	1
431	кроме того	1	1
432	и где	2	1
433	как социального	1	1
434	и есть	2	1
435	такое слово	1	1
436	когда он	1	1
437	поставить иной	1	1
438	писателя как	1	1
439	даже просто	1	1
440	себе не	2	1
441	не здесь	1	1
442	от этого	2	1
443	то в	1	1
444	за собой	2	1
445	с той	2	1
446	однако мы	1	1
447	указания на	2	1
448	языка есть	1	1
449	в литературном	1	1
450	возможно что	1	1
451	из этих	1	1
452	что так	1	1
453	еще один	1	1
454	и отношения	1	1
455	бы только	1	1
456	уже отчасти	1	1
457	в наших	1	1
458	не могла	1	1
459	данного речевого	2	1
460	все они	2	1
461	и если	2	1
462	есть такие	1	1
463	все ее	1	1
464	вообще не	1	1
465	только чтобы	1	1
466	что без	1	1
467	с течением	1	1
468	тем не	6	1
469	был только	1	1
470	а скорее	1	1
471	он не	3	1
472	самом ли	1	1
473	одному из	1	1
474	данного слова	1	1
475	всех этих	3	1
476	первой части	1	1
477	он должен	1	1
478	к одному	1	1
479	этого вопроса	3	1
480	не как	2	1
481	в силу	7	1
482	широком смысле	4	1
483	он так	1	1
484	речи можно	1	1
485	приходим к	1	1
486	смысле как	1	1
487	на этом	3	1
488	лишь с	2	1
489	прежде чем	1	1
490	развития языка	1	1
491	так например	1	1
492	нам удалось	1	1
493	на то	4	1
494	могла бы	2	1
495	в другом	2	1
496	должны будут	1	1
497	в ход	1	1
498	на все	2	1
499	самом широком	1	1
500	который уже	1	1
501	на протяжении	1	1
502	уже целых	1	1
503	на вопросе	1	1
504	всю свою	1	1
505	должен был	1	1
506	но уже	2	1
507	нет в	1	1
508	с этой	2	1
509	во внимание	1	1
510	характер и	2	1
511	и вне	1	1
512	перестает быть	1	1
513	ли быть	1	1
514	себе все	1	1
515	литература и	2	1
516	бы на	2	1
517	к тем	1	1
518	здесь а	1	1
519	таким же	2	1
520	мы приходим	1	1
521	уже несколько	1	1
522	в следующем	1	1
523	это только	2	1
524	на месте	1	1
525	установка на	2	1
526	по сравнению	2	1
527	то для	3	1
528	новый язык	1	1
529	от врагов	1	1
530	теперь как	1	1
531	значение для	1	1
532	и уж	1	1
533	нельзя было	2	1
534	поэтому в	1	1
535	в поэме	1	1
536	строить свою	2	1
537	творчества и	1	1
538	стихи маяковского	1	1
539	в прямом	1	1
540	по крайней	6	1
541	даже к	1	1
542	речи в	6	1
543	всякое явление	1	1
544	через несколько	1	1
545	как от	1	1
546	собой и	1	1
547	том же	1	1
548	что этот	1	1
549	в устах	2	1
550	развитие языка	1	1
551	по себе	10	1
552	даже в	1	1
553	и вся	1	1
554	в одно	1	1
555	вопрос если	1	1
556	если и	3	1
557	же представляет	1	1
558	каждого отдельного	1	1
559	не менее	7	1
560	в таких	3	1
561	как можно	2	1
562	что эта	2	1
563	она не	2	1
564	это дает	2	1
565	тогда когда	1	1
566	того как	2	1
567	одна из	1	1
568	сводится в	2	1
569	иметь в	2	1
570	к такому	1	1
571	словом но	1	1
572	это мы	1	1
573	следовательно и	2	1
574	в самой	2	1
575	именно с	3	1
576	трудно ведь	1	1
577	вследствие того	1	1
578	они являются	1	1
579	этой речи	3	1
580	говорить лишь	1	1
581	убедиться в	1	1
582	так называемый	1	1
583	газеты и	1	1
584	доказать что	2	1
585	которому мы	1	1
586	течением времени	1	1
587	представлять себе	1	1
588	в стиле	1	1
589	языка в	3	1
590	ресторане в	1	1
591	но там	1	1
592	не могут	5	1
593	существует между	1	1
594	и такие	1	1
595	это конечно	2	1
596	с изменением	1	1
597	должны быть	2	1
598	области грамматики	1	1
599	понять что	2	1
600	в наши	1	1
601	все еще	1	1
602	утверждать что	2	1
603	если же	1	1
604	речь не	1	1
605	наши дни	1	1
606	должен быть	5	1
607	с работой	2	1
608	что для	2	1
609	приходит к	1	1
610	речи мы	2	1
611	и о	4	1
612	таких словах	2	1
613	говоря уже	2	1
614	без всякого	1	1
615	указывать на	1	1
616	от всей	1	1
617	уже с	1	1
618	нельзя в	1	1
619	что однако	1	1
620	словах как	2	1
621	оно также	1	1
622	но зато	2	1
623	не трудно	1	1
624	здесь как	1	1
625	здесь нет	1	1
626	в себя	1	1
627	к вопросам	1	1
628	когда в	2	1
629	это даже	1	1
630	в которые	3	1
631	понятно что	1	1
632	для этого	3	1
633	внимание к	1	1
634	к языку	1	1
635	социальной борьбы	1	1
636	образом в	2	1
637	слова а	1	1
638	разговорной речи	2	1
639	слова из	1	1
640	на вопрос	1	1
641	столь же	1	1
642	никак не	3	1
643	и что	8	1
644	становится уже	1	1
645	здесь слово	1	1
646	мог бы	1	1
647	у достоевского	1	1
648	все его	1	1
649	знает что	3	1
650	в конечном	2	1
651	воздействия на	1	1
652	и смысловой	1	1
653	между тем	6	1
654	речь оратора	1	1
655	но нет	1	1
656	отметить что	1	1
657	крайней мере	6	1
658	не надо	3	1
659	вслед за	1	1
660	от этих	1	1
661	языка это	1	1
662	в каких	1	1
663	на те	1	1
664	и организации	1	1
665	и дает	1	1
666	обе эти	1	1
667	с ними	2	1
668	дело с	1	1
669	в вопросе	1	1
670	например можно	1	1
671	ему и	1	1
672	правда и	1	1
673	он уже	2	1
674	этим словом	1	1
675	или его	1	1
676	русской литературе	1	1
677	когда появляется	1	1
678	с какой	1	1
679	так что	1	1
680	же и	2	1
681	первостепенное значение	1	1
682	есть в	3	1
683	которые определяют	2	1
684	одном и	1	1
685	в большинстве	1	1
686	борьбы с	1	1
687	в нашей	4	1
688	и новым	1	1
689	языка как	2	1
690	в виде	1	1
691	производства так	1	1
692	свидетельствует о	1	1
693	оратор который	1	1
694	каким образом	1	1
695	речь в	5	1
696	что вообще	1	1
697	большинстве случаев	2	1
698	этого процесса	1	1
699	этот и	1	1
700	по отношению	1	1
701	их как	1	1
702	на своего	1	1
703	является ее	1	1
704	языка которые	1	1
705	был бы	2	1
706	понимает что	1	1
707	ли деле	1	1
708	ни в	4	1
709	могло бы	1	1
710	иначе как	1	1
711	вовсе не	9	1
712	носит характер	2	1
713	ее не	1	1
714	языкового выражения	6	1
715	у него	3	1
716	и никогда	1	1
717	речи нет	1	1
718	превращается в	2	1
719	ведь уже	1	1
720	на простейших	1	1
721	уже совершенно	1	1
722	в особенности	4	1
723	связан с	1	1
724	ссылками на	1	1
725	со стороны	4	1
726	слово которое	1	1
727	до сих	1	1
728	с другой	8	1
729	языка можно	1	1
730	все равно	2	1
731	я был	1	1
732	чрезвычайно важен	1	1
733	язык на	1	1
734	по всей	1	1
735	словарный запас	2	1
736	одного только	1	1
737	еще говорить	1	1
738	на этот	2	1
739	новых слов	1	1
740	языка не	2	1
741	полемизировать с	1	1
742	благодаря чему	1	1
743	не допускает	1	1
744	и том	1	1
745	каких бы	1	1
746	слова которое	1	1
747	есть явление	2	1
748	зрения а	1	1
749	в речи	6	1
750	может иметь	1	1
751	позволяет нам	1	1
752	между первым	1	1
753	нам нужно	1	1
754	но оно	2	1
755	голову не	1	1
756	слишком хорошо	1	1
757	видели в	1	1
758	то содержание	1	1
759	в общественных	1	1
760	смысл который	1	1
761	для оправдания	1	1
762	иной вопрос	1	1
763	вопросе о	2	1
764	поэтому если	1	1
765	слов который	1	1
766	предположить что	1	1
767	он говорит	1	1
768	сравнению с	1	1
769	несравненно более	1	1
770	явлением в	1	1
771	как к	1	1
772	отношения не	1	1
773	к несколько	1	1
774	только то	1	1
775	еще раз	1	1
776	именно в	3	1
777	как раз	3	1
778	которые были	1	1
779	виду что	1	1
780	ее можно	1	1
781	является ли	2	1
782	элементы языка	1	1
783	нашем смысле	2	1
784	процесса в	1	1
785	и часто	1	1
786	что собственно	1	1
787	указать на	1	1
788	новое слово	1	1
789	бы говорить	1	1
790	речевом общении	1	1
791	совершается в	1	1
792	что я	4	1
793	как стол	1	1
794	который нельзя	1	1
795	сознания и	2	1
796	само по	5	1
797	в результате	4	1
798	о котором	2	1
799	это как	1	1
800	бы даже	1	1
801	что в	10	1
802	речи с	2	1
803	приобретает значение	1	1
804	который является	1	1
805	это так	3	1
806	вот это	1	1
807	такие слова	1	1
808	с языком	1	1
809	всякого рода	2	1
810	тем более	1	1
811	речи так	1	1
812	и смысл	1	1
813	возможно также	1	1
814	будто бы	2	1
815	в ресторане	1	1
816	речи если	1	1
817	или не	1	1
818	есть продукт	2	1
819	нельзя ставить	1	1
820	то вопрос	1	1
821	нам не	2	1
822	может и	1	1
823	слово в	1	1
824	лишь по	1	1
825	необходимое условие	1	1
826	только как	2	1
827	другой стороны	7	1
828	была бы	4	1
829	фразы и	1	1
830	экономической жизни	1	1
831	совершенно не	3	1
832	это на	1	1
833	творчества не	1	1
834	можно привести	1	1
835	это и	3	1
836	только о	2	1
837	в действительности	1	1
838	наряду с	1	1
839	не нуждается	1	1
840	всегда носит	1	1
841	но еще	1	1
842	указывают на	1	1
843	на ту	2	1
844	придется еще	1	1
845	же на	1	1
846	те которые	1	1
