N	2gram	Tiupa_Narr_1	PoTuStor
415	в связи	2	1
416	в момент	1	1
417	связь с	1	1
418	что хотела	1	1
419	в м	1	1
420	из мира	1	1
421	жизнь человека	1	1
422	и столь	2	1
423	в человеке	1	1
424	в данном	11	1
425	тому как	3	1
426	друг с	1	1
427	матери а	1	1
428	быть не	3	1
429	человека который	2	1
430	о его	2	1
431	и действия	2	1
432	в культуре	1	1
433	этом и	4	1
434	и собственно	1	1
435	в более	1	1
436	и борьба	1	1
437	это уже	3	1
438	известной степени	1	1
439	мышления в	1	1
440	пор еще	1	1
441	при таком	1	1
442	матери если	1	1
443	она может	2	1
444	не подлежит	2	1
445	это первое	1	1
446	которая в	2	1
447	интерес к	1	1
448	еще более	1	1
449	на языке	1	1
450	ключом к	1	1
451	позволяет нам	2	1
452	только что	2	1
453	я в	2	1
454	же в	2	1
455	к ее	2	1
456	сон в	1	1
457	по поводу	1	1
458	жизни в	2	1
459	в период	1	1
460	а во	4	1
461	взгляда на	1	1
462	чем иным	2	1
463	на свет	1	1
464	себе но	1	1
465	ли признать	1	1
