N	2gram	Bakhtin_Pr_4	Freidism
712	точек зрения	4	1
713	именно в	1	1
714	строится в	1	1
715	в каких	1	1
716	за обладание	1	1
717	с большим	1	1
718	и между	6	1
719	все творчество	1	1
720	своего собственного	1	1
721	в высшую	1	1
722	своего прямого	3	1
723	в некоторых	1	1
724	превращается в	4	1
725	самом же	1	1
726	и речь	2	1
727	еще достаточно	1	1
728	не между	1	1
729	однако и	1	1
730	как ни	1	1
731	человек в	1	1
732	так называемой	1	1
733	в слове	3	1
734	на возможность	1	1
735	оценки точки	1	1
736	там где	2	1
737	у порога	1	1
738	здесь имеет	1	1
739	оснований для	1	1
740	жизнь в	3	1
741	на слово	1	1
742	себя на	2	1
743	понимание и	1	1
744	мы говорим	1	1
745	в строгом	2	1
746	себе самому	4	1
747	знаем о	1	1
748	находим в	2	1
749	перейти в	1	1
750	к своему	3	1
751	сравнению с	1	1
752	который мы	1	1
753	этих явлений	2	1
754	на которое	1	1
755	прорывается в	1	1
756	и голос	1	1
757	и индивидуальной	1	1
758	и там	1	1
759	только себя	1	1
760	у самого	1	1
761	наконец мы	1	1
762	в первой	2	1
763	это символ	1	1
764	реакции на	3	1
765	в это	1	1
766	этого слова	2	1
767	и формы	1	1
768	благодаря этому	1	1
769	не будем	1	1
770	конкретное высказывание	1	1
771	является как	1	1
772	остается в	2	1
773	в книге	1	1
774	известной степени	1	1
775	не знаем	1	1
776	пределах одной	1	1
777	но на	2	1
778	взаимоотношения и	1	1
779	ему удается	1	1
780	может войти	1	1
781	бы ему	1	1
782	на самой	3	1
783	и крайне	1	1
784	совершенно иной	1	1
785	но эти	4	1
786	целый ряд	2	1
787	бы в	3	1
788	возникает вопрос	2	1
789	еще более	3	1
790	его уже	1	1
791	мысль в	1	1
792	я в	1	1
793	в различных	3	1
794	в том	9	1
795	природа человека	1	1
796	отношении к	2	1
797	некоторых сторон	1	1
798	сон в	2	1
799	границу между	1	1
800	нет ничего	1	1
801	этим явлениям	1	1
802	это все	1	1
803	которая позволила	1	1
804	ведь именно	1	1
805	ему но	1	1
806	но можно	1	1
807	ведь он	1	1
808	же относится	1	1
809	жизни а	1	1
810	который не	1	1
811	у толстого	1	1
812	на ней	1	1
813	настоящей главы	1	1
814	самосознания и	2	1
815	и слов	1	1
816	а может	1	1
817	значение в	2	1
818	можно назвать	1	1
819	голосу в	1	1
