N	2gram	Ircho_Kome_1	DiskursI
531	у них	1	1
532	или нет	1	1
533	от того	1	1
534	но это	2	1
535	быть отнесены	1	1
536	могли быть	2	1
537	отношении к	1	1
538	не являются	1	1
539	в период	2	1
540	сведения о	1	1
541	не знает	1	1
542	культуры в	1	1
543	и другие	1	1
544	именно здесь	1	1
545	по свидетельству	2	1
546	событий в	1	1
547	здесь ни	1	1
548	в таком	1	1
549	в роли	1	1
550	случае его	1	1
