N	2gram	Ircho_Kome_2	Dialekti
142	нуждается в	1	3
143	что и	7	3
144	один из	5	3
145	только в	4	3
146	даже если	1	3
147	очень много	1	3
148	только на	1	3
149	же это	1	3
150	или иной	1	3
151	даже не	3	3
152	и из	1	3
153	что для	4	3
154	что же	1	3
155	в его	4	3
156	не является	2	3
157	и все	2	3
158	бы в	2	3
159	еще более	2	3
160	была бы	1	3
161	жизни и	3	3
162	думать что	1	3
163	гораздо более	1	3
164	говоря о	1	2
165	для своего	1	2
166	вопрос о	3	2
167	время как	2	2
168	в полной	1	2
169	мне не	1	2
170	есть для	2	2
171	качестве примера	1	2
172	говоря не	1	2
173	то мы	1	2
174	из этих	4	2
175	ничуть не	2	2
176	что именно	2	2
177	с этим	5	2
178	что касается	3	2
179	помнить что	1	2
180	бы и	2	2
181	образом и	1	2
182	не был	1	2
183	все эти	1	2
184	к самому	1	2
185	тому же	11	2
186	в первую	3	2
187	на этом	2	2
188	является не	2	2
189	в каждом	3	2
190	могла бы	3	2
191	в мире	2	2
192	это было	4	2
193	надо считать	2	2
194	чем другом	1	2
195	но уже	1	2
196	мы имеем	2	2
197	с этой	3	2
198	как и	4	2
199	одна и	1	2
200	до сих	2	2
201	и тогда	1	2
202	не больше	1	2
203	со всей	1	2
204	и при	1	2
205	в своей	3	2
206	то он	1	2
207	нас не	1	2
208	можно найти	1	2
209	всяком случае	2	2
210	это что	1	2
211	и от	4	2
212	ко всему	1	2
213	ни было	2	2
214	вещей и	1	2
215	для нее	1	2
216	не знает	1	2
217	можем сказать	1	2
218	не менее	4	2
219	но они	1	2
220	как можно	1	2
221	как о	1	2
222	что их	2	2
223	и является	1	2
224	из того	1	2
225	и эта	1	2
226	нет ни	1	2
227	отличается от	1	2
228	от которой	2	2
229	и это	2	2
230	о которых	1	2
231	как не	2	2
232	в другом	1	2
233	мог бы	1	2
234	или на	2	2
235	речь как	1	2
236	по сравнению	1	2
237	в эпоху	1	2
238	на что	2	2
239	каждом из	1	2
240	для той	1	2
241	для того	5	2
242	вслед за	2	2
243	и следовательно	1	2
244	не зная	1	2
245	же можно	2	2
246	в современной	1	2
247	с ними	2	2
248	не идет	1	2
249	или его	2	2
250	с одной	2	2
251	в качестве	5	2
252	и у	2	2
253	если мы	1	2
254	то и	1	2
255	идти речь	1	2
256	из них	7	2
257	для него	1	2
258	и их	3	2
259	никто не	3	2
260	т п	2	2
261	иначе не	1	2
262	ее на	1	2
263	были бы	1	2
264	со стороны	2	2
265	именно в	1	2
266	здесь в	3	2
267	с той	2	2
268	а с	1	2
269	соответствует ли	1	2
270	только как	1	2
271	гете и	1	2
272	о чем	3	2
273	чувственного и	1	2
274	он и	1	2
275	если это	1	2
276	в частности	4	2
277	или по	1	2
278	как в	3	2
279	одной стороны	2	2
280	сравнению с	1	2
281	еще не	6	2
282	как например	1	2
283	сих пор	2	2
284	и для	4	2
285	тем более	1	2
286	не будучи	1	2
287	и стало	1	2
288	находим в	1	2
289	они были	1	2
290	что даже	1	2
291	точно так	1	2
292	как результат	1	2
293	к этому	5	2
294	отличалось от	1	1
295	как известно	2	1
296	то к	1	1
297	речь идет	3	1
298	например в	3	1
299	и без	1	1
300	никому и	1	1
301	стали бы	2	1
302	мере в	1	1
303	перед лицом	2	1
304	тем же	1	1
305	из самых	2	1
306	что эти	1	1
307	однако даже	2	1
308	и этот	1	1
309	той же	3	1
310	учения об	1	1
311	мы не	2	1
312	из этого	2	1
313	из жизни	1	1
314	на себя	7	1
315	в самих	1	1
316	но даже	1	1
317	же что	1	1
318	понятие это	1	1
319	думаю что	1	1
320	и самого	1	1
321	что по	2	1
322	столь же	9	1
323	не приходит	2	1
324	в различных	1	1
325	во всех	3	1
326	в создании	1	1
327	во внешнем	1	1
328	в ее	2	1
329	все больше	2	1
330	другой пример	1	1
331	от такого	1	1
332	друг от	1	1
333	нет и	2	1
334	чем же	1	1
335	мы стали	2	1
336	и вовсе	2	1
337	первый взгляд	1	1
338	в той	2	1
339	в связи	3	1
340	мы имели	1	1
341	которое и	1	1
342	мысль о	1	1
343	когда он	1	1
344	себя так	1	1
345	на нас	1	1
346	и к	2	1
347	следующим образом	1	1
348	и отчасти	1	1
349	не более	2	1
350	не приходится	1	1
351	в которой	5	1
352	так или	3	1
353	так в	2	1
354	выражение в	1	1
355	с их	4	1
356	не могла	1	1
357	и если	2	1
358	не против	1	1
359	к выводу	1	1
360	больше всего	1	1
361	после этого	2	1
362	и почему	2	1
363	в силу	2	1
364	полной мере	1	1
365	перед ними	1	1
366	чувства в	1	1
367	от других	1	1
368	таким образом	6	1
369	по его	1	1
370	по которому	1	1
371	же не	2	1
372	в состоянии	1	1
373	главным образом	1	1
374	а по	1	1
375	по смыслу	1	1
376	зрения на	1	1
377	с целью	1	1
378	его в	4	1
379	не умеет	1	1
380	первую очередь	3	1
381	как две	1	1
382	а содержит	1	1
383	без нее	1	1
384	ты мне	1	1
385	на сцене	2	1
386	еще одно	1	1
387	в жизни	1	1
388	люди не	1	1
389	борется с	1	1
390	в реальном	1	1
391	в этой	3	1
392	этого не	1	1
393	при случае	1	1
394	со своими	1	1
395	не всегда	2	1
396	с такой	1	1
397	поправки в	1	1
398	в развитии	2	1
399	только тем	1	1
400	и несчастный	1	1
401	место в	4	1
402	представление о	2	1
403	и они	1	1
404	с достойным	1	1
405	которые в	2	1
406	другом и	1	1
407	том чтобы	1	1
408	только два	1	1
409	тем не	1	1
410	еще раз	1	1
411	не могли	1	1
412	что например	1	1
413	и очень	1	1
414	случае в	1	1
415	власть в	1	1
416	дня и	1	1
417	женился на	1	1
418	тем самым	1	1
419	самого начала	1	1
420	правда в	1	1
421	того как	3	1
422	было у	1	1
423	того чтобы	6	1
424	вытекает из	1	1
425	на меня	1	1
426	больше чем	5	1
427	имеем дело	1	1
428	этих двух	1	1
429	по своей	1	1
430	и его	12	1
431	связи с	3	1
432	здесь же	1	1
433	как будто	4	1
434	их точки	2	1
435	теперь почти	1	1
436	с другом	2	1
437	но там	3	1
438	мы найдем	3	1
439	на это	2	1
440	кольца на	1	1
441	должен быть	1	1
442	ее была	1	1
443	находясь в	1	1
444	от друга	1	1
445	вывод что	1	1
446	с каким	1	1
447	в голову	2	1
448	с самого	2	1
449	то время	3	1
450	вероятно и	1	1
451	если они	1	1
452	и сам	3	1
453	что у	4	1
454	убеждение в	1	1
455	в образе	3	1
456	времени и	1	1
457	еще в	4	1
458	в результате	1	1
459	но никак	1	1
460	и весьма	1	1
461	имеется в	1	1
462	обвинение в	1	1
463	выводу что	1	1
464	взаимоотношения с	1	1
465	и там	1	1
466	мы убеждаемся	1	1
467	узнать в	1	1
468	такого толкования	1	1
469	пришли к	1	1
470	достаточное количество	1	1
471	но мы	1	1
472	но об	1	1
473	все его	1	1
474	того или	1	1
475	обоих случаях	2	1
476	три основных	1	1
477	между тем	4	1
478	судить о	1	1
479	говорить об	1	1
480	нельзя сказать	1	1
481	представления о	2	1
482	все время	2	1
483	раз на	1	1
484	не так	1	1
485	понимать не	1	1
486	сразу же	4	1
487	в новой	1	1
488	и некая	2	1
489	мне кажется	1	1
490	речь о	2	1
491	в какой	2	1
492	пор не	1	1
493	что наши	2	1
494	себя в	3	1
495	далеко от	1	1
496	да еще	2	1
497	уже в	4	1
498	в понятие	1	1
499	а то	1	1
500	сказать о	2	1
501	у того	2	1
502	он имеет	1	1
503	мир в	1	1
504	земли и	1	1
505	не для	2	1
506	содержание и	1	1
507	у него	4	1
508	ни до	1	1
509	от того	2	1
510	более близкие	1	1
511	в очень	1	1
512	имели бы	1	1
513	во власти	1	1
514	на примере	1	1
515	или иначе	3	1
516	из других	1	1
517	привести еще	1	1
518	нового времени	2	1
519	а на	2	1
520	и самый	1	1
521	сам себе	1	1
522	одну из	1	1
523	и я	2	1
524	вместе взятых	1	1
525	там где	1	1
526	и уже	1	1
527	жизнь в	1	1
528	становится ясным	1	1
529	если не	2	1
530	их самих	1	1
531	которого она	1	1
532	голову не	1	1
533	для ее	1	1
534	люди и	1	1
535	вместе с	9	1
536	представить себе	3	1
537	а сами	1	1
538	в разной	1	1
539	в духе	2	1
540	ничего нет	1	1
541	ничего этого	1	1
542	получить в	1	1
543	к своему	1	1
544	убеждаемся в	1	1
545	почти всех	1	1
546	встречается в	1	1
547	наряду с	6	1
548	его жизни	1	1
549	с которым	2	1
550	кто из	2	1
551	по существу	1	1
552	друг с	2	1
553	xix в	1	1
554	если ни	1	1
555	по краям	1	1
556	у вас	1	1
557	является как	1	1
558	на второе	1	1
559	о мире	1	1
560	всего в	2	1
561	это уже	1	1
562	в полном	1	1
563	ли в	1	1
564	при таком	1	1
565	о котором	1	1
566	это как	1	1
567	поэтому она	1	1
568	на первый	1	1
569	для нас	3	1
570	они говорят	1	1
571	не должен	1	1
572	разной степени	1	1
573	могла идти	1	1
574	а также	1	1
575	хотя в	1	1
576	к ее	1	1
577	жизни в	1	1
578	между ними	1	1
579	от своего	1	1
580	к его	2	1
581	все к	1	1
582	какой мере	1	1
583	в последнем	1	1
584	и жизнь	2	1
585	жизни мы	1	1
586	я вижу	1	1
587	о себе	1	1
588	в искусстве	1	1
589	и другие	2	1
590	все что	1	1
