N	2gram	Vinokur_Ku_3	Vladivir
209	как он	2	2
210	не могла	1	2
211	в статье	2	2
212	мысли и	2	2
213	же это	2	2
214	том чтобы	4	2
215	на этом	2	2
216	будем говорить	1	2
217	но дело	1	2
218	но все	2	2
219	заключается в	4	2
220	это не	3	2
221	он все	1	2
222	и вы	1	2
223	этого не	1	2
224	с тем	6	2
225	мы видели	3	2
226	мы не	3	2
227	и при	2	2
228	в их	6	2
229	то его	1	2
230	он дает	1	2
231	однако в	2	2
232	даже в	1	2
233	а вот	2	2
234	раз и	2	2
235	она не	3	2
236	меня не	1	2
237	не имеет	3	2
238	тогда когда	4	2
239	правда в	1	2
240	того как	7	2
241	к этим	1	2
242	тогда и	1	2
243	в самых	1	2
244	само по	1	2
245	того чтобы	11	2
246	казалось бы	1	2
247	очень плохо	2	2
248	не о	2	2
249	мыслей и	1	2
250	в русском	2	2
251	ровно ничего	1	2
252	всей жизни	1	2
253	и нужно	2	2
254	как будто	1	2
255	всему этому	1	2
256	уже о	2	2
257	начиная с	1	2
258	которое в	2	2
259	и часто	1	2
260	в совокупности	1	2
261	к тому	3	2
262	а что	2	2
263	будто бы	1	2
264	можно и	1	2
265	но по	1	2
266	в виду	8	2
267	свою очередь	1	2
268	говоря уже	2	2
269	без всякого	1	2
270	данном случае	4	2
271	последнее время	1	2
272	в печати	2	2
273	возможно что	1	2
274	ничего не	6	2
275	со своей	1	2
276	вот это	1	2
277	о нем	1	2
278	после того	6	2
279	в чем	5	2
280	в сущности	4	2
281	нас в	3	2
282	к нему	1	2
283	которой мы	1	2
284	и всякая	1	2
285	в теории	1	2
286	в каких	1	2
287	от нас	2	2
288	он сам	1	2
289	а то	2	2
290	котором все	1	2
291	мы находим	3	2
292	для того	12	2
293	у которого	1	2
294	себе представить	2	2
295	тут же	1	2
296	и прежде	1	2
297	что не	4	2
298	что для	1	2
299	на эту	1	2
300	своем месте	1	2
301	если не	1	2
302	нет никаких	1	2
303	в частности	2	2
304	здесь можно	5	2
305	к его	2	2
306	и потому	1	2
307	наряду с	1	2
308	в той	4	2
309	не любил	1	2
310	можно было	11	2
311	и от	1	2
312	в двух	2	2
313	собственно говоря	1	2
314	к этой	1	2
315	даже после	1	2
316	же в	1	2
317	сколько угодно	1	2
318	есть и	1	2
319	же и	1	2
320	смысле слова	2	1
321	если б	1	1
322	и т	54	1
323	например в	1	1
324	дошел до	1	1
325	вообще все	1	1
326	в тех	2	1
327	и др	1	1
328	тех же	4	1
329	мере в	1	1
330	между двумя	1	1
331	отношения между	4	1
332	по преимуществу	3	1
333	собственном смысле	2	1
334	с таким	1	1
335	поэзии и	1	1
336	чего в	1	1
337	в несколько	1	1
338	именно здесь	1	1
339	есть не	3	1
340	имеют самое	1	1
341	этого нет	1	1
342	ясности и	1	1
343	ответить на	2	1
344	говорить о	6	1
345	но она	1	1
346	бы более	1	1
347	в полной	1	1
348	представление о	1	1
349	существу же	1	1
350	заметок и	1	1
351	думаю что	1	1
352	литературы и	1	1
353	в которых	3	1
354	ответа на	2	1
355	бы то	1	1
356	чуть ли	1	1
357	подходить к	1	1
358	заключается не	2	1
359	самом деле	14	1
360	слишком много	1	1
361	но тогда	1	1
362	если подходить	1	1
363	то он	3	1
364	но как	3	1
365	а только	1	1
366	не все	2	1
367	менее всего	1	1
368	не просто	2	1
369	бы что	1	1
370	нет и	1	1
371	что они	2	1
372	связи и	2	1
373	конечно совершенно	1	1
374	во что	1	1
375	чем же	2	1
376	более чем	2	1
377	независимо от	5	1
378	что именно	3	1
379	на минуту	2	1
380	получает для	1	1
381	когда он	2	1
382	целый ряд	4	1
383	как уже	1	1
384	вопросом о	4	1
385	которое для	1	1
386	скажу только	1	1
387	принято было	1	1
388	самое важное	2	1
389	в противоположность	1	1
390	этой цели	1	1
391	за собой	1	1
392	себе как	1	1
393	бы и	3	1
394	он в	2	1
395	в нашем	7	1
396	думать что	1	1
397	может считаться	1	1
398	что ничего	1	1
399	тому же	3	1
400	говорю о	1	1
401	при новом	1	1
402	если он	1	1
403	так сказать	2	1
404	можно себе	1	1
405	что она	5	1
406	главным образом	2	1
407	т д	8	1
408	после этого	1	1
409	же реальное	1	1
410	настоящей книги	1	1
411	однако при	1	1
412	пушкина и	1	1
413	в первую	3	1
414	на том	2	1
415	xix века	3	1
416	чем у	1	1
417	не к	1	1
418	однако под	1	1
419	свое время	2	1
420	ему на	1	1
421	его от	1	1
422	так например	1	1
423	это конечно	2	1
424	раз из	1	1
425	то ни	1	1
426	что все	2	1
427	а по	1	1
428	лишь в	8	1
429	первую очередь	3	1
430	в свое	2	1
431	он есть	1	1
432	не дошел	1	1
433	с вопросом	2	1
434	отца и	1	1
435	уже сказано	1	1
436	в свой	1	1
437	ведь в	1	1
438	чистый и	1	1
439	так называемого	3	1
440	основания для	1	1
441	могут к	1	1
442	мне пришлось	1	1
443	словами все	1	1
444	все равно	1	1
445	далеко не	5	1
446	но лишь	1	1
447	мы имеем	2	1
448	во внимание	5	1
449	говорить разве	1	1
450	друга в	1	1
451	чем в	2	1
452	писать на	2	1
453	года и	1	1
454	такой же	2	1
455	и того	2	1
456	не понимает	3	1
457	лучше всего	1	1
458	можно только	1	1
459	не так	3	1
460	в г	1	1
461	во время	1	1
462	но если	3	1
463	поэтического творчества	1	1
464	в такой	1	1
465	и без	2	1
466	на месте	1	1
467	на первых	1	1
468	что до	1	1
469	оказывается что	1	1
470	своего рода	2	1
471	мысли от	1	1
472	нельзя было	1	1
473	мир и	1	1
474	не будем	5	1
475	которые в	4	1
476	нам в	1	1
477	если бы	8	1
478	есть еще	1	1
479	что сам	3	1
480	для нее	1	1
481	случае мы	1	1
482	шла о	1	1
483	произведения как	1	1
484	к такой	2	1
485	или что	1	1
486	важно что	1	1
487	что с	1	1
488	природа и	1	1
489	в возможности	1	1
490	в русской	1	1
491	дело не	2	1
492	статья и	1	1
493	и отвечал	1	1
494	пушкина но	1	1
495	что такое	4	1
496	на него	3	1
497	как следует	1	1
498	как о	3	1
499	знания и	1	1
500	но только	1	1
501	этого конечно	1	1
502	не могло	1	1
503	только не	1	1
504	каждый из	1	1
505	следовательно и	1	1
506	так далеко	1	1
507	связанное с	1	1
508	в самой	1	1
509	но против	1	1
510	того в	1	1
511	намерения и	1	1
512	во всем	1	1
513	также все	1	1
514	в изложении	1	1
515	которые делают	1	1
516	к работе	1	1
517	здесь же	1	1
518	следует отметить	1	1
519	из истории	1	1
520	плохо когда	1	1
521	только с	1	1
522	в каком	3	1
523	если только	1	1
524	и здесь	2	1
525	ли не	1	1
526	должны быть	1	1
527	менее по	1	1
528	например на	1	1
529	было уже	1	1
530	отказаться от	1	1
531	утверждать что	1	1
532	от которой	1	1
533	у себя	1	1
534	не будет	1	1
535	совершенно ясно	2	1
536	ни стало	1	1
537	уже потому	1	1
538	в собственном	1	1
539	характер и	1	1
540	бы вообще	1	1
541	плохо в	1	1
542	нет никакой	1	1
543	если о	1	1
544	только то	3	1
545	на той	1	1
546	но мы	2	1
547	так в	2	1
548	с ростом	1	1
549	от того	5	1
550	слова а	1	1
551	все из	1	1
552	и дальше	2	1
553	ясно что	4	1
554	здесь как	2	1
555	еще не	9	1
556	когда в	2	1
557	ступени его	1	1
558	отрицать что	1	1
559	для этого	6	1
560	пор пока	4	1
561	сводится к	1	1
562	и должно	5	1
563	и возможно	1	1
564	тех кто	1	1
565	может не	1	1
566	на вопрос	3	1
567	язык и	2	1
568	то уже	1	1
569	в пользу	1	1
570	в гимназии	1	1
571	в вопросах	1	1
572	точно в	1	1
573	нужно просто	1	1
574	первых порах	1	1
575	последнего в	1	1
576	раньше чем	1	1
577	во втором	1	1
578	то место	1	1
579	и н	1	1
580	что бы	1	1
581	нам всем	1	1
582	также в	1	1
583	не знаю	1	1
584	и об	2	1
585	в него	1	1
586	а кроме	1	1
587	но тут	1	1
588	в современной	1	1
589	прочим следующее	1	1
590	что здесь	1	1
591	но с	1	1
592	интереса к	1	1
593	можно считать	1	1
594	этот вопрос	3	1
595	минуту не	1	1
596	что даже	1	1
597	в какой	3	1
598	которое мы	1	1
599	до нас	1	1
600	поэтому и	1	1
601	и ее	1	1
602	и тем	6	1
603	по этому	1	1
604	в качестве	2	1
605	с какой	1	1
606	сколько в	1	1
607	этому поводу	1	1
608	оказывается в	1	1
609	богу если	1	1
610	можно установить	1	1
611	если мы	7	1
612	ничего нельзя	1	1
613	ни одного	2	1
614	речи в	7	1
615	его по	1	1
616	то только	1	1
617	или даже	1	1
618	при помощи	1	1
619	в данной	3	1
620	не стал	1	1
621	характерно что	1	1
622	котором можно	1	1
623	о поэзии	4	1
624	и их	1	1
625	никто не	1	1
626	речь шла	1	1
627	точка зрения	4	1
628	в одном	2	1
629	т п	41	1
630	с этими	1	1
631	вот с	1	1
632	содержания а	1	1
633	дело и	1	1
634	нельзя возразить	1	1
635	заметить что	1	1
636	как раз	4	1
637	тем что	5	1
638	до тех	4	1
639	этом роде	1	1
640	что сказать	1	1
641	не понял	2	1
642	это будет	1	1
643	как можно	1	1
644	рядом с	1	1
645	учение это	1	1
646	до сих	8	1
647	которые можно	2	1
648	говорить и	3	1
649	и скажем	1	1
650	при чем	5	1
651	только самая	1	1
652	обратиться к	1	1
653	смысла и	1	1
654	то и	2	1
655	а на	1	1
656	г №	1	1
657	которых мы	1	1
658	мы и	1	1
659	было сказано	1	1
660	и следовало	1	1
661	возвращаясь к	1	1
662	понятие о	2	1
663	ни о	1	1
664	что мы	2	1
665	себе уже	1	1
666	если это	2	1
667	впечатлений в	1	1
668	я говорю	1	1
669	ни на	2	1
670	что во	1	1
671	до этого	1	1
672	этого общего	1	1
673	этому языку	1	1
674	не могут	5	1
675	мы опять	1	1
676	его личной	1	1
677	она есть	2	1
678	несколько раз	1	1
679	но сам	2	1
680	перед нами	1	1
681	это есть	1	1
682	общения с	1	1
683	нашей печати	1	1
684	в первой	1	1
685	требует совершенно	1	1
686	тех пор	4	1
687	дело здесь	1	1
688	как например	2	1
689	этом случае	4	1
690	февраля года	1	1
691	сих пор	8	1
692	что однако	1	1
693	которые я	1	1
694	слов которые	1	1
695	нужно отметить	1	1
696	имеет значение	1	1
697	но для	3	1
698	в смысле	1	1
699	за ним	1	1
700	этом смысле	1	1
701	исключает всякую	1	1
702	вопрос в	2	1
703	чем дело	1	1
704	которых он	1	1
705	тем и	1	1
706	здесь мне	1	1
707	других кроме	1	1
708	котором он	1	1
709	чтобы понять	2	1
710	не с	2	1
711	с двух	1	1
712	хотя я	1	1
713	от него	1	1
714	у них	1	1
715	что значит	4	1
716	с определенным	1	1
717	же к	1	1
718	пришлось бы	1	1
719	теперь же	1	1
720	есть уже	1	1
721	отношении к	1	1
722	французский язык	1	1
723	от всякого	1	1
724	то вопрос	1	1
725	в целях	1	1
726	он понимает	1	1
727	чем можно	2	1
728	в период	1	1
729	быть и	1	1
730	между ними	1	1
731	только как	4	1
732	со мной	1	1
733	а ведь	1	1
734	равно как	2	1
735	по одному	1	1
736	какой мере	2	1
737	мы увидим	1	1
738	на различные	1	1
739	можно привести	1	1
740	большей частью	1	1
741	эти слова	2	1
742	уже есть	1	1
743	а может	1	1
744	быть у	1	1
745	и другие	1	1
746	с общим	1	1
747	бы из	1	1
748	том числе	2	1
749	они не	3	1
