N	2gram	Losev_Prob_5	UchenyiS
155	никогда и	1	1
156	такое художественное	1	1
157	в г	1	1
158	искусства и	1	1
159	о том	12	1
160	в ней	3	1
161	и потому	1	1
162	во мне	1	1
163	почти не	1	1
164	в котором	2	1
165	героя не	1	1
166	только для	2	1
167	и что	6	1
168	и этого	1	1
169	не отсутствует	1	1
170	он был	2	1
171	всего только	1	1
172	из которых	1	1
173	в значительной	2	1
174	кого бы	1	1
175	все в	3	1
176	описывать и	1	1
177	своей работе	1	1
178	в данном	2	1
179	не то	2	1
180	бы в	1	1
181	не входит	2	1
182	того что	3	1
183	доказывает что	2	1
184	поскольку он	1	1
185	более точно	1	1
186	не без	1	1
187	их в	1	1
188	на его	2	1
189	говорит он	1	1
190	время на	1	1
191	оно является	1	1
192	что этот	5	1
193	нет и	1	1
194	на то	2	1
195	него не	2	1
196	отнюдь не	4	1
197	она не	1	1
198	для тех	1	1
199	первый взгляд	1	1
200	концов не	1	1
201	его на	2	1
202	в своем	11	1
203	нам думается	1	1
204	но для	2	1
205	и дается	1	1
206	в большей	2	1
207	и все	9	1
208	обе эти	1	1
209	того как	5	1
210	что только	2	1
211	у кого	1	1
212	тот же	3	1
213	путь и	1	1
214	и видя	1	1
215	представляется что	1	1
216	настолько насколько	1	1
217	по мнению	2	1
218	почему в	2	1
219	в которой	5	1
220	о котором	3	1
221	больше чем	2	1
222	бы ни	1	1
223	не было	1	1
224	так или	1	1
225	он в	3	1
226	тогда когда	4	1
227	с одной	3	1
228	в качестве	4	1
229	тем более	1	1
230	что по	1	1
231	же остается	1	1
232	уже не	6	1
233	этот анализ	1	1
234	творчество и	1	1
235	далеко не	4	1
236	имеем в	1	1
237	то и	2	1
238	же в	3	1
239	же автор	1	1
240	в виде	10	1
241	возражать против	1	1
242	не столь	3	1
243	не обладает	1	1
244	что было	1	1
245	в нем	6	1
246	месте в	2	1
247	он не	3	1
248	сказать что	9	1
249	только как	1	1
250	состоит из	1	1
251	определяет собою	1	1
252	что угодно	1	1
253	одно из	1	1
254	равно как	2	1
255	и так	1	1
256	природе и	1	1
257	он и	5	1
258	что еще	1	1
259	содержания и	1	1
260	в понятии	1	1
261	думает о	1	1
262	правда не	1	1
263	не для	1	1
264	но он	5	1
265	работ в	1	1
266	у него	11	1
267	мы можем	5	1
268	ее в	2	1
269	о необходимости	1	1
270	и делает	2	1
271	и свое	2	1
272	это в	1	1
273	не имеется	1	1
274	к этому	2	1
275	что в	5	1
276	в таком	2	1
277	все что	2	1
278	от которой	1	1
279	этот путь	1	1
280	вполне верно	1	1
