N	2gram	Tiupa_Disk_1	Analitik
226	в своей	5	2
227	предмету речи	1	2
228	или точнее	1	2
229	в котором	5	2
230	с точки	1	2
231	с позиции	1	2
232	к предмету	1	2
233	композиционных форм	1	2
234	самого рассказывания	3	2
235	в отличие	5	2
236	что с	2	2
237	в то	3	2
238	дело не	2	2
239	не имеет	1	2
240	текста и	2	2
241	на него	1	2
242	появляется в	1	2
243	же время	4	2
244	так например	2	2
245	особого рода	2	2
246	или иных	1	2
247	реплики в	1	2
248	ли не	3	2
249	всего в	1	2
250	речевого строя	1	2
251	роль в	7	2
252	с ее	2	2
253	языка и	2	2
254	обращаясь к	1	2
255	природе своей	5	2
256	те же	1	2
257	по природе	5	2
258	мира вокруг	1	2
259	строго говоря	2	2
260	повествователя в	2	2
261	что в	4	2
262	в произведении	3	2
263	не позволяет	1	2
264	и во	2	2
265	том или	1	2
266	между тем	4	2
267	аналогичным образом	1	2
268	в его	7	2
269	или напротив	1	2
270	чем и	1	2
271	дискурса к	2	2
272	того что	3	2
273	с той	1	2
274	один из	3	2
275	времени как	1	2
276	себя в	2	2
277	для всех	1	2
278	с объектной	1	2
279	не есть	2	2
280	свидетельствует о	2	2
281	как писал	1	2
282	по выражению	2	2
283	и их	1	2
284	или даже	2	2
285	в одном	2	2
286	не о	1	2
287	или ином	1	2
288	представляют собой	1	2
289	очевидным образом	3	2
290	здесь в	2	2
291	вслед за	1	2
292	отношения в	1	2
293	в соответствии	2	2
294	может ли	1	2
295	что случилось	1	2
296	его как	2	2
297	одну из	2	2
298	о чем	2	2
299	один голос	1	2
300	вместе с	1	2
301	к его	2	2
302	в начальных	1	2
303	такого рода	4	2
304	как авторская	1	2
305	высказывания и	2	2
306	тех или	1	2
307	объекта и	1	2
308	при таком	1	2
309	я всегда	1	2
310	внимание на	4	2
311	личности и	1	2
312	сказать что	3	2
313	другой стороны	3	2
314	речи и	1	2
315	и адресата	2	2
316	частности в	2	2
317	к этому	2	2
318	в таком	1	2
319	в роли	1	2
320	как известно	1	1
321	также и	3	1
322	самом деле	1	1
323	значении этого	3	1
324	переход от	1	1
325	идет о	1	1
326	а непосредственно	1	1
327	в нарративном	4	1
328	определить как	2	1
329	в первом	3	1
330	к другому	2	1
331	смерть в	1	1
332	формах внутренней	1	1
333	на отсутствие	1	1
334	современной нарратологии	1	1
335	в становлении	1	1
336	не вполне	1	1
337	равной мере	1	1
338	в полной	1	1
339	я не	1	1
340	его однако	1	1
341	все того	1	1
342	из того	1	1
343	они были	1	1
344	событий и	1	1
345	что оба	1	1
346	и сами	1	1
347	быть в	1	1
348	упускать из	1	1
349	взгляде на	1	1
350	в чем	1	1
351	сказать и	2	1
352	не требует	1	1
353	всего литературного	1	1
354	вокруг я	1	1
355	особенно если	1	1
356	и всякий	1	1
357	в противовес	1	1
358	не все	1	1
359	очевидно что	1	1
360	внимание не	1	1
361	тут же	1	1
362	и должны	1	1
363	в акте	3	1
364	контексте и	1	1
365	независимо от	1	1
366	из уст	2	1
367	может реализоваться	1	1
368	кто говорит	1	1
369	в противном	1	1
370	не рассказывает	1	1
371	тех случаях	1	1
372	когда он	2	1
373	эстетической деятельности	3	1
374	выражению бахтина	1	1
375	художественных текстов	1	1
376	повествовательного дискурса	4	1
377	адресата в	2	1
378	его к	1	1
379	любому иному	1	1
380	тем же	1	1
381	более или	2	1
382	следующим образом	1	1
383	со своей	1	1
384	не приходится	2	1
385	в которой	1	1
386	бы и	1	1
387	постановки вопроса	1	1
388	следует понимать	1	1
389	из этих	1	1
390	которые в	1	1
391	поскольку в	2	1
392	в известном	1	1
393	рассказ о	1	1
394	смысл целого	1	1
395	текста не	2	1
396	что даже	2	1
397	говорит не	1	1
398	наиболее существенные	1	1
399	и те	1	1
400	так сказать	2	1
401	быть только	1	1
402	авторской активности	1	1
403	по словам	2	1
404	в нем	9	1
405	время и	1	1
406	оно в	1	1
407	всех этих	1	1
408	в первую	1	1
409	интерес представляет	1	1
410	событий тогда	1	1
411	состоит именно	1	1
412	в принципе	2	1
413	к одному	1	1
414	не к	1	1
415	не как	4	1
416	в силу	5	1
417	силу своей	2	1
418	различия в	1	1
419	из виду	1	1
420	характер в	1	1
421	i в	1	1
422	свое время	1	1
423	настоящего времени	1	1
424	события дискурса	1	1
425	и по	2	1
426	искусству слова	1	1
427	человека в	2	1
428	в каждом	2	1
429	гораздо точнее	1	1
430	об этом	2	1
431	он ничего	1	1
432	слова или	1	1
433	самим собой	1	1
434	времени и	3	1
435	необходимой для	1	1
436	заключается в	3	1
437	первую очередь	1	1
438	при встрече	2	1
439	это не	3	1
440	то все	1	1
441	обе стороны	1	1
442	например с	1	1
443	в жизни	1	1
444	событием самого	1	1
445	в них	4	1
446	далеко не	10	1
447	со своими	1	1
448	которой он	1	1
449	ведет к	3	1
450	определенной жанровой	2	1
451	ситуации но	1	1
452	являются наиболее	1	1
453	эстетического отношения	1	1
454	м.м бахтин	2	1
455	в понимании	1	1
456	и при	1	1
457	таким же	1	1
458	не становится	1	1
459	высказывания самого	1	1
460	это делает	1	1
461	адресата и	2	1
462	эстетическая деятельность	3	1
463	одним и	1	1
464	композиция и	1	1
465	вплоть до	1	1
466	обнаруживается в	1	1
467	конструктивная роль	1	1
468	недискурсивных формах	1	1
469	и эти	1	1
470	и более	1	1
471	я героя	2	1
472	однако в	3	1
473	не должна	1	1
474	и вся	1	1
475	к мировому	1	1
476	перформативные высказывания	1	1
477	раз и	1	1
478	и случай	1	1
479	виду что	1	1
480	оба суть	1	1
481	до известной	1	1
482	как ценностного	1	1
483	тексту в	1	1
484	в центр	1	1
485	но только	1	1
486	для всего	1	1
487	имеет отношение	1	1
488	каждый из	1	1
489	не учитывать	1	1
490	что ни	1	1
491	при наличии	1	1
492	такова что	1	1
493	этих двух	1	1
494	впрочем в	1	1
495	по своей	11	1
496	адресата при	2	1
497	это слово	1	1
498	потому что	4	1
499	связи с	4	1
500	о чем-то	1	1
501	помимо воли	1	1
502	всех прочих	1	1
503	личности в	1	1
504	одно и	1	1
505	в специальном	1	1
506	персонажей не	1	1
507	т.п и	1	1
508	нуждающейся в	1	1
509	всякого литературного	1	1
510	выход из	1	1
511	на границе	1	1
512	встречается в	1	1
513	и заключается	1	1
514	с данной	1	1
515	во все	1	1
516	этой причине	2	1
517	и другой	1	1
518	отличается от	2	1
519	же самое	2	1
520	уже было	1	1
521	должны быть	3	1
522	бахтина о	2	1
523	частной жизни	2	1
524	указывает на	2	1
525	ценностного центра	1	1
526	анализа в	1	1
527	отказаться от	1	1
528	говоря словами	1	1
529	если же	1	1
530	о них	1	1
531	для себя	4	1
532	и о	4	1
533	значения и	1	1
534	то она	2	1
535	в виду	2	1
536	свою очередь	3	1
537	но при	3	1
538	с сохранением	1	1
539	распространяется на	1	1
540	в ее	3	1
541	здесь также	1	1
542	характер и	2	1
543	все прочие	1	1
544	только то	1	1
545	в недискурсивных	1	1
546	по этой	2	1
547	это обращение	1	1
548	речи как	2	1
549	субъектом данного	1	1
550	поэтому в	1	1
551	из одного	1	1
552	различного рода	3	1
553	коммуникативное событие	5	1
554	ряде произведений	1	1
555	о нем	2	1
556	повествования о	1	1
557	в другом	2	1
558	и что	2	1
559	цепи событий	2	1
560	среди всех	1	1
561	что его	1	1
562	отличаются от	1	1
563	служит для	2	1
564	восходит к	1	1
565	а напротив	1	1
566	места и	1	1
567	это единая	1	1
568	границы такого	1	1
569	к нему	1	1
570	с его	4	1
571	на дорогу	1	1
572	складывается из	1	1
573	интертекстуальные связи	1	1
574	свидетеля и	1	1
575	утрачивает свою	1	1
576	это лишь	1	1
577	них в	2	1
578	полной мере	1	1
579	событие самого	2	1
580	как конститутивный	1	1
581	о событии	1	1
582	в литературе	2	1
583	что здесь	1	1
584	известном смысле	1	1
585	ключевую роль	1	1
586	в основном	1	1
587	и представляет	2	1
588	дело с	2	1
589	одного сознания	1	1
590	в молчание	1	1
591	в какой	2	1
592	хотя бы	3	1
593	здесь ни	1	1
594	надо полагать	1	1
595	вступление в	1	1
596	и ее	2	1
597	самое следует	1	1
598	в уста	1	1
599	в литературоведении	2	1
600	в выходе	1	1
601	одни и	1	1
602	смысл высказывания	1	1
603	теперь уже	1	1
604	уже в	2	1
605	вопроса о	1	1
606	то и	1	1
607	в начале	2	1
608	принадлежащих к	2	1
609	нередко именуют	1	1
610	и составляющий	1	1
611	его текст	1	1
612	его и	1	1
613	за ним	1	1
614	что происходило	1	1
615	ценностное уплотнение	1	1
616	в прозе	1	1
617	слова в	2	1
618	сами по	2	1
619	не совпадают	1	1
620	к ним	3	1
621	может служить	1	1
622	себе и	1	1
623	как его	2	1
624	героя а	1	1
625	свидетельствующего о	1	1
626	бы это	2	1
627	в ремарках	1	1
628	своем значении	1	1
629	даже не	1	1
630	на примере	1	1
631	с другим	1	1
632	который не	1	1
633	на ее	2	1
634	особое внимание	1	1
635	персонажей а	1	1
636	к эффекту	1	1
637	не наделен	1	1
638	зрения как	1	1
639	в свою	3	1
640	текст в	1	1
641	еще и	1	1
642	себя и	1	1
643	нового времени	1	1
644	совмещается с	1	1
645	его из	1	1
646	противном случае	1	1
647	эффект как	1	1
648	более того	2	1
649	в рассказе	2	1
650	зависит от	2	1
651	дискурса она	1	1
652	понимать как	1	1
653	существенно для	1	1
654	выступают в	1	1
655	по рассуждению	4	1
656	а своего	1	1
657	объединены в	1	1
658	что хотя	1	1
659	дискурса их	1	1
660	в ряду	2	1
661	мира в	3	1
662	ближе к	1	1
663	в связи	1	1
664	было в	2	1
665	но оно	1	1
666	иной жанровой	1	1
667	до этого	1	1
668	и читателем	1	1
669	и потому	3	1
670	только его	1	1
671	в дискурсе	2	1
672	однако для	1	1
673	не становясь	1	1
674	прямого адресата	1	1
675	целом ряде	1	1
676	для обозначения	3	1
677	высказывания с	2	1
678	это приводит	1	1
679	однако эти	1	1
680	текста где	1	1
681	в тех	2	1
682	для возникновения	1	1
683	здесь совершенно	1	1
684	за рамки	2	1
685	или менее	2	1
686	стороны и	2	1
687	да и	1	1
688	можно принять	1	1
689	формы высказывания	1	1
690	для реализации	1	1
691	как нельзя	1	1
692	исходя из	2	1
693	что же	2	1
694	с этой	1	1
695	слова и	1	1
696	фигура не	1	1
697	было сказано	1	1
698	своей коммуникативной	4	1
699	эстетического субъекта	2	1
700	научного мышления	3	1
701	коммуникативным событием	2	1
702	перед нами	3	1
703	к другим	2	1
704	но одновременно	2	1
705	эстетическим объектом	1	1
706	тому или	1	1
707	это явление	1	1
708	не является	4	1
709	за его	2	1
710	в воображении	1	1
711	будучи в	1	1
712	известной степени	2	1
713	случаях когда	1	1
714	не имея	2	1
715	ю.м лотмана	1	1
716	лицо и	1	1
717	или иному	1	1
718	именно здесь	1	1
719	другое дело	1	1
720	своей собственной	2	1
721	но отнюдь	2	1
722	жанр в	6	1
723	себя самого	1	1
724	следует упускать	1	1
725	здесь по	1	1
726	или нет	1	1
727	тем более	1	1
728	и как	6	1
729	мы должны	1	1
730	в исходном	1	1
731	ни к	6	1
732	будто бы	2	1
733	но это	1	1
734	событийного ряда	1	1
735	в мировом	1	1
736	настоящего исследования	1	1
737	однако на	2	1
738	в равной	2	1
739	могли быть	1	1
740	мысли о	2	1
741	отношении к	1	1
742	в системе	1	1
743	может и	2	1
744	а о	2	1
745	оказывается и	1	1
746	героя и	2	1
747	с ней	1	1
748	отношением к	1	1
749	событием коммуникативным	1	1
750	случилось однажды	1	1
751	быть признано	1	1
752	в отдельности	1	1
753	в свое	1	1
754	и рецептивного	1	1
755	рассказе чехова	1	1
756	что помимо	1	1
757	здесь именуется	1	1
758	собой лишь	1	1
759	это в	2	1
760	следует сказать	1	1
761	значение в	1	1
