N	2gram	Losev_Prob_1	Komedia
272	эстетики и	1	1
273	что иное	2	1
274	то это	1	1
275	мы здесь	2	1
276	иное как	2	1
277	быть в	1	1
278	а только	5	1
279	во всех	7	1
280	но конечно	1	1
281	себе к	1	1
282	сказать и	3	1
283	слишком много	1	1
284	он может	1	1
285	о высоких	1	1
286	друг на	1	1
287	есть по	4	1
288	поскольку в	2	1
289	судить об	1	1
290	при первом	1	1
291	отнюдь не	10	1
292	и вовсе	4	1
293	с этим	3	1
294	мира в	1	1
295	с собой	2	1
296	дает нам	1	1
297	в своем	5	1
298	говорит что	1	1
299	не являются	5	1
300	его к	1	1
301	на известного	1	1
302	и к	1	1
303	самом начале	1	1
304	более или	3	1
305	то в	5	1
306	не приходится	1	1
307	что это	3	1
308	мы получаем	3	1
309	сказать о	2	1
310	так или	2	1
311	он в	2	1
312	что же	9	1
313	тут и	1	1
314	бы не	1	1
315	из этих	2	1
316	только на	4	1
317	особенно важно	1	1
318	другом случае	1	1
319	почти целиком	1	1
320	и те	1	1
321	ее как	1	1
322	о других	1	1
323	как он	4	1
324	в братьях	1	1
325	что эти	1	1
326	по существу	2	1
327	мы впервые	1	1
328	действительности к	2	1
329	чтобы в	1	1
330	д все	1	1
331	прошлого века	1	1
332	из него	1	1
333	его от	3	1
334	подобно тому	2	1
335	что она	5	1
336	но все	3	1
337	человека в	1	1
338	что все	3	1
339	они должны	1	1
340	в совершенно	1	1
341	же касается	3	1
342	конечно в	2	1
343	об этом	10	1
344	а его	1	1
345	то есть	33	1
346	на этой	2	1
347	это было	2	1
348	на путь	1	1
349	и отдельные	1	1
350	перед нами	5	1
351	начала и	1	1
352	после этого	4	1
353	в жизни	3	1
354	за последние	1	1
355	нет в	1	1
356	все равно	5	1
357	как об	1	1
358	с тем	5	1
359	и уже	3	1
360	вникать в	1	1
361	художественный тип	1	1
362	слова и	1	1
363	себе все	2	1
364	в эту	2	1
365	в этих	3	1
366	не так	1	1
367	себя внимание	1	1
368	но если	2	1
369	нас не	2	1
370	наших дней	1	1
371	однако еще	1	1
372	в которых	3	1
373	миф о	1	1
374	которые в	2	1
375	друг другу	2	1
376	однако не	3	1
377	видно что	1	1
378	на небо	1	1
379	с такими	2	1
380	том же	1	1
381	времени а	1	1
382	и почти	1	1
383	по себе	15	1
384	всего его	1	1
385	тому что	4	1
386	и очень	2	1
387	этой области	2	1
388	если и	1	1
389	между людьми	1	1
390	вплоть до	1	1
391	человеческого мышления	1	1
392	делится на	1	1
393	и другое	2	1
394	если в	1	1
395	что их	2	1
396	поскольку однако	1	1
397	и сама	2	1
398	или лучше	1	1
399	которого он	2	1
400	сознания как	1	1
401	а может	2	1
402	того чтобы	9	1
403	следовательно и	2	1
404	которые и	1	1
405	в науке	2	1
406	в какой-то	1	1
407	они являются	1	1
408	так например	1	1
409	мы бы	1	1
410	средствами но	1	1
411	женщины в	1	1
412	каждый раз	1	1
413	мы и	4	1
414	что на	1	1
415	ему не	1	1
416	вот в	2	1
417	и для	4	1
418	в специальном	1	1
419	его обычно	1	1
420	не могут	2	1
421	себе никакого	1	1
422	сталкиваемся с	1	1
423	и другим	2	1
424	его с	1	1
425	последних именно	1	1
426	даже и	8	1
427	авторы и	1	1
428	например на	2	1
429	уже на	2	1
430	в каждом	1	1
431	отказаться от	1	1
432	и это	9	1
433	это только	2	1
434	данном случае	8	1
435	особенно в	2	1
436	и получаем	1	1
437	или для	1	1
438	говорили что	2	1
439	на поверхность	1	1
440	говорить о	6	1
441	в дальнейшем	4	1
442	идет речь	1	1
443	в собственных	1	1
444	можно было	3	1
445	почти каждый	1	1
446	это вовсе	2	1
447	отождествляется с	1	1
448	наше внимание	1	1
449	нам сейчас	1	1
450	мира а	1	1
451	с ним	3	1
452	одно это	1	1
453	является конечно	1	1
454	них не	1	1
455	о нем	3	1
456	познания и	1	1
457	было достаточно	1	1
458	за свое	1	1
459	именно с	1	1
460	и внутреннее	2	1
461	и что	9	1
462	почему же	1	1
463	утверждает что	1	1
464	с целью	4	1
465	на ее	1	1
466	является ее	1	1
467	может и	3	1
468	ко всей	1	1
469	которая обычно	1	1
470	и только	4	1
471	что указывает	1	1
472	и следовательно	3	1
473	в литературе	4	1
474	того что	7	1
475	такими и	1	1
476	почти все	1	1
477	доходит до	1	1
478	сразу же	2	1
479	природой и	1	1
480	которые без	1	1
481	его для	2	1
482	хотя бы	3	1
483	течение всей	1	1
484	в стороне	1	1
485	которое мы	1	1
486	поэтому и	2	1
487	больше чем	2	1
488	до наших	1	1
489	себя в	1	1
490	так что	6	1
491	отражение в	1	1
492	и насколько	1	1
493	ни одного	1	1
494	это обстоятельство	1	1
495	красоты и	1	1
496	не дает	1	1
497	в данной	1	1
498	в душе	1	1
499	за ним	1	1
500	этот раз	2	1
501	мир в	1	1
502	числу таких	1	1
503	нас только	1	1
504	соседних областей	1	1
505	которая сумела	1	1
506	о которой	1	1
507	ее не	1	1
508	этой пьесе	1	1
509	друг друга	1	1
510	не случайно	1	1
511	не говорит	1	1
512	от того	1	1
513	на том	4	1
514	разговоре с	1	1
515	само собой	2	1
516	для того	8	1
517	ничуть не	1	1
518	представление о	1	1
519	является их	1	1
520	или иначе	2	1
521	литературу и	1	1
522	на этот	3	1
523	говорить и	1	1
524	далеко не	5	1
525	было и	1	1
526	его из	1	1
527	к человеку	1	1
528	естественно что	2	1
529	в средней	1	1
530	а наоборот	3	1
531	его как	2	1
532	и достаточно	1	1
533	человек есть	1	1
534	о чем	6	1
535	последней четверти	1	1
536	что из	1	1
537	совершенно очевидно	1	1
538	ближе к	1	1
539	для этой	1	1
540	нет никаких	1	1
541	этот же	1	1
542	и потому	2	1
543	из трех	1	1
544	в разговоре	1	1
545	и столь	1	1
546	к своему	1	1
547	в самый	1	1
548	в данном	9	1
549	который мы	2	1
550	он становится	1	1
551	одновременно с	1	1
552	тому как	2	1
553	как бы	14	1
554	а потом	2	1
555	очевидный факт	1	1
556	сам не	1	1
557	из отдельных	1	1
558	о месте	1	1
559	в это	2	1
560	с этой	1	1
561	еще к	1	1
562	в науках	1	1
563	и тому	1	1
564	впрочем не	1	1
565	в условиях	1	1
566	в основном	1	1
567	о его	2	1
568	что нет	2	1
569	не знаем	1	1
570	это ясно	1	1
571	с большой	1	1
572	обычно не	1	1
573	наш герой	1	1
574	понять что	1	1
575	течений в	1	1
576	которой можно	1	1
577	чтобы понять	3	1
578	от него	1	1
579	в третьем	1	1
580	года в	1	1
581	но зато	1	1
582	с понятием	1	1
583	находим в	1	1
584	хотя в	3	1
585	в общем	1	1
586	превосходство над	1	1
587	не знает	1	1
588	сказать что	13	1
589	понимать как	2	1
590	совершенно не	6	1
591	к его	2	1
592	ко всему	1	1
593	именно к	1	1
594	всего как	1	1
595	в трех	1	1
596	в каком	3	1
597	жизни и	1	1
598	указывают на	2	1
599	человека к	1	1
600	к этой	1	1
601	и эта	1	1
602	это в	1	1
603	молодой человек	1	1
604	гораздо более	2	1
605	как на	1	1
606	в таком	9	1
